,RC1_WT_GMM1,RC2_WT_GMM2,RC3_creA_GMM1,RC4_creA_GMM2,RC5_WT_EMM1,RC6_WT_EMM2,RC7_creA_EMM1,RC8_creA_EMM2
CADAFUBG00001582,36,32,31,6,84,62,62,60
CADAFUBG00001583,260,314,155,129,73,106,72,70
CADAFUBG00001584,215,96,156,625,24,16,5,7
CADAFUBG00001585,3101,2842,2770,1008,3476,4122,1843,2046
CADAFUBG00001586,1761,1823,2121,882,2122,1767,1371,1395
CADAFUBG00001587,4601,3849,3048,2387,3333,2572,1309,1942
CADAFUBG00001588,275,232,189,248,370,276,178,181
CADAFUBG00001589,2113,1964,1691,1878,2955,2044,1527,1386
CADAFUBG00001590,1037,917,878,640,1471,980,742,850
CADAFUBG00001591,36088,36011,44575,33204,14905,9599,6078,6129
CADAFUBG00001592,508,571,509,372,586,375,246,234
CADAFUBG00001593,648,656,1016,794,847,610,654,408
CADAFUBG00001594,343,317,425,564,786,596,370,428
CADAFUBG00001595,40,69,37,52,91,82,60,74
CADAFUBG00001596,61,53,24,21,36,45,29,57
CADAFUBG00001597,449,428,175,463,391,247,161,295
CADAFUBG00001598,0,2,0,0,0,3,0,2
CADAFUBG00001599,861,842,735,967,1054,798,502,689
CADAFUBG00001600,979,1105,864,374,939,903,987,1148
CADAFUBG00001601,905,1014,411,234,675,586,132,114
CADAFUBG00001602,947,1035,591,651,849,559,387,414
CADAFUBG00001603,835,921,831,774,1374,1037,598,842
CADAFUBG00001604,611,628,436,295,914,730,365,452
CADAFUBG00001605,184,183,151,136,537,586,294,350
CADAFUBG00001606,648,531,491,670,1205,792,667,699
CADAFUBG00001607,45,54,36,54,92,46,35,37
CADAFUBG00001608,1408,1406,2150,1938,1861,1410,2195,2486
CADAFUBG00001609,2445,2483,2293,1662,2664,1690,1230,980
CADAFUBG00001610,2,4,5,5,11,10,6,9
CADAFUBG00001611,2205,2252,2181,770,2910,2774,3761,3884
CADAFUBG00001612,5305,5242,2214,2222,400,385,184,236
CADAFUBG00001613,1286,1032,1608,826,1038,666,1074,879
CADAFUBG00001614,2745,2259,4562,2025,4594,4016,3437,4422
CADAFUBG00001615,1216,1096,1025,415,1193,1340,1407,1843
CADAFUBG00001616,769,884,961,477,618,440,369,303
CADAFUBG00001617,12,24,13,13,32,32,17,13
CADAFUBG00001618,1788,1981,1561,520,2421,1666,1285,1031
CADAFUBG00001619,2259,2488,2588,1323,4973,4250,2493,3158
CADAFUBG00001620,186,217,177,183,1260,2005,1050,1683
CADAFUBG00001621,128,136,102,80,178,154,95,209
CADAFUBG00001622,2428,2509,2250,1047,2833,2310,1977,2346
CADAFUBG00001623,2063,2063,2353,1142,2254,2162,1697,1992
CADAFUBG00001624,3087,3127,3092,2727,3078,2504,1712,1816
CADAFUBG00001625,1025,978,797,566,1626,1195,1177,1438
CADAFUBG00001626,1122,1058,1004,653,1162,872,676,910
CADAFUBG00001627,790,792,1052,509,1336,1772,1559,2278
CADAFUBG00001628,23295,21641,29422,30801,10206,5053,6632,3922
CADAFUBG00001629,2710,1313,2413,1586,642,487,1034,996
CADAFUBG00001630,39,61,19,29,59,34,9,25
CADAFUBG00001631,39,34,26,22,82,81,31,52
CADAFUBG00001632,424,405,367,163,1067,1414,1090,1620
CADAFUBG00001633,8,7,1,5,3,4,4,6
CADAFUBG00001634,1,0,0,0,2,2,0,2
CADAFUBG00001635,3,4,2,0,6,4,2,4
CADAFUBG00001636,16,25,4,3,58,35,22,30
CADAFUBG00001637,1,3,0,1,1,0,1,1
CADAFUBG00001638,466,525,686,609,645,447,438,298
CADAFUBG00001639,340,415,444,442,482,391,354,409
CADAFUBG00001640,41,32,40,31,46,34,21,26
CADAFUBG00001641,905,839,862,861,1023,896,737,836
CADAFUBG00001642,1251,1318,1468,1875,1245,994,794,726
CADAFUBG00001643,562,562,655,666,747,626,394,576
CADAFUBG00001644,1503,1305,1379,1564,1798,1230,758,914
CADAFUBG00001645,83,69,81,38,66,41,41,44
CADAFUBG00001646,153,125,89,91,117,90,97,58
CADAFUBG00001647,386,195,317,227,141,131,69,44
CADAFUBG00001648,1506,682,1207,1255,108,98,64,42
CADAFUBG00001649,72,65,170,230,123,103,98,86
CADAFUBG00001650,8,6,15,16,67,53,35,42
CADAFUBG00001651,2591,2466,2914,1442,11168,19634,17103,24622
CADAFUBG00001652,642,498,422,593,1942,1607,720,1080
CADAFUBG00001653,848,903,1026,701,971,675,428,425
CADAFUBG00001654,1179,1155,1254,619,1283,934,718,733
CADAFUBG00001655,874,665,904,639,702,627,1012,1225
CADAFUBG00001656,1390,1315,406,206,857,1075,432,478
CADAFUBG00001657,66,36,53,30,44,51,66,72
CADAFUBG00001658,364,284,410,220,333,267,261,235
CADAFUBG00001659,100,77,55,59,150,102,137,153
CADAFUBG00001660,7,3,7,5,8,7,4,11
CADAFUBG00001661,251,82,275,421,20,9,17,11
CADAFUBG00001662,57,83,364,482,17,28,112,23
CADAFUBG00001663,36,43,260,297,24,20,98,11
CADAFUBG00001664,1219,1520,1389,1099,709,490,705,585
CADAFUBG00001665,2,0,1,1,0,1,1,1
CADAFUBG00001666,9,3,4,7,11,9,8,8
CADAFUBG00001667,254,288,327,131,315,325,344,347
CADAFUBG00001668,189,228,210,127,327,313,342,366
CADAFUBG00001669,104961,118088,46991,38994,1353,2745,678,49
CADAFUBG00001670,656,583,156,121,41,56,18,6
CADAFUBG00001671,150,150,244,278,170,338,276,72
CADAFUBG00001672,651,681,866,1101,832,668,646,463
CADAFUBG00001673,100,101,89,48,194,184,141,162
CADAFUBG00001674,206,231,164,96,269,296,140,214
CADAFUBG00001675,2,4,2,1,3,1,0,3
CADAFUBG00001676,0,1,0,1,0,0,0,0
CADAFUBG00001677,1353,992,485,520,644,903,302,321
CADAFUBG00001678,275,205,105,88,116,187,31,26
CADAFUBG00001679,5,3,27,182,11,9,0,2
CADAFUBG00001680,1,0,1,5,0,0,0,0
CADAFUBG00001681,204,152,165,130,184,145,214,222
CADAFUBG00001682,1771,1323,539,619,1042,805,237,336
CADAFUBG00001683,126,108,51,41,184,149,72,82
CADAFUBG00001684,13,7,13,3,61,59,17,21
CADAFUBG00001685,2,5,0,0,2,0,0,0
CADAFUBG00001686,10,4,0,0,3,1,0,0
CADAFUBG00001687,601,542,565,476,872,898,876,860
CADAFUBG00001688,7161,7630,10938,7051,1868,988,4280,3550
CADAFUBG00001689,222,257,346,221,75,86,241,155
CADAFUBG00001690,442,479,600,392,191,148,388,224
CADAFUBG00001691,739,721,304,337,957,444,168,174
CADAFUBG00001692,160,202,136,155,175,97,82,76
CADAFUBG00001693,0,0,0,0,0,3,0,0
CADAFUBG00001694,254,243,154,108,705,445,415,399
CADAFUBG00001695,6,15,6,2,19,15,10,2
CADAFUBG00001696,0,0,0,0,0,0,0,0
CADAFUBG00001697,199,94,132,189,105,153,104,89
CADAFUBG00001698,1,2,2,0,0,1,0,0
CADAFUBG00001699,0,0,0,1,1,2,9,10
CADAFUBG00001700,8,19,14,4,29,27,16,15
CADAFUBG00001701,17,16,9,3,34,22,24,26
CADAFUBG00001702,0,0,1,0,0,0,0,0
CADAFUBG00001703,0,1,3,1,2,2,0,1
CADAFUBG00001704,18,25,15,17,136,53,32,45
CADAFUBG00001705,49,29,19,27,55,27,10,5
CADAFUBG00001706,1,3,1,2,4,2,1,0
CADAFUBG00001707,9,4,22,31,53,47,69,98
CADAFUBG00001708,20,13,19,7,30,21,21,47
CADAFUBG00001709,0,0,1,0,1,0,4,3
CADAFUBG00001710,15,9,320,238,7,2,336,252
CADAFUBG00001711,3,11,144,71,9,2,58,79
CADAFUBG00001712,18,10,50,29,25,20,54,92
CADAFUBG00001713,4012,3957,5283,3754,5096,4378,4625,5156
CADAFUBG00001714,20,32,49,36,58,24,37,36
CADAFUBG00001715,19,14,7,11,20,10,8,7
CADAFUBG00001716,0,0,1,1,3,2,1,2
CADAFUBG00001717,0,0,1,4,2,2,18,30
CADAFUBG00001718,3,0,2,4,2,2,2,4
CADAFUBG00001719,0,0,0,0,1,0,0,0
CADAFUBG00001720,3,0,1,0,3,5,0,1
CADAFUBG00001721,707,508,144,138,372,577,51,68
CADAFUBG00001722,0,0,0,0,1,0,0,0
CADAFUBG00001723,0,0,1,0,0,1,0,0
CADAFUBG00001724,232,154,707,682,102,89,311,302
CADAFUBG00001725,1812,1752,1711,1796,2488,1993,2216,2165
CADAFUBG00001726,63,75,111,94,205,255,117,55
CADAFUBG00001727,57,58,27,69,364,600,302,485
CADAFUBG00001728,8,10,10,1,39,36,11,11
CADAFUBG00001729,51,42,17,12,31,26,7,11
CADAFUBG00001730,11,7,8,7,11,16,1,3
CADAFUBG00001731,166,154,133,142,241,219,205,251
CADAFUBG00001732,1398,1255,1340,1341,2115,1915,1538,1647
CADAFUBG00001733,4109,1867,1986,2472,255,120,354,220
CADAFUBG00001734,202,75,77,138,20,12,17,15
CADAFUBG00001735,135,147,105,45,226,254,161,169
CADAFUBG00001736,660,704,476,258,1072,1034,692,835
CADAFUBG00001737,770,653,1455,720,1433,2235,2516,1783
CADAFUBG00001738,33,36,7,3,42,22,22,11
CADAFUBG00001739,0,1,0,0,1,0,0,0
CADAFUBG00001740,6,0,1,1,0,0,2,4
CADAFUBG00001741,18,19,0,1,8,21,9,7
CADAFUBG00001742,0,0,0,0,0,0,0,0
CADAFUBG00001743,25,19,21,17,70,37,22,34
CADAFUBG00001744,1,0,3,1,4,1,2,1
CADAFUBG00001745,61,18,74,243,0,0,1,0
CADAFUBG00001746,28,31,24,19,115,72,14,80
CADAFUBG00001747,3,4,2,3,17,24,52,107
CADAFUBG00001748,10,4,13,10,9,3,7,14
CADAFUBG00001749,1,1,0,1,2,1,0,1
CADAFUBG00001750,0,0,0,0,3,5,0,0
CADAFUBG00001751,1295,758,291,171,754,566,21,10
CADAFUBG00001752,0,0,0,0,1,2,6,7
CADAFUBG00001753,5,2,2,2,3,0,1,2
CADAFUBG00001754,17,10,14,17,74,47,59,66
CADAFUBG00001755,4,1,2,1,19,20,10,19
CADAFUBG00001756,1,0,0,0,14,7,11,7
CADAFUBG00001757,0,2,0,0,15,22,17,24
CADAFUBG00001758,386,439,393,496,5014,3529,3371,3183
CADAFUBG00001759,538,667,331,472,864,709,614,711
CADAFUBG00001760,250,233,124,70,756,954,265,422
CADAFUBG00001761,1,0,0,0,0,0,0,1
CADAFUBG00001762,1,0,1,0,2,2,1,1
CADAFUBG00001763,0,0,0,2,13,10,30,27
CADAFUBG00001764,5,4,16,25,726,803,4299,5012
CADAFUBG00001765,9,13,17,21,10,7,18,17
CADAFUBG00001766,41,36,46,26,77,76,53,39
CADAFUBG00001767,0,0,0,0,0,0,0,0
CADAFUBG00001768,8,7,3,8,14,9,1,1
CADAFUBG00001769,1056,1046,2429,935,1525,2051,1517,1668
CADAFUBG00001770,30,33,55,64,62,67,36,28
CADAFUBG00001771,2022,2132,738,1081,3927,1643,265,322
CADAFUBG00001772,139,97,19436,13014,241,152,4039,3172
CADAFUBG00001773,4,4,6,3,5,6,5,16
CADAFUBG00001774,69,39,4817,4822,57,74,572,465
CADAFUBG00001775,12881,10226,6415,8003,27762,19131,4269,5658
CADAFUBG00001776,517,596,813,574,412,629,495,398
CADAFUBG00001777,1280,1091,1514,1380,1406,1505,765,470
CADAFUBG00001778,449,269,268,233,548,567,242,374
CADAFUBG00001779,152,138,243,301,1723,343,141,119
CADAFUBG00001780,968,726,1379,1353,2765,1976,2215,2546
CADAFUBG00001781,599,460,771,546,1145,837,944,964
CADAFUBG00001782,271,129,262,340,120,60,43,53
CADAFUBG00001783,20,8,10,13,30,22,17,23
CADAFUBG00001784,66,47,25,17,267,284,103,254
CADAFUBG00001785,19,13,26,36,1236,1169,10834,14300
CADAFUBG00001786,180,127,117,100,849,828,2023,2564
CADAFUBG00001787,314,224,17,14,16,2,3,6
CADAFUBG00001788,126,91,141,99,240,174,224,175
CADAFUBG00001789,49,11,18,19,0,1,3,0
CADAFUBG00001790,18,6,5,2,6,1,1,0
CADAFUBG00001791,51,50,95,67,42,15,59,56
CADAFUBG00001792,69,33,55,45,43,13,34,30
CADAFUBG00001793,7,5,2,1,6,3,1,1
CADAFUBG00001794,25,19,5,9,78,62,25,19
CADAFUBG00001795,1,1,6,4,5,3,0,2
CADAFUBG00001796,8,9,5,7,17,14,9,14
CADAFUBG00001797,131,129,89,66,311,208,177,221
CADAFUBG00001798,56,42,16,25,98,103,59,69
CADAFUBG00001799,794,640,104,149,1600,1139,228,205
CADAFUBG00001800,946,885,478,513,1050,784,889,1147
CADAFUBG00001801,38,30,17,52,230,143,100,116
CADAFUBG00001802,43,30,19,22,130,110,36,63
CADAFUBG00001803,351,360,420,197,330,433,597,585
CADAFUBG00001804,83165,82474,135102,70989,62789,54798,189210,197504
CADAFUBG00001805,199,154,102,114,178,85,76,87
CADAFUBG00001806,7436,6836,4325,3000,8531,6191,3314,3950
CADAFUBG00001807,1122,1000,899,1066,1134,718,971,886
CADAFUBG00001808,1226,1209,1486,571,941,933,996,1208
CADAFUBG00001809,849,788,942,575,1212,970,756,923
CADAFUBG00001810,572,516,418,286,602,579,502,587
CADAFUBG00001811,1193,1210,1052,1221,1395,941,508,577
CADAFUBG00001812,305,263,356,425,363,218,134,122
CADAFUBG00001813,189,234,280,178,204,141,116,108
CADAFUBG00001814,385,365,526,449,460,324,244,227
CADAFUBG00001815,2418,2110,2657,2380,2612,2119,1791,2152
CADAFUBG00001816,2818,2421,2397,1590,4083,4623,1609,2149
CADAFUBG00001817,75,77,39,50,110,82,53,64
CADAFUBG00001818,212,139,151,93,293,223,141,186
CADAFUBG00001819,4720,3377,8460,4948,3284,3714,3478,4019
CADAFUBG00001820,195,208,214,71,227,173,207,235
CADAFUBG00001821,801,761,278,190,1295,927,347,522
CADAFUBG00001822,2229,2255,2306,1540,2247,1695,1236,1452
CADAFUBG00001823,5162,5302,7191,7192,4562,3290,2919,2840
CADAFUBG00001824,6974,7075,2909,2375,7022,2958,4553,5130
CADAFUBG00001825,687,600,346,258,1056,768,418,642
CADAFUBG00001826,664,607,860,586,1406,1119,835,1090
CADAFUBG00001827,1260,752,660,565,349,442,204,241
CADAFUBG00001828,3139,2273,1901,799,1653,2116,1436,1415
CADAFUBG00001829,44,23,39,37,40,30,17,17
CADAFUBG00001830,27,46,32,37,55,49,77,84
CADAFUBG00001831,149,171,139,76,219,168,127,176
CADAFUBG00001832,139,96,66,65,177,116,54,37
CADAFUBG00001833,334,281,122,123,264,143,107,158
CADAFUBG00001834,1769,1262,636,524,1788,1857,327,410
CADAFUBG00001835,530,497,707,320,605,315,336,257
CADAFUBG00001836,5,13,4,12,7,7,6,8
CADAFUBG00001837,437,391,323,232,510,472,440,522
CADAFUBG00001838,751,690,897,841,886,527,385,359
CADAFUBG00001839,17,21,19,17,30,23,50,167
CADAFUBG00001840,239,179,204,171,179,111,248,145
CADAFUBG00001841,408,416,290,524,471,250,1020,749
CADAFUBG00001842,147,137,95,111,204,183,160,206
CADAFUBG00001843,25,11,7,14,48,33,19,24
CADAFUBG00001844,515,388,318,248,973,760,451,686
CADAFUBG00001845,2849,2290,1826,981,2294,2543,1646,2157
CADAFUBG00001846,842,994,970,1395,797,571,805,560
CADAFUBG00001847,1321,1239,1374,1011,1951,1678,1672,1932
CADAFUBG00001848,2259,2180,2459,2610,3194,2122,1793,2327
CADAFUBG00001849,213,237,263,264,338,245,198,263
CADAFUBG00001850,1286,1293,1830,3347,1594,829,830,495
CADAFUBG00001851,9,3,4,1,2,2,1,0
CADAFUBG00001852,301,367,318,198,551,436,523,453
CADAFUBG00001853,302,365,364,283,405,297,287,300
CADAFUBG00001854,1198,1450,1770,563,1232,1033,1454,1259
CADAFUBG00001855,2829,2683,2090,2240,3136,2215,1552,2326
CADAFUBG00001856,1727,1610,1643,868,1682,1340,1192,1426
CADAFUBG00001857,1303,1118,1191,1153,1360,1198,1322,1628
CADAFUBG00001858,1020,955,1200,1332,1389,742,1051,983
CADAFUBG00001859,295,304,627,431,1418,2047,14058,17117
CADAFUBG00001860,164,151,233,221,125,87,60,37
CADAFUBG00001861,723,673,721,398,825,570,542,473
CADAFUBG00001862,928,1023,1021,475,1016,776,631,685
CADAFUBG00001863,429,396,315,218,576,443,161,152
CADAFUBG00001864,694,480,1111,883,619,664,1854,1775
CADAFUBG00001865,6947,6861,7326,6300,9376,8608,5024,5993
CADAFUBG00001866,651,603,735,814,1085,1003,609,907
CADAFUBG00001867,5356,5670,6798,2248,5690,4799,5582,5657
CADAFUBG00001868,1289,1062,741,808,2617,2004,3942,5172
CADAFUBG00001869,16,14,62,34,51,42,79,111
CADAFUBG00001870,107,68,143,86,172,150,140,182
CADAFUBG00001871,2473,2288,2332,1042,2543,2243,2050,2234
CADAFUBG00001872,315,264,276,283,555,604,315,397
CADAFUBG00001873,1885,1758,1711,569,1975,2884,1593,1747
CADAFUBG00001874,115,114,195,149,175,167,201,239
CADAFUBG00001875,105,118,205,135,214,201,277,318
CADAFUBG00001876,23351,9127,9616,10071,9483,6952,7942,6485
CADAFUBG00001877,244,267,206,104,309,371,290,247
CADAFUBG00001878,21,26,37,26,30,18,25,20
CADAFUBG00001879,1301,1486,3036,2418,951,659,964,460
CADAFUBG00001880,2158,2091,2929,1323,2892,3943,3838,4969
CADAFUBG00001881,100,84,62,67,84,84,64,85
CADAFUBG00001882,631,515,598,440,718,566,562,639
CADAFUBG00001883,2003,2176,2714,1337,2502,2809,2045,2236
CADAFUBG00001884,3008,2907,3354,3425,2237,1708,1950,1777
CADAFUBG00001885,388,367,338,338,657,512,329,359
CADAFUBG00001886,2912,2590,2733,2703,4620,3433,3068,4201
CADAFUBG00001887,0,0,0,0,0,0,0,0
CADAFUBG00001888,627,608,654,1460,979,615,631,725
CADAFUBG00001889,0,0,0,1,0,0,0,0
CADAFUBG00001890,928,1065,1484,670,1830,1734,2063,2191
CADAFUBG00001891,1401,1426,1810,1853,1637,913,925,1083
CADAFUBG00001892,2880,1719,2219,2726,980,743,877,987
CADAFUBG00001893,1436,1377,1566,1091,1671,1588,1118,1323
CADAFUBG00001894,2034,2259,1965,1022,3161,4564,2550,3629
CADAFUBG00001895,6804,7288,6286,2657,10115,11981,6114,8739
CADAFUBG00001896,1597,1122,1483,781,939,860,839,894
CADAFUBG00001897,117,122,179,85,490,300,246,315
CADAFUBG00001898,69,68,40,36,51,30,60,38
CADAFUBG00001899,137,158,129,95,345,272,281,338
CADAFUBG00001900,737,675,947,598,733,393,412,187
CADAFUBG00001901,1848,1532,1758,1745,1449,790,784,792
CADAFUBG00001902,962,867,1088,454,903,871,1353,1493
CADAFUBG00001903,1901,1906,1754,1659,2832,3324,1190,1600
CADAFUBG00001904,656,540,187,92,42379,30783,18999,17279
CADAFUBG00001905,183,149,93,59,356,388,176,169
CADAFUBG00001906,15,20,20,26,64,55,40,33
CADAFUBG00001907,4576,4442,3682,4468,2510,2516,3283,5524
CADAFUBG00001908,746,742,899,1590,1211,858,814,997
CADAFUBG00001909,3157,3072,3186,1807,3963,3158,1433,2150
CADAFUBG00001910,2496,2654,2760,1994,2246,2309,943,1478
CADAFUBG00001911,326,243,278,287,526,346,283,275
CADAFUBG00001912,20783,20316,23563,8672,40727,42945,33630,41021
CADAFUBG00001913,222,237,254,131,424,416,421,390
CADAFUBG00001914,1292,1102,1078,972,1077,800,704,798
CADAFUBG00001915,848,712,717,956,857,769,815,981
CADAFUBG00001916,563,607,499,447,552,490,365,409
CADAFUBG00001917,29677,32653,41038,23203,8187,5487,3383,2758
CADAFUBG00001918,864,880,958,706,867,785,932,896
CADAFUBG00001919,911,1053,1133,1073,1478,1047,671,825
CADAFUBG00001920,4325,4566,4727,2271,4656,3263,3104,3218
CADAFUBG00001921,345,432,313,177,501,579,1066,1388
CADAFUBG00001922,552,657,947,380,659,309,368,124
CADAFUBG00001923,1021,1051,1691,1231,809,339,448,191
CADAFUBG00001924,1987,2018,2094,1413,2322,1937,1314,1540
CADAFUBG00001925,1922,1970,2338,2342,1306,650,799,728
CADAFUBG00001926,1248,1093,1253,1018,1433,1170,848,1057
CADAFUBG00001927,2466,2200,2865,1204,8852,10672,10373,11564
CADAFUBG00001928,98,63,46,41,151,88,57,64
CADAFUBG00001929,3118,2826,3092,4225,5122,4394,8093,10176
CADAFUBG00001930,9268,8232,9643,10301,15369,12021,12836,13006
CADAFUBG00001931,472,491,507,726,904,647,443,581
CADAFUBG00001932,984,745,961,768,763,792,1193,1315
CADAFUBG00001933,397,337,226,205,374,309,194,252
CADAFUBG00001934,5010,2602,4350,4026,674,634,186,224
CADAFUBG00001935,9431,10521,12843,3882,5518,2885,3991,1557
CADAFUBG00001936,45,71,63,6,34,12,18,6
CADAFUBG00001937,1122,1017,1526,1841,1319,720,503,432
CADAFUBG00001938,813,844,1293,662,673,404,783,409
CADAFUBG00001939,1691,1836,1502,869,1813,1537,1176,1542
CADAFUBG00001940,36,30,31,24,84,51,32,42
CADAFUBG00001941,936,1067,1731,764,4282,4263,3617,3065
CADAFUBG00001942,61,74,87,110,282,148,92,115
CADAFUBG00001943,698,675,728,636,954,701,412,526
CADAFUBG00001944,165,141,178,142,216,167,89,117
CADAFUBG00001945,2241,2074,2250,1438,2388,2092,2137,2486
CADAFUBG00001946,1878,1501,1889,1569,1842,1515,1425,1474
CADAFUBG00001947,3364,3546,5458,5078,2439,2050,1766,2125
CADAFUBG00001948,1440,1324,1549,726,1020,918,647,776
CADAFUBG00001949,10,1,4,3,19,30,16,15
CADAFUBG00001950,2848,2485,2421,1401,3002,2924,2922,3222
CADAFUBG00001951,353,243,263,347,441,214,170,236
CADAFUBG00001952,5,2,0,2,2,4,0,3
CADAFUBG00001953,714,857,588,640,2849,5456,2444,4431
CADAFUBG00001954,177,195,157,242,619,600,463,534
CADAFUBG00001955,990,946,837,426,974,1020,932,1131
CADAFUBG00001956,2510,2728,2980,1440,2752,2563,2284,2290
CADAFUBG00001957,14551,15041,10673,6257,19415,16130,10550,11205
CADAFUBG00001958,1843,1572,1696,1396,3721,3064,1808,2272
CADAFUBG00001959,2898,2400,2275,4948,3012,2390,1791,2087
CADAFUBG00001960,7992,8451,8456,3836,7400,5087,4545,5122
CADAFUBG00001961,254,276,340,267,492,407,425,461
CADAFUBG00001962,2318,2337,2417,2167,5125,4843,2754,4251
CADAFUBG00001963,8030,8677,6797,2750,7606,7579,5162,5504
CADAFUBG00001964,610,692,742,488,636,377,322,285
CADAFUBG00001965,3063,2781,2746,3570,4389,3443,2540,3347
CADAFUBG00001966,2273,2133,1630,2643,3701,3298,1229,1734
CADAFUBG00001967,2309,1850,1745,2058,3512,2422,1634,1867
CADAFUBG00001968,36,35,27,14,38,27,20,15
CADAFUBG00001969,289,289,348,220,385,328,157,163
CADAFUBG00001970,351,439,474,270,397,376,214,251
CADAFUBG00001971,1726,1877,2352,1136,1850,1059,1247,1334
CADAFUBG00001972,8682,8743,8927,4585,8203,8280,8986,10288
CADAFUBG00001973,1675,1521,1231,994,1608,1893,1522,1841
CADAFUBG00001974,1242,1093,1299,2575,1430,1219,2316,1934
CADAFUBG00001975,1706,1580,2178,3747,1619,683,747,432
CADAFUBG00001976,415,401,419,349,458,346,267,220
CADAFUBG00001977,3266,2568,4395,1837,2654,2786,3150,3223
CADAFUBG00001978,351,199,272,366,514,410,278,385
CADAFUBG00001979,1918,1873,1394,1024,1625,1147,730,802
CADAFUBG00001980,2052,1957,2174,740,1523,1410,1855,1431
CADAFUBG00001981,1243,1200,1507,605,1352,1350,1662,1954
CADAFUBG00001982,2758,2916,3270,1593,3393,2735,2119,2288
CADAFUBG00001983,511,598,418,442,290,242,434,453
CADAFUBG00001984,885,588,609,780,2339,1979,3116,4088
CADAFUBG00001985,1206,1143,1053,740,1706,1479,1020,1095
CADAFUBG00001986,1768,1565,1543,1616,1966,1648,1264,1584
CADAFUBG00001987,1977,1874,2042,1152,1996,1600,1592,1526
CADAFUBG00001988,3119,3221,3911,1890,3420,2637,2242,2092
CADAFUBG00001989,564,550,775,901,583,345,393,255
CADAFUBG00001990,525,595,670,364,840,1021,813,1309
CADAFUBG00001991,2187,2086,1727,1659,2280,2249,1382,1468
CADAFUBG00001992,1140,687,2623,1442,657,610,1072,1345
CADAFUBG00001993,593,574,597,301,865,704,659,741
CADAFUBG00001994,764,730,919,764,930,693,535,618
CADAFUBG00001995,202,167,179,148,205,136,78,105
CADAFUBG00001996,2211,2056,2459,2064,2915,1986,1575,1784
CADAFUBG00001997,145,149,132,108,336,270,256,170
CADAFUBG00001998,771,806,967,920,1032,649,739,912
CADAFUBG00001999,1847,1543,1797,2114,2871,2020,1915,1755
CADAFUBG00002000,1121,1180,2734,1997,872,505,907,446
CADAFUBG00002001,23303,17292,22275,10865,22290,18749,16652,17325
CADAFUBG00002002,137,86,184,127,385,221,401,281
CADAFUBG00002003,3462,4453,4493,2097,2789,2604,2449,2336
CADAFUBG00002004,29896,21036,24566,37680,8238,5201,2732,2610
CADAFUBG00002005,99,126,63,77,163,33,43,39
CADAFUBG00002006,1414,1548,1898,1326,1520,1610,1042,1435
CADAFUBG00002007,2337,2115,1528,2345,3157,3547,1540,1772
CADAFUBG00002008,1513,1576,1485,658,2506,2131,1325,1611
CADAFUBG00002009,2689,3183,1925,1042,3892,1854,971,1050
CADAFUBG00002010,936,846,881,564,976,833,504,734
CADAFUBG00002011,3627,3367,3170,4435,6213,4891,4678,4786
CADAFUBG00002012,10129,8780,14308,8480,7278,6661,10601,10929
CADAFUBG00002013,12,15,10,14,187,168,136,222
