,MM1,MM2,MM3,GPA1,GPA2,GPA3
gene:AFUB_056960,1984,1694,2279,2543,2464,3272
gene:AFUB_056970,169,116,171,306,184,323
gene:AFUB_056980,22,40,83,173,129,158
gene:AFUB_056990,991,1762,2393,14249,17637,20267
gene:AFUB_057000,1,1,1,19,7,14
gene:AFUB_057010,250,226,210,774,622,868
gene:AFUB_057020,31,20,33,149,158,154
gene:AFUB_057030,2397,2182,2894,3916,4417,5077
gene:AFUB_057040,1783,2276,2571,1430,1789,1938
gene:AFUB_057050,3776,4599,4760,1161,1173,1444
gene:AFUB_057060,1035,1027,1137,1433,1919,1939
gene:AFUB_057070,1741,1338,1472,1612,1658,1868
gene:AFUB_057080,784,765,873,213,208,235
gene:AFUB_057090,427,369,455,370,266,375
gene:AFUB_057100,1905,1811,1871,2497,2456,3104
gene:AFUB_057110,1941,2239,2606,1659,1714,2274
gene:AFUB_057120,552,569,722,1404,1322,1686
gene:AFUB_057130,17,21,20,26,34,34
gene:AFUB_057140,5,10,8,26,20,15
gene:AFUB_057150,1334,2055,2336,1617,1474,1982
gene:AFUB_057160,4921,5026,6163,5263,4823,5929
gene:AFUB_057170,2193,2919,3292,1714,1486,1994
gene:AFUB_057180,2926,2145,2372,2267,1954,2672
gene:AFUB_057190,6865,5909,7199,1829,1698,2299
gene:AFUB_057200,685,708,667,1623,1748,2036
gene:AFUB_057210,2374,2389,2636,1680,1706,2045
gene:AFUB_057220,3035,4028,4509,1810,1795,2321
gene:AFUB_057230,6026,5593,5683,3314,3853,4473
gene:AFUB_057240,344,245,228,612,529,701
gene:AFUB_057250,695,686,730,723,704,878
gene:AFUB_057260,2190,1769,1858,2224,1912,2338
gene:AFUB_057270,37,40,36,111,126,146
gene:AFUB_057280,0,1,2,9,4,6
gene:AFUB_057290,389,374,439,1038,1170,1456
gene:AFUB_057300,1721,2141,2266,1605,1303,1830
gene:AFUB_057310,56,36,38,219,258,284
gene:AFUB_057320,4,4,2,7,5,3
gene:AFUB_057330,30,35,47,67,77,90
gene:AFUB_057340,31,53,44,125,116,146
gene:AFUB_057350,168,585,685,100,104,150
gene:AFUB_057390,1825,1570,1751,1618,1619,1963
gene:AFUB_057400,597,690,728,2988,3805,3952
gene:AFUB_057410,4275,4775,5097,5342,4365,5645
gene:AFUB_057420,1976,2153,2466,2696,3378,3900
gene:AFUB_057430,1,0,0,27,24,30
gene:AFUB_057450,913,407,466,16,14,27
gene:AFUB_057460,3,1,0,0,0,0
gene:AFUB_057470,59,74,101,249,186,250
gene:AFUB_057490,2,2,1,1,2,3
gene:AFUB_057500,1754,2190,2933,336,344,478
gene:AFUB_057520,75,64,70,700,990,1037
gene:AFUB_057530,148,145,169,533,654,715
gene:AFUB_057540,478,569,517,346,380,471
gene:AFUB_057560,27,25,38,204,247,333
gene:AFUB_057570,813,890,727,877,949,1216
gene:AFUB_057580,47,97,93,1154,1535,1573
gene:AFUB_057590,91,203,235,772,818,1023
gene:AFUB_057600,220,185,208,411,376,452
gene:AFUB_057610,16665,18131,22068,15487,13161,20062
gene:AFUB_057620,1140,1083,1593,1033,716,1029
gene:AFUB_057630,84,131,159,251,202,282
gene:AFUB_057640,3008,15587,14614,5,5,2
gene:AFUB_057650,2068,9670,9749,141,55,97
gene:AFUB_057660,634,2964,2913,16,11,15
gene:AFUB_057670,1374,5925,5791,23,15,23
gene:AFUB_057680,12,21,14,13,2,4
gene:AFUB_057690,392,487,523,17707,25950,25949
gene:AFUB_057700,0,0,0,56,26,55
gene:AFUB_057710,0,0,1,70,26,62
gene:AFUB_057720,2020,2494,2872,6865,5886,8322
gene:AFUB_057730,0,0,0,15,2,8
gene:AFUB_057740,1,0,0,4,4,6
gene:AFUB_057750,1,1,1,20,20,28
gene:AFUB_057760,23,15,11,139,90,137
gene:AFUB_057770,20,20,32,402,135,342
gene:AFUB_057780,9,2,5,81,66,102
gene:AFUB_057790,90,108,84,785,711,944
gene:AFUB_057800,30,30,35,1942,1088,1797
gene:AFUB_057810,11,23,20,2902,1430,2550
gene:AFUB_057820,33,38,46,15413,7368,14380
gene:AFUB_057830,509,378,453,389,364,499
gene:AFUB_057840,1508,1515,1550,2801,2912,3957
gene:AFUB_057850,7,15,11,2019,2206,2829
gene:AFUB_057860,99,118,140,285,322,357
gene:AFUB_057870,14,14,14,113,93,145
gene:AFUB_057880,4,3,5,14,14,15
gene:AFUB_057890,28,15,35,200,219,244
gene:AFUB_057900,0,0,0,1,0,1
gene:AFUB_057910,0,0,0,3,1,5
gene:AFUB_057920,0,0,0,0,0,0
gene:AFUB_057930,0,0,1,0,0,1
gene:AFUB_057940,176,165,175,146,133,158
gene:AFUB_057960,6418,7187,7735,3247,3585,4167
gene:AFUB_057970,20,12,30,38,35,48
gene:AFUB_057980,1,0,0,0,1,0
gene:AFUB_057990,0,0,0,4,3,3
gene:AFUB_058000,0,0,0,4,1,7
gene:AFUB_058010,6,21,32,2654,4008,3537
gene:AFUB_058020,84,40,47,217,139,213
gene:AFUB_058030,4,4,7,25,13,13
gene:AFUB_058040,250,192,195,383,404,433
gene:AFUB_058050,1068,750,880,1998,1871,2177
gene:AFUB_058060,115,65,65,48,55,70
gene:AFUB_058070,968,966,1108,4067,2327,3803
gene:AFUB_058080,642,889,1052,11588,10651,13229
gene:AFUB_058090,9089,11200,11874,36843,31387,42015
gene:AFUB_058110,5,2,1,16,8,18
gene:AFUB_058120,16,5,5,109,81,126
gene:AFUB_058130,14,10,9,98,59,102
gene:AFUB_058150,3,3,3,13,2,9
gene:AFUB_058160,1703,1051,1461,1440,1943,2049
gene:AFUB_058170,77928,94064,108677,19583,21482,25811
gene:AFUB_058180,15610,18314,21023,4428,5554,5996
gene:AFUB_058190,8028,8669,10502,6023,7673,8305
gene:AFUB_058200,1084,1075,1300,408,241,392
gene:AFUB_058210,332,510,601,5116,6251,7456
gene:AFUB_058220,2100,2315,2572,1294,1129,1390
gene:AFUB_058230,10233,11779,13554,4142,4751,5461
gene:AFUB_058240,600,580,673,739,775,883
gene:AFUB_058250,764,671,686,1113,1044,1289
gene:AFUB_058260,4697,5429,6340,4048,3878,4760
gene:AFUB_058270,915,955,1143,2170,2512,3307
gene:AFUB_058280,3038,5883,6411,8240,5181,8647
gene:AFUB_058290,93,80,92,397,397,587
gene:AFUB_058300,2180,2218,2434,2108,2232,2760
gene:AFUB_058310,41,48,57,321,399,414
gene:AFUB_058320,0,0,0,1,1,0
gene:AFUB_058330,547,504,561,1130,1257,1527
gene:AFUB_058340,2158,2263,2480,2796,3454,3878
gene:AFUB_058350,2547,3413,3865,1740,1946,2402
gene:AFUB_058360,1081,1262,1210,1770,2010,2174
gene:AFUB_058370,5204,6288,6815,9134,8335,10783
gene:AFUB_058380,7831,6196,6511,3969,4338,5547
gene:AFUB_058390,616,557,579,1122,1151,1492
gene:AFUB_058400,232,204,214,653,639,938
gene:AFUB_058410,711,710,712,1141,1241,1464
gene:AFUB_058420,1896,2184,2409,3057,2889,3614
gene:AFUB_058430,1934,1862,2198,5099,4247,5697
gene:AFUB_058440,2821,3629,3636,3396,2817,3670
gene:AFUB_058450,2635,2695,2830,4832,4384,5788
gene:AFUB_058460,13,18,24,295,116,237
gene:AFUB_058470,147,71,103,469,310,438
gene:AFUB_058480,2759,2901,3496,5368,4765,6115
gene:AFUB_058490,2481,1827,1924,2020,1612,2358
gene:AFUB_058500,5232,4460,4693,3723,3468,4502
gene:AFUB_058510,148,134,196,529,517,623
gene:AFUB_058520,69,81,87,245,231,341
gene:AFUB_058530,394,357,315,545,480,656
gene:AFUB_058540,12,6,10,8,12,12
gene:AFUB_058550,9,16,13,71,74,83
gene:AFUB_058560,375,457,531,1882,2184,2810
gene:AFUB_058570,1919,1902,2326,1460,1649,2033
gene:AFUB_058580,2084,1394,1485,3519,3430,4461
gene:AFUB_058590,93,47,47,246,270,295
gene:AFUB_058600,1011,621,707,851,870,928
gene:AFUB_058610,2893,2392,2705,1210,1098,1392
gene:AFUB_058620,1473,2306,2452,1595,1168,1732
gene:AFUB_058630,238,214,248,350,365,383
gene:AFUB_058640,664,524,611,1525,1300,1734
gene:AFUB_058650,675,837,723,3165,2115,3416
gene:AFUB_058660,1623,1955,2336,1217,1286,1493
gene:AFUB_058670,526,728,724,1443,1773,2146
gene:AFUB_058680,210,278,323,263,275,333
gene:AFUB_058690,2027,2227,2450,947,806,1125
gene:AFUB_058700,1398,1312,1537,701,700,873
gene:AFUB_058710,583,736,886,642,432,698
gene:AFUB_058720,422,403,497,1209,1217,1545
gene:AFUB_058730,43,40,37,341,170,294
gene:AFUB_058740,23,24,31,771,266,610
gene:AFUB_058750,0,0,0,0,0,0
gene:AFUB_058760,168,126,145,98,73,87
gene:AFUB_058770,900,841,903,662,704,837
gene:AFUB_058780,1995,1695,1953,1242,1418,1623
gene:AFUB_058790,2389,2138,2379,1211,1219,1482
gene:AFUB_058800,2855,2670,2941,1736,2084,2249
gene:AFUB_058810,397,247,228,187,164,207
gene:AFUB_058820,256,307,311,1124,1123,1390
gene:AFUB_058830,648,506,681,3167,2967,4000
gene:AFUB_058840,1371,1273,1453,977,1177,1450
gene:AFUB_058850,3,5,9,271,302,306
gene:AFUB_058860,1398,1814,2329,4107,4482,5508
gene:AFUB_058870,330,333,397,348,286,365
gene:AFUB_058880,263,436,508,2874,2358,3789
gene:AFUB_058890,16978,20015,21509,15367,19383,20667
gene:AFUB_058900,2121,2350,2654,5859,5370,7051
gene:AFUB_058910,2631,3158,3453,3253,3445,4279
gene:AFUB_058920,714,660,643,593,549,708
gene:AFUB_058929,338,296,290,547,614,744
gene:AFUB_058930,2019,1867,2162,2931,2902,3374
gene:AFUB_058940,1425,1166,1614,1292,1178,1634
gene:AFUB_058950,5057,4101,5201,2487,2636,3184
gene:AFUB_058960,3482,3006,3685,1768,1826,2293
gene:AFUB_058970,1427,1369,1555,1966,2080,2706
gene:AFUB_058980,248,181,182,204,225,263
gene:AFUB_058990,192,201,200,8272,4194,7451
gene:AFUB_059000,1802,1974,2261,3598,3608,4422
gene:AFUB_059010,12,7,7,52,54,45
gene:AFUB_059020,1407,1489,1629,2420,2407,3057
gene:AFUB_059030,1369,1615,2043,793,1021,1082
gene:AFUB_059040,897,1013,1088,2059,2147,2979
gene:AFUB_059050,2080,2902,2932,2689,2182,2844
gene:AFUB_059060,26,38,49,66,43,49
gene:AFUB_059070,181,168,220,499,548,565
gene:AFUB_059080,17,32,34,202,118,178
gene:AFUB_059090,1911,1606,1772,3575,3530,4463
gene:AFUB_059100,5,2,2,6,4,7
gene:AFUB_059110,3589,5030,5620,2098,1883,2457
gene:AFUB_059120,2091,2793,3110,1335,1274,1642
gene:AFUB_059130,3923,4299,4533,5170,5960,6852
gene:AFUB_059140,421,335,369,429,482,527
gene:AFUB_059150,630,607,673,1795,1632,2205
gene:AFUB_059160,2831,2403,2760,3156,2364,3160
gene:AFUB_059170,262,293,305,661,507,825
gene:AFUB_059180,2276,2329,2461,1736,1913,2336
gene:AFUB_059190,4822,7429,8122,6801,5963,7810
gene:AFUB_059200,4320,4651,4989,1980,1610,2203
gene:AFUB_059210,1434,1468,1696,758,851,956
gene:AFUB_059220,766,772,835,604,561,823
gene:AFUB_059230,789,720,808,2087,2231,2633
gene:AFUB_059240,2769,2721,2864,1346,1145,1485
gene:AFUB_059250,575,457,438,2590,2780,3083
gene:AFUB_059260,263,105,149,911,1045,1150
gene:AFUB_059270,417,367,406,842,821,986
gene:AFUB_059280,650,530,498,1086,1020,1211
gene:AFUB_059290,6055,6532,6926,8688,9101,10860
gene:AFUB_059300,2935,3409,3707,2877,2992,3673
gene:AFUB_059310,1749,2188,2494,1002,1154,1289
gene:AFUB_059320,1419,2269,2635,6828,6466,8424
gene:AFUB_059330,2322,2748,3071,2472,2891,3553
gene:AFUB_059340,1681,1660,1853,1782,1997,2324
gene:AFUB_059350,156,84,100,363,380,404
gene:AFUB_059360,2269,1739,1978,1175,716,1247
gene:AFUB_059370,6145,5188,5740,4089,4250,5407
gene:AFUB_059380,1786,2080,2331,1020,1142,1323
gene:AFUB_059390,1791,2299,2601,7344,7159,9207
gene:AFUB_059400,1101,1341,1518,314,311,385
gene:AFUB_059410,145,154,163,419,563,626
gene:AFUB_059420,1945,1765,1994,2187,2213,2674
gene:AFUB_059430,384,334,348,476,468,515
gene:AFUB_059440,2011,1478,1602,3001,3008,3513
gene:AFUB_059450,1064,1183,1145,1583,1251,1674
gene:AFUB_059460,613,559,582,656,555,767
gene:AFUB_059470,3761,3945,4366,3673,3575,4296
gene:AFUB_059480,1123,1035,1181,1242,1479,1691
gene:AFUB_059490,1975,2010,2298,1933,2097,2549
gene:AFUB_059510,1168,1150,1261,1628,1444,1817
gene:AFUB_059520,17,23,22,128,91,164
gene:AFUB_059530,59,37,62,391,220,372
gene:AFUB_059540,3920,3724,4399,7749,7764,9435
gene:AFUB_059550,193,181,186,4894,7348,8131
gene:AFUB_059560,883,1052,1138,805,739,998
gene:AFUB_059570,432,314,307,241,250,340
gene:AFUB_059580,1205,1344,1439,338,332,373
gene:AFUB_059590,1012,1123,1178,2059,1848,2350
gene:AFUB_059600,1108,885,921,2070,1938,2427
gene:AFUB_059610,29,27,31,92,102,133
gene:AFUB_059620,134,195,195,941,1297,1352
gene:AFUB_059630,513,600,672,972,1046,1254
gene:AFUB_059640,745,748,758,6816,7469,8333
gene:AFUB_059650,1387,956,1132,1623,1643,1911
gene:AFUB_059660,1272,1209,1154,1568,1562,1927
gene:AFUB_059670,1706,1478,1575,2552,2238,2993
gene:AFUB_059680,811,820,734,3671,3259,4359
gene:AFUB_059690,5420,7967,9140,3781,3072,4311
gene:AFUB_059700,1576,2072,2304,4024,3801,4752
gene:AFUB_059710,152,150,165,635,767,820
gene:AFUB_059720,1167,1288,1429,2378,2697,3343
gene:AFUB_059730,1216,923,1010,1646,1704,2161
gene:AFUB_059740,629,624,625,1495,1554,2065
gene:AFUB_059750,6052,5532,6475,5748,5937,7030
gene:AFUB_059760,249,287,299,5377,5895,6633
gene:AFUB_059770,9121,10158,11814,8425,10161,11516
gene:AFUB_059780,1418,1457,1719,1225,1385,1712
gene:AFUB_059790,638,606,684,760,655,894
gene:AFUB_059800,2356,2328,2652,1508,1524,1871
gene:AFUB_059850,0,1,2,14,13,13
gene:AFUB_059860,1747,1790,1885,7089,7048,9275
gene:AFUB_059870,393,396,377,336,385,472
gene:AFUB_059880,4207,3916,4582,2934,3074,3518
gene:AFUB_059890,4679,4276,4557,5295,5052,6411
gene:AFUB_059900,4091,5845,6518,2198,2443,2905
gene:AFUB_059910,1698,1415,1498,3088,2862,3757
gene:AFUB_059920,1981,2397,2717,1420,1342,1626
gene:AFUB_059930,2592,2312,2409,2210,1907,2380
gene:AFUB_059940,616,558,650,409,531,600
gene:AFUB_059950,1388,1269,1398,2609,2875,3252
gene:AFUB_059960,685,517,562,542,494,640
gene:AFUB_059970,8800,6693,8323,7628,7402,9546
gene:AFUB_060030,1899,2052,2275,832,834,1023
gene:AFUB_060040,889,883,1058,1306,1356,1516
gene:AFUB_060050,669,626,611,768,741,954
gene:AFUB_060060,1725,1430,1556,1786,1732,2094
gene:AFUB_060070,797,938,939,2846,2839,3618
gene:AFUB_060080,29,161,308,979,1537,1648
gene:AFUB_060090,2311,2416,2472,4760,4676,5540
gene:AFUB_060100,1204,1459,1617,2903,3327,3811
gene:AFUB_060110,656,637,748,1916,1753,2582
gene:AFUB_060120,69,50,52,358,362,440
gene:AFUB_060130,49,37,49,79,132,133
gene:AFUB_060140,67,57,77,244,223,265
gene:AFUB_060150,139,119,156,331,432,500
gene:AFUB_060160,36,14,14,143,117,157
gene:AFUB_060170,304,286,257,719,630,886
gene:AFUB_060180,1995,915,1207,1256,1019,1516
gene:AFUB_060190,821,468,500,758,815,973
gene:AFUB_060200,1140,1716,1790,16690,15349,22193
gene:AFUB_060210,813,599,671,782,596,972
gene:AFUB_060220,451,301,364,1170,782,1199
gene:AFUB_060230,1237,1368,1568,894,888,981
gene:AFUB_060240,546,559,618,21774,13912,21612
gene:AFUB_060250,47,198,527,2918,3375,3879
gene:AFUB_060260,743,635,714,2818,2387,3258
gene:AFUB_060270,541,758,848,1793,2039,2446
gene:AFUB_060280,938,751,866,1239,1119,1470
gene:AFUB_060290,375,320,336,878,1000,1379
gene:AFUB_060300,1519,1692,1713,5535,4233,6204
gene:AFUB_060310,370,446,533,264,337,416
gene:AFUB_060320,1019,1112,1050,1463,1038,1417
gene:AFUB_060330,4240,4468,4875,3014,2547,3241
gene:AFUB_060340,2013,1976,2223,3462,3445,4164
gene:AFUB_060350,613,379,446,1445,1147,1683
gene:AFUB_060360,1,0,1,18,6,18
gene:AFUB_060370,0,1,1,67,28,51
gene:AFUB_060380,199,187,171,444,451,523
gene:AFUB_060390,238,178,200,617,557,696
gene:AFUB_060400,194,124,159,789,593,798
gene:AFUB_060410,186,209,178,1109,947,1286
gene:AFUB_060420,23,31,38,643,809,782
gene:AFUB_060430,22,26,35,213,267,284
gene:AFUB_060440,1089,1632,2335,530,564,627
gene:AFUB_060450,1212,1268,1293,3466,4989,6514
gene:AFUB_060460,3709,4946,5443,2537,2480,3144
gene:AFUB_060470,3630,4418,4843,1247,1108,1462
gene:AFUB_060480,3562,4968,5429,1450,1363,1796
gene:AFUB_060490,494,526,568,408,512,638
gene:AFUB_060500,12,21,36,795,1317,1128
gene:AFUB_060510,860,930,1026,1895,2237,2537
gene:AFUB_060520,1293,1444,1628,990,918,1117
gene:AFUB_060530,145,279,315,2897,2236,3810
gene:AFUB_060580,184,256,378,5765,6620,7955
gene:AFUB_060590,709,1015,972,973,1102,1416
gene:AFUB_060600,848,997,1117,2049,2198,2805
gene:AFUB_060610,1788,1776,2035,1920,2010,2602
gene:AFUB_060620,1246,1086,1159,4473,2850,4580
gene:AFUB_060630,2148,2509,2770,1869,1930,2578
gene:AFUB_060640,508,386,444,721,684,779
gene:AFUB_060650,463,315,341,618,553,708
gene:AFUB_060660,44,44,57,294,359,371
gene:AFUB_060670,65,49,58,431,374,606
gene:AFUB_060680,8,20,24,986,1170,1323
gene:AFUB_060690,3,2,3,24,17,41
gene:AFUB_060700,59,47,70,352,254,382
gene:AFUB_060710,1254,1122,1275,2573,2796,3300
gene:AFUB_060720,2583,2662,2877,1942,1906,2261
gene:AFUB_060730,1476,1505,1863,2050,1769,2305
gene:AFUB_060740,356,353,355,621,526,870
gene:AFUB_060750,2369,3163,3493,5968,5058,7483
gene:AFUB_060760,866,872,738,817,716,911
gene:AFUB_060770,2892,2831,3173,1443,1408,1872
gene:AFUB_060780,1259,895,1112,4075,2933,4435
gene:AFUB_060790,942,961,979,2451,2213,2886
gene:AFUB_060800,321,376,430,203,216,247
gene:AFUB_060810,89,576,1609,6144,10949,9369
gene:AFUB_060820,456,546,680,1320,1579,1770
gene:AFUB_060830,2122,2515,2678,1276,1256,1570
gene:AFUB_060840,2938,2803,3231,1365,1473,1831
gene:AFUB_060850,2693,2851,3274,1962,1890,2319
gene:AFUB_060860,538,461,509,602,558,668
gene:AFUB_060870,0,0,0,2,1,0
gene:AFUB_060880,22,9,24,26,13,28
gene:AFUB_060890,6,3,2,16,12,21
gene:AFUB_060900,1941,1621,1785,1393,996,1466
gene:AFUB_060910,5,5,17,8,13,7
gene:AFUB_060920,529,487,548,810,843,965
gene:AFUB_060930,758,809,972,4162,3529,4977
gene:AFUB_060940,597,487,645,2962,3273,3946
gene:AFUB_060950,398,377,429,3266,2669,3729
gene:AFUB_060960,41,40,15,96,91,122
gene:AFUB_060970,0,0,0,22,26,45
gene:AFUB_060980,1165,1030,1169,3051,2851,3801
gene:AFUB_060990,2651,2817,2932,3942,4008,5184
gene:AFUB_061000,25,14,19,215,171,272
gene:AFUB_061010,188,110,152,289,216,339
gene:AFUB_061020,867,726,867,2038,1616,2147
gene:AFUB_061030,537,395,407,902,967,1224
gene:AFUB_061040,4466,5758,7016,3116,2920,3567
gene:AFUB_061050,1646,1384,1682,3324,3168,4127
gene:AFUB_061060,939,984,1070,1573,1713,2186
gene:AFUB_061070,1326,1363,1569,2953,2989,3607
gene:AFUB_061080,1298,1196,1305,1781,1544,1993
gene:AFUB_061090,896,866,957,2287,2430,2929
gene:AFUB_061100,2414,2918,3080,6040,5430,7295
gene:AFUB_061110,1055,1021,1038,2469,2486,3168
gene:AFUB_061120,67,55,51,216,116,198
gene:AFUB_061130,22,7,16,2,0,4
gene:AFUB_061140,25,31,36,4938,4252,6096
gene:AFUB_061150,13943,15223,16873,6286,6878,8546
gene:AFUB_061160,707,644,696,971,957,1249
gene:AFUB_061170,2795,3977,4280,1555,1510,1917
gene:AFUB_061180,2913,3292,3683,2756,3105,3772
gene:AFUB_061190,2127,2572,2969,1289,1483,1695
gene:AFUB_061200,424,441,507,1916,2091,2676
gene:AFUB_061210,5039,5458,5905,2637,2727,3382
gene:AFUB_061220,3806,3901,4521,6428,5791,7385
gene:AFUB_061230,1899,2555,2671,1605,1571,2062
gene:AFUB_061240,1391,1260,1366,1451,1591,1883
gene:AFUB_061250,1,1,18,24,16,41
gene:AFUB_061260,773,761,807,1287,1237,1665
gene:AFUB_061270,443,232,278,361,381,440
gene:AFUB_061280,16,45,43,43,68,64
gene:AFUB_061290,171,221,202,332,410,453
gene:AFUB_061300,676,659,688,591,741,741
gene:AFUB_061310,2275,2900,3604,2259,2420,3046
gene:AFUB_061320,967,780,914,1349,1256,1735
gene:AFUB_061340,149,192,208,767,801,1027
gene:AFUB_061350,214,292,256,776,936,1155
gene:AFUB_061360,17,12,25,49,53,76
gene:AFUB_061380,0,1,0,66,74,79
gene:AFUB_061390,0,0,0,16,17,19
gene:AFUB_061400,0,0,0,0,0,1
gene:AFUB_061410,0,0,1,2,2,1
gene:AFUB_061420,2,1,4,583,801,827
gene:AFUB_061430,152,96,132,357,222,357
gene:AFUB_061440,17,8,10,57,53,89
gene:AFUB_061450,0,0,0,0,0,2
gene:AFUB_061460,260,124,145,115,123,153
gene:AFUB_061470,8,4,5,5,14,21
gene:AFUB_061480,5,17,82,633,867,817
gene:AFUB_061490,58,69,157,703,1161,1110
gene:AFUB_061500,1,0,1,60,28,56
gene:AFUB_061510,169,146,121,270,265,301
gene:AFUB_061520,1,1,3,134,179,182
gene:AFUB_061530,213,210,210,410,412,505
gene:AFUB_061540,350,365,528,1622,1161,1997
gene:AFUB_061550,186,222,241,216,204,294
gene:AFUB_061560,34,16,25,19,15,24
gene:AFUB_061580,1040,1303,1419,3471,3570,4928
gene:AFUB_061590,197,167,134,1711,1646,2096
gene:AFUB_061600,1838,1787,1873,1869,1748,2272
gene:AFUB_061610,1485,1696,1919,2801,2881,3458
gene:AFUB_061620,836,749,805,1444,1545,1866
gene:AFUB_061630,5388,5710,7284,4956,6575,8010
gene:AFUB_061640,4001,4925,5241,6145,6592,8477
gene:AFUB_061650,495,521,644,2705,2512,3954
gene:AFUB_061660,12,11,10,121,83,135
gene:AFUB_061670,1485,1633,1831,1054,1142,1492
gene:AFUB_061680,459,624,729,966,1272,1254
gene:AFUB_061690,274,356,401,2668,3065,3754
gene:AFUB_061700,1591,1391,1524,4968,4543,5785
gene:AFUB_061710,46,49,72,144,139,183
gene:AFUB_061720,692,571,595,1037,837,1101
gene:AFUB_061730,1370,1572,1666,1389,1397,1766
gene:AFUB_061740,1107,1129,1198,826,900,1018
gene:AFUB_061750,369,342,421,392,344,451
gene:AFUB_061760,8,5,3,46,38,30
gene:AFUB_061770,147,186,217,778,703,811
gene:AFUB_061780,1,1,1,48,40,51
gene:AFUB_061790,0,4,0,8,6,12
gene:AFUB_061800,0,0,0,1,2,2
gene:AFUB_061810,3,3,1,3,3,3
gene:AFUB_061820,1,0,0,1,0,1
gene:AFUB_061830,80,83,94,209,196,201
gene:AFUB_061840,11,7,7,21,27,26
gene:AFUB_061850,3,0,3,9,14,21
gene:AFUB_061860,0,0,1,2,12,8
gene:AFUB_061870,7,47,235,2417,3216,3645
gene:AFUB_061880,1,5,14,23,28,27
gene:AFUB_061900,42,36,34,355,247,305
gene:AFUB_061910,583,2448,3525,59558,100463,94720
gene:AFUB_061920,0,4,6,179,94,212
gene:AFUB_061930,1,16,56,613,886,943
gene:AFUB_061940,107,94,87,843,508,942
gene:AFUB_061950,176,313,355,4431,4393,5975
gene:AFUB_061960,26,37,35,529,474,688
gene:AFUB_061970,9,38,42,409,445,556
gene:AFUB_061980,33,17,12,94,104,115
gene:AFUB_061990,0,0,0,1,3,2
gene:AFUB_062000,43,57,49,61,51,68
gene:AFUB_062010,1,1,2,240,75,184
gene:AFUB_062020,0,2,1,177,321,223
gene:AFUB_062030,77,82,113,174,171,256
gene:AFUB_062040,4644,4260,5168,2125,2149,2902
gene:AFUB_062050,3068,2474,3008,622,602,850
gene:AFUB_062060,20,60,59,115,150,174
gene:AFUB_062070,39,27,29,41,30,42
gene:AFUB_062080,34,105,96,3,3,5
gene:AFUB_062090,269,216,219,374,284,371
gene:AFUB_062100,256,245,255,468,467,658
gene:AFUB_062110,305,309,327,1096,992,1314
gene:AFUB_062120,0,0,0,2,1,2
gene:AFUB_062130,13,10,15,9882,8268,13364
gene:AFUB_062140,22,12,15,169,174,214
gene:AFUB_062160,17,12,14,43,31,59
gene:AFUB_062170,309,436,492,634,475,686
gene:AFUB_062180,11,7,7,121,133,160
gene:AFUB_062190,8,3,5,40,23,41
gene:AFUB_062200,23,17,14,139,112,153
gene:AFUB_062210,103,88,74,300,337,373
gene:AFUB_062220,26,16,18,84,69,97
gene:AFUB_062230,65,55,67,110,108,126
gene:AFUB_062240,3,0,2,13,13,14
