,4hcon1,4hcon2,4hcys1,4hcys2,8hcon1,8hcon2,8hcys1,8hcys2,12hcon1,12hcon2,12hcys1,12hcys2
CDR20291_1381,59,72,32,51,17,18,41,27,2992,4085,1692,1578
CDR20291_1382,147,178,93,174,34,41,89,65,16,21,13,16
CDR20291_1383,2148,2294,1827,2561,2125,2868,5365,4737,28,54,27,44
CDR20291_1384,4192,3623,2320,4322,3186,3717,6229,6470,2919,3686,2672,2843
CDR20291_1385,13092,12093,7716,10721,141,179,301,252,3479,4388,2764,4203
CDR20291_1386,35662,33241,22737,27542,1444,1247,1022,930,125,162,252,341
CDR20291_1387,3620,3907,2421,3467,11652,8023,4855,5521,1040,1414,1494,2425
CDR20291_1388,25,41,17,49,31662,27941,17581,22234,13338,23201,5945,16655
CDR20291_1389,69,138,47,116,96,123,109,128,45895,70475,24094,56529
CDR20291_1390,7324,7016,5742,8305,79,56,95,89,160,265,81,123
CDR20291_1391,11145,9709,8763,12020,174,219,246,210,133,157,61,81
CDR20291_1392,121,116,147,121,142,136,174,132,277,401,153,218
CDR20291_1393,149,118,208,153,150,156,185,174,177,280,117,90
CDR20291_1394,956,1292,868,1211,146,188,235,191,209,278,114,105
CDR20291_1395,2342,1924,1680,2178,204,216,347,291,261,234,106,115
CDR20291_1396,126,98,95,100,471,711,773,707,365,404,165,143
CDR20291_1397,100,76,68,85,69,141,224,160,609,1053,261,395
CDR20291_1398,187,186,144,219,96,189,252,185,93,164,68,114
CDR20291_1399,128,109,94,165,325,402,807,626,225,269,189,391
CDR20291_1400,142,118,117,144,103,132,321,196,606,673,471,728
CDR20291_1401,152,132,151,143,224,263,595,404,236,209,180,223
CDR20291_1402,226,164,171,220,253,422,1059,513,302,380,260,361
CDR20291_1403,472,392,488,553,463,622,1573,927,365,447,377,280
CDR20291_1404,2840,2565,2960,3936,378,516,1121,693,512,710,526,342
CDR20291_1405,614,575,405,664,8,6,3,2,487,647,349,281
CDR20291_1406,2203,2000,1519,2008,43,52,21,43,93,126,2,5
CDR20291_1407,616,675,477,625,98,78,99,86,129,203,17,52
CDR20291_1408,1234,1176,922,1174,862,1029,1299,1310,187,279,41,91
CDR20291_1409,1435,1523,1175,1340,774,927,1088,871,1056,1548,726,1316
CDR20291_1410,2081,2309,1747,2097,438,694,992,809,901,1289,511,1417
CDR20291_1411,1788,1919,1490,1763,60,95,119,62,839,1173,299,722
CDR20291_1412,7,11,1,7,192,190,312,165,89,114,44,67
CDR20291_1413,103,77,137,148,73,95,198,104,144,118,153,205
CDR20291_1414,156,166,253,285,90,84,281,123,80,67,47,145
CDR20291_1415,1447,1377,981,1329,26,17,66,32,65,83,90,400
CDR20291_1416,1226,1192,1026,1508,107,109,314,150,17,13,20,100
CDR20291_1417,1670,1451,1042,1661,106,151,287,187,66,57,55,390
CDR20291_1418,134,110,103,173,131,151,349,230,73,56,78,505
CDR20291_1419,1179,1027,619,899,37,56,111,92,97,84,78,620
CDR20291_1420,793,701,387,578,40,45,82,71,32,38,30,141
CDR20291_1421,859,901,503,600,80,108,80,21,28,39,25,94
CDR20291_1422,257,296,170,180,861,1140,967,768,32,11,21,95
CDR20291_1423,798,755,502,675,491,453,360,289,581,705,303,796
CDR20291_1424,960,845,502,661,122,152,127,70,165,290,92,217
CDR20291_1425,934,844,579,771,171,256,303,141,80,45,54,218
CDR20291_1426,330,337,188,239,248,266,287,132,119,60,83,491
CDR20291_1427,179,187,118,167,820,978,659,644,111,73,128,488
CDR20291_1428,368,236,139,328,117,144,125,75,739,1036,493,1823
CDR20291_1429,1538,1214,840,1495,261,234,323,187,61,33,32,182
CDR20291_1430,472,459,308,604,77,65,96,66,95,79,101,525
CDR20291_1431,732,466,275,584,52,71,92,67,25,19,31,164
CDR20291_1432,1344,934,399,1029,392,507,1203,769,22,26,37,127
CDR20291_1433,1307,856,468,1015,72,84,137,61,352,497,566,1148
