,Deox1,Deox2,Deox3,Deox4,Chol1,Chol2,Chol3,Chol4,DMSO1,DMSO2,DMSO3,DMSO4
CDR20291_1178,19,33,56,43,29,46,94,55,42,26,47,68
CDR20291_1179,200,239,338,280,250,408,388,291,382,246,505,439
CDR20291_1180,16557,7220,20540,18069,13792,15036,13386,9742,14704,8866,9153,17488
CDR20291_1181,465,334,580,512,490,581,449,405,452,349,430,403
CDR20291_1182,1200,2397,670,743,728,652,575,463,913,2222,668,732
CDR20291_1183,57,82,96,62,69,91,74,77,148,147,142,98
CDR20291_1184,5,17,24,14,7,11,20,21,23,22,31,17
CDR20291_1185,2171,1739,2770,2676,1980,1540,1459,1565,1767,924,2712,1543
CDR20291_1186,574,682,1069,761,559,657,699,494,206,395,276,181
CDR20291_1187,20,11,21,26,22,16,10,23,9,17,41,24
CDR20291_1188,80,20,39,61,31,9,15,37,26,21,117,24
CDR20291_1189,75,56,74,83,88,54,37,59,97,75,147,56
CDR20291_1190,210,454,377,291,207,306,247,237,559,820,605,701
CDR20291_1191,40,37,36,46,98,60,54,143,9,12,15,29
CDR20291_1192,22,24,21,24,48,29,37,93,7,9,8,7
CDR20291_1193,17,24,21,24,37,14,30,60,21,14,23,22
CDR20291_1194,147,113,259,213,151,145,106,173,153,189,307,166
CDR20291_1195,261,242,425,381,253,379,499,291,529,506,421,688
CDR20291_1196,15,34,14,33,22,18,2,7,7,27,23,7
CDR20291_1197,14728,20595,15842,15193,12425,14574,13253,12630,47730,50011,38124,51648
CDR20291_1198,643,1058,764,671,774,1032,1449,1068,941,1598,797,876
CDR20291_1199,2410,3098,5346,3877,2734,3916,3974,2952,6085,8269,7450,6960
CDR20291_1200,17,37,50,20,13,14,15,11,30,49,15,20
CDR20291_1201,40,41,48,49,49,44,22,46,53,58,78,37
CDR20291_1202,273,395,315,326,430,584,457,370,243,444,352,200
CDR20291_1203,1,1,1,1,1,1,2,1,2,2,1,2
CDR20291_1204,9,1,2,2,1,1,2,2,4,2,3,2
CDR20291_1205,101,67,45,64,30,15,72,140,172,75,61,107
CDR20291_1206,663,277,140,296,137,152,481,749,846,347,313,684
CDR20291_1207,329,164,87,162,80,71,242,451,505,176,165,320
CDR20291_1208,243,139,55,112,53,48,168,303,288,117,94,220
CDR20291_1209,82,20,13,34,15,15,52,99,106,19,22,83
CDR20291_1210,777,462,194,448,133,161,627,1567,967,141,241,798
CDR20291_1211,105,50,25,55,18,21,81,203,109,27,36,85
CDR20291_1212,618,290,130,274,117,107,400,891,693,145,195,393
CDR20291_1213,46,28,15,28,9,11,52,141,53,11,14,56
CDR20291_1214,94,35,22,39,21,11,84,184,116,21,43,81
CDR20291_1215,231,121,62,115,43,59,230,534,306,68,80,242
CDR20291_1216,207,90,44,97,22,30,118,322,223,34,66,156
CDR20291_1217,160,69,42,72,21,27,116,297,185,37,56,181
CDR20291_1218,1190,638,288,662,177,187,622,1875,1307,260,289,925
CDR20291_1219,67,42,13,30,8,11,35,92,97,22,16,39
CDR20291_1220,20,7,15,9,2,2,5,23,18,15,6,10
CDR20291_1221,766,1111,1601,1343,1019,2054,2076,1363,1486,1497,1806,2288
CDR20291_1222,626,342,873,724,453,564,733,1112,1212,1028,861,1545
CDR20291_1223,11,10,15,10,5,6,15,10,19,19,18,15
CDR20291_1224,12,7,14,15,13,10,27,19,16,12,22,2
CDR20291_1225,122,59,154,144,159,176,215,169,169,142,145,154
CDR20291_1226,578,463,368,589,513,332,546,1805,176,84,173,146
CDR20291_1227,46,24,33,48,46,28,44,104,12,14,11,7
CDR20291_1228,772,625,613,715,777,951,859,686,716,672,850,557
CDR20291_1229,610,544,624,557,725,685,602,441,1097,841,1000,750
CDR20291_1230,562,620,594,984,783,1208,1686,2076,120,121,519,46
CDR20291_1231,679,912,678,1123,1219,1384,2515,3732,169,140,558,46
CDR20291_1232,358,507,418,652,744,1268,1891,2602,109,127,241,39
CDR20291_1233,983,1225,811,1301,2077,3528,4584,5613,412,474,594,110
CDR20291_1234,135,303,223,163,148,214,153,131,404,549,494,596
CDR20291_1235,2,18,8,8,12,9,20,7,5,8,12,15
CDR20291_1236,19,29,12,22,24,25,20,30,23,25,39,15
CDR20291_1237,50,108,49,49,48,64,84,73,63,110,110,73
CDR20291_1238,421,399,1054,711,444,1071,916,591,1417,1118,1078,3538
CDR20291_1239,71,212,201,133,134,178,114,90,251,328,399,432
CDR20291_1240,485,539,641,524,351,386,373,269,584,913,910,708
CDR20291_1241,4,7,33,26,8,26,42,14,5,9,10,15
CDR20291_1242,1193,958,1764,1351,1616,2069,1911,1190,1224,932,1128,1497
CDR20291_1243,62,49,111,93,111,182,175,126,127,126,100,232
CDR20291_1244,6,33,15,14,11,15,25,20,39,35,37,24
CDR20291_1245,148,106,144,111,115,110,94,91,171,172,152,115
CDR20291_1246,1583,1007,1295,1256,1508,1372,1412,963,900,895,891,764
CDR20291_1247,102,196,384,198,135,200,116,148,93,234,136,127
CDR20291_1248,4,6,22,15,6,14,20,10,9,9,14,12
CDR20291_1249,1329,798,1163,1126,1197,988,1034,1548,378,310,592,298
CDR20291_1250,11733,12426,16793,19560,16025,27901,30927,18762,18052,15307,17328,25950
CDR20291_1251,1149,1031,2127,2113,1594,2600,3424,2045,1933,1850,2150,2986
CDR20291_1252,572,542,835,718,416,440,543,456,582,511,890,796
CDR20291_1253,148,94,292,243,134,145,99,150,165,92,178,188
CDR20291_1254,105,118,170,133,72,58,79,75,127,132,153,149
CDR20291_1255,70,84,163,127,95,134,126,96,301,276,325,398
CDR20291_1256,1179,821,1651,1526,1756,1485,1943,1611,1410,1071,2084,1597
CDR20291_1257,459,344,741,647,732,556,620,699,805,585,954,691
CDR20291_1258,185,320,244,181,117,149,114,79,466,533,369,986
CDR20291_1259,183,155,176,201,123,116,116,145,164,53,105,76
CDR20291_1260,41,165,48,30,25,45,20,17,91,157,92,132
CDR20291_1261,792,1282,1036,797,765,826,940,622,661,946,970,757
CDR20291_1262,4,3,5,3,4,21,17,3,4,2,2,10
CDR20291_1263,4,1,3,1,1,1,2,2,2,4,3,2
CDR20291_1264,2754,1045,1643,1862,3328,4952,2792,2278,1213,1501,1386,764
CDR20291_1265,115,131,176,156,207,257,306,260,98,123,104,73
CDR20291_1266,273,291,391,355,267,378,286,276,301,261,177,300
CDR20291_1267,36,54,78,60,28,27,22,40,79,69,104,49
CDR20291_1268,278,423,353,278,173,214,170,192,361,272,445,396
CDR20291_1269,71,69,79,72,69,52,37,52,47,79,73,39
CDR20291_1270,29,21,21,30,26,20,25,14,33,24,21,12
CDR20291_1271,221,193,143,212,104,96,96,153,118,225,115,139
CDR20291_1272,272,384,291,284,427,734,807,454,392,247,245,425
CDR20291_1273,60,118,87,56,56,94,114,75,74,112,95,68
CDR20291_1274,15,24,38,17,22,22,12,18,14,18,26,22
CDR20291_1275,1,5,20,49,9,27,17,29,2,3,19,12
CDR20291_1276,86,110,284,671,273,754,748,727,25,128,633,85
CDR20291_1277,56,221,75,104,92,157,168,154,132,169,183,122
CDR20291_1278,281,576,413,345,568,819,1096,677,1022,740,846,999
CDR20291_1279,1,4,12,7,5,10,2,1,2,1,3,2
CDR20291_1280,196,103,198,234,110,70,64,101,123,69,172,115
CDR20291_1281,140,117,153,151,100,81,72,83,137,125,201,137
CDR20291_1282,39,174,182,149,116,93,52,51,32,90,160,59
CDR20291_1283,834,848,1102,1245,1459,2354,1925,1807,1106,1469,1032,1160
CDR20291_1284,354,521,339,365,229,161,242,342,84,334,172,63
CDR20291_1285,1418,1145,1106,1185,824,431,427,1195,964,769,1184,808
CDR20291_1286,424,440,424,463,297,273,395,496,310,336,404,422
CDR20291_1287,822,211,267,444,179,77,77,114,104,226,605,110
CDR20291_1288,142,74,69,88,44,28,25,33,86,90,136,110
CDR20291_1289,109,83,128,162,50,42,101,79,83,67,197,149
CDR20291_1290,362,1299,329,372,220,293,225,236,830,1673,619,1270
CDR20291_1291,490,773,359,413,393,350,331,328,362,736,400,298
CDR20291_1292,482,532,349,404,325,252,237,383,343,361,260,283
CDR20291_1293,391,454,399,457,269,221,239,398,304,247,194,261
CDR20291_1294,649,491,407,594,298,198,180,461,503,303,256,381
CDR20291_1295,1444,661,804,1214,532,314,274,800,950,303,533,784
CDR20291_1296,275,135,215,280,108,65,54,162,148,87,125,134
CDR20291_1297,729,394,508,607,436,286,165,306,496,537,478,427
CDR20291_1298,2743,2956,1366,1617,1728,1270,1005,1132,2073,1719,1869,1621
CDR20291_1299,2826,3057,1956,2069,1710,1214,1054,1341,2390,1606,1989,2104
CDR20291_1300,750,966,568,614,470,313,353,429,691,398,610,671
CDR20291_1301,1170,1291,894,911,637,439,422,519,1016,677,873,913
CDR20291_1302,1715,2241,1513,1504,1099,959,733,953,1718,1283,1500,1929
CDR20291_1303,1733,2649,1976,2035,1299,964,755,1233,2114,1673,2570,1831
CDR20291_1304,2533,5334,3091,3073,2606,2968,2222,2380,3241,3416,4825,4260
CDR20291_1305,181,548,98,110,68,58,47,55,141,295,153,107
CDR20291_1306,298,610,318,264,191,187,153,148,357,530,480,400
CDR20291_1307,437,895,641,604,432,441,351,375,434,602,724,525
CDR20291_1308,20328,7987,32797,29340,19592,14198,16889,19169,9681,13582,19060,12263
CDR20291_1309,213,173,133,126,166,182,237,171,480,572,209,256
CDR20291_1310,51,50,90,77,67,122,104,104,148,176,68,117
CDR20291_1311,64,32,88,104,67,155,160,132,160,137,64,159
CDR20291_1312,5,11,26,20,10,11,2,9,4,17,12,5
CDR20291_1313,30,33,65,58,35,44,49,26,25,31,33,22
CDR20291_1314,46,38,86,71,32,31,25,38,65,36,47,44
CDR20291_1315,19,30,32,33,13,10,30,33,35,10,27,27
CDR20291_1316,56,97,77,77,49,34,44,92,77,54,100,71
CDR20291_1317,2130,1141,1966,2063,1974,1962,2767,1958,2147,1239,1896,2168
CDR20291_1318,6693,4022,11202,10049,7512,6062,7082,11618,7471,1513,5440,10979
CDR20291_1319,6,17,6,6,3,3,10,7,5,23,3,32
CDR20291_1320,1722,1951,3091,2640,669,816,755,763,617,835,1166,945
CDR20291_1321,311,280,250,292,243,254,222,296,162,198,183,168
CDR20291_1322,270,421,226,221,172,127,96,243,178,212,225,195
CDR20291_1323,36374,60549,20314,26955,23047,52673,44566,30068,40880,41432,16516,45576
CDR20291_1324,742,2844,908,862,1023,1561,1422,1283,927,2906,2199,693
CDR20291_1325,741,3228,899,990,1295,1524,1925,1615,1164,2523,2942,1052
CDR20291_1326,517,742,218,269,198,214,79,91,1268,1387,973,566
CDR20291_1327,514,657,241,295,213,271,114,111,1530,1103,1330,803
CDR20291_1328,2138,1062,1676,1908,1369,1898,1064,891,7168,2028,9776,7158
CDR20291_1329,104,41,54,85,76,96,52,43,336,92,516,378
CDR20291_1330,485,538,655,635,770,988,1106,975,487,356,498,571
CDR20291_1331,152,110,220,224,213,224,318,250,142,125,234,244
CDR20291_1332,304,154,370,343,413,316,328,386,387,328,392,344
CDR20291_1333,1452,877,2446,1914,2979,2709,2106,1540,2865,2347,1800,2864
CDR20291_1334,19,6,12,9,10,4,5,4,81,43,51,34
CDR20291_1335,14,11,30,24,25,11,7,3,12,19,19,7
CDR20291_1336,37,13,18,11,6,6,5,8,14,24,29,12
CDR20291_1337,100,194,193,169,117,207,264,207,144,159,171,222
CDR20291_1338,10880,7004,13472,12341,6981,11020,12034,10455,13218,10329,13033,15608
CDR20291_1339,610,1419,487,575,264,283,202,294,273,551,397,278
CDR20291_1340,386,1118,329,389,153,134,123,205,171,304,260,205
CDR20291_1341,569,1022,627,610,268,265,230,225,225,495,508,259
CDR20291_1342,258,136,297,265,260,195,111,243,355,242,232,278
CDR20291_1343,81,105,85,75,79,74,59,65,188,210,56,137
CDR20291_1344,3670,1931,3346,3403,3598,5111,5954,4803,2019,1950,2854,2493
CDR20291_1345,4532,2677,4347,4729,4797,6883,8484,6373,2757,2537,4171,3745
CDR20291_1346,5433,3099,6978,4678,4351,4635,5381,3946,4270,3262,4595,3806
CDR20291_1347,1965,1106,1214,1221,1180,939,797,619,2066,2979,2257,1150
CDR20291_1348,948,723,1108,1054,1422,2310,1622,1060,3227,2909,2045,2168
CDR20291_1349,462,438,812,591,559,567,842,567,394,441,676,474
CDR20291_1350,351,161,197,227,177,65,128,112,121,227,541,83
CDR20291_1351,22,22,17,20,21,18,12,26,14,41,20,7
CDR20291_1352,39,41,49,43,62,39,27,39,25,43,51,29
CDR20291_1353,20,90,33,24,21,17,17,30,14,44,37,22
CDR20291_1354,4577,19767,9735,7729,4071,7510,5505,4251,9227,14252,13594,14568
CDR20291_1355,348,244,330,412,393,480,632,420,259,321,354,249
CDR20291_1356,52,32,55,73,52,70,77,61,40,67,62,46
CDR20291_1357,195,184,312,299,218,264,316,212,215,255,318,225
CDR20291_1358,95,77,144,140,90,70,47,83,74,152,173,100
CDR20291_1359,1487,1143,1455,1452,1001,1465,1182,796,2430,2491,1635,2844
CDR20291_1360,55,132,97,51,63,58,47,29,55,143,135,71
CDR20291_1361,52,157,59,87,72,44,62,131,183,122,111,154
CDR20291_1362,143,377,78,112,130,72,84,179,302,185,177,247
CDR20291_1363,46,119,53,50,34,31,37,67,76,71,41,93
CDR20291_1364,623,452,507,605,390,380,336,361,464,366,480,291
CDR20291_1365,69,18,37,39,27,12,7,17,14,33,57,12
CDR20291_1366,296,1196,293,280,227,380,592,350,220,475,185,212
CDR20291_1367,50,96,26,23,28,37,62,39,16,79,28,32
CDR20291_1368,656,329,598,455,434,386,247,312,111,148,106,98
CDR20291_1369,77,69,118,110,88,137,160,122,33,74,42,49
CDR20291_1370,5638,3117,4255,4173,3464,3126,3165,2231,8804,8194,8315,7136
CDR20291_1371,1405,702,1257,1045,848,988,1770,1197,1008,832,2793,1636
CDR20291_1372,1091,4257,745,645,438,455,728,429,420,2533,571,574
CDR20291_1373,43575,65418,27053,32187,28974,58640,48834,32562,49907,50195,22726,53586
CDR20291_1374,450,650,267,339,214,150,183,222,215,361,206,168
CDR20291_1375,2735,3491,1877,1777,1781,1764,1528,1234,3772,4016,3346,3181
CDR20291_1376,1069,1240,2437,1863,1329,1798,2231,1940,1535,1448,2332,2502
CDR20291_1377,1635,1398,1774,1733,1712,1355,1180,1518,1933,1316,2463,1960
CDR20291_1378,2494,2074,3120,2925,2488,2112,2074,2798,2464,1762,3805,2944
CDR20291_1379,90,81,278,221,119,115,72,190,63,60,90,110
CDR20291_1380,357,162,318,344,247,250,195,267,51,40,43,46
CDR20291_1381,39,27,46,40,23,24,15,22,37,25,22,27
CDR20291_1382,17,17,29,26,10,9,2,6,16,16,21,7
CDR20291_1383,910,534,773,854,793,1089,765,515,1025,928,792,1001
CDR20291_1384,1052,657,1123,1026,779,1070,1064,651,1859,2116,1653,1504
CDR20291_1385,4612,2954,3732,4101,3199,3064,2725,2542,10798,5529,4986,7131
CDR20291_1386,7207,5450,6704,7445,5099,5760,5544,4592,19216,10224,9088,16135
CDR20291_1387,188,165,263,234,217,180,232,322,542,358,298,337
CDR20291_1388,16,33,13,13,8,7,10,15,16,21,14,22
CDR20291_1389,60,317,13,11,6,1,2,19,18,275,12,12
CDR20291_1390,2577,17315,1073,969,1097,1397,2271,1738,1474,9262,3052,1592
CDR20291_1391,1680,10760,980,769,735,851,1138,925,1206,8740,2962,1392
CDR20291_1392,122,382,57,47,44,61,94,47,30,165,16,12
CDR20291_1393,55,59,119,72,128,112,67,68,51,71,18,66
CDR20291_1394,132,253,164,98,509,253,180,449,153,360,157,100
CDR20291_1395,584,1577,514,375,3848,5284,6418,4925,659,1447,1011,645
CDR20291_1396,1903,569,443,655,116,56,74,161,359,94,165,261
CDR20291_1397,1747,560,397,692,107,48,72,154,283,53,156,247
CDR20291_1398,1989,646,595,1072,164,56,109,233,310,64,161,312
CDR20291_1399,1949,596,503,902,119,59,109,241,278,36,112,269
CDR20291_1400,2507,802,665,1209,158,61,81,251,308,49,140,298
CDR20291_1401,4773,1470,1069,1869,294,104,178,428,563,92,272,439
CDR20291_1402,6429,2427,1503,2784,492,169,244,513,670,121,429,471
CDR20291_1403,1744,670,974,1219,176,82,170,229,153,51,139,195
CDR20291_1404,640,1257,1007,820,698,989,820,614,1495,1568,2702,1624
CDR20291_1405,200,52,158,143,117,64,52,59,72,59,162,132
CDR20291_1406,439,207,355,380,195,43,72,136,155,250,400,156
CDR20291_1407,120,46,110,122,55,26,27,40,69,62,100,83
CDR20291_1408,167,60,163,194,76,31,25,60,125,94,162,115
CDR20291_1409,192,137,176,186,87,47,30,72,157,109,154,186
CDR20291_1410,463,329,436,486,233,167,173,224,621,210,413,642
CDR20291_1411,253,89,209,219,102,42,42,81,306,135,239,190
CDR20291_1412,1,1,7,5,3,1,5,1,2,3,3,5
CDR20291_1413,70,66,49,63,55,24,59,74,91,32,146,73
CDR20291_1414,76,77,81,75,64,56,74,82,118,51,175,110
CDR20291_1415,423,107,276,274,204,117,195,182,125,84,271,63
CDR20291_1416,444,214,625,589,300,216,274,265,269,303,432,308
CDR20291_1417,616,231,742,718,444,362,321,355,352,515,755,322
CDR20291_1418,41,37,142,99,81,106,74,98,70,58,94,51
CDR20291_1419,69,19,12,18,14,14,37,43,26,29,25,20
CDR20291_1420,57,7,7,16,4,2,2,17,12,5,42,10
CDR20291_1421,99,50,25,54,13,26,47,120,44,22,30,46
CDR20291_1422,20,8,7,13,1,7,20,20,28,10,8,10
CDR20291_1423,148,115,24,47,39,55,114,148,135,62,56,71
CDR20291_1424,124,157,36,70,31,41,151,203,153,54,50,112
CDR20291_1425,151,142,50,71,24,45,114,194,139,60,54,103
CDR20291_1426,65,33,20,41,12,7,20,51,37,14,18,22
CDR20291_1427,30,7,13,23,8,3,7,18,9,6,5,2
CDR20291_1428,29,11,16,28,7,20,39,40,44,18,19,24
CDR20291_1429,206,59,167,133,231,173,156,160,348,259,205,181
CDR20291_1430,22,17,38,33,34,35,39,26,88,31,24,42
CDR20291_1431,77,25,27,55,26,46,64,83,186,44,67,122
CDR20291_1432,96,42,33,66,21,36,59,107,222,41,53,107
CDR20291_1433,60,19,32,58,18,32,39,67,137,20,44,76
CDR20291_1434,151,166,138,149,81,161,170,183,346,158,105,249
CDR20291_1435,51,21,7,18,8,9,25,34,83,11,30,39
CDR20291_1436,94,47,33,64,18,25,49,84,134,32,55,103
CDR20291_1437,21,7,10,18,4,14,15,24,26,12,8,29
CDR20291_1438,34,24,7,18,2,6,17,26,51,5,16,32
CDR20291_1439,454,268,599,511,447,335,304,318,128,180,177,103
CDR20291_1440,62,61,27,32,29,39,30,41,84,26,34,49
CDR20291_1441,180,290,42,82,41,43,74,120,248,103,110,151
CDR20291_1442,36,66,15,27,7,10,32,35,44,41,36,32
CDR20291_1443,242,339,185,184,156,208,183,167,199,344,163,129
CDR20291_1444,69,88,20,27,20,18,52,40,72,93,62,44
CDR20291_1445,596,451,1433,984,683,1853,2622,1635,1307,1783,1350,2141
CDR20291_1446,216,481,112,124,90,57,69,55,139,538,251,85
CDR20291_1447,426,446,466,454,657,718,699,622,1008,905,577,745
CDR20291_1448,555,308,339,342,488,208,279,298,274,474,518,229
CDR20291_1449,167,339,59,104,53,81,210,244,324,120,134,166
CDR20291_1450,60,68,19,17,8,21,30,40,90,22,16,46
CDR20291_1451,71,122,25,53,29,28,64,87,139,36,39,39
CDR20291_1452,4,18,3,3,2,2,5,14,12,3,4,7
CDR20291_1453,12,9,6,7,3,3,10,12,16,3,6,7
CDR20291_1454,60,109,27,29,13,16,35,53,70,24,26,54
CDR20291_1455,17,31,7,14,4,5,7,17,30,17,8,15
CDR20291_1456,45,68,20,31,16,14,39,55,62,21,28,17
CDR20291_1457,44,77,21,41,12,32,35,51,100,42,38,44
CDR20291_1458,14,13,3,7,1,9,7,10,19,8,7,7
CDR20291_1459,5,6,1,4,1,1,5,2,14,4,5,7
CDR20291_1460,26,27,9,12,4,15,35,22,32,25,16,27
CDR20291_1461,7,11,6,2,6,6,12,13,9,11,4,15
CDR20291_1462,674,403,517,518,481,471,533,421,259,347,273,164
CDR20291_1463,26,22,16,26,14,12,10,14,39,11,19,39
CDR20291_1464,482,235,786,629,340,292,173,303,406,195,431,447
CDR20291_1465,2,11,16,7,14,13,7,1,2,8,8,17
CDR20291_1466,643,858,195,326,265,608,590,531,376,425,102,303
CDR20291_1467,112,228,196,165,138,128,99,75,253,411,260,261
CDR20291_1468,908,770,993,923,580,981,1024,750,897,811,1069,1313
CDR20291_1469,9580,6021,10419,10257,6230,9745,10422,9092,11580,8964,11719,13340
CDR20291_1470,127,122,163,133,78,52,54,67,65,128,150,85
CDR20291_1471,54,106,86,68,88,78,96,79,120,223,190,110
CDR20291_1472,1,5,1,1,2,2,5,1,2,4,2,2
CDR20291_1473,479,271,466,444,457,370,427,468,336,271,386,310
CDR20291_1474,2393,1460,2268,2194,2250,1640,2096,2070,1435,1225,1733,1497
CDR20291_1475,47,156,39,32,27,24,20,23,42,78,61,56
CDR20291_1476,223,287,155,206,117,90,72,112,79,287,272,107
CDR20291_1477,11,14,11,10,6,13,10,8,7,7,41,7
CDR20291_1478,56,44,14,526,8,74,35,18,2,37,860,88
CDR20291_1479,1092,674,998,863,906,829,1385,861,948,988,1268,825
CDR20291_1480,217,291,305,258,329,393,373,223,368,334,266,474
CDR20291_1481,957,881,963,863,741,819,815,711,3144,2894,2329,2639
CDR20291_1482,213,110,286,299,178,130,49,95,192,68,59,59
CDR20291_1483,206,119,229,261,104,102,39,90,273,71,53,37
CDR20291_1484,64,27,69,98,24,12,20,25,215,34,14,39
CDR20291_1485,61,29,42,87,29,20,17,31,380,81,7,71
CDR20291_1486,54,26,48,70,22,36,10,22,220,129,8,83
CDR20291_1487,109,67,88,132,74,56,39,47,376,360,48,176
CDR20291_1488,10338,7661,7256,9890,8359,14871,10387,8158,950,1504,1942,1121
CDR20291_1489,29,277,18,12,12,11,17,13,19,118,16,22
CDR20291_1490,69,453,41,35,30,24,22,26,19,237,41,37
CDR20291_1491,17,105,22,12,10,24,35,12,7,74,12,15
CDR20291_1492,185,206,117,114,231,291,1493,1064,121,226,154,115
CDR20291_1493,222,239,136,156,348,397,1957,1414,160,231,211,127
CDR20291_1494,595,532,681,672,725,850,1111,900,739,829,957,752
CDR20291_1495,25,22,50,63,27,20,27,33,23,27,46,24
CDR20291_1496,22,5,15,8,7,6,12,2,7,10,9,27
CDR20291_1497,77,37,57,85,39,33,35,26,77,72,70,34
CDR20291_1498,105,69,65,73,56,26,39,44,83,84,100,103
CDR20291_1499,112,75,50,67,50,34,25,33,91,83,110,98
CDR20291_1500,120,124,159,148,87,87,67,56,208,322,270,261
CDR20291_1501,19,78,41,40,24,22,37,19,9,39,22,29
CDR20291_1502,19,28,21,11,12,6,17,13,19,22,16,20
CDR20291_1503,10,11,5,7,6,3,2,6,4,14,9,12
CDR20291_1504,10,7,7,10,8,12,2,4,7,14,13,17
CDR20291_1505,34,28,39,36,27,24,17,36,56,50,53,44
CDR20291_1506,4,5,5,6,5,1,2,2,4,2,5,2
CDR20291_1507,11,19,22,25,13,3,7,9,16,16,26,27
CDR20291_1508,2,1,4,4,1,1,5,6,9,4,4,10
CDR20291_1509,30,27,29,28,15,16,15,18,51,41,39,54
CDR20291_1510,1152,816,1003,858,1162,1368,1770,1125,1621,1149,1073,1348
CDR20291_1511,39,98,65,341,68,571,183,118,56,85,274,81
CDR20291_1512,217,121,260,293,268,255,195,233,188,159,345,210
CDR20291_1513,208,238,455,467,281,385,264,371,255,185,463,413
CDR20291_1514,72,88,52,107,59,89,353,366,98,985,225,347
CDR20291_1515,25,57,39,28,30,35,22,23,65,89,163,27
CDR20291_1516,92,127,80,75,81,97,99,55,134,216,376,68
CDR20291_1517,27,45,61,45,31,59,44,37,77,78,138,42
CDR20291_1518,152,281,226,161,129,157,123,78,206,287,323,259
CDR20291_1519,402,822,400,371,286,364,254,196,552,661,665,735
CDR20291_1520,100,73,94,106,116,57,32,91,72,33,25,37
CDR20291_1521,8266,22916,2765,5192,5342,8084,6680,8101,8149,9077,1680,5395
CDR20291_1522,428,1185,366,310,290,289,528,459,760,1213,999,474
CDR20291_1523,810,2996,509,468,498,485,689,646,1279,2237,1793,857
CDR20291_1524,7,142,18,18,8,13,35,20,11,70,20,12
CDR20291_1525,11,103,21,18,17,18,27,18,14,49,17,12
CDR20291_1526,125,370,116,107,97,96,128,81,167,302,203,110
CDR20291_1527,307,284,405,398,424,691,686,496,246,199,394,298
CDR20291_1528,35,27,82,45,36,52,64,43,14,36,49,32
CDR20291_1529,5,21,22,11,23,17,10,7,14,12,12,7
CDR20291_1530,67,82,107,101,117,130,123,112,84,90,144,63
CDR20291_1531,136,142,324,243,294,495,385,304,359,298,503,425
CDR20291_1532,7392,3314,5461,6008,5699,3922,3451,5086,3391,1453,2736,2993
CDR20291_1533,4980,2733,4773,5266,4274,3438,3557,4666,2402,1155,2170,2957
CDR20291_1534,4753,2486,3279,4455,2597,949,1214,2943,1746,472,1598,1934
