,E1,T20,T5,E12,T14,E14,T6,E23,T10,E15,T11,E25,T15,E16,T61,E24,T42
BN165_1080041,31,1,1,292,404,14,38,22,9,98,2,162,1,1,17,1,20
BN165_1080042,1,2,7,892,484,77,26,11,9,49,4,26,1,1,29,1,246
BN165_1080043,2,2,7,42,588,9,8,29,9,4,7,18,1,1,7,3,4
BN165_1080044,1,2,7,53,454,19,33,13,34,1,21,5,10,10,11,8,6
BN165_1080045,4,1,1,2,734,33,35,15,34,1,22,7,1,6,44,17,10
BN165_1080046,1,3,1,12,19,32,2,20,11,1,123,2,17,1,36,23,2
BN165_1080047,1,2,26,8,25,34,1314,14,10,4,13,2,8,1,217,2,4
BN165_1080048,1,2,23,14,233,8,59,22,18,1,4,2,13,1,12,1,18
BN165_1080049,1,4,18,2,233,8,47,129,1,2,11,2,3,1,4,1,14
BN165_1080050,7,15,49,2,1,13,69,69,2,5,8,1,3,1,2,25,57
BN165_1080051,4,5,1,3,608,8,57,4,3,5,27,13,2,1,2,6,5
BN165_1080052,27,2,1,5,1203,50,101,4,1,1,26,7,2,1,1,15,1
BN165_1090002,47,20,1,5,43,186,96,17,1,127,24,1,3,1,1,8,1
BN165_1090003,7,17,2,1,89,19,30,4,3,182,35,61,3,1,1,16,1
BN165_1090004,7,3,247,2,4,29,57,1,3,1794,23,1,4,1,1,16,1
BN165_1090005,1,4179,2,2,942,12,88,17,11,190,6,1,10,4,1,22,1
BN165_1090007,22,3,1,1,2,8,107,46,3,216,32,3,2,4,1,114,1
BN165_1090008,7,5,1,112,12,21,17,9,8,287,40,16,1,4,51,35,1
BN165_1090009,5,67,31,201,9,8,16,7,27,406,1,19,5,4,2,39,1
BN165_1090010,52,5,325,2486,59,2,23,8,20,220,1158,1,5,5,3,3,1
BN165_1090011,1,11,1,172,58,1,60,15,113,205,87,1,6,5,1,15,13
BN165_1090012,24,8,1,154,4,4,10,14,146,472,33,1,6,5,4,10,1
BN165_1090013,15,30,5,183,4,223,57,1,490,7,55,1,4,5,5,27,2
BN165_1090014,9,30,3,197,5,6,57,1,549,7,59,1,6,5,4,37,1
BN165_1090016,43,10,3,171,4,56,13,1,408,1,94,1,5,5,7,4,1
BN165_1090017,5,2,37,128,3,9,18,191,392,1,87,12,5,5,6,4,1
BN165_1090018,5,1,22,316,3,24,5,5,16,1,16,4,5,5,3,4,1
BN165_1090019,3,9,69,4,4,1,1,18,3,1,24,2,1,38,1,7,2
BN165_1090020,6,5,60,7,45,2,1,4,3,9,56,3,1,3,1,1,3
BN165_1090021,17,26,64,1,13,2,1,41,10,21,46,21,2,3,6,3,1
BN165_1090022,2,55,53,1,11,3,1,2,10,1,11,21,1,2,16,2,1
BN165_1090023,7,2,6,1,14,21,1,1,8,1,12,5,1,2,1,1,2
BN165_1090024,6,6,8,1,40,1,1,6,10,1,14,2,1,1,1,15,6
BN165_1090025,6,6,1,10,40,1,1,25,67,1,40,4,1,1,2,2,1
BN165_1090026,74,100,1,33,30,1,6,12,12,1,4,1,2,38,10,2,1
BN165_1090027,20,3,7,15,24,2,1,1,46,1,3,1,1,38,11,6,1
BN165_1090028,7,2,4,8,44,3,1,18,115,1,1,1,1,34,16,2,3
BN165_1090029,2,2,5,42,1,1,1,386,10,1,1,1,1,16,17,46,3
BN165_1090030,6,22,1,22,3,1634,4,268,178,1,1,1,1,113,29,1,5
BN165_1090031,2,3,1,11,1,31,1,51,93,64,1,1,1,148,2,5,5
BN165_1090032,1,2,1,31,1,62,11,11,153,7,1,4,1,4,8,12,8
BN165_1090033,1,2,1,81,1,1,1,7,64,2,325,1,2,9,10,1,1
BN165_1100002,1,2,1,84,5,1,1,6,74,7,391,4,1,1,1,1,4
BN165_1100003,1,2,4,222,5,3,1,25,123,4,23,15,2,24,2,1,1
BN165_1100004,1,2,6,4,6,1,2,37,172,17,26,124,2,4,1,1,2
BN165_1100005,1,30,3,3,14,2,1,38,165,18,25,8,4,4,3,1,3
BN165_1100006,1,1,1,7,5,15,312,55,186,17,58,1,5,5,21,5,2
BN165_1100007,1,3,1,1,23,48,319,3,71,23,51,1,1,5,17,36,3
BN165_1100008,1,2,1,14,39,77,25,25,49,17,108,5,1,4,1,241,2
BN165_110001,4,1,1,19,730,61,45,6,99,4,265,6,1,4,1,9,11
BN165_110002,56,1,1,18,40,41,36,2,170,17,342,4,1,4,2,27,8
BN165_110003,26,7,1,23,3,30,60,68,143,27,38,4,1,1,2,4,1
BN165_110004,38,8,1,8,4,18,92,2,157,1,17,20,1,1,2,9,1
BN165_110005,2,4,1,2,18,31,133,1,43,592,1081,10,1,52,18,241,1
BN165_110006,57,2,1,13,27,25,696,1,45,60,24,15,1,4,1,170,1
BN165_110007,70,16,1,8,21,24,729,1,2,19,30,74,3,3,55,176,1
BN165_110008,2,1,1,1,19,24,46,1,1,29,1510,3,3,3,2,174,5
BN165_110009,43,2,1,933,19,28,42,1,1,35,13,263,5,2,3,595,1
BN165_110010,1,1,1,32,152,17,1075,1,261,54,18,150,6,1,2,25,18
BN165_110011,3,1,1,14,138,15,40,7,19,50,83,280,8,14,4,10,1
BN165_110012,1,2,1,21,49,40,31,4,18,6,197,87,6,18,5,4,1
BN165_110013,1,38,1,18,190,8,450,4,12,11,31,91,21,19,4,61,1
BN165_110014,1,7,1,46,20,53,24,2,407,33,2,257,1,19,4,15,1
BN165_110015,2,9,1,48,201,37,22,3,356,26,2,29,11,16,3,20,2
BN165_110016,1,28,1,7,201,1,93,11,570,7,1,36,16,1,2,5,1
BN165_110017,1,4,2,19,123,2,192,3,42,7,3,61,11,2,23,10,1
BN165_110018,2,6,43,58,225,10,125,2,49,8,2,20,4,2,20,1,72
BN165_110019,1,31,2,75,107,2,1,2,6,29,4,7,4,2,4,1,38
BN165_110020,1,55,1,11,131,1,1,3,2,1,4,24,6,5,1,1,62
BN165_110021,191,7,2,6,212,6,1,1,1,1,10,97,8,1,2,10,28
BN165_110022,40,187,115,10,212,11,2,3,1,1,55,76,13,56,2,1,33
BN165_110023,39,1,63,29,100,3,26,11,3,1,173,94,5,33,99,1,120
BN165_110024,11,26,36,12,84,2,1,17,1,1,8,23,8,20,646,1,16
BN165_110025,16,70,66,43,141,2,1,109,2,1,19,24,6,61,8,1,167
BN165_110026,16,25,90,43,48,4,1,4,3,1,18,1,2,37,22,1,167
BN165_110027,1,5,1,8,36,4,12,31,3,247,47,1,8,7,13,1,167
BN165_110028,7,9,3,8,70,1,70,39,3,363,91,18,24,6,17,1,2
BN165_110029,7,59,1,18,303,1,173,13,58,13,44,106,36,11,19,1,2
BN165_110030,9,1,5,18,281,1,9,5,200,15,80,11,1,11,11,1,2
BN165_110031,14,15,133,1,341,95,10,6,920,11,52,11,19,21,25,1,1
BN165_110032,11,7,1,1,95,1,25,25,125,32,97,8,1,21,14,1,2
BN165_110033,16,11,1,2,95,7,181,21,110,27,44,372,1,3,7,1,3
BN165_110034,10,18,1,23,114,4,301,15,110,64,150,241,1,3,3,1,2
BN165_110035,1,1,9,1,3,4,42,18,103,153,146,429,1,4,6,1,3
BN165_110036,1,4,1,1,3,12,55,42,103,285,9,31,1,2,5,8,4
BN165_110037,6,2,1,3,30,3,64,34,84,25,4,26,1,1,67,13,3
BN165_110038,1,3,22,1,13,3,76,15,134,14,11,1,1,1,121,6,4
BN165_110039,1,113,1,1,21,3,30,22,13,651,104,1,1,1,90,1,10
BN165_110040,1,16,2,1,85,7,206,102,17,14,1,1,1,1,751,1,10
BN165_110041,1,30,1,1,127,6,539,103,2,15,1,1,1,1,751,1,2
BN165_110042,7,22,1,3,169,1,15,86,2,1996,5,1,1,1,60,1,7
BN165_110043,6,11,5,1,375,11,140,69,2,6,2,1,370,1,60,10,1
BN165_110044,157,4,1,6,526,217,1,99,2,9,11,1,42,1,60,154,1
BN165_110045,10,10,1,1,489,199,1,54,27,56,9,2,30,3,60,154,11
BN165_110046,5364,8,1,1,487,7,3,152,41,141,16,2,7,1,60,2,1
BN165_110047,4,18,1,1,156,3,1,11,1,17,1,1,9,9,60,1,1
BN165_110048,168,19,7,2,139,3,13,18,1,1,4,61,16,11,148,1,1
BN165_110049,137,41,3,2,14,6,11,28,1,1,3,81,14,12,148,2,1
BN165_110050,91,11,1,213,4,17,21,18,1,1,20,1063,10,10,69,3,3
BN165_110051,33,29,1,310,85,17,1,16,1,2,2,92,2,5,62,2,3
BN165_1110001,10,1,1,15,38,10,3,6,1,1,3,78,6,3,76,2,1
BN165_1110002,3,11,1,19,47,1,3,10,1,2,42,96,44,1,15,1,1
BN165_1110003,4,3,9,14,23,1,13,1,1,2,15,95,317,1,12,1,1
BN165_1110004,19,8,5,32,52,1,1,2,1,5,30,92,365,1,6,2,1
BN165_1110005,2,3,6,41,71,7,1,2,134,31,8,58,423,18,3,1,1
BN165_1110006,2,25,1,87,3,1,48,3,16,128,70,138,329,1,4,1,1
BN165_1110007,2,58,12,418,347,5,15,3,9,4,146,2,488,1,34,1,1
BN165_1110008,123,42,14,509,19,15,37,60,14,12,105,4,9,10,24,1,1
BN165_1110009,1,136,61,21,19,1,16,94,11,11,36,1,8,7,52,1,1
BN165_1110010,4,75,10,13,31,2,109,3,16,39,205,1,46,1,22,21,19
BN165_1110011,548,217,6,1049,24,1,201,5,26,78,145,1,46,1,69,20,13
BN165_1110012,175,213,6,17,1000,2,184,3,24,30,111,1,1,1,3,1,1
BN165_1110013,189,1,4,44,766,1,97,4,27,64,71,8,35,1,3,7,1
BN165_1110014,142,1,13,481,1400,3,263,8,17,34,38,19,45,32,2,7,2
BN165_1110015,304,1,2,7,56,7,192,6,3,72,1354,1,19,179,2,1,12
BN165_1110016,90,1,19,7,56,3,93,8,16,25,19,1,3,2,2,1,5
BN165_1110017,25,6,1,37,81,2,52,13,15,95,221,2,1,7,3,5,5
BN165_1110018,1,29,1,146,5,1,2139,3,1,119,8,2,64,4,3,1,7
BN165_1110019,2,17,2,42,2,2,33,5,180,4,29,1,1,5,3,1,2
BN165_1110020,2,22,1,1,1,2,214,46,23,2,93,1,3,4,2,1,23
BN165_1110021,2,1,1,1,1,1,3,18,12,7,70,1,3,5,2,1,1
BN165_1110022,2,1,6,1,1,4,29,23,16,77,49,2,18,8,2,1,5
BN165_1110023,6,49,7,1,9,13,51,349,13,1,25,2,21,3,4,1,15
BN165_1120002,4,41,28,1,12,1,50,1,23,1,26,67,9,1,2,1,9
BN165_1130001,4,213,2,1,21,42,59,1,23,4,39,2,2,1,4,1,1
BN165_1130002,4,97,3,1,20,4,24,1,5,1,19,1,1,2,9,1,1
BN165_1130003,2,112,1,5,3,14,28,2,9,8,122,4,1,2,48,1,10
BN165_1130004,2,88,40,39,124,19,42,11,16,4,353,1,1,21,53,5,4
BN165_1130005,2,53,1,111,330,7,26,12,22,8,25,9,1,53,17,8,90
BN165_1130006,1,11,1,7,1718,4,96,19,5,1,36,10,1,29,14,6,25
BN165_1130007,1,1,9,10,109,5,393,23,12,2,36,9,1,1,10,3,3
BN165_1130008,18,1,3,14,89,4,45,42,9,1,23,14,27,1,1254,1,20
BN165_1130009,1,4,1,97,100,14,63,73,24,10,36,5,8,4,1254,6,3
BN165_1130010,3,27,2,204,118,8,38,78,6,1,24,1,6,1,48,3,7
BN165_1130011,3,15,1,27,123,5,24,69,11,2,3,5,7,1,86,2,5
BN165_1130012,2,12,1,31,95,10,59,132,11,27,3,3,21,1,2,4,4
BN165_1130013,1,2,1,23,216,10,29,182,209,8,9,1,21,1,8,1,12
BN165_1130014,19,24,1,33,5,13,8,22,2,21,614,222,11,1,19,8,38
BN165_1130015,26,1,1,20,10,3,1,3,7,5,16,19,2,2,63,5,1
BN165_1130017,25,8,1,189,1,9,9,3,14,36,132,3,5,1,56,2,14
BN165_1130018,13,3,1,283,1,27,497,1,1,78,102,11,1,2,3,96,6
BN165_1130019,5,10,1,2,1,23,18,14,3,46,2,13,1,1,69,30,4
BN165_1130020,1,154,1,112,1,24,101,5,1,17,1,25,2,1,23,65,3
BN165_1130021,3,154,1,3,28,26,20,10,1,141,35,25,1,1,43,14,2
BN165_1130022,1,9,2,4,54,28,58,9,1,72,9,4,4,1,2,42,4
BN165_1130023,1,15,4,2,3,24,5,6,1,78,6,7,3,1,8,17,1
BN165_1130024,6,61,1,1,2,54,5,4,182,39,1,19,8,1,33,2,7
BN165_1130025,25,38,7,10,5,4,6,39,161,27,1,23,2,1,20,18,6
BN165_1130026,7,13,35,3,3,6,7,5,16,875,54,3,8,1,38,1,6
BN165_1130027,4,34,1,9,1,13,61,43,16,9,1,3,1,35,19,2,4
BN165_1130028,13,18,1,3,1,19,1,10,13,157,2,4,466,1,33,40,2
BN165_1130029,3,14,1,23,1,10,1,9,31,1,1,13,44,1,36,21,12
BN165_1130030,5,1,1,1,2,3,2,1,63,15,1,2,1,6,29,6,8
BN165_1130031,23,20,1,10,148,4,5,9,92,56,9,6,1,1,8,25,32
BN165_1130032,41,1,1,1,18,1,15,11,199,50,40,6,4,1,20,23,9
BN165_1130033,4,1,1,11,8,1,1,1,213,31,3,4,7,2,51,12,3
BN165_1130034,227,1,1,30,12,1,4043,4,31,17,6,2,4,1,26,14,5
BN165_1130035,1,1,1,17,13,1,62,12,23,16,8,2,6,1,14,37,20
BN165_1130036,92,4,1,18,26,1,286,23,429,26,11,2,46,1,7,50,10
BN165_1130037,53,7,1,6,34,19,4,2,24,14,30,140,10,1,10,3,29
BN165_1130038,27,3,1,45,25,35,7,2,2,96,1,1,18,2,12,2,6
BN165_1130039,6,2,1,104,30,11,2,140,447,228,1,1,84,1,11,7,6
BN165_1130040,9,1,4,93,20,3,4,74,11,13,2,1,8,1,15,1,1
BN165_1130041,58,1,6,48,6,2,35,13,11,26,5,1,214,1,4,3,1
BN165_1130042,1,25,1,140,16,3,64,99,31,20,23,3,124,1,7,3,3
BN165_1130043,17,2,1,95,24,79,76,16,86,12,1,3,222,1,1,1,1
BN165_1130044,7,274,7,31,1,4,61,481,35,23,4390,1,115,1,1,1,1
BN165_1130045,8,1,1,38,1049,3,43,624,1,14,47,1,122,1,1,3,1
BN165_1130046,12,1,1,25,61,6,27,549,1,2,174,1,218,1,1,6,1
BN165_1130047,1,1,1,2062,46,2,23,1593,1,3,9,1,36,1,1,8,1
BN165_1130048,5,1,1,18,56,3,30,2511,1,7,4,116,30,2,2,6,1
BN165_1130049,2,1,1,141,47,9,22,2219,1,408,14,112,50,5,65,6,1
BN165_1130050,2,1,2,20,89,3,25,1968,1,11,1,8,21,4,48,11,1
BN165_1130051,66,1,2,27,91,4,24,135,1,53,1,6,10,1,25,1,1
BN165_1130052,11,9,2,64,24,85,25,97,13,10,8,6,24,1,1,25,1
BN165_1130053,37,18,17,57,39,1,21,7,51,33,14,11,167,1,1,18,2
BN165_1130054,33,11,1,66,78,3,17,1,109,2,28,15,132,1,1,1,9
BN165_1130055,14,18,1,12,92,1,34,88,11,3,17,42,176,5,1,1,4
BN165_1130057,2,4,1,14,15,1,11,27,22,6,9,176,42,7,1,1,1
BN165_1130058,8,4,1,17,18,4,212,63,45,6,13,204,53,7,1,1,1
BN165_1130059,7,5,1,9,18,1,140,21,107,20,7,10,1,75,13,1,5
BN165_1140001,2,2,40,59,47,4,1,108,161,1,12,7,1,2,13,1,4
BN165_1140002,6,4,1,281,6,7,1,116,27,1,11,381,15,1,13,4,1
BN165_1140003,4,3,1,2,119,12,28,5,25,1,9,7,300,1,13,1,1
BN165_1140004,6,3,1,22,119,20,3,89,36,2,14,9,6,3,13,1,1
BN165_1140005,2,6,2,35,8,13,1,3,31,17,7,238,2,9,13,11,4
BN165_1140006,62,15,1,19,14,16,13,4,10,1,8,5,1,9,3,8,2
BN165_1140007,120,5,1,11,6,26,30,1,124,3776,16,6,1,2,60,1,2
BN165_1140008,112,10,1,33,1,28,8,1,336,32,12,18,16,1,41,1,121
BN165_1140009,198,31,1,12,1,42,10,1,10,125,97,47,15,1,2,1,28
BN165_1140010,202,41,4,450,4,10,9,3,49,6,74,20,10,3,1,1,79
BN165_1140011,618,29,1,8,3,1,12,1,1,2,3,1,334,18,1,1,12
BN165_1140012,705,1,3,46,1,1,16,1,1,6,4,1,302,12,1,2,39
BN165_1140013,1,1,15,5,1,1,1,3,1,1,14,6,486,6,2,2,14
BN165_1140014,1,1,3,22,10,4,1,2,1,1,3,1,25,17,4,1,1
BN165_1140015,1,1,5,2,1,1,1,2,10,7,2,1,33,20,2,1,16
BN165_1140016,1,1,1,3,1,5,209,1255,8,16,14,1,2,1,2,1,1
BN165_1140017,20,1,16,2,1,3,7,127,16,25,47,1,1,1,1,1,1
BN165_1140018,23,3,3,3,1,2,17,95,1,14,4,1,1,1,2,1,43
BN165_1140019,19,2,2,33,3,2,3,23,2,8,4,3,1,1,25,1,8
BN165_1140020,31,1,64,1,1,19,36,28,2,14,3,16,1,1,17,1,4
BN165_1140021,1,1,1,1,9,20,2,24,9,5,8,50,1,2,1,1,15
BN165_1140022,5,3,11,1,1,29,1,8,1,10,19,2,2,3,1,1,16
BN165_1140023,24,2,4,1,1,29,4,20,2,6,1,2,4,2,3,1,1
BN165_1140024,52,2,5,1,1,6,20,15,25,10,1,1,3,7,1,1,1
BN165_1140025,109,4,14,9,1,6,12,31,9,8,1,4,1,7,2,5,3
BN165_1140026,65,2,3,3,1,1,1,47,24,13,126,33,58,7,2,1,51
BN165_1140027,79,2,3,4690,280,5,11,27,8,6,4,61,150,163,2,1,1
BN165_1140028,49,44,1,53,250,1,699,31,51,8,18,13,754,11,7,1,1
BN165_1140029,39,1,1,98,23,3,786,22,17,13,45,18,82,33,7,1,4
BN165_1140030,8,1,6,1,40,9,14,17,17,8,44,12,69,23,7,1,1
BN165_1140031,1,1,1,1,37,12,13,4,37,62,7,18,76,19,8,173,2
BN165_1140032,1,22,2,9,73,2,10,20,81,43,2,7,84,49,8,173,2
BN165_1140033,1,19,2,2,73,1,22,5,70,1,6,52,79,64,8,2,1
BN165_1140034,18,6,3,5,96,66,44,2,36,2,22,88,59,21,8,2,1
BN165_1140035,9,56,39,14,160,19,44,2,83,7,6,3,142,22,8,1,3
BN165_1140036,5,17,11,88,616,39,53,3,66,2,2,3,2,11,8,1,7
BN165_1140037,3,1,4,175,634,7,1,3,63,1,113,39,4,23,84,1,7
BN165_1140038,15,13,1,100,41,32,3,6,27,11,15,2,1,13,3,11,7
BN165_1140039,1,4,3,87,33,11,23,3,730,22,20,6,1,9,3,38,12
BN165_1140040,20,23,1,54,1087,8,1,2,11,3,24,11,1,31,7,20,12
BN165_1140041,9,59,1,23,35,13,1,2,99,3,47,5,1,30,7,23,12
BN165_1140042,11,16,1,56,13,2,21,2,1,2,47,8,9,40,8,60,12
BN165_1140043,206,62,1,39,13,1,2,3,23,9,8,4,25,11,8,89,12
BN165_1140044,206,10,1,47,40,1,1,1,42,13,9,1,1,13,2,28,1
BN165_1140045,47,48,1,41,1,1,1,15,38,1,2,3,1,6,2,29,24
BN165_1140046,61,1,1,47,3,4,6,101,35,1,32,1,1,9,9,18,16
BN165_1140047,292,1,1,25,1,17,5,36,19,1,24,1,1,9,140,28,3
BN165_1140048,153,3,1,20,231,123,7,42,19,77,100,1,1,1,4,26,1
BN165_1140049,94,1,1,74,14,166,2,45,24,3,90,1,1,1,6,11,1
BN165_1140050,186,5,7,15,14,8,4,7,15,10,7,4,1,1,9,51,1
BN165_1140051,21,1,1,88,60,1,9,2,53,24,9,2,2,1,3,39,1
BN165_1140052,18,3,1,68,176,1,8,1,159,34,9,5,2,1,3,56,1
BN165_1140053,2,6,14,2,75,26,2,1,13,3,126,1,60,1,4,16,3
BN165_1140054,16,2,1,2,1,34,1,15,27,1,30,1,4,1,50,17,1
BN165_1140055,1,1,1,10,1,4,2,44,12,3,7,1,2,1,57,7,1
BN165_1140056,1,2,1,3,1,67,1,383,9,13,5,5,5,18,63,12,10
BN165_1140057,1,5,95,1,4,13,3,470,28,4,3,1,6,76,58,10,7
BN165_1140058,1,2,1,11,2,64,12,15,16,1,4,1,10,94,48,1,1
BN165_1140059,3,1,1,32,1,15,46,1,190,9,3,16,12,58,3,1,1
BN165_1140060,8,1,267,4,1,1,144,1,8,741,8,5,12,35,3,1,1
BN165_1140061,3,1,61,3,12,3,10,43,44,358,86,11,15,7,5,1,1
BN165_1150001,2,1,64,2,51,3,36,59,4,152,94,3,9,39,8,1,1
BN165_1150002,2,2,62,6,51,3,38,1,21,8,441,19,3,73,1,1,1
BN165_1150003,2,1,139,11,160,6,21,88,6,7,466,46,10,12,136,1,1
BN165_1150004,29,1,30,1,7,6,12,12,2,9,498,35,12,19,134,1,1
BN165_1150005,2,1,8,1,11,7,21,48,5,42,98,19,1,10,75,1,1
BN165_1150006,85,3,1,1,20,3,12,16,46,24,16,60,502,1,200,50,1
BN165_1150007,1,1,1,229,129,9,40,4,1,29,15,33,22,4,124,1,1
BN165_1150008,1,2,2,2,191,2,15,8,1,19,1,15,16,9,60,1,1
BN165_1150009,1,1,1,11,40,4,13,5,1,2,17,13,22,4,4,1,1
BN165_1150010,1,1,1,2,42,6,22,9,2,5,16,666,18,28,3,1,1
BN165_1150011,1,2,3,26,57,3,33,10,8,7,26,4,33,29,1,1,1
BN165_1150012,1,4,1,17,61,4,35,10,1,4,38,59,32,3,9,1,1
BN165_1150013,1,3,1,8,25,17,15,13,2205,1,30,1,10,10,1,17,1
BN165_1150014,6,1,1,4,197,12,31,6,46,33,27,5,15,8,1,1,1
BN165_1150015,18,1,54,11,366,2,73,37,119,2,41,16,26,8,2,1,1
BN165_1150016,6,1,34,4,13,3,73,7,2,8,41,14,28,20,11,1,1
BN165_1150017,17,12,21,1,156,1,75,13,2,3,8,14,5,53,19,1,1
BN165_1150018,5,22,16,19,3,2,68,9,13,3,27,8,6,2,7,1,1
BN165_1150019,5,6,2,331,1,15,75,6,3,1,27,7,6,6,12,1,1
BN165_1150020,6,1595,10,205,3,1,71,7,2,2,21,8,15,2,12,1,1
BN165_1150021,9,9,2,50,1,4,158,32,36,9,23,6,2,4,14,30,1
BN165_1150022,14,3,1,1,21,1,12,20,75,3,45,19,4,6,2,53,1
BN165_1160001,14,2,12,6,21,4,18,1,93,1,26,108,1,2,1,9,4
BN165_1160002,12,2,8,4,12,3,24,1,68,1,16,6,1,1,4,30,1
BN165_1160003,6,1,2,224,23,19,53,1,49,2,32,11,1,2,2,1,1
BN165_1160004,7,1,1,20,1,39,24,1,29,4,11,8,1,2,1,1,1
BN165_1160005,4,1,1,12179,1,3,7,5,29,24,30,6,95,3,3,13,1
BN165_1160008,6,27,1,6,3,2,9,3,24,1,46,17,107,3,2,5,1
BN165_1160009,28,17,1,6,12,484,3,2,40,1,17,4,8,20,1,14,1
BN165_1160010,36,17,1,4,1,35,2,1,39,10,38,154,16,2,98,1,22
BN165_1160011,22,113,12,2,4,1,3,6,32,1,29,4,12,1,1,1,4
BN165_1160012,1,135,1,11,40,109,4,2,37,90,24,16,20,1,1,1,19
BN165_1160013,1,15,1,20,16,4,4,30,30,3,44,2,22,10,16,6,1
BN165_1160014,1,15,1,21,34,2,42,52,31,41,26,9,37,3,3,6,1
BN165_1160015,1,16,1,42,11,38,83,1,58,21,475,1,173,5,2,2,1
BN165_1160016,1,16,1,3,74,1,21,2,33,8,6,1,171,9,3,3,1
BN165_1160017,5,16,13,10,145,1,8,848,3,7,16,2,10,18,3,13,1
BN165_1160018,5,9,13,1,138,1,4,100,2,9,21,2,8,4,1,6,1
BN165_1160019,3,4,10,11,71,1,7,1,10,8,10,15,298,4,2,7,1
BN165_1160020,1,122,3,40,183,1,175,164,4,25,16,1,9,2,1,8,1
BN165_1160021,2,11,3,1,127,2,10,16,2,18,20,1,15,7,6,13,1
BN165_1160022,8,2,1,1,79,81,11,11,8,11,22,1,323,4,2,9,51
BN165_1160023,6,1,2,1,82,1,11,66,20,10,21,1,10,1,3,9,1
BN165_1160024,5,1,1,1,44,1,4,1,8,22,30,5,10,1,1,3,49
BN165_1160025,6,2,1,1,1735,1,7,1,11,18,37,1,25,1,9,13,1
BN165_1160026,2,96,2,2,25,3,21,1,9,11,19,1529,59,1,7,10,1
BN165_1160027,2,29,12,1,180,6,14,1,16,16,37,14,43,1,1,22,1
BN165_1160028,56,6,4,2,2,144,17,1,9,60,21,47,1,1,1,10,1
BN165_1160029,1,34,2,1,33,11,1,3,1,79,35,1,1,2,1,1,1
BN165_1160030,1,52,8,3,64,1,208,65,1,39,42,1,1,5,3,1,1
BN165_1160031,1,30,1,16,60,1,3,1,1,43,13,3,1,4,1,1,1
BN165_1160032,6,32,2,3,68,1,5,1,76,71,12,1,1,34,11,1,1
BN165_1160033,8,19,13,2,16,1,11,1,3,28,40,1,1,12,8,1,1
BN165_1160034,4,13,24,1,16,1,13,5,11,79,43,1,1,35,5,1,16
BN165_1160035,57,11,2,1,26,9,9,8,2,8,12,8,3,1,7,1,1
BN165_1160036,13,5,108,3,33,1,278,23,13,13,30,17,18,1,9,218,1
BN165_1160041,1,3,1,1,19,1,1,26,1,18,27,7,46,1,2,3,1
BN165_1160042,12,64,42,7,61,1,2,1,1,20,13,8,2,2,4,40,1
BN165_1160043,2,129,20,23,305,1,3,1,2,14,6,6,3,1,2,5,1
BN165_1160044,13,95,11,77,7,1,9,2,13,4,22,2,7,2,3,1,1
BN165_1160045,30,1075,3,2,51,1,7,2,9,9,15,5,81,12,6,6,1
BN165_1160046,21,1075,3,15,63,1,10,2,1,1,14,4,129,18,5,8,1
BN165_1170001,70,108,34,6,29,1,19,26,6,1,23,6,14,11,3,12,1
BN165_1170002,10,116,1,2,17,1,23,2,106,2,11,4,20,2,2,8,1
BN165_1170003,85,160,7,2,43,8,45,1,140,3,29,4,22,7,3,2,34
BN165_1170004,6,48,3,20,25,28,53,1,23,2,14,2,28,1,2,2,51
BN165_1170005,1,1,3,20,269,6,54,1,6,28,9,2,9,1,6,69,7
BN165_1170006,3,2,4,9,15,4,68,1,6,70,28,4,72,2,5,5,28
BN165_1170007,1,110,1,13,52,1,97,1,2,4,31,1,245,1,8,6,1
BN165_1170008,2,32,4,19,7,32,133,1,3,5,31,39,13,1,8,116,1
BN165_1170009,1,84,1,17,29,15,26,1,15,3,12,10,44,6,21,3,6
BN165_1170010,4,57,1,4,5,6,14,1,16,4,41,1,1,10,21,15,3
BN165_1170011,6,57,44,9,3,2,11,23,18,95,7,1,1,6,4,15,7
BN165_1170012,2,36,6,50,4,5,5,26,2,10,52,2,1,2,2,36,1
BN165_1170013,1,23,24,47,5,55,26,17,13,13,2,1,1,1,6,28,1
BN165_1170014,3,111,17,33,61,281,14,9,4,14,13,1,3,9,10,28,1
BN165_1170015,6,55,12,33,1,8,12,3,1,33,12,4,4,20,87,31,5
BN165_1170016,2,60,2,47,1,6,10,47,24,33,5,14,6,63,30,60,4
BN165_1170017,1,17,3,24,1,1,8,28,2,6,2,3,1,8,11,14,3
BN165_1170018,1,157,2,78,1,1,12,11,1,4,2,2,1,2,39,11,8
BN165_1170019,1,3,3,5,4,1,41,6,1,1,31,2,1,7,58,209,8
BN165_1170020,1,2,4,5,18,4,6,14,1,21,47,3,4,5,2,209,5
BN165_1170021,1,1,9,27,1,1,58,74,1,12,17,4,1,13,1,9,7
BN165_1170022,1,4,2,458,3823,2,18,146,1,63,748,1,1,17,1,4,7
BN165_1170023,1,5,5,16,59,2,15,17,4,57,497,1,18,17,1,7,11
BN165_1170025,1,3,1,3,229,2,5,14,5,4,174,1,8,7,2,2,9
BN165_1170026,2,22,4,8,2,59,15,1,4,5,14,59,12,7,4,24,3
BN165_1170027,1,91,1,4,15,59,1,1,1,5,11,1,4,13,8,6,2
BN165_1170028,3,30,6,1,3,67,8,1,4,86,17,6,30,1,7,9,8
BN165_1170029,1,245,1,2,7,62,23,8,7,18,65,1,55,1,28,2,9
