,D240-01,D240-02,D240-03,BHISG-01,BHISG-02,BHISG-03
CD630_32960,293,86,164,2,0,1
CD630_32970,123,30,63,1,0,0
CD630_32980,37,9,109,0,0,0
CD630_32990,242,87,263,12,15,5
CD630_33000,1059,351,1385,31,24,14
CD630_33010,4333,1290,5587,140,95,57
CD630_33020,282,97,162,1,2,2
CD630_33030,221,95,157,3,6,1
CD630_33040,20399,6744,17555,747,346,301
CD630_33050,11746,2989,8231,310,144,143
CD630_33060,23115,7185,21452,627,257,218
CD630_33070,4766,1625,4837,183,89,60
CD630_33080,7102,2761,6957,303,147,100
CD630_33090,1224,393,1100,14,9,11
CD630_33100,2838,946,2024,24,11,7
CD630_33110,699,159,459,8,2,3
CD630_33120,9,2,9,0,0,0
CD630_33130,152,74,145,41,23,17
CD630_33140,265,73,240,53,19,24
CD630_33150,63,20,72,10,5,3
CD630_33151,20,5,29,2,0,0
CD630_33160,70,14,72,20,3,4
CD630_33170,614,264,510,100,42,51
CD630_33190,1531,257,1145,6,1,3
CD630_33200,69,13,49,1,1,0
CD630_33210,8,2,5,1,1,0
CD630_33220,271,86,185,5,7,1
CD630_33230,97,24,87,1,0,0
CD630_33240,828,195,589,6,4,0
CD630_33250,407,110,578,16,6,3
CD630_33260,16832,8372,16965,1604,1408,870
CD630_33270,2308,1031,1364,177,162,81
CD630_33271,0,0,2,1,0,0
CD630_33280,0,2,0,6,2,3
CD630_33290,8,1,3,4,4,2
CD630_33300,1560,1282,663,25,14,11
CD630_33310,1224,716,649,36,38,22
CD630_33320,1106,391,477,11,5,1
CD630_33330,677,227,297,11,9,6
CD630_33331,799,230,327,12,9,5
CD630_33340,2252,569,1271,43,19,21
CD630_33350,1,1,7,1,0,1
CD630_33360,3,1,5,3,2,1
CD630_33370,15,9,11,1,3,3
CD630_33380,12,15,17,5,3,1
CD630_33390,4,1,0,0,0,0
CD630_33400,18,16,16,1,1,2
CD630_33410,19,8,7,1,0,0
CD630_33420,452,188,256,7,6,2
CD630_33421,0,0,0,0,0,0
CD630_33430,0,1,0,1,2,1
CD630_33440,2,3,2,8,4,3
CD630_33450,0,0,0,2,1,0
CD630_33460,0,0,1,0,0,1
CD630_33470,203,35,110,0,1,0
CD630_33480,861,224,410,9,1,2
CD630_33490,6,4,7,7,6,3
CD630_33500,16,5,13,0,0,0
CD630_33510,146,27,72,1,1,0
CD630_33520,40,12,28,0,1,0
CD630_33530,69,9,83,0,1,0
CD630_33540,6,3,4,0,0,0
CD630_33550,342,116,299,46,37,12
CD630_33560,61,33,41,1,0,0
CD630_33570,271,43,239,12,3,3
CD630_33580,168,20,100,5,5,3
CD630_33581,0,1,1,0,1,0
CD630_33590,365,92,264,0,1,0
CD630_33600,273,82,144,6,1,0
CD630_33610,218,60,161,5,1,0
CD630_33620,104,14,45,1,0,0
CD630_33630,87,9,50,0,1,0
CD630_33640,209,27,86,0,0,1
CD630_33650,540,154,379,10,9,9
CD630_33660,175,67,99,41,33,31
CD630_33670,6,1,7,3,0,0
CD630_33680,538,241,210,1,0,1
CD630_33681,240,66,85,1,0,0
CD630_33682,16,1,14,1,2,1
CD630_33690,11,1,3,1,0,0
CD630_33700,233,123,132,626,370,323
CD630_33701,6,4,4,51,37,15
CD630_33710,5,1,10,53,33,14
CD630_33720,1,4,4,0,0,1
CD630_33721,0,0,1,0,0,0
CD630_33722,7,2,2,2,1,1
CD630_33730,139,33,80,57,59,28
CD630_33740,19,6,4,6,1,3
CD630_33741,3,3,3,1,0,0
CD630_33750,51,15,25,11,7,5
CD630_33760,139,75,85,29,18,15
CD630_33770,1375,669,586,283,165,132
CD630_33780,0,1,1,1,0,0
CD630_33781,0,0,0,0,0,0
CD630_33790,1,1,0,16,4,2
CD630_33800,2,0,0,21,10,2
CD630_33810,2,1,5,24,10,7
CD630_338101,8,2,10,23,12,3
CD630_33830,37,10,14,47,42,22
CD630_33840,6,1,4,5,3,2
CD630_33850,14,5,12,12,10,7
CD630_33860,13,0,6,12,15,2
CD630_33861,2,1,2,5,6,2
CD630_33870,241,66,93,10,3,3
CD630_33871,3,2,5,6,4,4
CD630_33872,2,0,2,4,2,3
CD630_33880,18,11,21,50,44,13
CD630_33890,42,16,39,102,69,24
CD630_33900,28,9,21,46,19,8
CD630_33910,19,7,14,37,12,13
CD630_33911,6,2,10,9,5,3
CD630_33920,188,71,159,105,85,45
CD630_33930,3555,949,1970,11,11,4
CD630_33940,1066,342,1183,639,614,338
CD630_33950,378,136,367,165,61,42
CD630_33960,4753,1086,3686,241,128,86
CD630_33970,1382,288,992,130,77,97
CD630_33980,548,104,378,100,37,96
CD630_33990,1172,205,852,47,22,25
CD630_34000,1085,229,742,51,23,21
CD630_34010,621,131,402,14,4,2
CD630_34020,622,191,436,17,7,8
CD630_34030,473,172,163,196,67,137
CD630_34040,2389,650,1476,19,16,6
CD630_34050,988,285,633,29,11,9
CD630_34060,2623,684,1925,85,52,37
CD630_34070,2364,570,1742,129,92,65
CD630_34080,3296,770,2662,119,72,46
CD630_34090,1400,414,1127,78,28,34
CD630_34100,1503,497,1370,150,59,44
CD630_34110,7564,2838,8738,173,89,79
CD630_34120,4579,2381,5380,142,82,51
CD630_34130,312,95,300,5,2,5
CD630_34140,159,60,289,2,1,2
CD630_34150,30,7,91,0,0,0
CD630_34160,72,24,146,0,0,0
CD630_34170,173,61,309,2,4,1
CD630_34180,23,0,22,2,0,0
CD630_34190,486,78,533,37,26,30
CD630_34200,400,130,489,28,13,14
CD630_34210,344,94,377,19,9,7
CD630_34220,473,159,527,26,20,14
CD630_34230,181,44,216,8,2,2
CD630_34240,130,46,166,16,7,9
CD630_34250,295,56,293,14,3,8
CD630_34260,271,99,313,63,24,27
CD630_34270,80,25,120,10,1,2
CD630_34280,101,14,114,2,0,0
CD630_34290,389,117,392,22,11,9
CD630_34300,155,57,119,11,4,4
CD630_34310,48,12,56,1,5,1
CD630_34320,58,14,46,1,2,6
CD630_34330,179,73,172,136,46,50
CD630_34340,186,50,133,32,19,13
CD630_34350,199,58,136,51,20,31
CD630_34360,124,14,77,5,2,4
CD630_34370,47,11,34,0,3,1
CD630_34380,44,12,38,10,3,4
CD630_34390,172,84,153,39,24,22
CD630_34391,1,0,0,0,0,1
CD630_34392,25,4,9,24,5,4
CD630_34400,35,1,15,0,0,0
CD630_34410,54,18,33,3,2,3
CD630_34420,20,2,17,1,1,3
CD630_34430,6,2,8,7,0,1
CD630_34440,1,1,0,0,1,0
CD630_34450,1,0,0,2,0,2
CD630_34460,8,1,3,2,1,1
CD630_34470,7,3,11,1,0,1
CD630_34480,131,38,107,164,78,65
CD630_34490,59,11,63,1,3,0
CD630_34500,153,27,53,14,5,4
CD630_34510,19,5,13,0,1,0
CD630_34520,163,43,118,18,8,3
CD630_34530,303,61,254,15,10,5
CD630_34531,0,0,0,0,0,0
CD630_34532,0,0,1,0,0,0
CD630_34540,148,10,44,2,2,0
CD630_34550,1196,292,514,10,11,8
CD630_34560,83,19,49,2,1,0
CD630_34570,19,5,5,0,0,0
CD630_34580,1092,419,904,199,154,285
CD630_34590,1869,414,1119,42,31,15
CD630_34600,1392,261,814,17,9,11
CD630_34610,1102,683,1130,332,227,227
CD630_34620,652,345,699,174,128,96
CD630_34630,1933,639,2018,557,367,320
CD630_34640,600,146,804,123,54,72
CD630_34650,325,70,427,50,32,25
CD630_34660,196,31,185,11,6,7
CD630_34670,2436,501,2002,112,50,59
CD630_34680,20894,4617,15438,5548,4038,4640
CD630_34690,8792,1402,6611,308,157,140
CD630_34700,16992,3906,11181,472,332,243
CD630_34710,1909,373,1443,55,21,20
CD630_34720,2594,610,2302,125,58,58
CD630_34730,1640,602,685,64,39,33
CD630_34740,4527,2226,2851,128,84,63
CD630_34750,2843,1052,1776,30,19,13
CD630_34760,305,23,212,0,0,0
CD630_34770,4963,2138,3866,14,9,12
CD630_34780,532,168,610,2,1,1
CD630_34790,3032,673,2503,57,40,24
CD630_34800,1690,382,1459,35,30,18
CD630_34810,699,121,807,9,4,2
CD630_34820,2679,569,2766,21,18,10
CD630_34830,1011,198,1121,7,3,5
CD630_34840,5772,2049,4300,48,24,25
CD630_34850,1634,272,1593,11,5,2
CD630_34860,1450,375,1236,4,1,1
CD630_34861,19634,11755,9083,843,325,273
CD630_34870,16991,4950,12907,49,25,26
CD630_34880,513,206,310,166,54,74
CD630_34890,169,13,164,3,1,2
CD630_34900,249,78,336,3,1,1
CD630_34910,332,81,335,6,2,2
CD630_34920,362,27,236,2,3,0
CD630_34930,819,265,821,6,8,5
CD630_34940,1445,424,1126,6,1,4
CD630_34950,684,264,656,11,5,5
CD630_34960,6007,2095,4211,106,69,50
CD630_34970,12473,3204,9169,80,41,41
CD630_34980,5324,1557,4247,9,11,7
CD630_34990,36,4,18,0,1,0
CD630_35000,2859,566,2056,22,17,18
CD630_35010,2809,512,2064,18,5,8
CD630_35020,492,127,292,4,1,4
CD630_35030,128,19,84,0,0,0
CD630_35040,322,106,273,3,5,4
CD630_35050,1040,275,591,31,22,14
CD630_35060,479,86,283,9,2,3
CD630_35070,131,12,89,1,2,0
CD630_35080,191,33,89,3,2,1
CD630_35090,171,80,109,6,2,3
CD630_35100,414,137,306,8,3,5
CD630_35110,261,147,223,11,4,6
CD630_35120,1101,522,716,22,16,7
CD630_35130,2182,1514,1096,14,7,4
CD630_35140,11460,3684,6843,111,75,38
CD630_35150,11847,3924,6848,100,49,50
CD630_35160,1422,759,850,59,66,42
CD630_35170,3900,1458,2157,10,4,6
CD630_35180,13048,3524,8319,41,28,17
CD630_35190,1991,530,1765,2,2,0
CD630_35200,2720,1169,2330,2,1,0
CD630_35210,1454,540,559,70,37,23
CD630_35220,41,8,33,0,0,0
CD630_35230,3667,1105,2297,27,15,8
CD630_35240,1423,475,742,5,2,3
CD630_35250,69,17,37,18,11,4
CD630_35260,40,4,13,13,11,4
CD630_35270,31,7,15,10,9,1
CD630_35280,65,25,40,0,1,1
CD630_35290,30,7,23,0,0,0
CD630_35300,31,9,23,0,0,0
CD630_35310,30,5,21,0,1,0
CD630_35320,25,3,26,1,0,0
CD630_35330,12,6,23,1,0,0
CD630_35340,27,11,45,1,0,0
CD630_35350,22,8,25,0,1,0
CD630_35360,24,12,25,0,0,0
CD630_35370,7,0,5,0,0,0
CD630_35380,10,3,7,1,0,0
CD630_35390,565,157,459,20,11,16
CD630_35400,1470,373,1127,61,39,26
CD630_35410,11,5,21,0,0,0
CD630_35420,0,1,14,0,0,0
CD630_35430,2662,545,1575,52,46,20
CD630_35440,2970,937,1464,54,29,25
CD630_35450,4568,1736,3966,9,7,8
CD630_35460,402,113,315,6,3,1
CD630_35470,397,127,273,2,1,4
CD630_35480,1985,681,1236,43,25,11
CD630_35490,339,59,292,4,5,3
CD630_35500,254,72,196,7,5,4
CD630_35510,248,63,175,0,0,0
CD630_35511,20,4,11,0,1,1
CD630_35512,58,9,27,0,1,0
CD630_35520,5875,1600,3883,1126,853,327
CD630_35530,1311,351,843,58,27,31
CD630_35540,1597,414,1006,57,26,20
CD630_35550,4188,1154,2181,155,89,64
CD630_35560,3428,1095,1936,79,59,37
CD630_35570,231,56,223,3,1,1
CD630_35580,195,65,185,3,1,3
CD630_35590,20661,7528,20387,242,120,114
CD630_35600,2275,537,1930,16,10,5
CD630_35610,815,153,619,2,1,0
CD630_35620,1375,421,1045,10,4,3
CD630_35630,71,28,50,2,2,0
CD630_35640,21,5,15,1,0,1
CD630_35650,2458,734,1100,46,30,24
CD630_35660,1928,507,1043,18,17,14
CD630_35670,1990,859,2413,3,3,6
CD630_35680,11125,8723,7625,145,69,52
CD630_35690,824,241,599,22,24,5
CD630_35700,722,214,621,18,13,5
CD630_35701,190,118,174,3,3,2
CD630_35710,2211,734,1134,28,12,7
CD630_35720,105,20,40,3,0,0
CD630_35730,119,24,36,0,0,0
CD630_35740,10,0,6,0,0,0
CD630_35750,365,76,127,17,11,5
CD630_35760,640,68,177,4,1,1
CD630_35770,572,112,137,10,3,7
CD630_35780,1148,420,485,5,5,6
CD630_35790,136,34,44,0,1,0
CD630_35800,7,1,2,0,0,0
CD630_35810,726,174,551,6,5,2
CD630_35820,435,60,351,2,4,1
CD630_35830,415,57,377,2,2,1
CD630_35840,1028,191,759,30,23,17
CD630_35850,364,65,226,7,3,1
CD630_35860,436,81,286,3,2,1
CD630_35870,288,66,216,7,3,5
CD630_35871,22,1,17,0,0,0
CD630_35880,4746,1326,3563,334,348,155
CD630_35890,1210,405,1156,30,16,10
CD630_35900,4536,1419,2925,102,45,29
CD630_35910,1129,408,695,10,12,7
CD630_35920,1104,426,643,14,9,5
CD630_35930,771,315,429,19,14,11
CD630_35940,866,271,439,14,7,2
CD630_35950,821,243,406,11,16,2
CD630_35960,2199,632,2025,16,19,11
CD630_35970,448,58,415,0,1,0
CD630_35980,953,359,582,12,5,9
CD630_35990,296,131,338,5,6,1
CD630_36000,247,67,301,8,5,3
CD630_36010,54,41,151,0,0,1
CD630_36020,308,91,78,0,1,0
CD630_36030,1078,373,885,20,8,5
CD630_36040,1909,554,1821,13,4,6
CD630_36050,1317,304,866,9,3,8
CD630_36051,3773,3117,947,223,57,56
CD630_36060,454,82,287,1,0,1
CD630_36070,2304,560,1828,39,40,22
CD630_36080,1599,430,1159,34,10,19
CD630_36090,492,135,363,17,2,4
CD630_36100,345,139,255,22,6,8
CD630_36110,599,194,595,16,4,8
CD630_361101,283,86,215,11,5,3
CD630_36130,4,0,3,0,0,0
CD630_36140,826,418,808,29,10,12
CD630_36150,235,67,368,5,6,6
CD630_36160,421,128,663,9,9,6
CD630_36170,389,121,502,12,6,1
CD630_36180,292,133,107,4,1,1
CD630_36190,462,88,373,5,2,0
CD630_36200,367,113,298,2,5,2
CD630_36210,477,147,538,3,1,1
CD630_36220,588,341,422,5,4,3
CD630_36230,18,8,18,0,1,2
CD630_36240,11,3,6,0,0,0
CD630_36250,653,183,405,30,18,11
CD630_36260,20,10,8,2,0,0
CD630_36270,23,5,11,0,0,0
CD630_36280,6,2,5,1,0,0
CD630_36290,13,2,6,0,1,1
CD630_36300,2,0,3,0,0,0
CD630_36310,16,3,12,0,0,0
CD630_36320,38,4,17,0,0,0
CD630_36330,45,20,19,0,0,0
CD630_36340,41,9,22,0,0,0
CD630_36341,3,0,0,0,0,0
CD630_36350,52,11,32,1,2,1
CD630_36360,14,2,9,1,0,0
CD630_36361,1,1,3,0,0,0
CD630_36370,27,4,24,1,2,1
CD630_36380,22,0,16,2,0,0
CD630_36390,44,3,19,1,0,0
CD630_36400,24,8,11,4,3,4
CD630_36410,15,2,12,6,7,1
CD630_36420,10,3,12,2,1,1
CD630_36430,8,3,11,2,0,0
CD630_36440,24,3,14,0,0,0
CD630_36450,72,29,47,0,1,0
CD630_36460,617,186,324,0,0,0
CD630_36470,103,23,57,2,1,0
CD630_36480,79,19,35,0,0,0
CD630_36490,523,219,257,26,15,15
CD630_36500,1558,308,885,16,4,2
CD630_36510,1052,257,594,15,9,8
CD630_36520,16,3,32,0,0,0
CD630_36530,331,117,170,5,0,2
CD630_36540,482,41,219,9,5,5
CD630_36550,15535,4415,10194,78,38,44
CD630_36560,167,29,236,1,0,0
CD630_36570,14685,4036,15015,185,133,83
CD630_36580,1026,229,1243,9,4,5
CD630_36590,6930,1873,6296,62,27,32
CD630_36600,3173,585,3314,13,8,4
CD630_36610,1677,299,1447,6,4,3
CD630_36611,19326,9639,14215,68,38,42
CD630_36620,37077,19647,27749,107,71,50
CD630_36630,22051,11428,14895,89,27,42
CD630_36640,15494,8403,26104,1428,1244,936
CD630_36650,333,104,398,23,9,8
CD630_36660,144,33,167,8,3,0
CD630_36670,437,102,642,19,16,12
CD630_36680,498,146,340,23,15,9
CD630_36690,5129,1662,4902,50,23,17
CD630_36700,1521,559,1450,80,54,35
CD630_36710,658,212,583,12,13,6
CD630_36720,230,55,194,15,10,14
CD630_36730,1411,306,1688,31,11,19
CD630_36740,815,186,998,35,9,15
CD630_367401,500,97,554,13,5,6
CD630_36750,4557,1094,5218,138,65,70
CD630_36760,2720,731,2878,46,26,22
CD630_36770,7780,2069,6226,46,22,21
CD630_36780,6844,1725,4542,23,15,15
CD630_36781,1075,268,875,4,2,2
CD630_36790,2560,797,1953,4,8,6
CD630_36800,4225,3464,2224,54,21,30
CD630_Cdi1_1,1,0,1,0,0,0
CD630_Cdi1_10,40,29,31,5,1,0
CD630_Cdi1_11,16,7,3,4,1,2
CD630_Cdi1_12,2596,1571,1055,39,18,14
CD630_Cdi1_2,2313,1187,2310,45,25,23
CD630_Cdi1_3,64,32,48,1,2,0
CD630_Cdi1_4,48,49,28,27,11,6
CD630_Cdi1_5,34,37,17,12,12,8
CD630_Cdi1_6,0,0,0,0,0,0
CD630_Cdi1_7,0,0,0,0,0,0
CD630_Cdi1_8,32,6,26,7,1,1
CD630_Cdi1_9,702,204,336,139,37,64
CD630_Cdi2_1,0,0,0,0,0,0
CD630_Cdi2_2,0,0,0,0,0,0
CD630_Cdi2_3,210,30,35,5,4,2
CD630_Cdi2_4,464,292,171,5,8,2
CD630_n00010,0,0,0,0,0,0
CD630_n00020,0,0,0,0,0,0
CD630_n00030,222,21,25,0,0,0
CD630_n00040,638,479,74,120,67,51
CD630_n00050,0,0,0,0,0,0
CD630_n00060,0,0,0,0,0,0
CD630_n00070,0,0,0,0,0,0
CD630_n00080,99,35,127,2,0,0
CD630_n00090,6,3,2,0,0,0
CD630_n00100,1,0,0,0,0,0
CD630_n00110,0,0,0,0,0,0
CD630_n00120,0,0,0,0,0,0
CD630_n00130,0,0,0,0,0,0
CD630_n00140,1,3,0,0,0,0
CD630_n00150,37,17,9,0,2,0
CD630_n00160,0,0,0,0,0,0
CD630_n00170,9,7,12,0,0,1
CD630_n00180,0,0,0,0,0,0
CD630_n00190,4,0,7,2,0,0
CD630_n00200,6,6,1,0,1,2
CD630_n00210,0,0,1,0,0,0
CD630_n00220,15,1,8,0,0,1
CD630_n00230,0,0,0,0,0,0
CD630_n00240,4,0,2,0,0,0
CD630_n00250,0,0,0,0,0,0
CD630_n00260,179,56,233,1,1,2
CD630_n00270,2,0,1,0,0,0
CD630_n00280,127,22,78,2,0,0
CD630_n00290,2086,1305,297,175,49,43
CD630_n00300,0,0,0,0,0,0
CD630_n00310,0,0,0,0,0,0
CD630_n00320,26,14,13,1,0,0
CD630_n00330,1099,47,193,148,40,74
CD630_n00340,135,9,3,6,5,1
CD630_n00350,1407,1312,868,579,231,249
CD630_n00360,1,0,1,0,0,0
CD630_n00370,203,99,38,103,35,32
CD630_n00380,2603,1234,1061,270,137,114
CD630_n00390,0,0,0,0,0,0
CD630_n00400,1897,3523,1019,779,549,475
CD630_n00410,682059,1179115,202169,2777306,1402596,1034194
CD630_n00420,134,85,108,0,0,0
CD630_n00430,361,222,196,78,44,35
CD630_n00440,27,16,48,0,0,0
CD630_n00450,2421,1257,1818,150,75,63
CD630_n00460,560,163,288,11,4,1
CD630_n00470,553,230,336,2,3,4
CD630_n00480,3,0,0,0,0,0
CD630_n00490,7,0,1,0,0,0
CD630_n00500,21,1,4,1,0,0
CD630_n00510,571,238,304,11,2,1
CD630_n00520,826,236,643,7,2,4
CD630_n00530,0,0,0,0,0,0
CD630_n00540,0,0,0,0,0,0
CD630_n00550,2,0,0,0,0,0
CD630_n00560,758,370,332,688,242,177
CD630_n00570,15,3,14,0,0,0
CD630_n00580,504,194,210,0,3,2
CD630_n00590,198,103,135,1,3,1
CD630_n00600,536,282,254,20,17,14
CD630_n00610,1,0,0,0,0,0
CD630_n00620,51,5,43,307,110,106
CD630_n00630,14,0,6,0,0,0
CD630_n00640,1379,1649,1111,1592,926,489
CD630_n00650,88,12,77,0,0,0
CD630_n00660,1143,931,189,2248,1116,915
CD630_n00670,0,0,0,0,0,0
CD630_n00680,0,0,0,0,0,0
CD630_n00690,229,64,131,38,12,15
CD630_n00700,1,0,1,0,0,0
CD630_n00710,107,13,81,0,0,0
CD630_n00720,189,32,68,2,3,1
CD630_n00730,17,4,9,0,0,0
CD630_n00740,5,1,4,1,0,0
CD630_n00750,0,0,0,0,0,0
CD630_n00760,199,22,321,0,0,0
CD630_n00770,377,243,425,0,1,0
CD630_n00780,0,0,0,0,0,0
CD630_n00790,917,478,404,33,31,21
CD630_n00800,0,0,0,0,0,0
CD630_n00810,0,0,0,0,0,0
CD630_n00820,73,11,25,1,0,1
CD630_n00830,2516,5951,996,16124,6164,4014
CD630_n00840,2747,2858,171,3551,2884,1305
CD630_n00850,9,1,4,1,0,1
CD630_n00860,436,231,373,6,1,1
CD630_n00870,454,65,305,1,0,1
CD630_n00880,252,33,113,1,1,0
CD630_n00890,22,22,83,0,1,1
CD630_n00900,1624,689,1143,30,37,20
CD630_n00910,361,215,259,3,6,1
CD630_n00920,27,3,19,0,0,0
CD630_n00930,1035,582,252,1062,624,297
CD630_n00940,125,15,80,2,0,0
CD630_n00950,8,2,1,1,0,0
CD630_n00960,6,0,2,0,0,0
CD630_n00970,3,1,4,0,0,0
CD630_n00980,0,0,0,0,0,0
CD630_n00990,2783,1335,1143,269,119,105
CD630_n01000,637,438,262,251,140,94
CD630_n01010,486,98,281,43,37,22
CD630_n01020,0,2,0,0,0,0
CD630_n01030,24,2,7,0,0,0
CD630_n01040,0,0,0,0,0,0
CD630_n01050,24,1,12,0,0,0
CD630_n01060,2,1,2,0,0,0
CD630_n01070,2,2,3,0,0,0
CD630_n01080,294,75,119,18,8,4
CD630_n01090,0,0,0,0,0,0
CD630_n01100,14,6,13,35,17,8
CD630_n01110,2,0,0,0,0,0
CD630_n01120,3651,1145,1412,3457,1419,638
CD630_n01130,0,0,0,0,0,0
CD630_RNA_1,75,10,32,0,0,0
CD630_RNA_10,0,0,0,0,0,0
CD630_RNA_11,3,3,1,0,0,0
CD630_RNA_12,0,0,0,0,0,0
CD630_RNA_13,0,0,2,0,0,0
CD630_RNA_14,4875,1334,4292,46,32,31
CD630_RNA_15,10196,14752,3711,1890,1096,751
CD630_RNA_16,115,49,20,4,1,0
CD630_RNA_17,97,63,24,16,9,8
CD630_RNA_2,0,0,0,0,0,0
CD630_RNA_3,0,0,2,0,0,0
CD630_RNA_4,111,40,111,3,2,1
CD630_RNA_5,0,0,0,0,0,0
CD630_RNA_6,386,78,187,4,0,0
CD630_RNA_7,410,446,673,1,4,0
CD630_RNA_8,71,8,27,1,0,0
CD630_RNA_9,0,0,0,0,0,0
CD630_s0010,6284,4702,2222,47,22,24
CD630_s0020,921202,1280384,98825,3890372,2864632,1470776
CD630_s0030,3489,2141,1819,17,17,11
CD630_s0040,2891,1304,1684,13,11,8
CD630_s0050,1668,1497,268,5,0,0
CD630_s0060,1095,845,456,37,11,12
CD630_s0070,746,488,211,1026,380,253
CD630_s0080,4131,2375,1264,101,64,36
CD630_s0090,9,5,8,1124,914,546
CD630_s0100,0,0,0,23,9,7
CD630_s0110,0,0,0,141,107,59
CD630_s0120,0,0,0,21,21,10
CD630_s0130,1,1,0,1,2,3
CD630_s0140,0,0,0,0,0,0
CD630_s0150,0,0,0,0,0,0
CD630_s0160,1939,1453,1092,69,29,28
CD630_s0170,7400,5036,4937,60743,39657,22007
CD630_s0180,1630,702,698,7,9,7
CD630_s0190,2311,1638,727,26,8,30
CD630_s0200,6934,4476,4767,48664,30442,17137
CD630_s0210,161,70,137,2,1,0
CD630_s0220,2232,1082,1462,9,1,4
CD630_s0230,965,287,455,17,6,3
CD630_s0240,11616,6650,8666,67303,39254,22563
CD630_s0250,713,670,107,1,0,1
CD630_s0260,5314,3364,3502,34417,22122,12499
CD630_s0270,108,29,48,0,0,0
CD630_s0280,1856,878,1382,4,3,1
CD630_s0281,192,32,134,1,0,0
CD630_s0290,5518,3413,4215,39938,25292,14144
CD630_s0300,3083,2264,1208,20,8,13
CD630_s0310,841,631,447,35,18,30
CD630_s0320,18,5,5,1,0,0
CD630_s0330,348,251,58,1,1,0
CD630_s0340,3609,2846,951,25,6,18
CD630_s0350,4368,2902,3533,33091,20145,11751
CD630_s0360,1356,850,224,7,3,2
CD630_s0370,1400,913,303,9,4,1
CD630_s0380,6894,4364,4872,48536,30580,16909
CD630_s0390,5134,4280,2555,12,1,6
CD630_s0400,1627,687,1032,5,7,3
CD630_s0410,6262,3869,4638,39971,25297,13833
CD630_s0420,2123,1079,567,5,3,1
CD630_s0430,26,22,15,0,0,0
CD630_s0440,4136,2869,2247,48,24,38
CD630_s0450,1427,828,343,19,8,9
CD630_s0460,1786,1564,248,3,2,4
CD630_s0470,21,0,1,0,1,0
CD630_s0480,2195,2881,1435,68,36,41
CD630_s0490,951,510,393,16,8,14
CD630_s0500,7,2,21,0,0,0
CD630_s0510,450,218,143,10,6,6
CD630_s0520,953,348,544,9,3,9
CD630_s0530,5877,3704,4335,39017,24789,13878
CD630_s0540,95,22,68,5,2,2
CD630_s0550,1809,874,1078,22,18,21
CD630_s0560,766,594,298,39,19,25
CD630_s0570,129740,104198,53085,1227330,882653,557218
CD630_s0580,368,160,91,6,1,0
CD630_s0590,536,642,185,28,10,12
CD630_s0591,22,6,4,0,0,0
CD630_s0600,402464,479616,119382,1802566,550224,1451252
CD630_s0610,10543,9967,3381,68,38,30
CD630_s0620,0,0,0,0,0,0
CD630_s0630,0,0,0,0,0,0
CD630_s0631,502,227,218,0,0,6
CD630_s0640,76,68,12,0,0,0
CD630_s0641,750,444,196,1,0,0
CD630_s0642,413,51,179,0,0,0
CD630_s0650,442,256,139,4,2,1
CD630_s0660,1652,1305,885,6,1,4
CD630_s0670,218,90,99,2,0,1
CD630_SQ1002,45,72,19,24,6,6
CD630_SQ1005,0,0,0,0,0,0
CD630_SQ1021,0,0,0,0,0,0
CD630_SQ1033,0,0,0,0,0,0
CD630_SQ1038,91,34,51,2,1,0
CD630_SQ1051,8,2,14,0,0,0
CD630_SQ1076,3816,128,330,68,39,19
CD630_SQ1241,192,46,115,2,1,3
CD630_SQ1296,152,47,139,2,7,1
CD630_SQ1316,0,0,0,0,0,0
CD630_SQ1339,0,0,0,0,0,0
CD630_SQ1369,5,1,1,1,0,0
CD630_SQ1376,6,1,3,0,0,0
CD630_SQ1445,125,25,74,0,0,0
CD630_SQ1498,49,14,69,3,0,1
CD630_SQ1517,0,0,0,0,0,0
CD630_SQ1549,64,26,138,0,0,0
CD630_SQ1628,1,2,2,0,0,0
CD630_SQ1633,47,57,53,3,1,1
CD630_SQ1641,4,0,1,0,0,0
CD630_SQ1642,105,8,39,1,1,0
CD630_SQ1648,4,0,2,0,0,0
CD630_SQ1653,3,0,1,0,0,0
CD630_SQ1656,76,20,46,0,1,0
CD630_SQ173,1,0,0,0,0,0
CD630_SQ1730,0,0,0,1,1,1
CD630_SQ178,0,0,0,0,0,0
CD630_SQ1781,451,144,165,186,86,41
CD630_SQ1828,63,7,40,0,0,0
CD630_SQ1870,2,0,2,0,0,0
CD630_SQ190,3,5,32,1,0,0
CD630_SQ1900,0,0,1,0,0,0
CD630_SQ1905,0,0,5,0,0,0
CD630_SQ1981,745,213,614,30,23,22
CD630_SQ1999,0,0,0,0,0,0
CD630_SQ2150,58,19,67,1,1,2
CD630_SQ2155,159,118,135,0,1,0
CD630_SQ2179,718,240,571,9,1,0
CD630_SQ22,1,1,0,0,2,0
CD630_SQ2224,5,1,7,0,0,0
CD630_SQ2233,0,0,0,0,0,0
CD630_SQ2303,168,51,116,1,0,1
CD630_SQ2397,505,253,272,3,2,2
CD630_SQ2424,15,1,3,0,0,0
CD630_SQ2429,0,0,0,0,0,0
CD630_SQ2485,171,41,74,3,0,2
CD630_SQ2503,3,2,4,0,0,0
CD630_SQ2533,0,0,0,0,0,0
CD630_SQ327,242,223,91,0,0,0
CD630_SQ367,8,0,4,1,0,0
CD630_SQ403,5,0,5,0,0,0
