gene,P23.1,P23.2,P23.3,P23.G.1,P23.G.2,P23.G.3
Inter.CP000255.1.1.92974.25,4,6,4,12,2,5
Inter.CP000255.1.0.1456753.110,1,0,0,0,0,0
Inter.CP000255.1.1.2456345.4,4,4,2,4,1,2
Inter.CP000255.1.0.2753574.167,0,2,0,0,1,1
Inter.CP000255.1.0.1456753.6,0,0,0,0,1,0
Inter.CP000255.1.1.792973.85,0,6,0,3,0,0
Inter.CP000255.1.1.51203.28,1,1,2,4,1,1
Inter.CP000255.1.1.754209.109,4,0,4,2,1,2
Inter.CP000255.1.1.244992.0,17,21,5,10,4,7
Inter.CP000255.1.0.22188.2,5,4,0,11,2,2
Inter.CP000255.1.1.2499274.28,6,7,6,14,16,3
Inter.CP000255.1.0.2830027.90,4,6,6,12,13,4
gene1502,30,26,23,36,36,7
Inter.CP000255.1.1.2531838.13,4,7,9,21,9,4
Inter.CP000255.1.1.754209.54,3,0,1,8,4,8
Inter.CP000255.1.1.1388720.122,1,0,1,0,1,1
Inter.CP000255.1.0.1648419.255,0,2,1,0,0,0
Inter.CP000255.1.1.2468662.3,1,0,0,1,0,1
Inter.CP000255.1.0.2582176.17,3,4,9,5,6,4
Inter.CP000255.1.0.2687301.20,1,0,3,2,1,0
gene1605,4117,3652,3580,11394,12930,14928
Inter.CP000255.1.1.134234.208,2,0,0,1,0,0
Inter.CP000255.1.0.2864684.43,0,0,1,2,1,4
Inter.CP000255.1.1.10613.36,2,0,0,0,0,1
Inter.CP000255.1.1.869176.2,4,4,8,4,0,2
Inter.CP000255.1.0.1734711.63,10,13,11,24,19,3
Inter.CP000255.1.0.1945201.47,0,2,1,0,0,0
Inter.CP000255.1.0.881854.18,3,5,3,7,2,4
Inter.CP000255.1.0.1541358.345,3,4,2,11,2,0
Inter.CP000255.1.0.1677665.141,4,3,3,30,27,23
Inter.CP000255.1.1.497222.454,1,0,2,4,1,0
Inter.CP000255.1.0.2511542.86,0,3,0,1,0,0
Inter.CP000255.1.0.512038.3,0,1,3,1,0,0
gene788,1114,921,949,273,295,360
Inter.CP000255.1.0.2442654.43,1,1,2,6,3,2
Inter.CP000255.1.1.463258.84,1,0,2,3,1,0
Inter.CP000255.1.0.801856.18,5,2,2,3,4,0
Inter.CP000255.1.0.494157.24,8,12,7,17,14,7
Inter.CP000255.1.0.1070682.3,0,0,0,3,2,2
Inter.CP000255.1.1.1414197.86,5,5,2,3,2,1
gene813,584,470,509,1016,1199,1405
Inter.CP000255.1.0.2343175.236,8,15,16,26,22,16
Inter.CP000255.1.1.970988.75,1,2,3,3,1,0
Inter.CP000255.1.1.702756.14,25,27,19,27,15,8
Inter.CP000255.1.0.2473017.30,0,0,0,3,1,3
Inter.CP000255.1.0.1428821.114,3,1,1,1,0,1
Inter.CP000255.1.1.327693.4,0,4,0,4,2,3
Inter.CP000255.1.1.1414197.93,1,0,3,1,3,1
Inter.CP000255.1.1.986676.28,1,1,1,1,2,0
Inter.CP000255.1.1.2156611.1,2,4,2,3,0,1
Inter.CP000255.1.1.857097.48,131,137,144,71,35,46
Inter.CP000255.1.1.2123289.25,2,3,1,2,1,0
Inter.CP000255.1.1.566406.173,1,2,3,4,2,1
Inter.CP000255.1.0.1766067.69,7,7,2,13,6,5
Inter.CP000255.1.1.959788.12,3,5,0,4,4,1
Inter.CP000255.1.0.2699448.37,0,1,4,4,2,0
Inter.CP000255.1.1.1333405.31,1,1,3,3,1,1
Inter.CP000255.1.0.1945201.15,2,4,2,8,8,0
Inter.CP000255.1.0.2255954.51,1,4,2,2,0,0
Inter.CP000255.1.0.2511542.119,1,1,2,6,0,0
Inter.CP000255.1.0.1894799.14,25,17,10,10,5,2
Inter.CP000255.1.0.1456753.96,1,0,2,0,1,1
Inter.CP000255.1.1.463258.37,2,1,0,5,1,0
gene164,79,80,82,97,79,39
Inter.CP000255.1.1.123812.23,2,4,2,7,0,0
Inter.CP000255.1.0.2087346.106,4,4,2,4,7,0
Inter.CP000255.1.1.702756.96,6,3,2,8,2,1
Inter.CP000255.1.1.1223109.32,1,0,0,0,1,0
Inter.CP000255.1.0.728265.4,4,5,2,2,3,5
Inter.CP000255.1.0.2147649.0,2566,2731,2693,5075,4023,4441
Inter.CP000255.1.0.923146.1,1,1,0,1,3,0
rna12,2,2,4,1,0,1
Inter.CP000255.1.1.223379.2,2,6,3,6,4,2
Inter.CP000255.1.1.2141811.1,0,1,1,4,3,4
Inter.CP000255.1.1.1536665.0,20,11,10,18,6,3
Inter.CP000255.1.1.678881.8,1,1,0,1,0,0
Inter.CP000255.1.1.566406.163,1,2,2,4,2,2
Inter.CP000255.1.0.2062282.2,1,1,0,2,0,1
Inter.CP000255.1.0.431228.52,71,33,45,30,34,20
Inter.CP000255.1.1.1118079.4,3,0,1,0,1,0
Inter.CP000255.1.0.1591939.66,0,2,0,1,2,1
Inter.CP000255.1.1.771927.18,2,3,1,4,2,0
Inter.CP000255.1.1.1059247.25,1,1,0,1,1,1
Inter.CP000255.1.0.1541358.33,0,0,1,1,1,0
Inter.CP000255.1.1.1102357.0,0,1,0,9,2,0
Inter.CP000255.1.1.266214.25,15,11,11,11,7,8
Inter.CP000255.1.0.1994957.44,3,6,6,8,4,12
Inter.CP000255.1.0.1766067.171,8,7,4,8,7,3
Inter.CP000255.1.0.2388116.51,6,3,4,15,8,3
gene2110,2801,2524,2586,1898,1478,1697
Inter.CP000255.1.0.2046155.18,0,0,1,1,0,1
Inter.CP000255.1.1.1244688.25,10,12,20,11,7,10
gene54,741,584,567,276,192,174
Inter.CP000255.1.0.1802439.103,0,3,3,7,1,0
Inter.CP000255.1.1.2348540.0,245,158,198,175,159,175
Inter.CP000255.1.1.2207647.1,18,22,18,16,17,17
Inter.CP000255.1.0.610717.1,2,1,1,1,0,0
Inter.CP000255.1.0.1190918.2,0,1,2,2,0,0
Inter.CP000255.1.1.1299662.105,5,9,9,12,6,3
Inter.CP000255.1.0.2056249.8,0,3,3,6,1,1
Inter.CP000255.1.1.1319542.84,15,17,19,11,19,20
gene2543,88,79,50,46,53,25
Inter.CP000255.1.0.2046155.44,4,1,3,3,4,3
Inter.CP000255.1.0.2467634.0,2,2,4,1,1,1
Inter.CP000255.1.1.2261933.18,2,4,3,6,2,1
Inter.CP000255.1.0.1456753.199,2,1,0,3,1,1
Inter.CP000255.1.0.1697155.46,4,2,2,7,7,4
Inter.CP000255.1.0.1697155.202,2,0,1,4,3,1
Inter.CP000255.1.1.599367.31,1,3,2,7,4,2
Inter.CP000255.1.1.944647.40,1,2,5,2,3,2
Inter.CP000255.1.0.1828762.0,2,1,2,5,1,1
Inter.CP000255.1.1.1087371.69,8,5,2,11,3,2
Inter.CP000255.1.0.2664620.11,1,0,4,1,0,0
Inter.CP000255.1.1.681397.74,3,7,3,10,4,0
Inter.CP000255.1.1.1008188.64,0,2,1,2,1,0
Inter.CP000255.1.0.2647300.16,0,1,0,2,0,0
Inter.CP000255.1.1.1125544.34,0,1,0,3,0,1
Inter.CP000255.1.1.840309.11,7,13,6,6,2,2
Inter.CP000255.1.0.2255954.22,1,2,2,4,2,0
Inter.CP000255.1.1.285730.143,2,4,1,0,0,0
Inter.CP000255.1.1.1960911.0,0,1,3,0,0,1
Inter.CP000255.1.0.1443669.36,1,1,2,6,1,0
Inter.CP000255.1.1.1170092.189,6,9,8,12,7,2
Inter.CP000255.1.1.2152508.0,11,13,14,6,9,3
Inter.CP000255.1.0.1120060.6,8,8,9,8,4,7
Inter.CP000255.1.1.2495972.17,21,16,14,21,15,6
Inter.CP000255.1.1.497222.268,2,1,0,4,1,2
Inter.CP000255.1.0.2792404.27,2,2,7,2,3,4
Inter.CP000255.1.0.650207.0,3,2,0,5,2,1
Inter.CP000255.1.1.1839925.9,1,1,1,7,2,0
Inter.CP000255.1.0.1844014.8,0,1,1,0,4,1
Inter.CP000255.1.1.123812.12,4,2,0,15,3,5
Inter.CP000255.1.0.68791.58,1,2,0,1,0,2
Inter.CP000255.1.1.1957240.1,1,2,0,0,0,0
gene2407,24,22,25,48,25,21
Inter.CP000255.1.0.1834721.0,8,0,2,4,2,1
Inter.CP000255.1.1.405471.3,0,1,0,1,0,1
Inter.CP000255.1.0.431228.28,6,4,1,4,2,3
Inter.CP000255.1.1.993769.25,3,2,3,0,5,0
Inter.CP000255.1.0.1356404.0,8,16,14,4,13,6
Inter.CP000255.1.1.1767363.0,46,34,60,82,81,90
Inter.CP000255.1.1.1170092.84,1,5,2,4,1,3
Inter.CP000255.1.0.2379616.63,8,8,4,5,1,2
Inter.CP000255.1.1.497222.189,4,2,4,6,7,1
Inter.CP000255.1.0.1456753.381,0,0,0,0,1,0
Inter.CP000255.1.0.2305985.63,3,4,4,4,2,0
Inter.CP000255.1.1.2146707.18,27,16,17,27,21,18
Inter.CP000255.1.1.497222.265,2,3,4,2,1,2
Inter.CP000255.1.1.2561891.28,2,3,2,9,7,0
Inter.CP000255.1.1.394738.8,3,3,0,4,3,0
Inter.CP000255.1.0.1945201.92,0,0,0,1,0,0
Inter.CP000255.1.0.2545550.36,4,0,1,10,4,0
Inter.CP000255.1.0.1541358.440,0,0,0,2,1,0
Inter.CP000255.1.1.1223109.90,3,2,2,6,1,1
gene1545,69,89,74,109,124,121
Inter.CP000255.1.0.2087346.251,2,2,0,4,1,0
Inter.CP000256.1.1.0.20,22,25,32,45,40,33
Inter.CP000255.1.0.2343175.169,2,5,3,12,8,11
Inter.CP000255.1.0.940399.35,9,7,7,20,12,3
Inter.CP000255.1.1.1599761.6,0,0,0,1,0,0
Inter.CP000255.1.1.497222.137,9,9,7,18,9,12
Inter.CP000255.1.1.320792.15,1,2,2,2,3,0
Inter.CP000255.1.1.2859142.21,1,5,8,9,6,8
Inter.CP000255.1.0.2627985.105,11,9,14,12,2,5
Inter.CP000255.1.1.2397690.3,1,0,1,1,1,1
Inter.CP000255.1.0.1994957.92,1,2,1,1,1,1
Inter.CP000255.1.1.2587454.1,9,17,6,17,10,6
Inter.CP000255.1.1.1714198.0,0,0,1,0,0,0
Inter.CP000255.1.1.330274.155,1,2,2,4,7,0
gene728,30,54,37,56,64,46
Inter.CP000255.1.0.118511.36,10,5,4,4,4,4
Inter.CP000255.1.0.2255954.36,2,7,4,6,7,4
Inter.CP000255.1.1.394738.51,2,4,2,3,2,1
Inter.CP000255.1.0.1697155.333,0,2,0,2,0,0
Inter.CP000255.1.0.788141.25,2,7,3,7,2,4
Inter.CP000255.1.1.1830530.16,7,5,8,5,4,6
Inter.CP000255.1.1.840309.13,5,10,10,10,4,3
Inter.CP000255.1.1.702756.123,0,13,2,3,4,0
Inter.CP000255.1.1.911530.33,0,0,0,2,1,1
Inter.CP000255.1.1.463258.59,2,1,1,2,5,0
Inter.CP000255.1.0.1020065.6,6,7,3,7,9,4
Inter.CP000255.1.0.1541358.204,0,0,1,0,0,0
Inter.CP000255.1.1.2120437.0,26,25,22,25,14,17
Inter.CP000255.1.1.1957240.5,15,10,14,15,14,5
Inter.CP000255.1.0.2830027.151,5,7,7,11,3,1
Inter.CP000255.1.1.497222.415,3,1,0,3,1,1
Inter.CP000255.1.0.2035806.21,4,5,2,10,4,3
Inter.CP000255.1.0.1831977.4,1,2,2,5,2,0
Inter.CP000255.1.1.482954.10,2,6,1,3,4,2
Inter.CP000255.1.1.608577.32,1,1,1,4,1,0
Inter.CP000255.1.1.1213362.25,1,2,5,3,2,0
Inter.CP000255.1.1.1735645.4,1,0,1,1,1,1
Inter.CP000255.1.0.2081722.3,2,8,3,3,2,3
Inter.CP000255.1.1.2057654.1,41,42,35,23,9,19
Inter.CP000255.1.0.940399.33,5,4,5,7,3,3
Inter.CP000255.1.0.2721574.33,3,4,5,9,8,0
gene1935,486,455,434,123,72,84
Inter.CP000255.1.0.1541358.449,1,3,1,0,1,0
Inter.CP000255.1.0.268233.74,7,7,5,16,10,9
Inter.CP000255.1.1.2708609.1,1,5,2,7,2,2
Inter.CP000255.1.1.92974.37,1,1,0,2,1,1
Inter.CP000255.1.1.497222.557,1,3,2,2,2,1
Inter.CP000255.1.1.1412323.4,2,3,3,1,1,1
Inter.CP000255.1.0.2421735.59,1,3,3,0,1,1
Inter.CP000255.1.0.2753574.115,2,3,3,4,10,0
Inter.CP000255.1.0.1983750.65,2,1,1,6,4,3
Inter.CP000255.1.0.1697155.312,12,4,10,6,4,3
Inter.CP000255.1.1.2535659.0,55,53,58,50,36,53
Inter.CP000255.1.0.459044.0,5,2,0,10,5,1
Inter.CP000255.1.0.1817791.4,2,3,3,3,2,2
Inter.CP000255.1.1.1908185.31,0,1,3,0,1,0
Inter.CP000255.1.1.164781.52,21,13,16,45,34,37
Inter.CP000255.1.1.1855725.1,5,4,3,11,2,1
gene1297,1244,1137,1225,423,383,472
Inter.CP000255.1.1.390794.10,0,0,1,1,0,0
Inter.CP000255.1.1.1889014.2,1,2,3,8,1,2
Inter.CP000255.1.0.2492308.9,1,5,1,3,1,1
Inter.CP000255.1.1.1708872.3,2,3,0,1,5,1
Inter.CP000255.1.1.2742267.6,1,2,4,10,3,2
Inter.CP000255.1.0.462847.7,3,2,3,0,0,0
Inter.CP000255.1.0.3317.0,1,0,0,3,1,1
Inter.CP000255.1.0.1677665.18,4,3,1,5,3,3
Inter.CP000255.1.1.134234.98,1,3,0,5,0,0
Inter.CP000255.1.1.2261933.15,0,1,0,0,1,0
Inter.CP000255.1.0.2687301.23,2,1,0,1,0,1
Inter.CP000255.1.1.1943671.4,2,1,2,3,2,0
Inter.CP000255.1.1.2295475.1,5,7,12,37,24,35
Inter.CP000255.1.1.1908185.6,0,0,0,1,2,0
Inter.CP000255.1.0.1766067.227,2,1,4,3,4,0
Inter.CP000255.1.0.1677665.137,15,28,14,65,52,66
Inter.CP000255.1.1.134234.218,10,8,5,6,1,2
Inter.CP000255.1.1.51203.23,1,6,1,10,6,1
Inter.CP000255.1.1.134234.158,0,1,1,2,1,0
Inter.CP000255.1.1.651984.37,4,9,6,4,4,1
Inter.CP000255.1.1.285730.30,1,2,2,2,0,0
Inter.CP000255.1.0.2669918.46,0,0,0,0,0,1
Inter.CP000255.1.0.1926438.162,0,1,0,0,2,0
Inter.CP000255.1.0.389353.7,1,2,2,3,4,1
Inter.CP000255.1.0.1541358.53,2,10,2,9,5,3
Inter.CP000255.1.1.0.46,8,21,11,34,29,20
Inter.CP000255.1.1.56237.8,2,3,6,6,5,2
Inter.CP000255.1.0.2511542.143,2,2,4,11,5,2
Inter.CP000255.1.0.725875.6,7,5,10,9,10,9
Inter.CP000255.1.0.2792404.18,4,8,4,10,5,6
Inter.CP000255.1.1.285730.200,0,2,2,2,1,0
Inter.CP000255.1.0.623952.19,0,0,1,5,0,0
Inter.CP000255.1.0.2733542.22,3,8,5,15,6,4
Inter.CP000255.1.1.2315120.16,1,1,1,1,0,0
Inter.CP000255.1.1.195296.52,2,2,6,3,2,2
Inter.CP000255.1.1.2495972.14,1,5,5,4,1,0
Inter.CP000255.1.0.329238.10,1,1,3,1,3,2
Inter.CP000255.1.0.2405766.0,1,2,0,0,3,0
Inter.CP000255.1.1.651984.43,6,4,4,10,7,2
Inter.CP000255.1.0.1983750.22,2,1,2,2,1,2
Inter.CP000255.1.1.1922673.22,2,3,1,4,0,0
Inter.CP000255.1.0.96755.0,13,13,9,5,5,13
Inter.CP000255.1.1.367654.9,4,6,3,11,3,1
Inter.CP000255.1.1.2022872.0,1,3,3,2,0,3
Inter.CP000255.1.1.1917572.3,3,1,3,7,3,0
gene2286,116,102,111,82,73,52
Inter.CP000255.1.0.2545550.45,0,1,1,0,1,0
Inter.CP000255.1.1.885604.53,4,4,0,1,0,0
Inter.CP000255.1.0.2743918.3,1,0,0,3,1,0
gene1434,78,54,83,48,53,40
Inter.CP000255.1.0.1836327.12,0,0,1,1,0,0
Inter.CP000255.1.0.2663155.6,9,10,8,23,5,2
Inter.CP000255.1.0.2408358.0,0,2,0,1,1,0
Inter.CP000255.1.1.2663935.12,4,0,2,3,5,1
Inter.CP000255.1.1.1087371.38,7,5,2,14,5,2
gene1888,746,692,787,308,278,273
Inter.CP000255.1.1.2480755.22,2,1,3,3,3,1
Inter.CP000255.1.1.1087371.98,4,6,5,5,6,1
Inter.CP000255.1.0.2847546.5,9,10,10,20,16,4
Inter.CP000255.1.1.66983.8,1,2,4,3,7,3
Inter.CP000255.1.1.497222.393,3,5,8,12,12,7
Inter.CP000255.1.1.1244688.34,6,3,6,5,0,3
Inter.CP000255.1.1.727260.68,2,1,1,5,2,0
Inter.CP000255.1.0.1919578.4,1,2,1,2,2,2
Inter.CP000255.1.0.1443669.88,11,3,0,3,2,1
Inter.CP000255.1.1.1087371.31,9,13,12,17,11,11
Inter.CP000255.1.0.858139.2,2,0,0,0,1,0
Inter.CP000255.1.0.1120060.3,2,2,1,1,1,0
Inter.CP000255.1.1.1244688.143,5,6,5,11,5,5
Inter.CP000255.1.1.813246.195,1,3,2,0,0,0
Inter.CP000255.1.1.66983.1,4,1,2,9,5,4
Inter.CP000255.1.1.644112.60,6,4,5,7,4,0
Inter.CP000255.1.1.1993145.10,3,2,0,6,3,6
Inter.CP000255.1.1.134234.15,2,1,0,2,0,0
Inter.CP000255.1.0.1443669.68,11,8,8,7,5,3
Inter.CP000255.1.1.2859142.13,3,3,6,10,7,5
Inter.CP000255.1.1.2756334.2,0,2,1,1,0,0
Inter.CP000255.1.1.840309.109,1,3,1,5,2,0
gene383,1793,1425,1321,1011,1064,1113
Inter.CP000255.1.0.1877792.80,0,3,2,10,3,3
Inter.CP000255.1.1.1213362.12,0,0,2,2,2,0
Inter.CP000255.1.0.1306349.2,1,3,4,9,5,2
Inter.CP000255.1.1.566406.222,1,5,3,8,5,1
Inter.CP000255.1.1.2054222.14,3,1,2,2,3,0
gene599,317,233,242,200,152,149
Inter.CP000255.1.1.1851012.11,7,5,3,4,4,4
Inter.CP000255.1.0.2291621.96,9,6,5,12,4,4
Inter.CP000255.1.0.2627985.159,5,7,1,6,4,0
gene2461,786,701,696,817,864,924
Inter.CP000255.1.1.2315120.10,1,3,3,4,3,1
Inter.CP000255.1.0.2217814.71,1,0,1,0,1,1
Inter.CP000255.1.0.1697155.201,2,6,3,6,5,3
Inter.CP000255.1.0.1052186.53,4,3,3,2,2,3
Inter.CP000255.1.1.1213362.88,3,4,0,5,2,2
Inter.CP000255.1.0.2590957.23,0,1,1,2,1,2
Inter.CP000255.1.1.1223109.127,1,2,2,9,2,1
Inter.CP000255.1.1.1170092.91,1,2,0,2,1,0
Inter.CP000255.1.0.2772481.135,1,3,4,6,5,2
Inter.CP000255.1.1.330274.81,0,2,2,5,1,4
gene988,3393,3021,3340,1203,998,1232
Inter.CP000255.1.1.1073736.15,4,7,3,9,4,3
Inter.CP000255.1.1.1244688.471,1,0,2,0,0,0
Inter.CP000255.1.1.10613.169,2,1,1,2,2,0
Inter.CP000255.1.1.566406.20,3,1,5,10,3,3
Inter.CP000255.1.1.2054222.10,1,0,0,0,3,1
Inter.CP000255.1.1.330274.237,0,0,1,6,5,1
Inter.CP000255.1.1.1244688.15,0,1,2,2,2,0
Inter.CP000255.1.0.2319278.29,4,17,4,22,12,8
Inter.CP000255.1.1.497222.534,0,2,1,4,0,0
Inter.CP000255.1.1.1244688.379,8,5,6,12,9,5
Inter.CP000255.1.1.2208289.7,1,1,1,0,1,1
Inter.CP000255.1.1.1340858.6,0,1,0,0,3,3
Inter.CP000255.1.0.152503.0,0,1,1,1,0,0
Inter.CP000255.1.0.1338888.4,1,0,3,1,2,1
Inter.CP000255.1.1.1136577.87,7,5,7,7,1,3
Inter.CP000255.1.0.1239957.0,3,3,3,7,6,1
Inter.CP000255.1.0.1306349.1,4,5,6,8,2,0
Inter.CP000255.1.1.2764786.7,4,8,10,10,3,3
gene923,334,294,288,180,174,165
Inter.CP000255.1.0.2483989.21,8,8,8,15,8,5
Inter.CP000255.1.1.414364.27,2,4,2,6,2,2
Inter.CP000255.1.1.840309.94,1,1,0,0,0,0
gene1391,23,44,29,37,32,24
Inter.CP000255.1.0.2128531.5,0,4,3,9,0,1
Inter.CP000255.1.0.841640.4,12,6,10,6,9,2
Inter.CP000255.1.1.36552.19,2,7,4,8,2,1
Inter.CP000255.1.0.2046155.11,3,6,8,9,7,2
Inter.CP000255.1.0.1541358.421,0,0,0,1,2,2
Inter.CP000255.1.0.1909718.5,0,0,0,1,2,0
Inter.CP000255.1.0.2620004.47,3,2,1,1,0,0
Inter.CP000255.1.1.870618.8,0,1,0,2,0,0
Inter.CP000255.1.1.97123.1,3,3,3,7,4,2
Inter.CP000255.1.1.1244688.333,2,1,2,2,0,1
Inter.CP000255.1.1.813246.37,0,2,2,0,3,0
Inter.CP000255.1.0.2569499.40,1,0,1,5,2,2
Inter.CP000255.1.1.1299662.146,0,2,1,1,0,0
Inter.CP000255.1.1.840309.133,1,0,1,0,1,0
Inter.CP000255.1.0.678256.31,1,2,4,6,6,0
Inter.CP000255.1.1.608577.129,0,1,0,0,0,0
Inter.CP000255.1.1.1969000.3,1,0,0,0,0,1
Inter.CP000255.1.0.1677665.95,1,0,0,0,0,0
Inter.CP000255.1.0.1945201.30,1,0,2,1,0,1
Inter.CP000255.1.0.1926438.142,1,2,0,2,2,0
Inter.CP000255.1.0.2620004.6,5,8,3,8,6,2
Inter.CP000255.1.1.195296.162,0,1,0,0,1,1
Inter.CP000255.1.0.313053.18,5,1,4,6,6,0
Inter.CP000255.1.1.102961.150,2,4,3,7,4,3
Inter.CP000255.1.0.2421735.57,4,0,1,5,5,1
gene2569,71,82,65,161,98,50
Inter.CP000255.1.0.2699448.70,6,5,2,5,1,2
gene1235,458,437,400,360,308,380
Inter.CP000255.1.1.1534411.6,4,5,3,7,2,4
gene1244,211,234,310,195,175,194
Inter.CP000255.1.0.2753574.1,0,0,0,0,1,0
Inter.CP000255.1.0.1507114.198,0,0,0,4,2,0
Inter.CP000255.1.0.2693184.0,1,0,0,0,0,0
Inter.CP000255.1.1.903938.51,3,6,4,5,7,6
gene1629,1021,841,887,489,405,518
Inter.CP000255.1.0.2291621.13,3,1,2,0,3,1
Inter.CP000255.1.0.2421735.12,0,1,0,1,1,0
Inter.CP000255.1.1.702756.106,2,0,0,3,0,1
Inter.CP000255.1.0.725875.13,22,21,23,15,7,17
Inter.CP000255.1.0.2483989.36,7,7,7,8,2,2
Inter.CP000255.1.1.1244688.381,2,1,2,1,0,1
Inter.CP000255.1.0.2035806.38,3,1,8,7,1,5
Inter.CP000255.1.1.903938.26,1,3,1,3,7,3
Inter.CP000255.1.0.732995.1,1,1,0,1,2,2
Inter.CP000255.1.1.2060208.17,0,0,0,2,0,0
Inter.CP000255.1.1.285730.9,0,1,1,2,0,1
Inter.CP000255.1.0.805545.2,21,15,11,34,34,32
Inter.CP000255.1.1.1244688.409,0,0,0,2,0,0
Inter.CP000255.1.0.2743918.34,1,2,4,10,2,2
Inter.CP000255.1.1.10613.158,2,4,5,2,0,1
Inter.CP000255.1.0.243105.2,2,2,2,2,2,1
gene1349,196,145,165,125,117,128
Inter.CP000255.1.1.2084101.17,4,0,1,2,0,1
Inter.CP000255.1.1.644112.49,5,3,4,5,2,1
Inter.CP000255.1.1.970988.133,12,9,5,4,4,2
Inter.CP000255.1.0.1648419.35,0,3,0,1,1,0
Inter.CP000255.1.1.1969000.9,10,11,17,11,7,1
Inter.CP000255.1.0.2679803.6,3,1,2,2,1,0
Inter.CP000255.1.0.2149701.22,3,0,2,3,0,0
Inter.CP000255.1.1.608577.110,6,3,2,12,5,5
Inter.CP000255.1.1.811062.1,2,5,4,2,6,3
Inter.CP000255.1.0.1926438.110,0,1,1,8,5,1
Inter.CP000255.1.1.857097.5,2,2,0,1,4,1
Inter.CP000255.1.1.497222.264,0,3,1,0,0,0
gene1328,103,93,76,111,77,77
gene1274,63,66,64,75,45,44
Inter.CP000255.1.0.323294.35,1,0,4,1,0,0
Inter.CP000255.1.1.2102863.4,6,3,5,1,2,1
Inter.CP000255.1.0.1853007.125,9,10,3,7,9,2
Inter.CP000255.1.1.376829.17,1,1,0,2,1,0
Inter.CP000255.1.0.2452312.1,0,0,0,1,0,0
Inter.CP000255.1.1.44608.11,2,3,1,6,4,4
Inter.CP000255.1.0.1150172.4,2,3,1,4,1,4
Inter.CP000255.1.1.1170092.19,0,2,0,2,0,0
Inter.CP000255.1.0.1456753.134,0,0,0,3,4,0
Inter.CP000255.1.1.164781.153,1,3,8,5,2,2
Inter.CP000255.1.0.2175602.94,4,3,6,5,7,0
Inter.CP000255.1.0.349554.3,12,3,5,8,4,1
Inter.CP000255.1.0.1972520.45,2,4,3,3,5,1
Inter.CP000255.1.0.161093.31,1,1,4,1,2,0
Inter.CP000255.1.1.1874454.0,1,0,1,2,1,0
Inter.CP000255.1.0.2149701.23,0,1,4,3,2,3
Inter.CP000255.1.1.2668046.5,0,1,2,2,1,0
Inter.CP000255.1.1.2323719.1,22,17,23,9,14,7
Inter.CP000255.1.1.2614521.1,5,1,5,7,5,1
Inter.CP000255.1.0.2056249.21,1,0,1,3,2,0
gene1848,106,94,124,100,88,79
Inter.CP000255.1.1.695609.9,1,0,0,3,3,0
Inter.CP000255.1.1.903938.43,7,11,8,19,7,2
Inter.CP000255.1.1.875540.49,1,1,3,3,1,3
Inter.CP000255.1.0.2693184.15,4,3,5,3,1,2
Inter.CP000255.1.0.1766067.77,0,0,0,1,0,0
Inter.CP000255.1.1.1032867.22,0,2,1,6,2,0
Inter.CP000255.1.1.1073736.41,13,12,15,15,11,3
Inter.CP000255.1.0.1697155.126,2,2,1,3,2,2
Inter.CP000255.1.0.2334846.31,3,1,6,3,10,8
gene1787,1939,1551,1483,565,546,685
Inter.CP000255.1.0.2669918.9,2,4,3,3,4,0
Inter.CP000255.1.0.940399.13,35,29,23,6,13,12
Inter.CP000255.1.0.2217814.139,1,4,2,7,2,1
Inter.CP000255.1.1.1299662.48,3,1,2,3,2,1
Inter.CP000255.1.0.2753574.7,1,2,3,4,0,0
Inter.CP000255.1.0.2582176.13,1,1,0,2,2,2
Inter.CP000255.1.1.1647875.1,3,7,3,1,5,2
Inter.CP000255.1.1.482954.37,2,2,3,12,9,4
Inter.CP000255.1.0.1926438.33,0,2,2,4,4,2
Inter.CP000255.1.0.1456753.15,1,0,1,1,0,0
Inter.CP000255.1.0.2035806.34,1,4,3,1,3,0
Inter.CP000255.1.0.1972520.60,6,6,1,2,4,3
Inter.CP000255.1.1.2710781.5,0,0,2,2,0,0
Inter.CP000255.1.0.1154198.23,72,71,107,80,36,22
Inter.CP000255.1.1.2019370.0,2,2,4,4,4,3
Inter.CP000255.1.0.1541358.101,5,5,2,15,7,4
Inter.CP000255.1.0.2699448.55,0,4,2,11,0,2
Inter.CP000255.1.1.966311.31,0,2,3,3,3,2
Inter.CP000255.1.0.1734711.142,1,2,0,8,2,3
Inter.CP000255.1.1.1244688.88,5,0,1,1,2,0
Inter.CP000255.1.0.2830027.57,4,5,3,9,7,2
Inter.CP000255.1.0.1734711.143,0,2,0,1,1,0
Inter.CP000255.1.0.2046155.22,2,2,2,3,2,0
Inter.CP000255.1.0.2627985.152,0,4,4,4,2,10
Inter.CP000255.1.0.1734711.134,10,4,6,8,8,9
Inter.CP000255.1.1.566406.24,0,2,2,7,6,6
Inter.CP000255.1.0.2627985.36,1,3,2,7,2,1
Inter.CP000255.1.0.2590957.77,1,2,1,1,1,0
Inter.CP000255.1.1.1388720.27,2,1,2,5,1,1
gene1657,373,309,374,123,121,151
Inter.CP000255.1.1.1103686.17,3,2,7,6,5,6
Inter.CP000255.1.0.1150172.3,0,0,1,0,0,0
Inter.CP000255.1.1.566406.97,6,4,2,1,3,1
Inter.CP000255.1.0.1605651.11,1,2,0,0,1,1
Inter.CP000255.1.1.1498442.11,1,2,1,3,2,0
