,W1,W2,W3,C1,C2,C3,D1,D2,D3
HG001_02494,2446,2541,2444,3056,3132,2861,2376,2332,2137
HG001_02495,1034,1090,1105,1310,1363,893,1120,1067,1007
HG001_02496,537,397,612,539,626,597,534,702,579
HG001_02497,82,85,56,107,87,80,77,59,95
HG001_02498,88,124,64,113,97,78,71,54,69
HG001_02499,291,296,174,365,315,266,247,226,225
HG001_02500,799,737,813,991,933,798,692,759,678
HG001_02501,65,61,52,95,69,48,46,46,41
HG001_02502,112,132,154,152,141,126,116,143,118
HG001_02503,30,32,37,57,44,32,42,39,35
HG001_02504,27,28,34,35,45,43,41,26,29
HG001_02505,11,11,10,21,17,12,17,17,15
HG001_02506,43,52,34,59,56,54,54,53,53
HG001_02507,162,186,177,221,215,154,188,192,201
HG001_02508,29,26,25,25,17,14,24,23,24
HG001_02509,14,15,19,19,19,11,16,13,19
HG001_02510,11,19,15,23,13,19,28,13,27
HG001_02511,99,68,72,63,91,81,72,58,78
HG001_02512,5054,6811,6624,7541,7527,7294,6195,5322,5282
HG001_02513,510,631,535,1003,954,940,313,343,351
HG001_02514,3289,3515,2634,4066,3427,3526,3148,2095,2390
HG001_02515,65,67,61,92,58,54,63,65,77
HG001_02516,18,42,26,39,29,6,36,27,23
HG001_02517,127,199,149,228,189,133,165,112,147
HG001_02518,211,349,259,439,368,300,316,283,285
HG001_02519,873,1047,916,1225,1165,1168,811,731,788
HG001_02520,10401,5797,6774,12653,14703,11099,3360,5841,5028
HG001_02521,70,90,52,100,84,60,65,49,61
HG001_02522,55,84,78,78,75,59,65,63,71
HG001_02523,42,49,57,56,54,46,42,38,56
HG001_02524,170,258,244,227,192,187,217,212,214
HG001_02525,108,129,145,128,126,104,132,140,122
HG001_02526,74,126,76,81,81,68,78,88,79
HG001_02527,700,704,539,587,559,398,640,532,635
HG001_02528,45,42,29,40,54,36,44,48,50
HG001_02529,517,472,417,548,566,505,417,460,485
HG001_02530,33,28,25,49,47,38,33,27,29
HG001_02531,18,13,11,24,17,16,13,7,14
HG001_02532,5,3,3,5,2,4,4,2,6
HG001_02533,156,177,147,224,157,161,131,135,115
HG001_02534,729,1439,1420,1116,1143,777,1378,1363,1137
HG001_02535,11,5,6,6,2,1,5,0,1
HG001_02536,1,4,0,1,0,0,1,2,2
HG001_02537,308,414,339,512,516,331,308,378,309
HG001_02538,150,217,237,259,251,177,200,170,184
HG001_02539,522,674,780,777,785,788,708,616,609
HG001_02540,510,466,603,544,577,552,562,666,572
HG001_02541,194,155,194,182,219,174,178,246,180
HG001_02542,104,113,81,103,108,63,111,99,109
HG001_02543,2237,2626,2005,2097,1993,1533,1751,2258,2085
HG001_02544,431,520,367,338,368,223,392,417,429
HG001_02545,1012,1306,979,1253,1018,735,1120,845,962
HG001_02546,586,672,556,799,660,581,639,521,563
HG001_02547,2010,2303,2552,2417,2256,1838,2225,2392,2207
HG001_02548,46,46,37,49,67,60,40,50,40
HG001_02549,78,67,76,93,91,86,81,66,67
HG001_02550,12,13,15,17,5,11,13,10,11
HG001_02551,13,13,16,16,15,7,21,10,16
HG001_02552,26,24,13,19,18,11,31,27,20
HG001_02553,863,1015,1009,1094,1005,840,917,959,884
HG001_02554,2,9,2,2,1,2,3,2,0
HG001_02555,106,66,90,113,122,123,75,82,90
HG001_02556,177,202,178,200,172,168,191,206,181
HG001_02557,69,59,93,89,86,101,97,84,89
HG001_02558,32,24,20,28,36,31,27,33,33
HG001_02559,475,325,322,553,500,423,324,322,302
HG001_02560,270,188,244,268,267,298,210,288,243
HG001_02561,1075,1140,957,987,970,812,976,1126,1100
HG001_02562,14065,11563,9822,18344,19118,15286,4685,8967,9554
HG001_02563,50,67,58,63,62,54,42,48,58
HG001_02564,5,5,1,1,2,2,1,0,1
HG001_02565,25,26,13,34,34,26,20,22,30
HG001_02566,318,373,286,441,377,329,343,315,303
HG001_02567,91,131,133,180,159,163,101,121,116
HG001_02568,1,2,3,2,4,2,1,0,0
HG001_02569,1843,1264,1682,1634,1802,1507,1348,1921,1731
HG001_02570,543,400,465,418,522,410,410,571,487
HG001_02571,860,696,820,778,858,676,585,902,864
HG001_02572,156,127,120,114,154,100,221,132,164
HG001_02573,128,148,156,164,146,162,158,134,139
HG001_02574,1790,1795,1997,2326,2224,1890,1903,2011,1920
HG001_02575,133,162,178,184,183,157,211,167,168
HG001_02576,86,128,96,111,105,85,113,87,119
HG001_02577,351,385,307,377,439,337,387,451,350
HG001_02578,14499,11260,16493,12389,12830,14367,15500,14753,14379
HG001_02579,4474,3626,4707,4304,4631,5070,4647,4091,4132
HG001_02580,17,7,8,13,10,12,7,18,13
HG001_02581,427,446,347,316,347,185,436,393,423
HG001_02582,23139,16175,17771,26932,25752,24963,16888,18431,15162
HG001_02583,27,41,28,49,32,37,32,26,24
HG001_02584,30,27,22,16,22,20,12,8,11
HG001_02585,993,1070,1090,1427,1380,1104,946,1056,1024
HG001_02586,1654,1510,1522,1413,1437,1277,1437,1795,1667
HG001_02587,2303,2521,2339,2993,2917,2632,2046,2325,2111
HG001_02588,25178,29613,23095,38303,36230,40372,21017,16690,19892
HG001_02589,14,25,24,14,15,16,25,18,12
HG001_02590,91,77,129,108,91,87,92,105,99
HG001_02591,3,8,3,4,4,3,4,3,2
HG001_02592,131,141,110,135,112,100,78,120,107
HG001_02593,148,171,140,166,193,127,134,162,105
HG001_02594,9589,10225,9342,7296,6851,5665,5878,6464,6547
HG001_02595,66,68,72,82,65,60,74,91,98
HG001_02596,63,43,31,54,45,42,36,50,40
HG001_02597,1949,2276,2441,2708,2784,2168,2205,2498,2212
HG001_02598,1041,1067,1162,1473,1357,1053,976,1147,965
HG001_02599,408,438,489,527,553,419,389,487,462
HG001_02600,449,513,591,515,613,511,523,525,521
HG001_02601,2671,2267,3742,3205,3061,3606,3338,3200,3020
HG001_02602,1494,1442,2006,1949,1851,2017,2004,1677,1571
HG001_02603,4152,4397,5545,5498,5675,6177,4983,4345,4554
HG001_02604,6463,6208,7911,8022,9062,7714,7063,6422,6679
HG001_02605,765,827,717,1098,1116,813,848,708,721
HG001_02606,149,225,156,271,155,123,212,100,134
HG001_02607,3297,3913,3178,4757,4702,3367,3044,3319,3296
HG001_02608,10,9,10,12,16,9,21,7,8
HG001_02609,3199,3403,2789,3942,3785,3257,3035,3007,2874
HG001_02610,20,24,25,28,31,38,18,25,22
HG001_02611,27,38,27,32,33,24,26,20,27
HG001_02612,31,48,43,71,66,62,55,39,46
HG001_02613,26,50,36,63,56,67,43,41,36
HG001_02614,419,575,470,520,402,426,513,428,455
HG001_02615,361,457,378,376,309,288,474,405,398
HG001_02616,38,61,38,46,42,22,36,40,43
HG001_02617,56,105,75,112,115,71,94,79,95
HG001_02618,139,161,196,178,206,184,202,198,168
HG001_02619,1713,2142,2155,2244,1995,2089,2616,1886,1968
HG001_02620,7230,7415,8570,8821,8160,9271,8789,7461,7301
HG001_02621,61,62,71,66,56,55,48,62,36
HG001_02622,1,3,5,3,2,2,2,3,6
HG001_02623,6,6,5,6,6,9,9,4,8
HG001_02624,5,12,13,7,7,10,4,5,9
HG001_02625,46,47,44,45,48,54,51,47,42
HG001_02626,107,246,168,233,254,171,178,129,143
HG001_02627,41,88,68,87,82,66,52,43,47
HG001_02628,5887,6406,5880,7372,7015,6465,6147,5408,5773
HG001_02629,297,317,237,417,422,341,218,283,297
HG001_02630,225,333,148,375,360,288,193,198,200
HG001_02631,60,79,57,85,102,65,76,78,72
HG001_02632,376,325,264,334,351,289,276,334,273
HG001_02633,85,95,62,100,122,78,80,86,76
HG001_02634,174,176,242,285,248,247,265,225,202
HG001_02635,259,335,269,319,296,267,332,326,292
HG001_02636,418,547,428,507,534,486,489,491,432
HG001_02637,274,341,262,347,357,367,306,250,293
HG001_02638,79,66,52,55,69,35,96,113,143
HG001_02639,454,494,391,436,437,306,429,447,427
HG001_02640,982,1145,936,1851,1643,1339,1220,1058,1114
HG001_02641,156,159,206,219,199,212,123,106,132
HG001_02642,110,147,147,186,155,151,109,116,108
HG001_02643,5,15,13,21,17,13,12,10,8
HG001_02644,14846,14090,13635,5275,5305,4837,22669,21046,18732
HG001_02645,24331,23131,23164,27465,27636,20269,21714,25947,23767
HG001_02646,7581,9676,8619,8432,8087,6537,7831,7055,7733
HG001_02647,2178,2588,2138,2937,2631,2221,2269,1750,1977
HG001_02648,32,36,11,51,28,34,21,16,17
HG001_02649,203,167,251,284,256,242,206,245,229
HG001_02650,168,161,185,230,159,165,145,175,161
HG001_02651,226,264,207,264,283,195,230,211,204
HG001_02652,192,214,150,200,218,201,114,119,183
HG001_02653,149,166,199,241,226,183,130,144,164
HG001_02654,6355,7067,5904,8707,7520,7774,7287,5313,6000
HG001_02655,44073,53458,43171,62359,53907,49607,48165,37443,41139
HG001_02656,56,68,75,103,96,100,61,59,66
HG001_02657,440,571,528,602,562,452,593,589,535
HG001_02658,647,738,672,862,858,673,791,744,720
HG001_02659,454,478,401,463,379,334,462,466,342
HG001_02660,251,303,254,369,343,276,232,241,238
HG001_02661,65,81,59,87,102,79,76,60,65
HG001_02662,488,615,489,521,548,437,532,532,488
HG001_02663,383,464,388,452,463,331,412,368,405
HG001_02664,121,192,124,190,184,144,160,158,155
HG001_02665,9,19,22,14,8,15,10,11,10
HG001_02666,117,100,61,140,65,46,104,56,109
HG001_02667,140,123,129,175,193,135,115,141,136
HG001_02668,153,182,114,198,188,137,145,104,133
HG001_02669,786,1367,1102,1686,1415,1038,1063,1038,1161
HG001_02670,2233,2248,2017,1087,1082,1046,1470,2290,2990
HG001_02671,3889,4844,4179,2077,2164,2116,2650,4851,6134
HG001_02672,4424,4466,3900,2068,2291,2120,3057,4966,6454
HG001_02673,3769,3510,2992,1656,1736,1719,2560,3921,5019
HG001_02674,3461,3601,3055,1568,1709,1699,2480,3870,4859
HG001_02675,27,19,18,28,44,20,30,32,17
HG001_02676,117,150,114,182,189,138,107,123,131
HG001_02677,7641,7298,5382,8147,8755,7196,6282,6692,6019
HG001_02678,87,104,90,126,121,127,59,84,78
HG001_02679,68,82,54,88,78,80,76,47,70
HG001_02680,640,584,531,646,687,596,585,706,551
HG001_02681,361,269,318,331,406,334,339,440,344
HG001_02682,1293,1567,1217,1828,1776,1479,1246,1141,1187
HG001_02683,2302,2993,2536,3262,2868,2471,2590,2356,2404
HG001_02684,2282,3199,3014,1822,1789,1147,3001,3050,3057
HG001_02685,18549,26400,23344,16630,15675,12295,23232,20178,20927
HG001_02686,5762,8029,8741,6890,6274,5459,7345,6714,6879
HG001_02687,6993,9649,10346,8613,8013,6848,8745,8317,8472
HG001_02688,11581,15062,15915,14918,14143,12455,14319,13491,13435
HG001_02689,2832,4131,4215,3841,3544,3110,3290,3488,3502
HG001_02690,4321,5182,6159,5766,5595,4707,4703,5248,5084
HG001_02691,3130,3683,4089,4062,4054,3229,3235,3802,3677
HG001_02692,663,619,739,833,819,577,808,710,739
HG001_02693,83459,89965,102902,109434,111383,100972,83156,96284,92461
HG001_02694,946,1420,1176,2028,1713,1887,1074,987,1037
HG001_02695,7,4,4,10,10,3,8,5,12
HG001_02696,8,10,6,15,16,7,18,10,10
HG001_02697,718,533,677,662,712,590,674,759,722
HG001_02698,196,271,217,252,209,235,234,164,229
HG001_02699,17,29,30,44,19,12,30,19,25
HG001_02700,8,15,6,14,11,7,10,10,15
HG001_02701,20,28,26,37,28,20,26,26,23
HG001_02702,7,16,7,6,12,9,3,6,15
HG001_02703,1,3,3,0,4,0,3,1,4
HG001_02704,752,675,505,816,692,483,539,429,473
HG001_02705,5,8,7,4,6,9,4,2,6
HG001_02706,1,3,2,2,2,1,2,2,3
HG001_02707,3,5,7,10,2,3,4,8,4
HG001_02708,2,5,5,3,3,4,4,1,2
HG001_02709,75578,122270,120355,59575,51015,39582,91746,88023,87373
HG001_02710,166,185,191,199,170,167,161,158,160
HG001_02711,186,202,239,278,237,241,229,205,205
HG001_02712,182,181,229,282,245,284,211,204,192
HG001_02713,66,67,87,112,107,92,93,83,71
HG001_02714,6,15,8,7,6,12,11,13,15
HG001_02715,9,12,15,23,16,15,15,9,12
HG001_02716,6,24,16,19,13,9,16,10,13
HG001_02717,2,5,3,6,1,2,0,2,1
HG001_02718,11,7,10,12,2,10,3,14,6
HG001_02719,52,55,57,79,69,41,46,51,51
HG001_02720,11,25,14,16,17,15,16,15,21
HG001_02721,39,37,23,32,31,27,29,30,31
HG001_02722,82,95,82,93,75,82,73,86,91
HG001_02723,9,18,24,19,10,18,12,15,13
HG001_02724,9,14,13,21,17,10,11,10,10
HG001_02725,6294,7044,5897,8105,7627,6518,5591,4891,5048
HG001_02726,900,1034,798,1124,1071,876,873,897,882
HG001_02727,158,184,157,212,218,165,182,175,137
HG001_02728,30,15,32,39,33,35,30,25,34
HG001_02729,138,151,114,204,134,135,117,121,115
HG001_02730,21,37,27,46,40,34,26,33,36
HG001_02731,778,628,699,808,676,743,610,631,636
HG001_02732,1157,1010,1151,1469,1453,1181,900,1298,1104
HG001_02733,50,67,57,75,61,71,66,90,56
HG001_02734,308,215,347,383,498,495,283,308,335
HG001_02735,722,673,822,967,1106,925,699,716,716
HG001_02736,497,395,322,465,321,436,399,382,363
HG001_02737,3811,4549,3491,4662,5068,4454,4360,3005,2965
HG001_02738,15,19,19,27,20,9,9,15,15
HG001_02739,63,62,80,72,74,65,88,82,73
HG001_02740,7,2,9,8,6,8,7,8,2
HG001_02741,100,67,108,82,95,98,86,104,73
HG001_02742,5,1,2,4,3,2,2,2,2
HG001_02743,10,16,13,17,12,22,14,15,10
HG001_02744,1242,836,773,1116,1117,546,773,1143,1000
HG001_02745,0,0,0,0,0,0,0,0,0
HG001_02746,109,101,86,83,93,62,80,100,103
HG001_02747,80,81,69,70,72,54,46,71,66
HG001_02748,64,50,50,65,76,40,31,55,45
HG001_02749,1000,1327,1144,1350,1186,990,1188,1188,1095
HG001_02750,590,734,731,741,616,587,644,649,625
HG001_02751,1081,1532,1353,1424,1238,1098,1269,1207,1184
HG001_02752,343,389,374,425,375,337,344,347,327
HG001_02753,29,24,37,44,33,28,32,41,37
HG001_02754,1230,1156,909,1680,1616,1183,1078,1014,1002
HG001_02755,735746,746577,665539,634104,709845,578501,674684,686787,587140
HG001_02756,294,283,276,712,729,573,257,333,234
