,LAC DMSO 1 - total_raw_count,LAC DMSO 2 - total_raw_count,LAC DMSO 3 - total_raw_count,LAC apicidin 1 - total_raw_count,LAC apicidin 2 - total_raw_count,LAC apicidin 3 - total_raw_count,agr DMSO 1 - total_raw_count,agr DMSO 2 - total_raw_count,agr DMSO 3 - total_raw_count
SAUSA300_0784,2456,3010,2697,1888,1974,1936,937,797,725
SAUSA300_1963,96,113,135,78,82,83,400,456,524
pyrF,2223,3561,6033,2115,2593,3162,41,40,54
pyrR,1103,1270,1231,791,835,953,20,35,15
SAUSA300s225,1109,1178,1057,688,772,949,322,431,280
cidA,32,72,39,25,41,32,2071,1812,1844
SAUSA300s004,21,17,12,17,4,23,24,44,39
SAUSA300_1912,2189,2443,2316,1754,1507,1714,3861,4843,4230
pyrG,7343,8783,9232,5625,6317,6136,2885,3142,2940
SAUSA300_1895,9714,10114,9624,6982,7199,6889,831,1332,1124
SAUSA300_1637,559,568,493,354,399,406,1578,1433,1408
SAUSA300s087,1904,1660,1458,1177,1188,1208,575,567,565
SAUSA300s054,1474,1449,1408,921,936,1279,3965,3510,3577
cap5B,412,372,433,267,298,306,2774,2350,2315
SAUSA300_0391,372,349,327,227,214,321,5844,4603,4148
tig,6238,6019,5808,3928,4592,4444,606,689,570
mvaD,3310,3489,3688,2441,2490,2578,48,53,45
SAUSA300_0940,149,174,165,100,126,125,254,312,297
SAUSA300s298,34,40,27,23,21,28,183,180,216
SAUSA300s044,1058,1181,965,835,684,779,938,1122,910
rplU,870,973,898,628,662,679,22,14,26
apt,1537,1517,1441,1021,1107,1105,1107,1124,923
SAUSA300_1354,6780,6980,6208,4397,4842,5136,66,71,104
SAUSA300_1217,23,22,23,19,18,17,136,179,173
SAUSA300_0134,847,861,699,547,576,604,160,141,160
SAUSA300s279,756,683,846,492,514,620,218,159,183
SAUSA300_0268,246,233,232,152,176,186,764,739,720
recQ,8675,9224,9776,6507,6636,6786,0,0,0
tyrS,2187,2070,1917,1508,1472,1465,0,0,0
folE,1134,1148,1068,775,749,898,4529,5212,4961
SAUSA300_2298,3824,3881,3757,2684,2961,2632,2,2,9
hsdS,1152,1186,1138,867,817,825,877,561,729
SAUSA300s243,39,27,24,12,36,22,13,13,9
SAUSA300_0219,1062,1038,1079,703,784,817,1332,1336,1300
SAUSA300_0072,371,295,406,249,260,260,42,45,63
SAUSA300_0716,14101,13721,14543,10506,10218,9937,1803,1088,1572
SAUSA300_1432,790,590,523,479,438,441,242,247,262
SAUSA300_0335,500,478,512,367,359,353,4,12,8
SAUSA300_2282,4059,4116,3664,2740,2973,2859,1354,1555,1567
SAUSA300_1179,8434,8548,8269,5459,6267,6634,683,737,675
pdhA,3162,3443,3404,2265,2561,2432,736,577,645
SAUSA300s164,701,810,720,398,498,536,4016,3566,3711
SAUSA300_2637,129,126,141,82,119,90,36,59,36
sufS,6980,7573,7971,5250,5570,5522,1121,1197,1193
dprA,235,161,203,143,131,158,288,353,348
SAUSA300_2169,4182,4221,5035,3325,3240,3182,109,66,84
SAUSA300_0667,3350,3176,2932,2186,2331,2362,1172,1197,1156
ssaA,707,778,820,530,592,556,209,207,190
SAUSA300_0989,10936,10243,9566,6865,7792,7758,1800,1942,1599
truA,1454,1346,1445,900,1122,1084,1149,931,1109
SAUSA300_1060,93,121,72,60,63,83,14163,11635,11705
nrdI,3235,3340,3568,2439,2427,2522,100,101,67
lysA,4106,3906,3733,2779,2833,2950,207,248,216
SAUSA300_2324,4083,4600,4749,3268,3347,3169,51,56,56
SAUSA300s112,241,238,213,135,168,210,3077,3078,3103
SAUSA300s060,14,10,9,5,9,11,3856,2953,3721
sdrE,2597,2257,2250,1514,1767,1928,438,419,412
SAUSA300_1745,356,310,317,235,280,208,99,146,162
typA,11297,11646,11786,7795,8970,8686,241,220,223
nupC,4553,4098,4005,3013,3123,3111,138,166,156
SAUSA300_0503,304,274,222,171,250,170,227,212,208
SAUSA300_2080,627,549,647,436,431,466,1266,922,1433
SAUSA300_1373,1040,1121,1101,673,832,902,1416,1082,1315
cdsA,1334,1384,1377,911,1053,1044,322,215,364
ccrB,1173,1151,1131,788,852,896,78,95,106
SAUSA300_2139,189,188,217,151,126,160,5637,3912,4853
SAUSA300_0631,6935,6979,7288,5507,5165,4900,1605,1816,1580
cidC,10936,11440,11399,7471,8454,8927,3688,3860,3251
dat,5003,4834,4717,3543,3579,3557,67,66,55
purR,6650,6862,6563,5074,4739,4928,117,170,111
yfiA,3280,3747,3568,2673,2822,2301,14,6,14
SAUSA300s218,1652,1580,1580,1291,1336,1373,602,583,552
SAUSA300_2217,934,986,880,573,686,817,1858,2132,1976
auxillart tsr52,520,620,541,299,364,351,1196,1257,957
cap1A,16,27,14,8,20,15,3288,3384,3098
SAUSA300_0210,1853,1999,1958,1474,1408,1389,1355,966,1280
SAUSA300_1802,296,301,321,209,236,231,24,11,16
SAUSA300_1921,1590,1339,1461,931,1111,1200,753,708,735
SAUSA300_2591,833,926,784,533,630,719,184,253,202
dnaN,6568,6341,5666,4205,4696,4773,258,234,214
SAUSA300_1695,3758,3799,4023,2855,2873,2798,109,68,100
SAUSA300s025,717,831,769,569,479,672,1084,1076,1047
SAUSA300_0430,2193,2292,2096,1628,1638,1594,71,72,69
SAUSA300_1987,7211,7014,6583,4869,5063,5452,424,477,434
SAUSA300_1547,619,558,596,428,414,470,7419,8104,6814
SAUSA300s240,372,422,397,284,284,313,185,196,152
SAUSA300_2510,393,412,364,242,295,335,1330,1227,1168
rpmD,466,380,516,375,309,320,350,412,353
srtB,80,84,80,52,61,69,4178,4273,3357
SAUSA300s067,151,130,180,109,110,120,1573,1904,2011
SAUSA300_2409,140,97,149,102,94,86,48,35,38
rplI,2355,2388,2357,1685,1789,1792,777,618,569
SAUSA300_0076,327,287,299,204,231,243,4223,3663,4118
sdrC,1304,1226,1245,926,983,893,475,497,601
hemX,4194,4642,4729,3252,3262,3546,632,653,575
mnhD,8730,8884,8405,6340,6318,6650,5994,4907,5242
cap5C,483,499,550,374,349,415,3719,3813,3627
sdhB,4419,4456,4007,3456,3260,2864,145,184,177
SAUSA300_0978,1270,1189,957,776,897,850,11,16,23
SAUSA300_2509,400,337,312,251,259,265,680,681,682
SAUSA300_1862,4066,3997,3935,3230,2756,2951,1468,1214,1215
SAUSA300_2638,68,78,56,49,53,47,1830,1689,1871
sufD,6588,7103,6856,4779,5268,5238,1277,1231,1271
SAUSA300_0217,1654,1608,1625,1112,1219,1311,578,469,507
SAUSA300_1505,4749,5220,5613,3852,3905,3813,1270,1400,1014
mnhG,2568,2517,2114,1753,1725,1863,1790,2479,2016
SAUSA300_1082,4047,4043,3969,2752,3011,3233,4572,4069,4049
int,527,574,457,355,388,415,4522,3587,3896
SAUSA300_1699,2270,2511,2395,1727,1788,1829,37,38,53
SAUSA300s133,915,860,815,640,647,648,5274,4796,5076
SAUSA300_1435,502,396,387,286,313,357,1438,1515,1268
SAUSA300_1609,131,119,143,88,112,94,3014,3352,2872
mvk,3856,4062,4505,2909,3130,3222,1145,1187,1015
SAUSA300_1186,2232,2502,2333,1752,1768,1754,222,169,236
SAUSA300_2349,1501,1532,1771,1159,1289,1137,2491,2630,2665
lspA,1039,1047,982,714,768,813,121,129,150
sucA,16320,16356,15843,11715,12227,12345,682,678,616
SAUSA300_1723,899,894,769,618,627,667,1774,1135,1447
SAUSA300_2258,20030,19190,19374,16163,14250,13623,366,395,405
SAUSA300_1851,2817,2624,2517,1799,2007,2173,1413,1300,1231
SAUSA300s093,44,48,39,39,33,27,199,274,214
SAUSA300_2385,3599,3672,3961,2877,2789,2759,30,29,32
rplA,5563,5466,5124,4093,3987,4041,1911,2247,1831
SAUSA300_0214,4136,4577,5017,3729,3396,3177,204,261,224
SAUSA300_0617,11423,11255,10639,7251,8617,9276,5828,6260,5347
SAUSA300_0377,3671,3538,3338,2528,2599,2796,5747,5180,4995
SAUSA300s201,226,257,283,190,217,169,42,48,52
SAUSA300_1602,1155,1309,1068,892,854,899,2582,3318,2610
lytN,616,587,604,455,450,453,1157,1194,1045
SAUSA300_0980,7965,7872,7229,5524,5946,6043,1140,953,839
hisB,53,59,73,43,47,48,89,103,128
SAUSA300_1181,1772,1658,1670,1216,1306,1313,507,447,431
SAUSA300_1187,2093,2072,2024,1479,1559,1621,1752,1543,1520
SAUSA300_2128,2320,2276,2006,1560,1666,1737,71,67,52
SAUSA300_0751,221,196,206,146,132,198,6604,6550,5738
SAUSA300s246,191,223,308,161,198,176,410,437,365
SAUSA300_1910,5769,5941,5073,4171,4058,4394,3790,2472,2048
lukE,160,164,149,103,125,130,1230,1351,1134
hsdR,10058,8942,9017,7324,6853,6924,342,375,305
SAUSA300_0471,1778,1621,1843,1458,1160,1346,171,177,114
SAUSA300_1335,879,945,868,678,634,719,917,989,748
SAUSA300_2334,83,98,72,57,58,76,561,534,543
bioA,57,43,67,43,53,31,170,179,139
SAUSA300_0429,1989,2044,2015,1501,1513,1554,5250,4953,5150
SAUSA300_1309,659,728,638,478,485,569,4567,3785,3854
SAUSA300_2118,192,199,207,125,124,220,11,19,13
int,355,336,360,252,250,294,7115,4824,6154
SAUSA300_1533,5680,5871,6101,4184,4567,4593,1007,1179,1039
SAUSA300_0587,315,315,379,263,272,227,68,75,90
SAUSA300_0095,153,166,183,135,118,126,304,209,254
SAUSA300_1707,1193,1283,1249,882,965,972,19,17,15
cysM,154,164,208,124,135,136,172,138,114
SAUSA300_0026,879,957,969,674,760,675,1688,1140,1750
SAUSA300_1252,2710,2722,2875,2090,2161,2038,364,364,383
SAUSA300_0206,1580,1547,1592,1155,1189,1234,1802,1904,1426
SAUSA300_1941,295,300,337,194,270,248,2157,2390,2233
udk,3364,3187,3310,2362,2645,2476,251,280,274
SAUSA300_2405,768,694,673,479,597,548,1964,1732,1456
rplS,1587,1711,1494,1218,1263,1153,2478,2220,2541
rpsF,2166,2181,2584,1859,1694,1695,191,266,208
SAUSA300_0574,6111,5912,6168,4327,4662,4832,12,11,18
SAUSA300_1481,792,803,803,591,593,638,22,32,28
arlS,8553,8970,8230,6216,6538,6803,1290,1606,1292
SAUSA300_0447,337,305,346,268,204,285,0,0,0
SAUSA300s036,70,65,77,62,52,48,646,653,621
SAUSA300_1352,788,773,705,524,622,578,1803,1575,1975
SAUSA300s055,0,2,0,0,1,0,1619,1589,1609
SAUSA300_2077,3336,3345,3433,2498,2592,2600,203,288,228
SAUSA300_0718,163,151,166,115,127,123,38,28,21
arcR,682,890,1018,700,613,608,73,86,92
SAUSA300_0571,3057,3135,2776,2304,2200,2314,545,570,511
SAUSA300_2045,1334,1232,1249,974,981,948,3406,3073,2969
SAUSA300_0901,41,56,60,39,30,52,382,350,280
SAUSA300_0094,219,192,210,146,163,164,532,455,423
SAUSA300_1372,2906,2911,2665,2109,2221,2150,15900,15404,14526
SAUSA300_1870,888,857,726,608,662,608,375,332,332
SAUSA300_1119,7704,8128,8174,5865,6311,6142,188,163,206
oppD,4587,4701,6911,4757,3765,3698,1953,2177,1705
rpmG,991,1125,1062,806,834,783,1516,1512,1584
dnaG,11293,11485,12193,8373,9041,9290,14,19,27
rplB,5286,4477,4987,3606,3775,3862,469,563,469
SAUSA300_1924,26,29,18,27,14,16,2435,2202,2032
holA,902,916,874,617,705,740,122,141,140
SAUSA300s284,393,386,386,292,283,316,829,751,776
SAUSA300s221,69,73,83,55,53,64,2519,3043,2534
SAUSA300_1503,58,74,50,39,41,60,1855,1940,2019
SAUSA300_0714,1611,1627,1527,1148,1348,1157,6838,6826,5400
arsR,262,243,268,165,190,244,6860,6336,6350
SAUSA300_2578,9816,9778,8842,7001,7240,7526,332,504,516
SAUSA300_1183,4840,4784,4482,3320,3630,3871,2398,2784,2309
dapB,3327,3736,3810,2689,2856,2774,314,367,407
SAUSA300_2428,500,493,387,345,331,376,1100,1280,1200
SAUSA300_0749,5622,5868,6402,4747,4518,4434,142,99,87
SAUSA300s149,1245,1353,1186,892,1019,990,549,571,526
SAUSA300_1549,386,380,388,264,316,308,12,10,10
SAUSA300_1660,642,657,685,532,464,529,2746,2340,2141
SAUSA300s190,377,345,340,258,316,315,6608,5738,6211
SAUSA300_2297,2236,2217,2099,1588,1687,1760,73,63,93
SAUSA300_0545,2060,2166,2101,1702,1537,1624,3779,4131,3818
agrC,19491,18516,16128,14581,13653,13250,53,63,63
SAUSA300_2315,6267,7118,6290,6258,5098,3986,949,1185,1004
lytH,2445,2414,2404,1858,1836,1903,2494,2738,2290
nsaS,4378,4294,4045,3165,3381,3255,699,704,685
SAUSA300_2449,5074,4985,5750,4260,4155,3769,334,307,285
SAUSA300_0817,429,416,507,289,352,392,128,128,149
SAUSA300_0121,107,90,116,72,80,89,4005,3315,3478
recQ,7049,6903,6540,4878,5394,5551,2834,3471,2898
atpF,2013,2087,2281,1649,1603,1667,2445,1037,1644
SAUSA300_0211,1493,1494,1736,1296,1211,1135,7066,8330,6800
mnhC,1705,1724,1612,1270,1271,1351,5100,4538,4489
oppB,307,358,336,221,243,317,1580,1515,1419
yajC,1340,1314,1201,931,977,1073,113,111,110
SAUSA300_1665,1255,1222,1152,870,951,989,204,156,182
SAUSA300_2406,795,785,772,609,611,600,595,450,545
SAUSA300_1872,2467,2546,2633,1944,2075,1902,2794,1948,2701
SAUSA300_2251,6368,6559,6819,4988,4973,5328,1725,1908,1721
SAUSA300_1099,889,1167,1608,795,887,1100,1424,1565,1258
SAUSA300_1429,0,0,2,1,0,0,29,42,32
SAUSA300_0409,1309,1353,1255,1360,745,1023,2849,3423,2766
lysS,7067,7110,6791,5267,5626,5371,883,977,905
SAUSA300_1671,3319,3682,3727,2750,2752,2808,57,95,87
SAUSA300_1348,3436,3335,3739,2717,2815,2617,5111,4614,4151
SAUSA300_0936,124,177,200,108,125,152,3537,3754,3368
SAUSA300_0023,4822,4719,4583,3597,3609,3758,2997,2937,2486
SAUSA300_2553,1469,1417,1513,1143,1123,1148,3503,3345,3009
SAUSA300_0709,2401,2838,2859,1965,2068,2245,6233,6651,6157
ahpF,12901,11091,10197,8363,8909,9171,171,199,188
SAUSA300_1405,8,2,6,5,3,3,3169,3385,3255
SAUSA300_1662,564,633,677,459,484,510,168,169,175
SAUSA300_1673,1541,1492,1533,1140,1172,1238,972,956,838
SAUSA300_2320,1732,2073,2887,1855,1673,1568,300,345,297
SAUSA300_2255,1151,1217,1318,897,1004,964,1652,1701,1571
SAUSA300_0399,29,39,45,21,30,38,220,241,231
atl,33514,34540,31229,23378,26650,27205,2192,2690,2018
SAUSA300_0504,2854,2746,3143,2587,2079,2160,1502,1697,1676
SAUSA300_1383,56,51,62,35,57,42,82,87,60
atpG,5624,5853,6198,4986,4435,4369,617,667,564
SAUSA300s257,246,287,234,183,201,210,1692,1741,1596
SAUSA300_2560,808,693,701,565,588,560,172,172,163
SAUSA300_1182,9883,9056,9708,6744,7586,8055,143,169,121
SAUSA300_1455,5345,5447,4933,3726,4020,4549,149,206,155
SAUSA300_2363,1253,1222,1095,840,977,970,31,22,26
miaB,6181,6426,6391,4893,4981,4946,1743,1671,1380
SAUSA300_0719,97,121,114,72,85,104,114,69,94
SAUSA300_1840,144,199,161,128,130,132,65,55,73
codY,3953,4300,4102,3529,3308,2847,3782,3999,3364
SAUSA300s139,156,170,211,148,127,142,2595,1867,2678
SAUSA300_0390,356,331,283,224,267,266,11546,6638,11226
SAUSA300_0255,408,450,400,310,326,347,4822,4992,4898
seq,1718,1659,1499,1237,1279,1290,1594,1498,1313
SAUSA300_1353,1185,1151,961,865,833,870,1848,1778,1726
SAUSA300_1336,1942,1959,2080,1412,1588,1690,412,383,397
SAUSA300_2273,98,134,113,94,77,68,104,133,119
fruA,2589,3138,3595,2465,2263,2509,264,380,280
SAUSA300_0316,1105,1298,1410,985,991,994,235,206,251
SAUSA300_0043,12,10,17,14,7,10,8148,9434,7155
opp-3C,491,423,474,365,362,358,3218,3445,2715
trpA,314,338,359,280,250,262,1928,1868,1538
SAUSA300_0721,174,200,193,119,170,160,990,1007,835
atpE,445,516,566,406,400,387,3262,3539,3375
SAUSA300_0022,6521,6477,6567,5002,5155,5202,39,14,39
SAUSA300_1437,2698,2606,2335,1920,1893,2189,479,632,561
SAUSA300_1400,32,18,19,24,13,17,112,128,129
rplJ,4741,4796,4055,3797,3610,3261,204,160,173
thiI,925,1087,1128,776,871,815,246,263,337
SAUSA300_0858,1817,2031,1990,1343,1504,1767,1219,1517,1117
SAUSA300_1914,2065,2023,2198,1725,1621,1598,1690,1409,1585
SAUSA300_0777,1262,1177,1277,874,999,1058,212,189,244
SAUSA300_1812,492,618,454,405,309,538,159,165,192
SAUSA300_2099,5445,6367,5638,4230,4561,4943,16,13,27
SAUSA300_0977,405,408,303,249,313,314,2348,2956,2261
greA,3286,3250,3314,2591,2622,2547,0,0,0
cyoE,5882,5947,6589,4842,4803,4853,1434,1641,1338
SAUSA300_1650,4962,4922,4897,3723,3914,4026,642,782,760
SAUSA300_0091,677,768,753,559,538,639,8176,7330,7216
SAUSA300s129,755,670,643,554,557,590,3186,3402,3046
SAUSA300_0028,358,412,285,257,300,268,5145,5684,4860
SAUSA300_0056,76,128,131,57,111,99,66,97,92
SAUSA300_0014,12736,13204,12876,10018,10287,10355,7872,5276,7330
rplK,1942,1623,1507,1346,1357,1283,5683,4960,5102
SAUSA300_1970,1421,1740,1488,1265,1209,1189,38,22,36
SAUSA300_0500,119,147,135,123,94,101,833,818,586
dnaE,15601,15766,15640,12246,12337,12596,3434,2986,3317
SAUSA300_1557,1491,1347,1576,1217,1138,1133,164,205,167
SAUSA300_1582,832,825,1194,791,652,788,14,25,18
SAUSA300_0397,84,82,93,65,72,68,640,743,648
brnQ,6656,7174,7109,4707,6017,5954,1967,1989,1534
SAUSA300_1240,1746,1907,1812,1356,1487,1488,62,34,46
parC,10110,9992,9460,7565,7894,7961,4602,4472,4492
SAUSA300_0305,3428,3417,3759,2832,2815,2748,1337,1527,1303
SAUSA300_1249,3904,4034,3715,2964,3104,3166,127,174,117
agrB,15692,11400,10669,9607,9849,10070,162,110,191
SAUSA300_2120,187,175,200,153,113,189,158,182,168
SAUSA300_0169,183,189,190,131,126,199,545,340,388
SAUSA300s244,96,112,123,83,104,77,1134,1162,1095
SAUSA300_0118,16,16,33,16,22,12,24,37,27
SAUSA300_0406,783,692,822,675,623,530,92,102,105
SAUSA300_2207,7907,8597,7939,6478,6539,6378,8906,8410,8656
SAUSA300_0750,6450,7145,7480,5616,5503,5586,616,584,586
SAUSA300s016,1223,1240,1174,955,905,1032,39,30,50
SAUSA300_2095,488,561,603,433,465,411,16,41,22
SAUSA300_1534,4617,4449,4781,3670,3634,3694,1429,1337,1432
SAUSA300_1701,2034,1905,1991,1469,1552,1699,567,600,580
SAUSA300_0559,238,217,243,164,183,210,4506,2444,2763
aroB,2128,2071,2216,1560,1732,1820,2464,2597,2513
SAUSA300_1342,1550,1597,1515,1089,1320,1314,937,1038,862
SAUSA300_2174,1253,1291,1400,1043,1064,1028,50,62,55
SAUSA300_0913,4596,4512,4244,3241,3606,3795,278,314,228
SAUSA300_1487,260,275,267,199,214,226,729,908,701
SAUSA300_2384,4410,4282,3941,3141,3505,3410,1998,2118,1985
SAUSA300_0821,2298,2311,2674,1725,1952,2128,401,367,402
SAUSA300_0803,1488,1393,1275,1017,1101,1192,3172,3303,2736
SAUSA300_1785,6022,6350,6229,4499,5261,5084,2296,2054,1986
SAUSA300_0576,1337,1335,1336,1030,1052,1112,430,409,454
SAUSA300s077,101,100,116,94,76,83,4833,4012,4316
SAUSA300_1800,2220,2275,2088,1566,1697,2011,4581,3922,4158
SAUSA300s019,1268,1365,1217,987,1066,1017,1039,998,845
mraW,5470,5802,5205,4249,4353,4538,3540,2276,3203
SAUSA300_0489,14656,15024,16240,11906,12323,12394,317,397,404
def,2079,1994,1875,1429,1633,1695,1673,1622,1750
SAUSA300_0346,341,315,415,309,267,275,73,64,65
SAUSA300_0544,2220,2004,2023,1612,1585,1795,683,469,588
SAUSA300_1569,4138,4222,4282,3246,3462,3397,1105,954,1004
rpoF,4577,4374,4087,3401,3562,3447,4482,3686,4289
SAUSA300_0011,329,420,356,246,315,324,112,158,135
cap1B,46,41,41,38,40,26,1142,1462,1478
SAUSA300_1570,1688,1743,2006,1418,1496,1424,3571,3689,3299
SAUSA300_1515,2446,2442,2428,1822,1924,2118,34,35,34
carB,8167,12979,22556,9230,10440,12719,84,80,78
arsB,779,796,789,574,639,684,1260,1178,1229
SAUSA300_2143,2249,1311,914,996,1117,1245,38,63,58
SAUSA300_2351,4676,5001,4715,3596,3877,4070,2294,2066,2352
SAUSA300_0768,557,528,471,439,402,404,2358,2068,1751
SAUSA300_0223,58,42,46,38,40,38,1547,1201,1079
SAUSA300_1804,3432,2953,2748,2425,2448,2419,7539,7775,6687
SAUSA300_0213,3028,3216,3676,2899,2554,2493,1305,1410,1296
SAUSA300_0551,5546,5250,5127,3570,4555,4734,696,714,680
SAUSA300_0582,691,683,660,579,540,514,3135,3804,3427
SAUSA300_0700,335,370,349,296,254,297,215,263,192
SAUSA300_2086,1747,1938,2234,1658,1552,1518,5750,6224,5825
SAUSA300_1938,499,513,494,399,388,422,268,267,311
sufB,7495,8120,7906,5819,6405,6671,92,89,90
SAUSA300_0034,91,97,69,62,66,77,54,77,33
SAUSA300_1979,1053,954,1002,690,876,862,1158,1043,1295
SAUSA300_1816,292,271,270,187,244,240,653,637,601
SAUSA300_0209,508,596,554,487,474,377,524,391,454
thyA,4572,4174,4022,3048,3480,3757,3117,2608,2460
SAUSA300_0212,3668,3936,4504,3610,3072,3049,111,125,73
SAUSA300s247,25,17,7,7,17,13,16,11,8
pgi,6110,5463,5106,4318,4411,4656,104,174,117
gatC,1099,1085,1210,922,902,904,3468,4036,2975
SAUSA300_1571,532,624,618,421,510,498,16,10,17
SAUSA300_2417,7219,7390,6792,5457,5803,5975,882,708,1012
pabA,139,122,116,97,93,114,559,588,547
SAUSA300_2133,720,697,731,565,579,588,142,144,151
SAUSA300_1482,78,93,99,67,73,74,17,25,27
ileS,11940,11252,10367,8751,8910,9400,28,19,18
cap5A,383,419,386,320,298,342,374,274,331
SAUSA300s126,0,0,0,0,0,0,1485,1577,1242
SAUSA300s138,0,0,0,0,0,0,8329,8137,6193
dtd,2726,2882,2554,2220,2034,2349,320,313,272
SAUSA300s110,894,790,751,616,635,749,1516,1308,1409
ftsZ,7007,7070,7380,5681,5894,5776,1589,2151,1596
SAUSA300_1932,180,181,207,157,133,171,275,347,288
sarA,3187,3285,2782,2389,2385,2707,103,117,82
SAUSA300_1684,9089,9017,8315,7069,6965,7342,171,54,139
SAUSA300_0392,131,130,111,91,104,106,8641,8980,7813
SAUSA300_1517,2323,2310,2497,1804,1990,1982,495,440,345
SAUSA300_0021,8961,8849,9120,7016,7272,7528,1252,1335,1123
SAUSA300s175,101,132,123,112,93,101,4035,4176,3696
SAUSA300_0531,1715,1776,1826,1334,1512,1471,1005,975,933
SAUSA300_2481,2715,3071,2984,2534,2235,2345,216,209,178
SAUSA300_1434,452,476,398,346,364,363,102,55,103
SAUSA300_1241,1763,1771,1618,1193,1513,1496,20,18,28
SAUSA300_1825,509,527,569,415,421,467,130,147,196
pyrD,1444,1587,1659,1098,1403,1321,426,416,338
SAUSA300_0669,4916,5052,4842,3730,4146,4168,663,935,761
SAUSA300_0025,1802,1755,1884,1441,1500,1479,26,29,40
SAUSA300s122,660,649,702,557,507,572,2172,2025,1790
rpmA,1753,1918,1734,1418,1475,1502,2086,2586,1995
SAUSA300_1161,1265,1334,1434,1136,1083,1060,1879,2093,1857
SAUSA300_0529,2135,2146,2114,1655,1776,1776,62,64,56
hisC,84,115,92,81,87,68,185,186,183
SAUSA300_1184,308,296,299,233,259,244,814,959,888
SAUSA300_1518,3043,3282,3292,2452,2659,2727,2422,2325,2232
ipk,4279,4204,4403,3347,3474,3685,6241,4173,6041
SAUSA300_0704,7220,7249,7974,5666,6349,6278,235,186,217
SAUSA300_0802,1264,1157,938,821,892,1014,9,16,17
parE,6655,6532,6958,5069,5802,5568,1370,1334,1432
phoB,190,156,183,146,138,146,804,969,866
SAUSA300_1815,349,329,347,239,261,347,135,117,83
SAUSA300_1584,7016,6967,6292,5071,5559,5938,150,154,162
SAUSA300_1301,2434,2545,2667,1904,2231,2120,3805,3594,3794
deoD,222,260,248,190,222,185,4088,4514,3791
secF,13598,13655,12652,10581,10897,11112,3928,4686,3819
folA,2462,2460,2182,1818,1946,2039,3416,3624,3233
SAUSA300_0652,1831,1716,1673,1369,1460,1436,1233,1182,1215
miaA,2407,2334,2273,1912,1891,1929,52,36,43
SAUSA300_1993,4524,4721,5131,3862,3957,3920,6604,3864,5830
SAUSA300_0848,104,137,135,79,113,118,440,371,402
SAUSA300_0222,1026,1079,1210,894,915,898,1872,2065,1744
pheS,2106,2217,2081,1747,1783,1713,1104,1232,1342
SAUSA300_1061,113,142,87,71,102,106,30,9,27
SAUSA300_1324,238,200,194,172,178,166,4428,3512,3256
rpsR,682,691,897,657,576,615,162,111,170
SAUSA300_1438,933,975,885,659,801,840,1305,1412,1354
SAUSA300_1683,7269,8052,8955,6744,6499,6602,881,1010,927
SAUSA300s155,603,642,654,471,536,597,2147,1935,1698
SAUSA300_1871,101,89,68,87,54,72,11,19,5
hemA,7585,7892,8160,6349,6334,6725,271,282,204
rpoC,24907,23227,19910,18150,18387,19119,482,564,409
rpsQ,2264,1977,1987,1917,1682,1529,71,104,92
gatA,6745,6819,6849,5756,5577,5446,6383,5561,6154
mscL,2978,2877,2293,2366,2075,2222,1647,1761,1682
SAUSA300_1931,75,55,53,49,59,42,208,132,220
aspS,7580,7654,7361,6018,6192,6377,345,303,339
SAUSA300_0044,194,200,143,118,170,154,3515,3358,3191
nagE,4957,5092,4883,4103,4083,4105,529,651,520
SAUSA300_0139,1457,1575,1644,1252,1225,1374,794,682,876
SAUSA300_0093,587,511,528,442,443,452,687,775,686
spsB,1250,1440,1443,1079,1104,1220,1992,1933,1942
ebpS,9993,9917,9586,8181,8112,8045,7316,7432,6798
SAUSA300s254,282,248,200,184,182,215,2260,1344,2278
SAUSA300_0383,6380,6105,5913,4878,5288,5033,56,8,64
msrA,209,204,214,134,194,198,6972,6687,5889
SAUSA300_0007,3811,3769,4263,3136,3333,3305,21,36,34
cysK,6811,7013,6858,5687,5860,5546,2279,2332,1922
pbp4,2008,2172,2652,1745,1915,1954,4,5,11
prfC,6761,6934,7363,5707,5814,5874,148,156,155
SAUSA300_0039,558,615,625,437,519,534,4896,5327,4503
purD,5143,5595,6439,4948,4837,4866,326,486,372
rho,4972,5107,5199,3929,4354,4362,758,630,687
SAUSA300_2117,757,797,667,647,461,763,263,279,262
SAUSA300_1705,1764,1762,2025,1479,1482,1624,170,188,148
SAUSA300s113,1558,1371,1379,1310,1067,1192,1275,1051,993
metS,10369,10228,10203,8446,8510,8520,542,486,585
ahpC,2199,2040,1928,1598,1736,1767,1437,1535,1404
SAUSA300_0876,307,331,290,221,293,258,2344,1879,1917
SAUSA300_2592,2414,2245,2161,1649,1903,2116,667,743,840
trx,2239,2210,2071,1856,1701,1841,1896,2083,1889
ulaA,8383,9694,9508,7904,7170,7736,2668,2448,2808
sbcD,729,852,860,685,647,684,9555,8915,8327
scpB,2090,2174,2330,1757,1908,1793,1399,1591,1910
atpC,3865,3756,3151,2976,2866,3046,4763,4343,4155
gltC,267,211,219,162,207,209,2762,1960,2881
atpA,9588,9078,10490,8341,7899,7876,161,174,210
cdr,7011,6900,6748,5111,5930,6123,2707,2857,2592
SAUSA300_2134,409,397,358,281,360,327,34,42,34
SAUSA300s052,24,27,17,19,22,15,194,240,156
SAUSA300s187,657,622,655,462,470,528,5081,5376,4842
ltrA,551,575,528,430,441,503,358,351,321
