GeneName,dCshA_t000_v1,dCshA_t150_v1,dCshA_t300_v1,dCshA_t600_v1,PR01_t000_v1,PR01_t150_v1,PR01_t300_v1,PR01_t600_v1,CTA_t000_v1,CTA_t150_v1,CTA_t300_v1,CTA_t600_v1,CTA_t000_v2,CTA_t150_v2,CTA_t300_v2,CTA_t600_v2,dCshA_t000_v2,dCshA_t150_v2,dCshA_t600_v2,dCshA_t300_v2,PR01_t000_v2,PR01_t150_v2,PR01_t300_v2,PR01_t600_v2
SA0751,1567,4,9,7,1664,7,9,12,3164,10,16,14,822,5,5,3,789,9,5,5,1543,3,8,21
SA0752,655,39,50,7,211,7,1,5,998,509,170,12,303,89,47,29,249,91,25,63,587,22,18,15
SAS020,1922,434,282,170,1382,60,29,71,6824,4447,2368,1234,3051,1529,1065,704,2011,708,345,521,1682,49,25,27
SA0753,922,115,42,8,626,11,7,9,2206,253,76,11,481,119,53,24,551,167,23,66,753,35,12,14
SA0754,1017,65,49,7,547,8,15,19,2844,212,48,9,1174,298,118,30,959,224,29,130,2199,9,37,48
SA0755,1797,2923,2908,3777,989,1293,1779,2530,4817,6860,7749,14000,684,874,1188,1880,487,685,1017,778,791,318,401,512
SA0756,680,140,89,15,406,99,34,10,1637,698,213,36,431,205,76,24,405,197,32,85,381,51,35,27
SA0757,3336,478,293,109,2436,326,143,93,6373,1438,580,178,2117,463,203,104,2753,635,171,378,1232,109,63,39
SA0758,4188,3133,1600,455,4290,2820,1483,548,10421,5921,2562,862,2533,2101,1154,487,1575,1731,349,907,2536,1260,612,244
SA0759,2195,927,1617,316,1345,1127,279,211,3965,6067,3469,393,1631,1868,1634,1020,1233,2073,879,1782,1651,852,1250,637
SA0760,59071,92248,93011,82085,51543,79838,88003,85527,139324,193131,191755,230784,29010,44195,50495,69526,27146,55091,72810,59900,20911,22496,23598,29410
truncated-SA,748,424,737,313,638,764,379,527,1867,1905,1638,697,554,599,720,783,497,778,715,751,498,352,491,489
tnpA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tnpB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tnpC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant(9),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ermA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA0767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truncated-SA,832,961,896,739,966,1462,1169,1092,2282,1849,1531,1558,489,613,680,862,498,782,831,663,601,542,448,434
SA0768,819,305,501,156,483,449,234,346,2360,1471,1047,398,527,402,363,388,479,518,391,495,547,232,345,294
SAS023,303,70,146,44,142,128,83,138,375,576,364,145,199,162,119,117,195,192,140,155,235,61,145,122
SA0769,1053,208,123,53,1700,345,131,123,2073,593,218,95,792,223,138,88,722,227,55,115,1407,188,109,107
SA0770,438,158,68,28,716,256,83,96,898,412,170,83,425,179,112,60,330,170,63,84,527,143,56,36
SA0771,731,405,407,106,1027,896,336,188,1243,1246,597,160,495,421,272,159,490,649,169,401,765,292,257,137
SA0772,29017,13756,23071,4180,16762,10402,2992,2847,59110,69302,47378,5760,10946,11190,11137,7536,10663,15493,7438,13173,20579,6367,10762,8027
SA0773,1198,403,359,193,1064,318,189,138,2677,531,293,180,1819,1291,1190,810,1153,693,386,622,1042,109,87,56
SA0774,15514,4759,2778,1288,10211,2329,638,388,28297,7189,2918,1504,8069,2913,1361,873,9194,3992,1866,2348,10227,1182,552,348
SA0775,24983,11250,6889,3513,17095,6171,2289,1166,42578,18073,7778,4405,12686,5942,3040,1789,15199,8713,4101,5145,15124,3098,1333,827
SA0776,26144,17445,10009,6191,21002,11849,5128,2414,41777,22069,9617,7025,12520,7774,4108,2534,14480,10716,5138,6331,13149,5772,2194,1079
SA0777,9750,8760,4162,2964,8074,6410,3270,1375,15000,9992,4580,3810,5266,4071,2211,1469,6157,5671,2711,3253,5514,3681,1390,594
SA0778,26939,22510,18200,8216,18788,16493,7225,2909,48715,42517,22698,12354,13901,14889,9261,6276,15842,19923,9736,13222,15262,10101,5527,2311
SA0779,21,2,7,2,4,0,2,0,20,19,11,4,51,7,2,0,57,27,3,13,33,0,0,1
SA0780,3626,706,665,251,1668,83,31,41,9128,1904,1127,692,2320,670,500,375,1699,749,408,543,1874,84,53,69
SA0781,5427,2127,1530,1180,3753,339,176,196,10484,3473,2091,2272,4266,1642,1066,936,2734,1336,767,975,2406,246,155,153
SA0782,5646,2192,1385,278,2490,78,13,21,13020,3084,1229,323,3698,1745,931,289,3244,2069,606,1295,2127,84,40,51
SA0783,3122,1330,987,308,1287,99,25,32,5455,2230,855,258,2097,1086,707,293,1908,1334,496,999,1357,85,56,29
SA0784,6846,3622,2649,808,3303,395,100,102,15214,6070,2778,989,4596,2995,2028,938,4126,3480,1628,2525,3100,486,203,154
lipA,31631,22935,14381,8645,21110,10503,6485,5347,66086,34672,17983,14008,20897,15336,11147,6998,21631,19355,9236,14108,16950,5631,2915,2304
SA0786,1508,360,413,91,759,385,108,79,2335,1830,734,129,1125,722,429,158,1119,795,205,499,1027,242,168,92
SA0787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA0788,1133,650,807,186,715,457,167,114,4379,2529,1600,408,664,660,642,467,653,786,524,687,707,215,149,106
SA0789,2734,892,848,53,1597,615,83,9,6818,3780,1658,82,1592,1107,686,155,1573,1440,199,763,1760,473,392,57
SA0790,7441,4602,2716,507,6185,2904,1162,157,16169,10190,4531,813,5074,3872,2280,677,4734,4548,712,2479,5150,2347,1254,259
SA0791,7933,5478,3568,847,6038,3972,1558,226,16301,11693,5484,1158,5743,4968,2866,889,5028,5180,1007,3166,5799,2903,1699,359
SA0792,312,10,31,4,130,14,3,9,222,275,96,6,1642,410,102,21,1125,284,11,133,453,19,72,19
dltA,17101,5153,2653,778,21704,3344,1205,921,60053,14337,5334,1668,27380,11206,4734,1763,20811,10287,1666,4378,21130,3478,1517,723
dltB,6545,2393,1733,354,6425,1857,665,350,15919,11012,3890,853,9552,6497,2998,949,8650,6534,941,3150,10241,2151,1242,449
dltC,2561,908,788,157,2569,1013,290,186,6300,5590,2060,397,5246,4054,1667,528,4161,3829,424,1770,4870,1213,978,361
dltD,14400,7987,4968,777,16155,8081,2113,902,46226,30527,10834,1436,20993,18494,8499,2020,17934,19428,2129,8639,25155,9384,4644,1625
SA0797,8358,6924,4023,2178,8437,5284,5326,2621,23150,11910,7132,4824,4350,4174,3557,2498,3606,3566,1430,2637,4299,2111,1260,638
SA0798,773,431,167,33,572,203,86,30,1692,794,248,67,677,396,244,85,533,336,36,156,465,53,24,16
SA0799,17261,17339,11434,5570,13863,11389,6267,1508,33384,21255,9856,4207,11029,9022,5525,2531,10409,11157,3699,7795,7829,2258,970,409
SA0800,2210,631,242,109,2121,327,225,102,5437,1187,430,172,1657,575,291,171,1301,540,146,324,1274,182,119,79
SA0801,3062,1901,1042,637,2824,640,393,173,7699,2287,1142,617,2196,1081,660,343,1845,1389,581,1007,1881,421,199,99
SA0802,52089,50039,44908,28923,71489,65723,43529,17540,128356,103315,72659,48979,40977,42846,39397,30149,36666,47517,28763,38833,47082,28858,17832,9949
ampA,8038,7989,6591,2308,5815,5479,3378,883,15226,15435,9848,3467,4839,5513,4627,2491,3857,5751,1791,4341,4291,3270,2552,917
SA0804,1955,1117,1004,328,1110,607,283,186,3711,2523,1303,322,1798,1603,1188,434,2227,2136,594,1422,2671,833,506,113
SA0805,1996,1136,772,215,1372,728,246,129,5183,2414,1159,300,1492,1178,938,307,1670,1651,453,1043,2146,817,411,128
SA0806,102,31,20,11,88,16,6,8,258,99,56,11,96,35,19,13,85,37,13,23,132,29,10,5
mnhG,3354,2984,2699,1003,1986,2022,735,184,6728,9376,4607,1411,2713,3608,2747,1433,2434,3873,1638,2888,3134,1553,987,308
mnhF,1672,1958,1487,805,1183,1293,698,228,3998,4273,2161,992,1248,1655,1307,849,1217,1879,925,1441,1672,953,483,156
mnhE,3780,2046,2568,577,1783,1480,281,113,6968,9427,4524,894,3547,4132,2847,1496,3357,4176,1635,3235,2984,1210,887,279
mnhD,13551,10937,8571,3405,9060,6201,1699,553,32723,25267,11659,4704,10327,10832,7897,4515,9433,11141,5331,8247,10315,4358,1842,615
mnhC,4629,2831,2778,970,2985,1632,383,121,11643,8158,4260,1481,3567,3191,2411,1315,3171,3398,1707,2592,3098,1236,554,181
mnhB,2913,1588,1535,536,1753,839,201,68,6462,5039,2292,767,2282,2040,1547,725,2105,2402,1097,1778,2592,748,319,106
mnhA,19948,8570,6700,2250,13469,4164,1019,350,39934,20448,8545,2791,15727,10412,6542,3153,14228,10714,3835,7193,14102,2887,1349,544
SA0814,587,274,164,46,546,152,68,21,1469,509,245,44,414,259,194,68,320,284,102,148,551,159,80,18
SA0815,15377,14662,11630,4865,12965,12691,7996,2321,31766,28846,16869,5230,8748,9888,8182,4338,7479,10492,4617,8771,8888,6053,4316,990
SA0816,36573,20499,12487,2267,7583,435,413,461,66519,26353,9611,2418,15765,11017,5858,1661,19337,17566,2896,10291,4901,350,398,463
SA0817,3360,1144,618,342,3745,2251,2202,2044,7111,2837,1591,1199,1800,602,442,363,1045,445,194,316,1882,939,693,584
rocD,40435,34307,26765,17529,25130,17553,12160,7489,68215,53347,38993,28177,19036,17658,16350,14321,17433,18131,11413,15204,5454,2441,1867,1364
gudB,76802,64401,49023,31248,63749,47980,29439,15630,130303,107760,71515,46928,37088,33257,28228,23711,33880,34482,19024,27830,12850,6244,4201,2475
glpQ,6926,7222,9011,5176,3607,5260,3481,2575,19392,30021,28764,20844,3695,5512,6648,8682,3857,7087,5870,7234,1837,1704,1588,998
argH,627,588,516,303,908,911,637,389,1178,1140,807,479,545,640,544,411,416,617,360,497,2105,1679,1524,860
argG,235,264,201,157,465,610,467,307,621,532,363,324,322,321,310,220,219,326,197,242,1635,1276,1046,529
pgi,38496,39453,39889,17558,29999,35097,25061,14115,100513,117160,84421,37498,26200,36736,37732,30694,20213,39354,26981,37425,39051,31587,26119,14231
SA0824,2314,518,386,91,1092,88,50,43,4034,1404,431,58,1621,703,351,96,1793,944,145,517,1423,122,77,69
spsA,2913,1081,495,187,1980,211,134,129,5778,1467,514,172,1897,861,385,152,1832,986,183,556,1440,184,81,52
spsB,4082,1342,930,223,2364,422,214,146,10260,3756,1342,339,3605,1851,1011,367,3316,2045,368,1037,2588,396,239,168
SA0827,5887,1335,1096,528,4525,537,153,94,14044,3726,2052,1171,4206,1399,838,629,3423,1308,770,892,4228,480,248,150
SA0828,10952,6863,4512,2123,8294,3827,1157,547,24829,18142,7855,4523,7161,6244,3425,2254,6142,6574,2853,3729,7072,3222,1322,595
SA0829,23947,10316,6159,1997,20702,8252,2454,1347,57852,26346,9237,3851,16169,9799,4910,2172,12100,9228,2126,4442,16466,4965,2334,1129
SA0830,2348,1407,1063,322,2151,1217,858,336,6862,2852,1640,653,1498,1084,916,485,1416,1077,447,784,1704,674,448,235
cdr,16046,10822,7599,4158,14827,9204,5831,5232,38872,26418,14193,8584,15058,11696,8131,5463,10275,9825,3897,6583,13504,6580,5270,4778
SA0832,5285,1155,622,97,3566,513,65,39,11289,3904,912,105,4851,2115,846,157,3432,1858,184,818,3223,377,134,83
SA0833,5847,7065,5313,2804,5761,5888,3981,1570,18128,15279,11268,5343,3632,4321,4013,3039,2960,4171,2609,3658,4026,3239,2119,991
SAS024,14,20,23,23,12,26,15,5,1,0,1,0,3,0,0,3,0,1,0,0,0,0,0,0
SA0834,561,115,81,12,338,13,5,7,1172,262,83,16,417,157,78,31,427,198,51,102,345,16,10,2
clpB,5787,2135,975,521,6087,893,372,314,14213,5442,1887,1313,3711,1640,836,523,2957,1540,626,798,3667,652,259,286
SA0836,27,2,0,0,4,0,0,0,72,11,0,0,80,14,5,0,41,8,1,2,42,0,0,0
SA0837,21,2,2,0,5,1,0,0,34,10,10,0,18,9,5,0,21,10,1,2,28,1,1,0
SA0838,31,3,0,1,10,3,0,1,39,18,5,0,22,20,4,1,26,17,2,8,26,3,1,1
SA0839,51,4,8,1,13,3,0,0,57,43,20,1,97,36,12,3,86,38,3,25,63,4,5,0
SA0840,301,91,49,6,182,58,6,1,887,406,131,16,295,205,140,25,269,251,26,154,360,170,74,7
SA0841,720,1082,1217,1601,836,1195,1808,3608,3336,7233,8632,14692,1132,1704,1930,3470,558,786,905,702,687,761,812,1314
SAS025,6175,4083,3780,861,3491,2099,744,409,15720,8153,4328,698,3274,2907,2182,934,3370,4213,1527,2881,2540,1059,883,378
FabH,14336,6744,4124,1677,21456,11286,6618,3826,23279,10273,4658,2388,10614,7671,4995,3191,8386,5738,1544,3439,12436,4780,2491,1702
fab,38505,32040,19428,13976,58839,34582,22870,12930,58216,37318,20766,18690,28160,23897,17490,12686,22666,21220,9717,14408,33382,17280,7966,4695
SA0844,143,3,2,1,65,0,0,0,347,15,2,0,107,5,3,3,96,10,2,3,147,2,2,1
oppB,1823,1267,1033,420,2204,1564,937,732,5420,1805,919,304,1197,739,539,301,926,895,336,739,1417,281,225,182
SA0846,1992,1298,1265,541,2881,1782,1214,697,5615,2269,1169,483,1550,1056,752,479,1049,1034,479,788,1504,386,304,183
oppD,2640,2439,2014,1169,3764,3070,2463,1624,6238,4385,2217,1451,2259,1847,1351,888,1362,1388,766,1134,1266,597,487,322
oppF,2917,2595,2250,1260,3932,3656,2496,2079,6327,5689,2857,1747,1953,2274,1485,988,1276,1764,939,1377,1070,837,624,384
SA0849,5490,6182,5147,3413,7262,9441,6924,5298,11981,14699,8040,5685,3419,4822,3692,2653,2639,4255,2414,3382,2089,2146,1605,1038
SA0850,43,16,11,1,29,5,3,11,131,44,22,5,42,13,7,3,38,22,10,12,36,7,4,6
SA0851,42,12,17,4,18,5,1,0,105,50,24,7,22,19,6,6,19,17,3,14,25,4,4,0
appF,36,28,20,5,26,4,1,5,100,63,25,16,44,19,17,11,44,20,7,18,34,3,2,0
oppB,30,6,9,7,16,1,2,0,72,33,12,1,27,17,12,4,28,13,0,6,19,1,2,5
SA0854,125,48,39,23,81,24,11,18,313,172,73,38,113,65,36,28,95,54,26,40,71,26,15,15
trpS,13184,8499,5555,1494,7709,2067,455,192,28566,16952,8210,1898,10672,8217,5566,2381,8678,8080,2069,5377,7100,1398,562,215
spxA,63281,8401,4460,677,43940,2362,891,734,127175,19641,5536,1076,41051,12055,5347,1444,39316,12269,1356,5223,52570,3090,1594,779
SA0857,12630,3035,2353,491,6812,514,181,155,29244,8324,3480,654,7179,2982,1718,686,6233,3544,862,1900,6743,556,311,209
SA0858,41,7,4,0,22,2,0,1,74,19,6,1,50,14,9,4,54,18,4,15,29,0,1,1
SA0859,18768,12453,9942,2226,15423,9692,3486,866,43930,34545,16528,2666,14668,13514,9377,3241,10473,13982,3298,9088,14467,7307,5102,1277
SA0860,3259,56,47,22,2101,34,17,23,5921,193,94,30,2514,125,38,27,1924,97,31,51,1843,19,24,39
SA0861,3040,52,38,15,2218,28,18,27,6575,120,52,50,2049,78,36,27,1492,72,24,31,1620,16,11,22
SA0862,763,8,10,0,463,3,2,3,1786,26,20,2,404,13,8,9,375,19,12,16,541,3,9,20
SA0863,1935,146,140,49,814,142,28,16,2982,436,238,54,1029,191,112,62,891,205,86,141,763,56,67,36
SA0864,6209,1022,611,298,4066,950,458,208,11165,1700,913,621,3974,765,475,325,3435,793,333,530,2803,298,227,165
ppnK,7728,2523,1962,1267,6087,1955,926,393,15666,4271,2871,2373,4079,1429,1090,902,3746,1661,1188,1229,4191,856,435,234
SA0866,3030,938,859,312,2013,564,183,100,6420,2442,1574,725,1813,705,544,337,1738,820,394,602,1769,316,218,108
SA0867,4029,1873,1644,1160,3009,724,296,160,8000,4081,2686,2324,3401,1876,1348,1156,2975,2004,1184,1524,2509,548,251,107
SA0868,6437,5426,4589,2627,3851,1959,688,310,13063,12353,7911,5089,5579,5683,4787,3767,5106,6592,4158,5415,4105,1317,551,204
fabI,15562,11004,7350,2620,15110,6986,2477,661,33444,16902,8568,4489,10121,9042,6108,3746,9493,10933,3938,7066,11199,4652,1898,585
SA0870,10458,2782,2785,330,5868,1879,298,77,23045,12030,4686,439,5801,3255,2024,661,6376,3832,876,2248,7334,1272,847,240
SA0871,1306,1448,1411,1031,1309,1396,1254,1020,2243,1833,1313,867,831,788,727,610,915,1175,883,1116,824,330,317,190
SA0872,1243,310,136,47,1210,264,115,63,2911,543,174,77,888,278,119,72,843,306,65,135,789,69,33,28
SA0873,22625,25201,30824,20756,27240,40519,37931,33733,63393,77514,75680,66119,11067,14008,16909,21473,11108,16855,21428,18930,16234,15093,16566,22613
SA0874,4965,333,206,50,3958,103,33,44,12585,833,232,83,3208,379,141,76,2891,371,88,140,3675,90,72,51
SA0875,7330,389,255,87,6686,111,48,51,19679,769,334,170,4907,348,174,109,3889,350,127,176,5706,108,52,62
murE,8178,2503,1733,1388,8309,535,323,279,20749,4918,2797,2581,8646,2887,1918,1422,6470,2683,1770,1890,6107,516,324,233
SAS026,1167,377,239,174,932,96,39,44,2539,793,485,306,1071,481,332,261,834,508,259,358,927,107,49,34
prfC,10104,4715,3269,2085,10739,1672,667,500,23168,9836,5186,3780,9458,5467,3451,2505,7675,5486,2907,3659,8488,1710,751,435
SA0878,4780,3044,2007,1033,6264,2508,1367,816,15370,6699,3394,1976,4083,2637,1903,1151,3308,2478,1061,1821,4215,1418,721,378
htrA,7317,740,604,184,4995,92,47,58,17615,1754,795,319,5467,904,527,293,4900,933,457,628,4492,124,67,88
SA0880,7353,2907,3148,1604,4026,1081,647,618,15871,7321,4586,3003,4957,2638,1889,1561,5396,3275,2460,2845,4674,738,550,482
SA0881,2795,162,96,34,2326,194,49,48,5593,414,142,51,1775,236,115,40,1773,241,53,93,1912,150,82,57
SAtRNA16,745,89,122,104,748,87,185,182,1085,20,41,91,249,13,21,31,124,14,30,20,270,16,13,18
SAtRNA17,611,57,88,74,628,64,102,108,914,15,31,67,227,12,15,25,106,11,22,17,223,13,6,10
SA0882,53,8,14,6,61,34,34,97,368,202,168,147,115,39,34,40,52,29,28,39,112,41,59,108
SA0883,591,11,12,11,905,16,6,12,1427,36,36,42,518,28,33,44,439,24,22,19,923,16,30,69
SA0884,3032,1236,1194,221,2049,1466,487,181,6030,4651,2209,349,2084,1521,1003,409,1104,1135,212,708,2077,874,753,237
SAS027,1496,307,429,72,1087,462,133,99,3574,1854,829,90,1685,1264,888,373,1376,1327,309,832,1716,374,410,159
SA0885,2697,716,921,179,1620,967,452,348,3507,4360,1730,324,4433,3533,2248,850,3660,3291,749,2432,3775,836,1173,465
SAS028,106,164,116,231,86,169,372,758,182,112,194,423,69,71,108,169,42,48,131,94,70,79,113,195
SAS029,34,1,0,2,34,1,1,0,71,4,2,0,13,3,0,0,12,2,3,1,21,2,0,1
SA0886,124,5,6,1,90,3,0,2,238,19,5,4,92,9,1,1,73,13,1,7,76,4,0,4
SA0887,56,0,2,0,31,0,0,0,179,12,1,0,51,10,3,0,48,13,2,2,42,1,3,0
SA0888,127,14,4,3,92,3,2,0,304,38,9,4,78,18,3,0,83,17,0,4,77,6,2,1
SA0889,78,15,23,12,84,30,25,42,205,57,34,22,96,91,110,66,57,59,19,55,78,4,8,6
SA0890,1650,512,482,98,2045,585,267,84,10149,1412,693,86,6112,5030,4830,2030,2584,1796,680,1458,3264,374,301,206
SA0891,806,608,438,122,387,254,116,53,830,389,235,79,408,195,119,64,853,945,279,624,220,53,41,27
SA0892,47,10,17,4,43,23,10,5,23,116,45,2,80,73,28,7,63,53,8,32,114,22,48,20
SA0893,1459,41,16,3,1196,33,7,10,3111,30,11,10,1246,45,24,19,884,61,21,12,1036,15,12,18
SA0894,6145,2715,1651,391,3240,366,125,125,16047,7371,2137,574,6934,4875,2366,561,6388,4818,823,2687,3819,332,135,114
SA0895,3574,384,230,89,2640,102,38,47,6854,665,291,190,4116,598,293,158,3211,585,201,349,3172,82,63,51
menD,7402,2511,1707,860,5511,670,230,175,14278,4398,2165,1606,8020,3339,1654,1257,6146,2962,1256,1730,5537,592,269,201
SA0897,4447,2098,1327,603,3058,788,219,145,7778,4503,1917,974,4765,3476,1482,940,3774,2876,886,1504,3415,812,383,243
menB,22070,29791,20127,12358,25060,23399,22978,13025,44721,41859,25228,18506,16752,20418,13980,9462,13606,19987,10129,15016,17102,14198,8888,5622
sspC,198,131,260,143,96,163,131,196,436,1147,1149,701,137,168,175,195,126,153,133,191,102,58,150,209
sspB,782,647,883,575,505,839,475,635,2819,4409,4289,3006,447,518,615,720,413,632,680,704,376,269,458,654
sspA,861,1488,1221,1920,946,1993,1565,2820,3430,5201,5177,7986,567,716,805,1260,424,789,1024,824,477,528,682,1193
SA0902,3120,502,413,154,2615,154,55,42,7623,1298,692,291,1967,616,372,259,2107,693,316,454,1936,89,51,65
SA0903,268,37,41,14,106,10,5,15,353,188,60,20,454,189,85,21,304,162,38,110,198,5,13,3
SA0904,436,75,93,14,204,21,8,12,546,149,90,25,340,116,73,62,374,166,75,101,288,24,28,26
atl,67817,43164,24305,11022,53560,27652,10765,3638,188503,95312,46388,23075,52770,37405,21744,11668,47817,40223,12583,22643,51128,20694,9223,3414
SA0906,777,551,355,137,651,321,134,45,2126,1179,765,251,669,532,406,235,485,517,200,360,453,118,75,16
SA0907,3172,403,374,50,1967,157,29,25,9289,2299,862,94,2636,1104,545,150,2165,1062,182,474,2905,244,162,87
SA0908,11030,1677,716,288,7946,354,205,273,28600,4129,1186,543,9734,2829,1043,348,7450,2506,364,988,8581,532,172,178
fmtA,2359,131,189,22,1200,21,4,13,3562,925,424,55,3292,833,456,141,2710,875,170,538,2111,22,29,41
SA0910,18832,24871,35264,21399,16627,32971,18370,23193,56412,70506,70143,48830,15855,26735,34992,44128,19771,42399,70097,50887,48590,63271,75042,101690
qoxC,42494,67357,74012,80370,47569,90653,93613,112877,97824,140618,136983,178548,38029,65787,79001,106385,43702,99085,148167,113876,108411,146664,160253,219103
qoxB,126408,183361,210744,230261,123275,250885,240873,343642,272111,376770,358537,467777,111890,175449,208841,279894,136065,265147,398802,310454,303542,382189,424143,610968
SA0913,68128,84295,103447,86781,58741,104704,93216,105630,151307,196356,196404,204698,54940,80633,98970,127010,71452,129889,205933,153469,160334,184093,199758,293095
SA0914,9080,3906,3942,799,5161,1567,572,430,26084,15748,8736,1582,8300,6158,3931,1859,6394,4982,1427,3381,10058,2327,1519,860
folD,38661,49043,55905,40483,29877,49655,45713,46996,99900,147747,140711,128694,22653,33143,37085,47968,18876,35324,38181,36749,19201,21197,26259,33736
SA0916,26687,5771,2923,1689,17309,3212,2220,1280,69869,10446,5060,3680,15473,4077,2457,1807,15280,4089,1322,2148,12005,1089,540,435
purK,63062,11443,7906,2907,37145,7623,3544,1895,129796,29826,14131,6327,47296,13114,7261,5418,39660,11804,3283,5892,27086,2659,1737,1142
purC,14821,2791,2396,780,10924,2174,937,516,28809,11685,5354,1626,13770,5157,2946,1910,9992,4819,1163,2502,9452,1123,790,389
SA0919,16506,5537,3547,1040,13500,4228,2047,571,35356,13642,6224,2536,8923,4610,2788,1495,7492,4905,1491,2362,9628,2016,1009,520
purQ,35259,16732,9710,4046,35478,14071,6583,2832,74965,39480,16840,9035,27847,17819,9895,6389,21136,16273,4846,8452,23598,6253,3133,1605
purL,106933,83082,51277,24431,120498,70099,34345,13486,236469,195071,87789,53439,81798,80657,48324,31079,62348,81955,29365,45200,75667,40860,16791,7496
purF,122975,127870,81224,35659,132296,116252,50491,18382,267403,275762,127272,70396,69135,91261,58236,36355,63760,106092,39131,61596,75417,66248,28130,10116
purM,87247,113663,79068,35522,97191,119477,53352,21288,181701,259425,124286,64440,52866,86293,60224,38388,50587,98920,38475,61985,57209,66970,33569,11399
purN,44975,58411,43882,16956,46321,66915,27018,10513,84594,146882,72835,31034,27574,49254,32265,20413,26691,55207,18899,34986,27508,33313,22733,6864
purH,113518,195867,150573,70411,126071,246913,142999,50499,237526,474952,273215,143170,66923,138718,107967,73758,66624,156748,67775,114553,73555,129423,98962,28938
purD,124665,283563,221144,122922,156216,349848,271667,103734,272005,611420,412786,253324,68262,161523,150334,110543,68207,200532,108031,163927,89557,183815,149558,46482
SA0927,15375,10527,13152,5783,9976,8282,3399,1806,2571,3125,1841,792,2954,3567,3073,2163,3545,5425,3859,5070,5704,2582,2267,1028
SA0928,79225,64680,68049,36866,64841,45405,18065,8260,14103,11933,7674,4591,13974,14030,12230,10272,14981,20827,16536,18741,21911,11462,7734,3427
