,111171_A,111171_B,111171_C,111171_D,111171_E,111171_F,111171_G,111171_H,111171_I,111171_J,111171_K,111171_L
RSAU_001198,6,4,13,3,10,4,9,12,8,7,8,5
RSAU_001199,28,24,40,43,28,21,39,62,43,15,15,19
RSAU_001200,1,1,6,2,1,0,1,1,2,1,1,2
RSAU_001201,7,6,7,3,0,1,4,6,3,3,4,1
RSAU_001202,77,62,66,43,43,50,56,85,56,47,50,42
RSAU_001203,453,529,432,356,438,353,416,566,374,243,247,178
RSAU_001204,16,24,15,16,12,15,20,23,9,12,7,8
RSAU_001205,1240,1444,1192,990,1327,1173,1285,1656,1297,797,737,725
RSAU_001206,37,32,30,34,28,24,34,41,42,14,13,27
RSAU_001207,1196,1264,1139,730,1112,957,1046,1337,1042,709,631,671
RSAU_001208,1965,2045,1610,1195,1680,1605,1585,2235,1693,1094,1129,902
RSAU_001209,83,59,96,80,46,67,64,101,86,65,97,103
RSAU_001210,416,401,512,510,344,453,502,716,532,416,649,346
RSAU_001211,735,622,985,827,594,809,765,1046,869,725,929,679
RSAU_001212,629,538,819,655,472,706,636,815,757,624,817,546
RSAU_001213,1516,1442,1608,1266,1147,1284,1244,1733,1429,1007,1165,911
RSAU_001214,359,334,278,166,287,280,240,401,325,255,190,157
RSAU_001215,1706,1616,1491,1146,1256,1188,1506,1983,1475,1382,1442,1283
RSAU_001216,19256,20329,19531,14834,15806,16227,14749,22459,18029,11560,13750,11552
RSAU_001217,4553,4587,4834,3619,3700,3771,3774,5511,4257,2440,3327,2737
RSAU_001218,184,208,214,147,133,162,147,202,162,104,106,101
RSAU_001219,160,134,202,165,115,169,200,291,228,69,64,59
RSAU_001220,1861,1775,1815,1529,1708,1570,1577,1976,1744,877,689,718
RSAU_001221,1640,1845,1562,1354,1444,1495,1239,1360,1211,1132,1400,1023
RSAU_001222,22,14,16,11,21,23,19,30,14,15,17,8
RSAU_001223,69,76,48,35,52,41,63,99,56,37,39,22
RSAU_001224,15665,15734,15021,11872,13387,12885,12565,16058,14197,8000,9204,7381
RSAU_001225,177,144,141,122,126,189,128,207,164,137,110,89
RSAU_001226,610,512,475,323,430,441,476,585,455,309,364,280
RSAU_001227,174,165,172,152,146,120,197,195,158,137,103,70
RSAU_001228,1111,1122,1178,1252,1016,1024,1157,1356,1164,718,554,485
RSAU_001230,1892,1649,1356,933,1153,1229,1273,2175,1447,1506,1559,1234
RSAU_001231,4469,3354,3961,3326,3290,3943,3877,5018,3616,2111,2445,1925
RSAU_001232,12568,13953,10881,9416,11333,9491,10397,12119,10288,6953,7433,5634
RSAU_001233,1232,1263,1185,885,1183,1038,1085,1371,1119,856,879,808
RSAU_001234,1175,1096,941,691,888,880,948,1147,900,610,857,633
RSAU_001235,845,801,601,442,698,664,634,764,702,556,670,468
RSAU_001236,1100,1180,1220,1268,1137,1118,1318,1491,1326,666,724,500
RSAU_001237,2206,2407,2602,2316,2310,2149,2390,2932,2552,1010,1074,729
RSAU_001238,1315,1284,1134,919,1113,1103,1212,1578,1289,939,1008,763
RSAU_001239,642,732,584,491,611,488,473,656,450,393,374,321
RSAU_001240,4839,5037,4238,3418,4047,3765,3637,4865,3810,2889,3297,2789
RSAU_001241,10175,10378,8586,6833,7892,7457,7979,10156,8065,6224,6363,5636
RSAU_001242,1233,1359,1283,990,1148,971,1078,1518,1145,2011,2207,2010
RSAU_001243,887,799,810,649,751,717,792,1006,911,548,478,427
RSAU_001244,24,34,15,32,29,43,35,58,38,46,29,40
RSAU_001245,349,380,324,284,321,279,291,431,328,221,229,165
RSAU_001246,230,148,179,157,172,169,178,221,176,145,203,158
RSAU_001247,743,824,921,718,795,701,748,1034,821,436,501,319
RSAU_001248,10,18,17,6,14,8,10,8,27,6,13,14
RSAU_001249,7,5,4,4,5,2,6,3,2,2,1,0
RSAU_001250,7,6,7,6,6,8,11,11,9,6,6,8
RSAU_001251,0,0,3,1,1,5,2,1,4,0,1,2
RSAU_001252,3,3,3,2,4,1,0,6,3,1,1,0
RSAU_001253,3,7,10,4,8,6,7,12,16,3,8,5
RSAU_001254,44,64,50,29,54,46,70,99,52,37,40,37
RSAU_001255,3175,3804,3354,2756,2996,2939,3083,4092,3399,1811,1781,1395
RSAU_001256,4707,5391,4929,4268,4991,4623,4514,5977,4711,2194,2182,1862
RSAU_001257,558,612,418,379,446,346,506,561,459,371,350,295
RSAU_001258,274,277,257,168,258,197,198,300,230,149,191,138
RSAU_001259,157,139,137,93,119,135,124,196,143,90,85,63
RSAU_001260,69,57,64,60,50,63,47,66,52,27,38,28
RSAU_001261,82,71,63,63,64,44,48,94,57,47,41,40
RSAU_001262,42,50,39,29,49,43,32,35,38,28,23,23
RSAU_001263,436,420,393,249,292,308,349,563,407,289,299,281
RSAU_001264,3294,3346,3110,2669,2866,2770,2729,3423,2795,1611,1670,1347
RSAU_001265,55,69,59,52,59,53,48,79,53,33,37,42
RSAU_001266,32,36,30,26,30,17,23,50,33,19,15,13
RSAU_001267,21,11,10,19,15,7,13,20,15,11,13,7
RSAU_001268,11,10,10,9,19,5,7,10,7,13,6,2
RSAU_001269,42,47,45,42,47,25,25,28,18,30,24,38
RSAU_001270,1779,1799,1644,1336,1424,1460,1529,1757,1580,1074,1217,920
RSAU_001271,1448,1301,1422,1190,1247,1366,1165,1547,1416,730,668,555
RSAU_001272,205,144,178,129,144,133,182,211,180,145,173,122
RSAU_001273,435,376,507,320,241,320,353,423,360,405,517,362
RSAU_001274,329,393,422,273,238,288,319,420,345,365,503,266
RSAU_001275,454,397,553,291,303,370,385,468,379,391,587,372
RSAU_001276,645,490,701,498,415,526,562,647,544,545,717,475
RSAU_001277,335,308,342,233,248,277,283,384,320,274,333,216
RSAU_001278,307,271,349,210,235,265,263,348,329,247,305,186
RSAU_001279,1639,1465,1520,1018,1304,1262,1252,1737,1355,919,1028,760
RSAU_001280,462,446,465,398,436,390,403,524,441,268,327,288
RSAU_001281,154,141,108,95,122,102,88,131,116,91,107,92
RSAU_001282,1296,1544,1110,759,1261,1192,1171,1499,1265,1519,1302,1078
RSAU_001283,478,488,397,263,418,439,343,546,298,309,315,308
RSAU_001284,36,54,53,54,42,56,38,67,56,38,40,20
RSAU_001285,1419,2131,1750,1541,1650,1418,1523,2116,1544,981,1048,782
RSAU_001286,5092,6835,6500,6116,5874,5358,5248,6796,5933,3785,3749,2718
RSAU_001287,532,507,525,461,436,460,551,713,541,371,344,270
RSAU_001288,920,1045,1221,1092,921,922,1119,1502,1301,769,792,524
RSAU_001289,268,334,383,268,258,259,345,496,414,276,249,181
RSAU_001290,1698,1808,1813,1511,1649,1589,1491,2018,1667,997,1019,931
RSAU_001291,3214,3410,2984,2378,2933,2731,2530,3687,2950,2084,2026,1718
RSAU_001292,14061,15438,16870,16426,15043,14410,14608,17555,15460,8834,9115,6758
RSAU_001293,23945,29477,27805,24092,24382,21879,24363,30798,25800,16675,16947,11214
RSAU_001294,839,927,811,851,777,743,740,1100,903,604,545,418
RSAU_001295,392,393,333,259,321,280,308,471,354,281,248,197
RSAU_001296,455,455,422,315,373,358,363,532,369,268,298,217
RSAU_001297,392,442,411,379,376,357,398,591,458,274,271,162
RSAU_001298,40,52,39,33,38,41,50,61,43,25,32,31
RSAU_001299,2131,2382,2074,2006,2301,2091,2226,2854,2494,1402,1257,1163
RSAU_001300,1158,1525,1177,931,1246,1150,917,1456,1070,710,747,581
RSAU_001301,3126,3473,3261,2612,3208,2993,2654,3578,3073,1900,2077,1551
RSAU_001302,1360,1623,1417,1234,1393,1212,1161,1659,1402,889,837,665
RSAU_001303,1925,2335,2202,1831,1888,1813,1916,2593,2150,1200,1349,963
RSAU_001304,1030,1487,1217,1130,1253,995,1209,1612,1357,653,687,444
RSAU_001305,644,893,774,670,704,518,765,1020,728,438,435,313
RSAU_001306,865,1030,956,834,901,795,846,1271,1120,593,582,471
RSAU_001307,1150,1284,1149,970,1149,993,944,1330,1127,747,696,499
RSAU_001308,1519,1883,1830,1462,1604,1418,1447,2049,1567,1074,1004,739
RSAU_001309,298,343,307,265,241,256,229,491,276,212,201,155
RSAU_001310,154,135,95,83,140,110,90,135,117,96,101,65
RSAU_001311,117,106,80,64,72,88,87,92,66,44,46,43
RSAU_001312,180,256,274,236,202,169,227,255,235,173,114,106
RSAU_001313,1472,1661,1578,1291,1336,1361,1316,1953,1591,771,705,560
RSAU_001314,4306,4934,5043,4483,4032,4038,4735,5769,4946,2426,2195,1617
RSAU_001315,20,25,22,24,36,33,26,24,34,14,9,10
RSAU_001316,172,153,141,130,156,153,162,198,163,96,86,65
RSAU_001317,608,625,673,538,512,558,618,714,681,295,352,297
RSAU_001318,1636,1654,1685,1379,1490,1494,1638,2097,1705,1040,986,827
RSAU_001319,1212,1530,1366,980,1139,1077,1184,1711,1286,808,695,548
RSAU_001320,169,203,177,106,139,181,194,300,183,113,112,104
RSAU_001321,1915,2352,2416,1777,1858,1767,2072,2844,2163,1202,1460,841
RSAU_001322,17937,22265,23083,20657,18795,17370,21155,26446,22682,11304,14476,7750
RSAU_001323,1060,1182,1023,810,1109,960,758,1096,797,611,501,474
RSAU_001324,1290,1467,1392,1146,1200,1197,1030,1502,1160,776,590,580
RSAU_001325,769,907,782,610,739,721,669,982,717,497,452,438
RSAU_001326,3792,3494,3792,2992,3159,3349,3168,4081,3491,1800,2015,1605
RSAU_001328,924,1054,1010,934,973,865,880,998,863,536,531,389
RSAU_001329,722,971,812,827,810,662,718,911,753,393,369,274
RSAU_001330,570,752,658,610,608,552,523,760,656,320,339,222
RSAU_001331,121,99,101,83,125,105,98,138,112,58,49,61
RSAU_001332,8439,9341,7897,5526,6848,6773,6338,8778,7336,5320,7090,5243
RSAU_001333,248,250,304,253,224,224,242,357,315,176,168,132
RSAU_001334,237,272,274,236,252,240,256,372,266,165,169,140
RSAU_001335,1254,1233,1216,1042,1112,1116,1121,1536,1280,834,843,655
RSAU_001336,899,983,1046,834,832,841,928,1244,1088,608,673,465
RSAU_001337,535,606,694,604,522,559,623,774,612,405,401,304
RSAU_001338,495,502,498,439,439,470,473,593,538,352,369,236
RSAU_001339,2073,1900,2009,1495,1748,1980,1948,2617,2141,1153,1231,1031
RSAU_001340,1458,1694,1733,1678,1489,1515,1631,1955,1654,868,889,542
RSAU_001341,523,670,599,736,600,505,522,672,559,362,339,236
RSAU_001342,410,456,399,274,437,340,275,451,329,295,233,173
RSAU_001343,5489,5325,4313,2877,3879,4835,4521,7150,5641,3438,3625,2678
RSAU_001344,1756,1981,1851,1677,1806,1711,1780,2253,1926,1047,972,666
RSAU_001345,1900,2043,1952,1640,1664,1757,1965,2545,1965,1258,1264,883
RSAU_001346,56,55,72,49,68,55,52,64,62,49,64,55
RSAU_001347,30778,31891,29477,23261,28233,25473,24322,31754,26236,15299,15187,14080
RSAU_001348,987,867,859,749,731,717,741,1091,813,593,727,580
RSAU_001349,733,739,686,563,608,639,587,724,636,397,450,370
RSAU_001350,1647,1581,1695,1554,1427,1446,1352,1803,1494,890,952,855
RSAU_001351,7714,8788,9138,9344,7628,7233,8631,9828,8415,4161,4311,3550
RSAU_001352,1123,1411,1340,1223,1188,976,1270,1516,1254,727,727,565
RSAU_001353,501,507,486,446,407,375,443,554,504,293,296,221
RSAU_001354,2870,2280,2515,1928,1791,2210,1866,2275,1934,1519,2012,1471
RSAU_001355,4179,4985,3397,2653,3852,2846,3277,3980,3302,2729,2912,2322
RSAU_001356,78,83,96,115,76,70,110,118,112,67,68,52
RSAU_001357,189,187,218,203,163,167,177,239,193,157,116,129
RSAU_001358,25,55,29,32,36,26,29,48,44,24,29,15
RSAU_001359,1130,1383,1316,1230,1241,1195,1249,1852,1313,936,933,663
RSAU_001360,1594,1879,1537,1355,1652,1467,1356,1765,1339,1079,1175,818
RSAU_001361,762,878,857,740,654,684,757,1040,770,845,920,611
RSAU_001362,366,467,401,324,363,303,365,532,373,521,421,315
RSAU_001363,599,629,581,521,494,433,496,795,627,812,705,539
RSAU_001364,399,369,353,276,312,297,339,438,298,226,292,229
RSAU_001365,924,914,1134,815,693,951,703,1086,849,507,618,467
RSAU_001366,1379,1115,1378,945,972,1282,993,1464,1206,554,789,678
RSAU_001367,178,164,127,121,122,142,112,204,132,78,86,77
RSAU_001368,2041,1918,2003,1603,1709,1631,1504,2044,1672,945,1040,995
RSAU_001369,348,383,339,285,271,294,308,437,364,211,214,167
RSAU_001370,1747,2034,1761,1387,1639,1472,1545,2025,1571,1128,1248,954
RSAU_001371,1175,921,1022,863,890,888,1018,1172,994,726,627,612
RSAU_001372,13044,12957,12372,9781,10536,10162,9560,13247,10143,7055,7386,5816
RSAU_001373,2758,2912,3015,2345,2300,2309,2309,3022,2620,1912,1855,1383
RSAU_001374,1025,1097,1032,984,934,944,818,1250,1000,757,679,546
RSAU_001375,224,282,254,254,235,209,206,292,246,187,169,139
RSAU_001376,632,679,491,336,472,482,502,695,550,513,561,473
RSAU_001377,10731,11160,10389,8672,9795,9223,7996,10349,8578,5738,6015,4992
RSAU_001378,2675,3172,2791,2318,2383,2250,2232,2899,2422,1359,1575,1109
RSAU_001379,2426,2363,2166,1793,2193,1928,1667,2163,1818,1273,1248,1146
RSAU_001380,1004,963,848,554,820,816,638,919,786,647,751,581
RSAU_001383,1192,1540,1484,1395,1528,1255,1333,1699,1548,655,667,395
RSAU_001384,1471,1756,1861,1688,1753,1578,1574,2072,1858,748,877,498
RSAU_001385,2240,2935,2763,2471,2489,2183,2474,3142,2804,1169,1136,743
RSAU_001386,2317,2913,2422,2327,2708,2265,2358,3028,2651,1300,1127,969
RSAU_001387,329,320,259,190,287,251,247,375,253,123,127,109
RSAU_001388,1465,1814,1855,1767,1648,1662,1682,2073,1911,882,821,616
RSAU_001389,110,134,191,172,129,129,162,212,176,83,68,37
RSAU_001390,2229,2610,2758,3008,2318,2215,2494,3022,2794,1415,1305,997
RSAU_001391,948,1071,1100,1185,925,854,1052,1188,1070,612,551,476
RSAU_001392,974,1016,1122,1045,897,875,1082,1253,1042,637,590,432
RSAU_001393,1992,2126,2198,2122,1898,1957,2004,2633,2189,1105,1122,863
RSAU_001394,456,485,468,365,342,421,448,646,565,292,249,214
RSAU_001395,2925,2544,2583,1904,2496,2479,2093,2759,2398,1525,1746,1378
RSAU_001396,1644,1748,1643,1379,1495,1539,1350,1792,1462,805,836,666
RSAU_001397,510,504,489,393,416,404,424,572,430,287,248,237
RSAU_001398,161,183,173,204,161,175,176,253,173,97,93,91
RSAU_001399,2011,1981,2081,1635,1741,1764,1716,2249,1985,1338,1401,1131
RSAU_001400,777,762,582,380,588,566,477,644,612,557,562,396
RSAU_001401,16550,19444,19093,14470,14950,14777,15325,20652,17096,8824,9797,7125
RSAU_001402,9047,12175,10893,8257,8767,8233,9207,11971,10247,4812,5106,3361
RSAU_001403,3906,5174,4269,3097,3858,3480,3510,5135,3906,2124,2171,1727
RSAU_001404,328,368,303,227,313,275,251,340,242,291,234,227
RSAU_001405,32,25,35,39,37,33,33,48,48,16,17,11
RSAU_001406,14,21,21,25,12,8,16,30,20,11,10,11
RSAU_001407,12,6,8,12,3,5,13,13,17,4,1,7
RSAU_001408,32,24,20,27,29,19,31,42,30,8,16,15
RSAU_001409,23,27,28,17,20,20,23,36,20,7,12,10
RSAU_001410,722,784,814,794,774,682,740,1033,809,472,438,370
RSAU_001411,87,67,83,88,78,76,86,137,91,52,61,34
RSAU_001412,321,301,296,307,332,310,331,435,290,236,191,118
RSAU_001413,16,21,6,11,14,14,12,23,8,4,6,5
RSAU_001414,361,442,433,391,384,387,423,520,438,255,273,186
RSAU_001415,89,118,85,69,93,81,65,136,107,93,71,64
RSAU_001416,515,541,596,519,422,472,470,666,495,230,293,193
RSAU_001417,4595,4911,4960,4338,4405,4083,4060,5218,4640,2550,2454,1746
RSAU_001418,21228,21239,18594,13048,15738,14491,15167,20579,16368,12276,14960,12932
RSAU_001419,257,202,194,180,170,171,168,212,201,117,114,112
RSAU_001420,260,225,208,188,193,218,189,275,199,153,141,123
RSAU_001421,247,240,239,288,236,239,245,274,234,164,165,102
RSAU_001422,623,765,744,768,636,724,761,973,783,451,412,324
RSAU_001423,755,800,839,718,738,713,799,1010,886,567,508,433
RSAU_001424,1159,1192,1176,992,1082,979,1056,1489,1171,716,757,546
RSAU_001425,337,338,354,301,297,292,361,487,365,246,232,185
RSAU_001426,4065,4476,4087,3658,4005,3594,3881,5157,4374,2899,2935,2255
RSAU_001427,2819,3296,3037,2811,2653,2397,2848,3826,3068,2268,2169,1591
RSAU_001428,865,1014,924,853,867,864,813,1063,873,558,501,401
RSAU_001429,277,366,318,272,308,247,227,385,297,187,176,150
RSAU_001430,8091,8039,6996,5249,5928,5486,6432,7298,6668,4011,4492,3508
RSAU_001431,666,908,763,741,785,792,642,870,658,362,363,277
RSAU_001432,866,1237,1083,1022,967,860,868,1209,928,490,446,311
RSAU_001433,309,389,348,311,309,236,268,357,288,147,160,130
RSAU_001434,291,372,301,284,324,274,296,378,273,164,136,113
RSAU_001435,457,581,488,371,437,373,358,583,396,240,234,172
RSAU_001436,861,1106,858,695,800,726,664,946,772,470,551,336
RSAU_001437,3694,3408,4235,3476,2876,3070,3673,4699,4104,2448,2682,2084
RSAU_001438,3783,3992,4094,3032,3023,3048,3498,4840,4225,2754,2918,2126
RSAU_001439,1771,2002,1858,1195,1321,1369,1456,2418,1760,1351,1467,1123
RSAU_001440,1554,1855,1518,1301,1602,1971,1699,2801,2249,1595,1356,1066
RSAU_001441,2716,2539,2513,2252,2139,2132,2604,3038,2604,1947,1960,1466
RSAU_001442,132,136,145,105,98,109,137,185,129,77,68,66
RSAU_001443,862,863,1015,948,841,1007,844,1342,1029,685,628,487
RSAU_001444,360,352,429,514,398,385,464,683,471,298,227,219
RSAU_001445,9335,9358,10235,9659,7783,7876,8325,11582,9245,6522,6753,5047
RSAU_001446,1757,1862,1899,1726,1487,1439,1812,2420,1997,1506,1375,1097
RSAU_001447,1690,1855,1643,1177,1568,1377,1376,2250,1688,1419,1266,1059
RSAU_001448,92,101,100,98,105,86,102,114,90,73,61,59
RSAU_001449,2022,2004,2109,1910,1697,1793,1886,2642,2037,1379,1414,1052
RSAU_001450,634,570,484,414,451,634,528,914,636,431,444,392
RSAU_001451,357,318,366,385,319,277,330,480,312,224,254,165
RSAU_001452,382,329,377,331,294,366,370,541,410,288,302,206
RSAU_001453,398,512,355,262,360,275,327,433,350,260,325,213
RSAU_001454,105,118,114,101,111,111,103,143,105,82,63,54
RSAU_001455,1070,1199,1026,988,1179,940,878,1245,1009,655,620,550
RSAU_001456,383,391,355,276,341,347,296,489,388,224,208,182
RSAU_001457,349,361,404,365,371,355,322,509,361,181,175,137
RSAU_001458,268,319,366,343,216,265,278,443,346,149,137,111
RSAU_001459,56,75,97,63,64,75,68,98,93,35,35,16
RSAU_001460,294,388,414,486,373,339,335,508,369,197,191,131
RSAU_001461,532,659,658,671,540,594,613,835,656,381,283,221
RSAU_001462,137,177,192,146,147,158,152,251,179,96,84,50
RSAU_001463,181,206,192,188,165,162,198,285,209,131,112,119
RSAU_001464,1,2,5,4,4,0,7,8,9,1,2,5
RSAU_001465,70,72,55,56,69,60,72,85,68,55,38,38
RSAU_001466,469,512,428,380,396,372,431,535,431,256,265,201
RSAU_001467,122,177,113,119,111,94,132,177,117,73,60,55
RSAU_001468,197,235,193,205,157,157,198,281,180,81,104,71
RSAU_001469,57,76,70,80,57,41,73,77,67,38,38,20
RSAU_001470,254,289,274,320,221,202,224,345,283,132,126,80
RSAU_001471,138,154,130,126,111,75,125,138,150,68,63,46
RSAU_001472,1920,1891,1929,1747,1826,1791,1836,2252,1938,1274,1247,909
RSAU_001473,1150,1257,1561,1456,1192,1331,1288,1672,1388,732,758,537
RSAU_001474,1843,2267,2404,2176,1897,2067,2018,2733,2411,1277,1258,750
RSAU_001475,650,734,785,842,670,616,708,954,774,381,417,268
RSAU_001476,159,237,184,157,166,129,187,308,217,166,123,117
RSAU_001477,1975,1873,1879,1543,1747,1538,1531,1976,1530,1469,1434,1185
RSAU_001478,2012,1852,1843,1627,1807,1669,1708,2189,1785,1550,1464,1272
RSAU_001479,633,648,548,439,567,535,550,720,506,442,410,325
RSAU_001480,1124,1331,1265,1030,1052,1060,1217,1521,1368,693,627,413
RSAU_001481,1436,1470,1494,1319,1374,1385,1359,1706,1519,785,687,555
RSAU_001482,274,324,283,191,244,214,255,324,266,159,150,115
RSAU_001483,2451,2368,2436,1957,1941,2099,1929,2494,2206,1344,1456,1102
RSAU_001484,1286,1356,1258,1068,1044,1009,1062,1524,1191,805,861,613
RSAU_001485,2132,2057,2013,1649,1646,1598,1391,1487,1340,988,1114,897
RSAU_001486,641,814,695,717,682,503,753,1015,688,385,472,505
RSAU_001487,39,55,42,34,45,38,45,80,54,34,51,35
RSAU_001488,619,509,584,371,432,480,442,703,491,365,417,312
RSAU_001489,3092,2945,2950,2552,2259,2290,2433,3052,2508,2095,2395,1720
RSAU_001490,1074,907,1086,911,845,904,883,1189,999,737,789,713
RSAU_001491,1394,1352,1338,1101,1136,1170,1123,1524,1282,725,705,504
RSAU_001492,179,225,260,195,193,177,225,322,228,124,113,86
RSAU_001493,2337,2191,2359,2239,2026,2092,2294,2572,2394,1751,1679,1264
RSAU_001494,1603,1616,1590,1506,1541,1385,1468,1882,1540,1245,1211,1025
RSAU_001495,4465,4980,5160,4699,4330,4348,4703,6241,5062,3640,3631,2560
RSAU_001496,415,319,467,412,327,392,428,530,454,285,254,197
RSAU_001497,1149,895,1199,1003,786,1038,1110,1465,1276,771,751,562
RSAU_001498,6041,5864,6211,5225,5522,5542,5204,6731,5662,3693,3377,2355
RSAU_001499,663,689,580,428,558,606,494,865,549,402,448,335
RSAU_001500,969,972,1006,932,841,919,935,1245,969,553,577,433
RSAU_001501,619,791,828,690,681,753,645,961,871,422,439,305
RSAU_001502,1106,1058,1304,1297,1052,1147,1118,1504,1265,739,766,533
RSAU_001503,790,859,767,752,718,689,772,988,850,506,465,352
RSAU_001504,539,583,586,484,523,475,477,688,535,353,364,280
RSAU_001505,1048,1070,1106,971,987,1048,1011,1387,1112,739,686,553
RSAU_001506,3284,2831,3020,2652,2592,3023,3125,3686,3029,1787,2007,1692
RSAU_001507,4068,3317,3864,3384,3292,3492,3684,4329,3944,2198,2204,2022
RSAU_001509,562,646,571,524,588,552,487,785,610,326,333,238
RSAU_001510,632,729,649,569,638,552,545,841,622,378,338,301
RSAU_001511,117,172,92,110,124,93,109,149,104,64,86,65
RSAU_001512,15,20,17,6,7,14,15,27,14,7,8,18
RSAU_001513,6,0,5,2,3,8,5,2,2,5,5,2
RSAU_001515,3995,2744,3323,3229,2441,2965,2259,2609,2362,3128,3526,2855
RSAU_001516,58,47,42,37,26,44,26,36,26,33,44,27
RSAU_001517,482,472,492,594,489,434,525,559,522,267,245,239
RSAU_001518,1164,1374,1272,1212,1148,1030,1209,1659,1369,689,559,437
RSAU_001519,138,216,164,162,141,153,139,247,180,147,90,76
RSAU_001520,3,8,9,8,8,6,7,15,13,6,5,3
RSAU_001521,38,32,39,19,24,24,30,50,42,35,38,18
RSAU_001522,1488,1501,1662,1396,1282,1444,1520,1971,1626,838,794,510
RSAU_001523,1561,1787,1951,1626,1437,1510,1695,2287,1820,840,856,611
RSAU_001524,854,941,685,591,791,563,650,769,594,467,550,444
RSAU_001525,1646,1281,1346,1056,1022,1188,1040,1377,1110,1000,972,985
RSAU_001526,2363,2021,2034,1727,1916,1908,1583,2291,1818,1166,1387,1116
RSAU_001527,707,813,710,634,629,705,580,816,734,331,390,324
RSAU_001528,164,154,215,201,187,163,147,186,191,101,114,72
RSAU_001529,881,966,1038,892,885,879,900,1245,1037,641,582,432
RSAU_001530,445,477,517,409,483,508,403,567,483,360,298,224
RSAU_001531,3215,3139,3468,2982,3272,3117,2954,4053,3045,2256,2301,1669
RSAU_001532,177,203,211,158,220,182,164,259,199,100,84,92
RSAU_001533,10366,10554,10257,8230,9369,8762,8533,10756,9067,5397,6350,5013
RSAU_001534,6378,6064,6439,5191,5564,5450,5373,7226,6272,3010,2722,2515
RSAU_001535,515,650,559,490,518,474,508,713,558,299,260,193
RSAU_001536,79,108,80,62,83,70,97,125,72,49,48,23
RSAU_001537,1555,1323,1689,1559,1107,1510,1481,1786,1486,892,980,813
RSAU_001538,657,536,752,681,457,605,691,819,679,336,445,349
RSAU_001539,1277,1133,1430,1140,967,1300,1270,1713,1366,1011,837,800
RSAU_001540,392,495,350,346,398,282,387,607,394,217,277,200
RSAU_001541,1456,1562,1518,1251,1192,1230,1348,1728,1539,886,802,600
RSAU_001542,1595,1791,1716,1784,1540,1522,1522,2191,1656,1380,1457,981
RSAU_001543,2102,2454,2365,2334,2078,1954,2228,2909,2557,2201,2239,1492
RSAU_001544,476,516,522,393,395,407,433,614,474,461,552,338
RSAU_001545,5301,6093,4626,3866,4914,3779,4345,5637,4667,3440,3182,2587
RSAU_001546,1016,1143,1069,1090,1179,1142,1018,1367,1098,482,453,360
RSAU_001547,1316,1589,1464,1395,1420,1271,1177,1696,1332,652,526,449
RSAU_001548,3800,4452,3923,3443,3747,3535,3226,4355,3813,1824,1620,1412
RSAU_001549,357,389,323,276,307,289,326,456,348,178,215,201
RSAU_001550,2555,3472,2857,2517,3014,2411,2225,3140,2554,1268,1384,1033
RSAU_001551,680,858,691,552,766,571,569,807,653,375,353,233
RSAU_001552,13200,15636,13742,11949,13075,12063,10894,14726,12124,6803,7744,5567
RSAU_001553,4522,5968,5036,4393,4622,4223,3975,6073,4674,2279,2702,1767
RSAU_001554,4564,4578,3715,3142,3672,3504,4121,4776,4002,2994,3458,2441
RSAU_001555,6683,7477,6599,5222,6577,6199,5565,7178,6469,3470,3567,2647
RSAU_001556,548,729,605,513,645,634,574,774,565,323,404,242
RSAU_001557,1901,2052,2337,2109,2013,1951,2158,2659,2302,1376,1451,1001
RSAU_001558,1275,1438,1451,1294,1309,1328,1487,1851,1583,913,963,573
RSAU_001559,1279,1508,1549,1286,1337,1342,1504,2045,1720,851,921,608
RSAU_001560,4360,5222,4959,4661,4914,4413,4195,5482,4562,2822,2776,1778
RSAU_001561,1077,1299,1126,842,1111,964,943,1266,1032,743,675,497
RSAU_001562,911,1086,910,827,893,831,833,1132,837,583,658,432
RSAU_001564,1485,1688,1206,996,1219,1062,1159,1739,1284,789,951,713
RSAU_001565,1376,1576,1380,1149,1291,1269,1082,1517,1219,785,827,638
RSAU_001566,3910,3743,3433,2982,3722,3259,3176,3946,3343,2583,2673,2341
RSAU_001567,8491,8543,7120,4849,6602,6571,5728,7368,6208,5096,6631,4891
RSAU_001568,5306,6222,5240,4461,5297,4777,4118,5160,4418,3194,3062,2200
RSAU_001569,1931,2784,2401,2072,2015,1929,1831,2421,1856,1353,1534,1058
RSAU_001570,9300,9210,7772,5171,7348,6891,5775,7660,6245,4815,6136,4465
RSAU_001571,72,64,65,54,68,59,53,104,56,30,41,35
RSAU_001572,103,122,117,127,89,116,139,162,116,83,82,43
RSAU_001573,100,125,92,103,101,70,105,158,123,87,78,60
RSAU_001574,11081,10098,10525,8446,9490,9006,8692,11319,9667,6531,5625,5377
RSAU_001575,359,378,278,187,264,251,237,297,276,216,246,187
RSAU_001576,6115,4264,5537,4525,3874,4899,4627,5511,5211,2640,3260,2623
RSAU_001577,430,549,409,382,380,421,378,523,390,291,335,232
RSAU_001578,1027,1018,1013,833,796,844,758,875,757,544,789,551
RSAU_001579,467,423,530,430,368,396,475,512,445,458,550,327
RSAU_001580,1092,1070,1216,881,770,891,1002,1214,1019,879,1224,722
RSAU_001581,496,487,539,363,320,403,397,660,434,469,587,511
RSAU_001582,1050,1066,1023,877,923,943,899,1240,1043,718,681,607
RSAU_001583,747,682,748,717,572,555,649,791,690,428,431,417
