gene,E11,E12,E1E21,E1E22,E21,E22,WT1,WT2
CDS103808,1140,1110,1608,1391,1208,1349,1073,980
CDS106723,239,215,196,139,139,144,169,170
CDS104541,4130,4012,3804,3576,3600,3449,3671,3801
CDS108927,406,329,666,723,737,693,304,343
CDS113285,612,606,492,436,498,498,460,599
CDS108537,1584,1596,2271,2152,2214,1835,1474,1417
CDS21131611,308,157,302,277,506,217,133,164
CDS109015,23078,19441,26220,25029,20678,22062,18330,18786
CDS109896,6306,5169,5357,5251,5235,4616,4626,5262
CDS110170,2538,2538,1852,1845,1559,1709,2236,2282
CDS109244,1749,1590,2791,2592,2699,2289,1512,1622
CDS107973,788,730,822,777,720,677,685,773
CDS108547,3095,2826,3677,3384,3544,3038,2537,2842
CDS107391,28379,23517,28471,26458,30252,22664,20718,25062
CDS113313,3339,2991,2849,2613,2727,2369,2670,3099
CDS21131617,965,939,706,738,892,623,755,864
CDS102810,11112,10348,8293,8067,12099,7167,9575,9615
CDS105513,20740,18370,13956,14553,15532,14496,16030,18053
CDS107289,151,151,198,166,133,161,150,172
CDS107263,2202,2189,2562,2171,2220,1793,1846,2015
CDS111223,5876,4839,7085,6628,6899,5855,4881,5145
CDS113113,4568,3248,3618,3579,3995,3208,3249,3409
CDS111213,515,414,656,652,583,507,347,423
CDS110941,587,510,529,515,578,449,431,540
CDS109166,152,126,203,202,195,146,100,112
CDS113951,945,890,763,745,721,756,872,812
CDS110827,6455,5332,5871,5501,4674,5043,5360,5118
CDS112111,4595,4605,5132,4849,4421,4578,4326,4342
CDS113745,2378,1948,1913,1926,1814,1515,1819,2099
CDS108953,901,637,777,719,774,569,588,717
CDS105067,189,163,175,143,149,103,164,176
CDS105173,9727,9838,7257,6701,9160,7048,9053,10053
CDS105121,1717,1429,2466,2079,2115,1482,1204,1573
CDS108199,1524,1274,1829,1802,2220,1570,1138,1383
CDS107439,984,1028,946,890,534,744,843,979
CDS102998,717,648,1306,1255,1133,1031,585,654
CDS106669,8011,7885,8031,7518,9072,6771,6707,7594
CDS106867,1571,1565,1804,1648,1209,1398,1516,1474
CDS109144,11804,10334,10292,9922,8762,9257,9639,9979
CDS110893,1129,935,798,774,891,711,852,987
CDS104961,17636,15178,13326,13727,14603,12434,14015,15331
CDS109438,2090,2131,1419,1360,1285,1208,1799,1963
CDS113641,10155,9691,6636,6439,7801,6627,8883,10486
CDS103306,484,539,176,290,236,286,427,515
CDS108195,3761,3655,7166,6205,6287,5382,3002,3682
CDS103168,863,733,1687,1595,1677,1404,731,788
CDS103812,5487,4867,3580,3453,4276,3146,4499,4841
CDS107433,783,763,2945,2673,2119,2281,698,756
CDS110106,4742,3341,5734,5664,5338,5258,3419,3502
CDS106747,85,116,243,186,212,168,68,91
CDS104120,115,90,338,331,259,245,101,111
CDS108751,5659,4787,5558,5303,4933,5114,4593,4744
CDS109422,3038,2817,1682,1561,1827,1653,2331,2680
CDS110136,9970,9293,8950,8265,7944,7482,8238,9074
CDS102862,1515,1303,1622,1522,1629,1348,1221,1339
CDS108161,933,704,641,775,533,666,648,771
CDS110789,3830,3383,2112,2078,2250,1981,3330,3461
CDS103162,589,426,659,535,558,490,418,471
CDS110589,127,111,174,131,120,132,88,130
CDS104202,137,129,169,155,184,158,123,124
CDS111651,58621,56210,42372,41158,40445,39696,51678,53743
CDS102936,2457,1996,3868,3422,3207,2657,1710,1855
ncRNA15122509,2028,2345,2646,2702,2504,2426,2371,2223
CDS113883,5284,4065,4505,4281,4564,3891,3490,4162
CDS106963,64,38,553,461,453,372,40,47
CDS109520,18308,14855,14379,14269,15740,11968,14538,14736
CDS102948,3871,3246,3880,3658,5205,3157,2575,3125
CDS107509,2448,2876,4900,4089,4426,3825,2804,2533
CDS103426,1926,1345,1351,1330,1968,1169,1071,1462
CDS113711,7563,6584,4176,4268,4787,4017,5854,6722
CDS110881,1274,1129,1251,1195,975,1039,969,1024
CDS103448,2823,1504,1701,1857,5272,1667,1292,1395
CDS107901,1871,1253,1397,1458,1665,1242,1254,1378
CDS109502,1996,1802,2689,2550,2755,2237,1718,1792
CDS112178,5163,4110,4001,3957,3706,3639,3658,4014
CDS113691,249,284,199,178,160,201,270,292
CDS105649,12612,12746,11225,10338,10927,9480,11836,11795
CDS111439,5351,5595,7795,6935,7879,6103,5376,5259
CDS110455,8147,7432,3484,3610,2967,3243,6835,6654
CDS105939,32384,26169,15693,15317,17666,14676,23565,26634
CDS104643,280,163,191,191,351,203,160,189
CDS103436,151,112,576,561,462,509,126,127
CDS111533,1888,1762,3899,3789,3361,3161,1568,1719
CDS108477,1758,1480,1541,1449,1667,1288,1401,1712
CDS106243,1038,795,1603,1441,1518,1255,633,898
CDS108985,1310,1050,928,968,954,828,916,1095
CDS108359,359,338,394,385,298,381,302,342
CDS110104,2295,1798,2392,2326,2447,2253,1766,1858
CDS106803,2704,2265,1907,1824,1860,1666,2048,2382
CDS113753,1741,1707,1303,1141,1009,1050,1490,1595
CDS104222,883,751,703,663,739,591,700,792
CDS21131610,15622,16705,1837,1833,1592,1533,14137,15880
CDS102926,581,463,886,710,616,482,404,467
CDS113397,18701,17688,18025,17556,24184,16380,16222,17613
CDS104238,4186,3550,5589,5269,6012,4354,3278,3741
CDS113585,4087,2997,6495,6484,6609,5784,2650,3588
CDS103390,1712,1873,2217,2093,2171,2042,1698,1933
CDS103024,704,563,818,805,789,665,467,591
CDS108423,1460,1391,1218,1180,1435,1119,1247,1365
CDS112689,9466,9075,8386,7539,7247,6907,7163,9664
CDS110218,3301,3260,3023,2881,2930,2636,2896,3193
CDS103566,4732,3752,6434,6005,5050,5276,3327,3840
CDS110747,893,786,733,769,847,652,712,765
CDS104066,4155,3689,3482,3330,3126,3017,3377,3603
CDS112479,436,473,921,784,712,736,463,459
CDS112603,14491,11689,9996,10006,9772,8640,9802,12549
CDS113927,8108,7998,7735,7324,9675,6799,7184,7259
CDS113485,3099,2623,2249,2281,2561,2061,2375,2714
CDS109972,1716,1572,2485,2369,2494,1890,1370,1579
CDS108617,266,321,856,729,667,636,295,217
CDS107669,14446,10079,5996,6718,5690,5664,8276,11337
CDS105041,758,862,1663,1448,1383,1313,719,784
CDS113703,2591,2480,4068,3615,4268,3366,2173,2520
CDS107485,915,725,530,430,427,447,760,792
CDS113723,495,302,276,289,480,284,283,381
CDS113083,3963,3349,2599,2518,1855,1951,3249,3147
CDS104162,3502,3302,2759,2593,2419,2502,3255,3285
CDS105675,10856,9318,8906,8603,9677,7831,8895,9230
CDS111421,5138,5961,3892,3685,3310,3384,5844,5448
CDS108139,188,154,450,461,551,421,148,169
CDS112923,382,438,360,392,380,365,378,458
CDS104581,422,343,372,371,677,377,341,389
CDS104725,137,113,102,139,108,111,108,103
CDS107403,55,46,57,56,71,60,40,54
CDS111437,4490,4042,5159,4793,5133,3794,3856,4011
CDS109848,168,155,165,169,172,130,137,174
CDS105099,746,601,775,680,690,592,637,691
CDS105993,5848,4828,4555,4749,5221,4128,4631,4592
CDS108689,14307,13776,12195,10988,10166,9146,12111,13465
CDS105907,35,33,31,36,42,20,33,22
CDS110180,1532,1266,1590,1485,1349,1231,1215,1341
CDS108045,11725,10150,4647,4832,4390,4360,9127,10068
CDS112363,18151,15100,17586,16893,16045,15617,13611,14329
CDS113531,29,26,514,463,321,401,29,37
CDS111643,8925,7687,6095,6107,6061,5506,6961,7801
CDS109854,148,125,226,247,277,216,110,100
CDS111033,141,91,284,271,262,257,118,117
CDS106181,985,899,1002,1004,499,583,918,899
CDS112549,2442,2127,2300,2199,2555,1935,1849,2121
CDS103526,3148,2283,2691,2615,2688,2340,2256,2530
CDS103378,738,780,631,600,444,583,666,587
CDS104731,1485,1551,1796,1786,2001,1694,1346,1370
CDS107023,963,863,822,797,899,675,664,854
CDS107733,477,470,731,660,636,562,362,448
CDS111517,1663,1433,2185,1969,1934,1711,1324,1518
CDS110419,22949,19694,14617,14653,13585,13242,17720,18992
CDS106531,18465,21854,22216,20113,18817,16998,21394,19551
CDS112597,1410,1042,912,879,801,840,916,1176
CDS102918,877,787,925,901,894,844,810,874
CDS103802,71,69,180,137,184,153,64,63
CDS107597,829,677,467,504,255,458,663,683
CDS112561,13529,9778,5236,5950,6989,5402,9272,9821
CDS113469,1119,664,790,876,1482,754,583,658
CDS109330,485,596,758,655,658,601,545,496
CDS106461,1465,1373,1146,1045,934,1000,1251,1277
CDS110379,150,122,101,103,89,80,98,120
CDS112759,32175,33763,27814,26817,24492,25267,31411,30206
CDS103400,6543,5975,4991,4748,4274,4429,5385,5806
CDS107379,871,646,514,527,734,504,497,772
CDS103298,1792,1652,930,1094,989,1070,1494,1685
CDS109486,3823,2818,3127,3175,4110,2762,2368,2901
CDS106553,2230,1931,3261,2965,2960,2529,1777,1967
CDS106227,21318,24870,26837,21947,24767,21168,22480,19691
CDS105861,4568,3430,5636,5945,7245,4778,3008,3449
CDS106763,1632,1428,3183,3057,3351,2662,1273,1428
CDS112669,162,126,913,785,621,677,124,117
CDS111811,1721,1658,2141,2021,1902,1984,1582,1547
CDS112383,4041,2408,3073,3280,3089,2851,2118,2488
CDS109304,8026,7026,3848,4039,4220,3820,6693,7333
CDS110999,10,7,19,27,27,12,11,11
CDS105315,2078,1630,1690,1721,1553,1408,1433,1564
CDS109296,2435,1962,3320,3131,2865,2673,1903,2138
CDS109892,1655,1523,2198,2167,2066,1716,1294,1414
CDS111957,2011,1707,1672,1686,1918,1679,1512,1802
CDS107493,378,313,312,299,276,257,255,350
CDS110653,1115,990,962,971,857,813,897,1031
CDS111953,2436,1743,1855,1906,2341,1852,1573,2009
CDS108419,22916,16056,13261,14356,26729,12451,13486,17032
tRNA112471,73,97,87,79,88,67,102,99
CDS107021,262,244,293,275,324,271,199,221
CDS105045,275,197,282,310,306,234,181,200
CDS109668,356,347,265,274,266,208,271,296
CDS103680,1703,1262,1424,1397,1103,1137,1148,1375
CDS110198,722,662,877,791,967,752,568,650
CDS113367,867,766,765,768,1058,634,636,700
CDS110837,245,246,794,736,687,559,216,260
CDS113963,1171,668,1056,1053,934,1031,574,893
CDS103588,18992,17582,15537,16142,19393,14591,15467,17354
CDS111287,5084,4840,4158,3905,3373,3481,4803,4704
CDS108153,1196,961,1704,1525,1424,1330,856,987
CDS104116,98,82,275,226,258,210,82,113
CDS108949,1554,1331,1181,1206,1242,1001,1181,1366
CDS103618,621,578,1430,1853,1599,1429,404,555
CDS105129,1500,1642,2107,1911,1823,1720,1414,1456
CDS110459,13979,12179,7445,7463,5795,7029,11296,12099
CDS108997,4813,3962,5277,4764,4476,3827,3746,4040
CDS113841,2179,2112,2003,2008,1727,1751,1931,2164
CDS113505,17866,14894,6281,6498,5854,6691,14787,14302
CDS106375,2149,1965,1923,1671,1598,1668,1822,1862
CDS112873,5818,5245,4425,4454,3698,4176,5152,5163
CDS104192,12,18,23,18,29,23,13,7
CDS107011,1500,1604,1663,1455,1287,1399,1446,1482
CDS103322,4798,4089,3493,3498,3549,3031,3432,4182
CDS103440,1142,1088,1845,1777,1766,1625,987,1103
CDS113131,3006,2986,1413,1465,1216,1346,2907,2911
CDS112531,264,201,751,764,737,790,179,241
CDS111547,150,167,140,150,150,137,150,164
CDS103776,8136,4225,4159,6449,5999,5443,2846,5449
CDS106495,3080,2405,1806,1598,2084,1516,2281,2560
CDS113283,6692,5861,5282,5408,5420,5059,5563,6175
CDS105847,194,190,270,255,320,204,162,186
CDS110094,39875,34075,26165,25920,28126,23972,30409,35176
CDS109552,385,424,541,477,469,420,408,370
CDS113609,1169,940,1070,1080,1286,907,837,926
CDS113535,7172,7011,7114,6591,6628,6229,6751,6996
CDS110625,1586,1137,1034,1048,1328,959,1004,1235
CDS105321,1506,1105,1308,1163,976,1000,1007,1202
CDS107339,224,180,255,217,268,210,145,171
CDS112013,1143,943,1818,1707,1643,1401,936,1055
CDS103100,316,253,863,822,955,749,216,261
CDS110643,636,488,984,985,918,918,479,653
CDS104014,343,188,250,273,608,262,160,239
CDS110861,6748,6119,5619,5370,5534,4806,5456,5909
CDS112493,239,220,428,317,492,315,193,174
CDS109876,4374,4169,3300,2998,2729,2790,3738,3928
CDS108911,1182,984,921,1011,1168,905,907,992
CDS107429,354,295,266,270,187,219,275,271
CDS103760,870,439,683,841,846,682,325,578
CDS111103,133417,118820,29919,37116,39634,35945,113234,137506
CDS110148,1704,1599,1424,1325,1326,1262,1517,1534
CDS105759,511,392,385,346,411,285,430,423
CDS107769,140,102,248,242,216,204,87,95
CDS105393,480,400,521,503,519,455,344,404
CDS110843,1516,1263,1481,1417,1412,1269,1103,1268
CDS111937,10420,9355,5788,5880,5358,5022,8814,9024
CDS107453,73,66,321,277,292,272,65,59
CDS103382,523,488,679,601,644,530,480,531
CDS111899,2974,2356,2217,2238,2129,2066,2230,2461
CDS107941,840,769,1049,998,1236,1017,656,742
CDS108583,1089,1012,1320,1279,1458,1133,1014,1056
tRNA111375,9915,11079,6044,6331,5260,6373,10404,10136
CDS110877,26,22,354,265,237,208,34,20
CDS110034,347,339,280,239,200,248,313,287
CDS110429,7467,6458,4783,4922,4643,4568,6016,6053
CDS111151,648,504,788,731,723,606,472,542
CDS111303,46607,42033,21333,21524,18637,21095,36275,39550
CDS103532,1939,2248,2426,2195,2578,2127,2008,2050
CDS112781,5407,5429,5460,4911,4888,4334,4846,5168
CDS103710,2031,1794,1726,1574,1787,1422,1727,1839
CDS113957,1292,900,1076,1263,1205,1240,694,1036
CDS109119,5302,4668,3446,3727,3348,3414,4479,4446
CDS108467,53,31,49,44,37,29,32,35
CDS110152,6244,4867,3821,3906,4022,3369,3996,4998
CDS113973,1991,2139,3012,2482,2671,2362,1915,1955
CDS113023,12400,12528,8489,8290,7662,7981,10807,12354
CDS104813,770,533,1022,1088,1298,902,439,630
CDS104397,8,9,13,13,18,11,10,12
CDS106157,1237,1354,1420,1311,962,1051,1279,1247
CDS107017,868,807,1134,1012,1191,944,686,824
CDS111365,109843,98680,55115,53870,44041,53965,91906,96696
CDS112277,2052,1719,1113,1262,1184,1173,1671,1872
CDS107133,1077,488,718,830,1930,702,389,493
CDS108071,32732,26162,26224,25277,29349,22678,22498,26868
CDS109458,83,68,476,473,393,380,54,69
CDS103980,4643,3666,5084,5206,8253,4599,3498,3939
CDS103886,1238,1068,1132,1181,1246,1145,983,1173
CDS110785,4156,3132,2790,2771,2902,2442,2869,3183
CDS107797,571,627,4292,3570,3025,3122,560,609
CDS113979,1440,1463,1463,1449,1514,1357,1314,1350
CDS113961,1573,950,2095,2082,2095,1937,809,1231
CDS113763,2566,2494,3075,2850,3029,2602,2264,2471
CDS110265,23414,22869,19715,18464,21571,15888,18987,21976
CDS111135,1208,993,885,791,814,717,891,1016
CDS112313,8016,7169,8045,7309,8046,6377,6788,6948
CDS112827,311,278,703,684,838,570,254,284
CDS104449,2348,2501,2633,2365,2490,2133,2205,2339
CDS106411,2776,2881,2655,2541,2428,2300,2616,2547
CDS110639,1562,1189,1763,1751,2217,1534,960,1346
CDS109288,19,7,19,22,18,20,12,9
CDS107555,1901,1776,1987,1863,1837,1649,1685,1888
CDS113525,134,158,512,420,356,399,154,155
CDS107187,212,186,73,72,63,77,154,169
CDS112475,587,592,1034,964,825,806,513,540
CDS110611,2207,2330,1524,1390,1339,1270,1981,2042
CDS111837,1302,1365,1588,1399,1448,1314,1352,1323
CDS103634,926,832,1844,1583,1530,1478,776,928
CDS105255,6523,4224,4081,4313,7548,3745,3733,4413
CDS108483,1109,987,2060,1723,1805,1486,941,1019
CDS105237,1242,1296,1205,1137,1163,1150,1112,1177
CDS108977,1678,1439,2193,1936,1822,1543,1393,1393
CDS113203,13382,14129,11536,10871,11623,10448,11849,12919
CDS113385,22810,22792,22407,20666,22502,19652,21552,21682
CDS113103,655,451,654,606,713,472,387,426
CDS112285,737,871,1199,1027,1114,1012,749,726
CDS108029,23562,24389,20292,19532,20569,17441,21739,22406
CDS108219,2267,2225,4237,3671,4046,3156,1934,2098
CDS107813,19,21,119,67,64,70,10,28
CDS105135,1268,738,932,925,1392,895,497,849
CDS134023,39259,34461,28642,28668,28253,26840,30073,34450
CDS107195,94,69,132,130,131,117,74,73
CDS108693,2103,1857,1751,1561,1361,1370,1605,1794
CDS103274,386,344,437,432,494,356,286,368
CDS103972,1037,852,1051,1068,1569,1012,847,878
CDS108831,7292,6688,7447,6604,7546,5930,5905,6979
CDS108929,323,254,444,377,402,308,228,280
CDS110311,17215,14746,8693,8345,8871,8044,13176,14205
CDS110247,264,361,627,597,644,527,297,346
CDS109218,2795,2412,2394,2283,2323,2044,2177,2510
CDS102946,14561,11915,15120,13912,21042,12530,9611,11930
CDS103598,5962,5102,5860,6077,5800,5366,4199,5097
CDS107877,876,768,1419,1351,1804,1140,614,745
CDS108019,7963,6613,4387,4465,5616,4271,5813,6745
CDS103656,17077,15067,23012,23006,30219,19572,12700,14822
CDS103154,728,532,543,563,527,424,481,672
CDS109918,359,149,248,286,424,256,97,207
CDS106881,30,25,137,135,101,113,24,27
CDS111319,90851,81148,39873,38985,32089,38028,72601,75707
CDS104871,771,549,982,865,756,644,547,625
CDS103642,504,611,2940,2508,2621,2192,488,454
CDS110873,7245,7331,8969,8394,9242,8036,6329,7157
CDS113887,2176,1849,2178,2025,2101,1857,1586,1868
CDS105931,29817,26586,12749,13197,14032,12140,23308,26286
CDS103770,1306,662,785,1076,1183,943,436,833
CDS109790,626,540,665,610,568,476,510,476
CDS110192,17627,16977,8237,8090,7483,7659,16478,16981
CDS107777,74,41,76,67,76,41,37,59
CDS107361,18879,17457,12362,11751,13297,9955,15087,17486
CDS103538,10731,9173,5315,5594,5618,5177,7041,9971
CDS105521,5546,5333,4851,4829,5473,4219,4718,5271
CDS106303,11183,9098,6661,6640,6691,6442,8341,8920
CDS105893,8456,7167,6996,8227,8630,6281,6285,6903
CDS106017,4052,3699,3675,3340,3469,3098,3378,3632
ncRNA302396,538,524,464,492,442,415,555,501
CDS105257,12487,9455,6597,6870,10794,6571,8448,10445
CDS111143,93,55,144,139,111,114,65,70
CDS103068,3491,3268,5257,5149,4915,4599,2944,3243
CDS109230,2210,1747,1572,1520,1577,1296,1559,1781
CDS110255,355,257,728,689,571,591,287,296
CDS104537,3060,2505,2150,1921,1907,1679,2229,2537
CDS103724,257,253,216,237,213,201,254,277
CDS104453,3072,2900,3149,3121,3535,2548,4403,3021
CDS109506,9778,8234,9465,8870,8295,8301,8135,8024
CDS110281,4026,3149,3159,3136,3506,2550,2886,3267
CDS108339,748,740,701,692,595,648,702,810
CDS110603,1902,887,1366,1543,3636,1423,723,870
CDS113773,928,955,1702,1468,1632,1313,857,869
CDS104381,2780,2549,4471,3984,4994,3542,2350,2738
CDS107719,137,91,486,471,510,402,88,128
CDS111603,105,100,142,141,185,131,85,82
CDS111609,98826,50432,45588,56580,56536,51973,41364,57121
CDS112659,582,444,654,757,520,712,465,545
CDS113523,1515,1495,2060,1994,2144,1878,1394,1402
CDS108647,36,49,47,41,67,31,19,30
CDS104307,1170,951,833,951,850,833,858,877
CDS107787,5243,4448,11968,10947,14540,9752,4104,4617
CDS110995,31,25,37,46,53,34,20,29
CDS105165,13842,14658,12889,12764,10516,11624,13477,14841
CDS102916,4897,4306,8716,7402,5988,6311,3780,3918
CDS102934,5051,4502,6880,6153,6505,5636,3815,4283
CDS104395,113,82,110,104,123,97,86,81
CDS112142,5011,5035,3838,3803,3976,3447,4573,4758
CDS108493,921,939,827,653,923,753,843,1102
CDS107031,176,115,526,468,469,377,119,134
CDS105643,895,788,1020,945,1082,869,690,852
CDS106765,1322,920,2038,1862,2211,1679,870,1071
CDS113869,6549,6156,4833,4652,4675,4022,5296,5448
CDS103740,3496,2466,3195,3103,3174,2706,2361,2494
CDS110196,7151,7700,7974,6690,7767,5837,7141,6909
CDS105007,2039,1481,1511,1468,1682,1338,1578,1712
CDS113037,2906,2457,1386,1402,1242,1403,2204,2593
CDS109572,58,36,64,71,99,53,32,42
CDS110919,2357,2357,2879,2724,2463,2416,2053,2191
CDS107663,4885,4050,4324,3903,3956,3282,3567,4017
CDS102792,3128,2946,2030,2426,2545,2278,2462,3162
CDS113731,3765,3228,3251,3119,3851,2846,2932,3044
CDS105363,205,203,170,157,147,127,187,172
CDS108495,1622,1845,1505,1258,1388,1212,1702,1550
CDS111649,1750,2006,2274,2054,1903,1997,1861,1820
CDS104176,928,839,1010,1376,1098,1038,632,935
CDS133887,11761,10385,4201,4054,4256,4163,9802,9886
CDS112405,945,696,399,422,536,385,602,848
CDS105057,152,160,183,208,184,183,130,150
CDS110813,16717,13533,12790,12049,13668,11113,12669,13444
CDS108033,101152,98045,60709,58351,68829,57348,85672,97388
CDS109834,160,75,104,114,121,100,66,91
CDS106445,8651,7422,7929,7700,8617,7016,6825,7523
CDS110032,1250,981,2256,2016,1969,1743,975,1033
CDS109632,377,292,343,333,248,269,276,304
CDS106581,35379,23157,14602,15846,20512,15600,18641,29988
CDS105623,78,75,351,309,321,276,74,85
CDS111621,566,527,391,461,458,421,422,456
CDS109518,3043,2951,3071,2834,2983,2656,2789,2962
CDS106507,2597,2309,4968,4736,5636,4262,1933,2164
CDS109810,849,785,549,663,686,649,675,709
CDS107995,14111,13237,11782,10697,14179,10381,11351,12958
CDS103720,485,427,431,443,422,380,382,424
CDS110701,17209,16340,9085,9116,11008,8930,14897,16192
CDS107975,105,83,205,256,231,196,67,80
CDS107697,354,287,260,300,233,225,314,327
CDS106191,7825,9302,6857,6285,4644,4815,8212,8195
CDS109049,556,635,467,461,392,375,505,567
CDS109019,10350,7844,8911,8552,9177,7722,7306,7996
CDS112709,1924,1565,2153,2151,2848,1920,1440,1887
CDS107621,22,13,51,52,62,65,19,24
CDS103664,1369,1241,1464,1472,1587,1368,1173,1318
CDS106211,1019,856,1393,1235,744,939,802,822
CDS113597,764,697,872,902,954,822,678,744
CDS111267,9997,8064,4180,5329,3004,4119,6842,8674
CDS105375,585,467,806,712,709,627,453,468
CDS109754,175,106,379,329,404,289,123,130
CDS103844,3032,2472,2972,3068,4610,2773,2340,2494
CDS106649,612,497,636,624,830,611,417,526
CDS113889,2726,2119,1847,1859,1739,1540,1875,2183
CDS110541,1901,1320,2312,2275,2919,2059,1218,1461
CDS111145,809,757,1352,1317,1336,1100,690,706
CDS107599,1663,1490,931,1085,688,922,1433,1599
CDS113929,2291,2284,3056,2785,3105,2576,2164,2158
CDS108315,1210,1511,5966,4833,3537,4649,1406,1047
CDS108089,6773,5858,5640,5505,7217,4985,5160,5519
CDS109350,85923,93186,58903,54730,43519,51615,101098,75190
CDS103260,3187,3428,9644,8815,7947,8347,3120,3206
tRNA111381,2669,3837,1574,1585,1202,1573,3829,3696
CDS133903,6168,5727,3818,3680,3652,3584,5280,5647
CDS107411,100,63,2590,2088,1619,1790,74,77
CDS106639,344,298,864,735,594,599,237,273
CDS103826,1012,1073,1175,1170,1133,1090,910,945
CDS103692,565,528,425,428,427,357,415,482
CDS112337,34124,27082,17915,18965,42875,16456,23874,19399
CDS111791,13319,12998,19402,17563,16983,15963,12320,12078
CDS107005,2042,1684,901,825,740,668,1405,1569
CDS108825,19599,16766,10934,11351,14673,10648,14229,17317
CDS112683,6336,6062,9452,8051,7461,6942,5526,6177
CDS111765,38091,34797,33374,32893,40181,31464,31263,35704
CDS108709,2100,2008,2947,2821,2817,2848,1880,1860
CDS109532,2162,1552,1982,1928,1945,1609,1379,1754
CDS106593,399,408,456,447,337,376,415,356
CDS103054,244,229,339,327,304,293,208,215
CDS109696,3048,2751,3184,2914,2789,2707,2557,2716
CDS111787,15171,13266,19543,18759,20281,17042,12100,12841
CDS113479,2870,2877,3202,2796,2346,2478,2591,2673
CDS105083,1643,1547,1220,1226,1097,1086,1486,1530
CDS106427,6989,6114,9028,8194,8758,7436,5693,6129
