Gene,PAO1_control1,PAO1_control2,PAO1_control3,PAO1_FBI1,PAO1_FBI2,PAO1_FBI3
PA3741,59,538,140,861,447,344
rplS,479,365,292,596,450,392
trmD,1775,1138,1385,2166,2416,2219
rimM,851,884,803,1082,1214,1175
rpsP,434,349,354,429,473,494
ffh,1428,677,739,1083,1076,1013
PA3747,354,346,286,330,296,373
PA3748,455,356,241,283,322,249
PA3749,131,337,108,163,128,138
PA0379,81,114,57,86,60,75
PA3750,170,420,158,87,110,82
purT,398,334,260,295,230,160
PA3752,83,99,78,63,94,64
PA3753,999,492,537,575,514,460
PA3754,1772,898,705,1077,863,813
PA3755,255,520,379,618,509,440
PA3756,460,607,374,1255,752,672
PA3757,135,133,79,203,152,127
PA3758,154,149,61,113,83,107
PA3759,253,123,110,107,139,159
PA0380,40,75,44,68,65,51
PA3760,655,422,264,448,430,380
PA3761,346,312,195,294,285,311
PA3762,77,99,55,187,139,126
purL,2189,1328,1198,1173,1219,1209
PA3764,753,381,419,527,584,561
PA3765,216,171,126,127,134,112
PA3766,103,220,100,144,140,119
PA3767,864,2367,1515,3541,5090,5967
PA3768,1080,524,485,530,515,588
guaA,1178,456,648,877,573,649
thiG,128,127,59,142,73,73
guaB,1833,769,762,1602,1131,1056
PA3771,317,294,173,584,288,290
PA3772,44,79,27,167,72,67
PA3773,33,85,30,74,33,36
PA3774,25,37,10,29,8,14
PA3775,46,73,35,76,51,40
PA3776,55,70,34,61,28,29
xseA,171,185,106,131,110,106
PA3778,146,282,155,180,194,152
PA3779,267,451,337,306,358,263
micA,93,148,54,78,76,85
PA3780,116,198,94,148,136,97
PA3781,263,403,237,279,228,236
PA3782,300,445,309,255,292,237
PA3783,1201,748,751,610,592,520
PA3784,3445,2166,2303,1474,1509,1103
PA3785,2929,903,1036,1611,981,904
PA3786,1648,3751,3488,3156,2284,2111
PA3787,517,1690,833,2488,2244,2094
PA3788,554,1152,517,832,543,530
PA3789,1072,2610,1280,1171,971,822
PA0383,439,751,376,532,372,297
oprC,1828,1438,939,1226,1037,1186
PA3791,877,735,367,613,686,646
leuA,4968,2121,2651,3319,2338,2194
PA3793,173,335,150,224,170,168
PA3794,97,207,87,205,117,127
PA3795,3662,2164,1804,3393,2196,2055
PA3796,1019,1324,1083,1572,1118,1017
PA3797,1286,1926,1845,1923,1331,1299
PA3798,453,488,272,488,287,272
PA3799,1552,1696,1805,3207,1546,1280
PA0384,116,171,90,132,131,98
PA3800,1093,595,530,625,767,724
PA3801,750,283,405,442,426,517
hisS,883,364,445,552,590,619
gcpE,725,310,402,465,497,489
PA3804,644,500,373,405,379,396
pilF,623,452,332,496,493,487
PA3806,1134,670,566,1049,657,593
ndk,520,220,278,605,308,313
PA3808,365,352,269,558,360,294
fdx2,430,312,426,524,353,335
PA0385,179,342,347,218,437,357
hscA,1835,880,1292,975,1163,1155
hscB,1803,1162,1166,1526,1188,1281
iscA,775,765,739,733,716,621
iscU,2970,2289,2473,3110,2060,1797
iscS,18838,10792,10629,14580,10393,9226
iscR,1181,3114,1331,1972,2615,2132
cysE,424,425,249,360,324,318
PA3817,333,252,208,372,392,354
PA3818,413,600,425,1751,1000,913
PA3819,15216,14476,16443,28537,19170,18907
PA0386,68,167,70,83,81,75
secF,252,172,126,223,184,206
secD,1177,376,713,931,1108,1142
PA3822,295,87,107,164,177,200
tgt,254,185,135,342,280,258
queA,114,134,120,166,127,103
PA3825,179,374,296,556,449,388
PA3826,68,82,57,125,63,91
PA3827,175,193,145,151,172,130
PA3828,447,409,312,413,484,453
PA0039,4991,3134,2067,6284,2764,2531
PA0387,817,1665,931,2157,824,831
PA3829,69,74,59,74,65,56
PA3830,163,150,84,148,98,100
pepA,3099,1515,1805,2797,1153,985
holC,562,973,612,1468,925,755
PA3833,1174,3400,2064,5238,3040,2474
valS,2003,1550,1232,1765,1324,1290
PA3835,197,252,109,154,84,97
PA3836,2936,785,1312,1912,2147,2228
PA3837,484,574,541,611,499,579
PA3838,278,311,156,221,202,187
PA0388,2228,2554,3380,8040,3066,2625
PA3839,1048,862,727,681,738,686
PA3840,116,262,99,203,169,114
exoS,639,558,428,748,643,538
PA3842,99,129,76,219,133,127
PA3844,809,705,470,549,540,358
PA3845,616,699,491,902,594,460
PA3846,2420,2117,1610,2891,1153,1051
PA3847,230,129,131,355,206,189
PA3848,797,1348,805,1493,876,603
PA3849,1020,582,436,714,550,532
PA0389,1324,1510,958,2514,1117,1178
PA3850,747,2128,1506,1381,979,974
PA3851,668,733,360,426,567,407
PA3852,427,671,263,664,694,478
PA3853,199,301,130,284,186,223
PA3854,110,233,193,160,126,166
PA3855,177,271,124,265,144,132
PA3856,133,298,136,172,112,123
pcs,788,1512,752,1133,987,876
PA3858,2699,5687,4043,6075,3693,3082
PA3859,303,168,179,183,189,126
metX,178,235,190,271,244,212
PA3860,1303,410,660,1554,1220,1091
rhl,982,239,410,592,560,592
dauB,131,123,74,78,68,81
dauA,220,142,127,135,144,114
dauR,204,143,122,159,143,85
PA3865,634,364,344,470,386,412
PA3865a,573,438,363,548,399,311
PA3866,3952,2337,2161,4868,3857,3487
PA3867,226,216,176,453,246,211
PA3868,84,119,83,137,92,102
PA0391,1157,355,642,794,606,702
PA3869,52,100,70,183,108,107
moaA1,86,114,86,105,71,69
PA3871,73,92,78,99,66,41
narI,110,98,125,137,118,88
narJ,21,37,36,48,28,24
narH,203,189,254,309,220,174
narG,391,341,361,564,447,356
narK2,121,133,96,158,112,126
narK1,525,748,486,596,567,553
narX,675,1267,672,916,637,579
PA0392,255,260,165,674,359,303
narL,452,507,292,338,222,196
PA3880,69,157,93,87,112,97
PA3881,402,219,159,173,181,180
PA3882,517,305,228,271,244,251
PA3883,177,220,164,121,150,98
PA3884,29,46,30,43,39,18
tpbA,75,167,87,153,121,116
PA3886,218,178,111,134,123,119
PA3886a,123,200,127,205,254,243
nhaP,127,174,93,185,128,159
proC,623,388,287,500,313,277
PA3888,254,155,106,187,152,142
PA3889,331,246,225,224,242,245
PA3890,374,266,240,330,256,232
PA3891,929,345,408,587,501,405
PA3892,61,51,49,83,49,44
PA3893,123,109,71,132,96,96
PA3894,74,112,87,87,87,85
PA3895,461,309,381,461,384,308
PA3896,410,136,151,239,163,164
PA3897,91,92,72,101,88,65
PA0394,1147,786,1902,1204,1276,1237
PA3898,417,184,195,242,224,266
PA3899,502,183,196,209,236,258
PA3900,132,112,78,76,81,108
fecA,495,430,412,703,551,554
PA3902,312,224,221,360,338,267
prfC,462,282,336,513,320,338
PA3904,87,136,75,115,87,77
PA3905,60,70,81,93,82,79
PA3906,29,44,55,71,59,40
PA3907,144,92,133,218,183,159
pilT,1632,1001,976,2192,1227,938
PA3908,47,69,43,101,82,64
eddB,292,245,201,274,298,304
eddA,139,148,85,135,105,111
PA3911,23,44,36,30,19,34
PA3912,30,53,28,38,31,15
PA3913,52,49,24,61,42,26
moeA1,91,212,100,186,146,147
moaB1,27,60,27,35,29,29
moaE,489,280,225,240,234,251
moaD,137,100,108,86,84,97
pilU,1319,1475,1106,3639,984,664
moaC,1346,1095,1350,984,883,907
PA3919,1972,2743,2393,3172,2220,1975
PA3920,3181,2405,8492,2050,2034,918
PA3921,2211,2020,1390,1090,1040,837
PA3922,15439,3245,3160,4888,5617,6107
PA3923,19007,9220,5840,11612,7858,8010
PA3924,1960,4010,1715,3231,1920,1417
PA3925,295,570,114,249,206,159
PA3926,75,571,54,85,84,46
PA3927,79,550,31,73,51,42
lptA,158,163,100,170,126,126
PA0040,58,154,86,185,120,133
PA0397,676,1475,637,837,634,454
PA3928,363,1994,803,436,390,250
cioB,1463,3701,2240,3143,1358,1038
cioA,3468,8584,6078,10064,4085,3449
PA3931,163,221,220,459,315,337
PA3932,130,271,117,202,144,165
PA3933,271,489,310,470,378,353
PA3934,610,979,802,684,596,432
tauD,158,497,179,407,299,247
PA3936,98,298,117,177,158,186
PA3937,71,333,79,98,156,111
PA0398,115,272,96,261,159,116
PA3938,100,292,112,160,189,214
PA3939,210,722,279,223,313,168
PA3940,596,516,956,874,1033,836
PA3941,53,343,54,65,49,51
tesB,540,1086,562,789,635,548
PA3943,663,2399,849,825,765,590
PA3944,556,1854,1006,1758,1118,680
PA3945,2051,6926,5073,11026,8651,8797
rocS1,153,293,144,295,196,216
rocR,108,236,83,277,190,190
PA0399,777,741,407,587,489,432
rocA1,179,335,137,301,200,198
PA3949,180,300,109,155,153,124
PA3950,234,406,183,293,226,186
PA3951,89,286,134,191,167,141
PA3952,183,374,233,405,271,270
PA3953,42,162,32,73,40,29
PA3954,72,612,174,746,404,354
PA3955,308,1227,383,940,475,380
PA3956,265,1478,517,940,645,456
PA3957,647,3458,1761,3306,2426,2150
PA0400,1260,848,848,643,718,578
PA3958,614,1073,963,1117,1082,1053
PA3959,68,150,81,121,81,85
PA3960,16,37,17,33,14,18
PA3961,623,752,605,513,460,393
PA3962,297,563,370,1103,717,521
PA3963,63,83,36,91,68,59
PA3963a,58,144,73,102,101,113
PA3965,165,213,186,481,327,297
PA3966,37,81,41,138,67,57
PA3967,19,44,29,42,30,43
PA0401,678,571,426,437,421,334
PA3968,78,96,54,59,62,71
PA3969,440,340,242,264,201,247
PA3969a,198,255,173,157,137,154
amn,582,493,315,464,408,348
PA3971,715,1998,1110,1202,699,505
PA3972,3028,5270,5848,5118,3561,3151
PA3973,1505,904,1580,1933,1941,1942
ladS,389,614,266,593,455,389
thiD,374,346,239,256,244,216
thiE,326,270,205,246,208,152
pyrB,786,441,383,459,440,413
hemL,745,582,431,624,398,399
PA3978,618,770,546,827,669,609
PA3979,209,536,259,463,374,360
PA3980,494,931,451,691,753,720
PA3981,2153,1952,964,2741,1908,1843
PA3982,427,632,494,830,863,684
PA3983,336,1219,236,611,520,448
lnt,261,4077,495,1247,991,597
PA3985,262,3330,762,1905,1537,1010
PA3986,2119,12864,6735,23367,12457,11489
pyrR,161,96,58,97,108,134
leuS,3673,747,1397,1997,1700,1676
PA3988,968,234,347,477,375,410
holA,388,240,258,244,296,281
PA3990,20,49,26,30,26,16
PA3992,744,813,459,749,684,568
PA3994,115,302,99,215,104,113
PA3995,474,507,311,412,452,429
lis,1457,2011,1931,2242,2447,2259
lipB,1159,902,766,1116,955,907
PA0404,437,187,184,155,275,254
PA3998,232,359,234,205,207,170
dacC,1595,837,930,1150,1119,1108
PA4000,1373,1226,1397,1333,1500,1372
sltB1,264,314,180,311,309,275
rodA,358,842,430,531,513,452
pbpA,170,457,140,230,245,270
PA4004,126,292,166,258,279,275
PA4005,400,846,573,667,789,750
nadD,301,363,208,193,251,215
proA,543,473,329,361,376,387
PA0405,712,392,283,378,344,374
PA4008,229,514,253,519,364,310
PA4009,242,361,174,435,352,397
PA4010,619,495,210,519,657,523
PA4011,987,1370,710,1441,1170,1029
PA4012,834,1847,1061,2419,1590,1386
PA4013,302,531,376,705,542,460
PA4014,111,117,64,93,70,74
PA4015,425,490,378,3092,1527,729
PA4016,2317,4880,2871,7163,4816,4679
PA4017,2316,9767,6324,7153,10078,10517
tonB3,270,212,191,240,241,231
PA4018,432,2247,1006,915,1122,975
PA4019,588,2245,887,1153,1349,1160
mpl,953,2230,644,1193,968,908
PA4021,2660,3048,1336,1479,1205,1140
PA4022,3307,7107,3887,3732,1633,946
PA4023,334,2213,549,1684,1102,896
eutB,956,2236,1121,2357,1041,684
PA4025,413,1755,569,512,350,220
PA4026,725,1382,943,1398,1083,928
PA4027,2236,5090,3387,5880,4993,6094
PA0041,1413,2668,2163,2216,1849,1554
gshB,2451,1963,1773,2698,1864,1552
PA4027a,248,2662,479,966,725,515
PA4029,106,506,121,169,161,134
PA4030,166,909,211,335,353,266
ppa,1160,579,458,760,629,652
PA4032,166,343,150,227,214,184
PA4033,56,171,56,84,55,51
aqpZ,46,150,43,80,89,100
PA4035,276,427,211,259,266,274
PA4036,390,651,436,476,526,645
PA4037,89,209,111,233,150,138
pilG,642,385,365,535,636,651
PA4038,205,302,261,275,278,304
PA4039,187,307,160,337,219,215
PA4040,395,465,276,486,384,354
PA4041,661,701,543,845,552,517
xseB,58,45,78,73,98,80
ispA,123,119,82,139,118,114
dxs,876,800,633,761,787,697
PA4045,102,168,123,114,75,108
PA4046,43,56,35,49,32,31
ribA,406,486,235,445,356,319
pilH,501,305,498,572,656,639
PA4048,160,111,90,167,117,120
PA4049,626,1266,1055,1637,1571,1926
pgpA,257,573,655,602,843,1219
thiL,139,138,77,102,83,58
nusB,377,182,105,277,150,117
ribE,905,511,462,736,562,504
ribB,1795,1273,1227,775,1142,855
ribC,588,88,138,197,253,217
ribD,482,230,227,165,244,214
nrdR,286,77,99,150,161,144
pilI,178,146,115,172,141,176
PA4058,188,186,133,204,116,72
PA4060,83,99,72,123,74,46
PA4061,1404,475,433,635,768,776
PA4062,218,129,151,93,106,104
PA4063,126,106,121,197,174,134
PA4064,67,76,53,71,79,49
PA4065,294,249,226,263,261,223
PA4066,75,66,93,75,64,104
oprG,2901,638,1081,1255,1324,1321
PA4068,334,200,185,213,288,213
pilJ,2010,671,1102,1423,1199,1113
PA4069,402,425,259,431,423,408
PA4070,649,498,474,771,710,674
PA4071,37,64,45,49,32,51
PA4072,130,130,109,142,105,138
PA4073,238,153,174,157,141,163
PA4074,372,227,258,263,279,294
PA4075,734,257,444,276,484,572
PA4076,70,51,23,53,46,53
PA4077,19,16,8,31,22,34
PA4078,51903,1790,10480,19705,23154,25336
pilK,199,252,147,205,182,166
PA4079,3828,368,1063,1772,1874,1663
PA4080,348,122,197,221,361,262
cupB6,132,182,100,242,141,154
cupB5,232,352,197,392,274,248
cupB4,21,116,28,101,82,44
cupB3,304,919,573,1734,1057,1160
cupB2,34,102,33,67,79,39
cupB1,53,89,38,77,52,55
PA4087,35,86,26,55,48,28
PA4088,66,183,62,104,55,65
chpA,3243,4131,3056,3056,2533,2291
PA4089,120,177,101,98,107,100
PA4090,314,247,320,267,262,291
hpaA,1067,216,207,320,366,339
hpaC,205,60,40,60,82,84
PA4093,180,71,73,71,56,71
PA4094,401,230,164,270,223,206
PA4095,25,34,13,24,24,17
PA4096,66,71,40,92,53,71
PA4097,35,44,23,46,26,34
PA4098,26,19,28,35,23,11
chpB,153,343,136,177,121,135
PA4099,70,82,59,108,71,65
PA4100,159,127,93,130,95,89
bfmR,183,173,116,303,176,215
bfmS,117,75,63,71,48,48
PA4103,71,119,86,202,118,116
PA4104,48,63,53,93,48,54
PA4105,18,19,4,38,11,9
PA4106,61,79,64,84,75,42
PA4107,42,53,19,47,44,48
PA4108,652,2590,1356,2314,2451,2132
chpC,77,303,102,141,178,229
PA4108a,231,270,113,374,284,290
ampR,465,702,261,299,367,265
ampC,307,826,320,301,312,231
PA4111,524,857,350,611,440,344
PA4112,2845,6012,3529,4673,3243,2391
PA4113,77,297,57,122,79,73
PA4114,699,291,318,393,294,356
PA4115,1006,1392,1172,1706,1305,1338
bphO,387,823,435,754,553,485
bphP,1406,1867,1135,1587,1160,815
chpD,45,107,32,53,48,28
PA4118,112,219,88,119,133,81
aph,109,182,104,117,102,84
PA4120,145,94,68,102,92,65
PA4121,254,101,73,109,105,130
PA4122,388,92,95,168,147,173
hpcC,607,213,184,305,298,384
hpcB,513,156,141,181,198,222
hpcD,219,117,94,151,137,140
PA4126,494,1564,916,835,516,595
hpcG,348,1088,762,444,503,474
PA0041a,75,80,44,124,85,92
chpE,86,69,41,112,69,77
PA4128,1052,1310,1326,803,685,712
PA4129,1733,1477,2064,863,1088,999
PA4130,6083,3349,5399,3557,3488,3243
PA4131,3175,733,1613,1913,1723,1730
PA4132,2398,1031,2211,1798,1925,1936
PA4133,38223,1946,8669,10474,17135,19121
PA4134,1588,312,501,610,1073,1343
PA4135,266,153,145,262,279,286
PA4136,294,258,173,167,236,177
PA4137,104,100,104,183,110,122
PA0418,219,156,147,174,166,165
tyrS,83,89,90,105,102,100
PA4139,25,33,22,51,26,32
PA4140,107,172,134,164,124,112
PA4141,15876,7283,6537,11238,5893,5500
PA4142,1052,221,351,341,505,527
PA4143,325,136,211,224,222,209
PA4144,175,127,142,122,157,114
PA4145,157,99,87,137,133,134
PA4145a,91,102,81,116,106,118
acoR,951,1885,1372,1244,793,685
PA0419,64,92,64,88,79,70
PA4148,51,72,28,112,57,77
PA4149,144,166,115,125,102,107
PA4150,260,250,224,305,247,245
acoB,142,121,134,202,176,136
PA4152,100,78,59,136,79,70
PA4153,70,80,50,107,65,56
PA4154,69,52,39,97,79,56
PA4155,101,103,94,95,84,49
PA4156,521,313,440,478,482,303
PA4157,146,140,79,103,118,103
bioA,566,296,321,516,409,409
fepC,145,118,88,194,141,87
fepB,105,66,71,102,113,76
fepD,92,111,85,96,78,71
fepG,302,279,198,198,158,175
PA4162,259,140,175,202,125,139
PA4163,620,656,468,480,423,400
PA4164,90,79,85,79,45,69
PA4165,174,203,99,102,97,112
PA4166,23,43,44,57,31,25
PA4167,76,91,62,85,61,72
PA0421,519,423,302,439,502,469
fpvB,520,811,509,1148,800,727
PA4169,27,44,22,44,16,18
PA4170,136,117,112,65,81,108
PA4171,317,230,133,373,96,141
PA4172,91,138,67,101,46,48
PA4173,17,25,16,19,14,13
PA4174,119,99,105,98,69,83
piv,330,265,246,252,196,193
ppiC2,171,157,101,139,102,54
PA4177,34,32,16,23,18,21
PA0422,1290,383,667,618,802,830
PA4178,50,53,41,76,71,53
PA4179,151,198,128,159,108,90
PA4180,1197,609,681,665,556,500
PA4181,51,40,40,51,44,35
PA4182,133,66,74,79,52,64
PA4183,72,37,29,46,33,45
PA4184,307,182,137,203,132,168
PA4185,174,125,88,98,128,106
PA4186,451,476,369,324,296,318
PA4187,98,97,71,174,105,139
pasP,4536,590,988,1663,1482,1659
PA4188,102,47,61,50,59,72
PA4189,148,75,86,118,93,114
pqsL,345,171,199,203,225,245
PA4191,134,90,114,118,113,93
PA4192,9,24,21,47,12,23
PA4193,60,82,63,100,74,53
PA4194,89,70,51,129,77,102
PA4195,75,50,41,127,100,90
bfiR,108,105,70,95,74,107
bfiS,187,205,151,162,121,119
mexR,1313,1563,1104,4351,3249,3294
PA4198,497,373,408,624,607,580
PA4199,1779,626,704,830,890,909
PA4200,592,355,335,379,212,222
ddlA,818,657,566,706,630,512
PA4202,426,342,300,301,208,200
PA4203,155,91,110,132,92,117
ppgL,486,304,289,513,429,449
mexG,1879,178,719,540,960,980
mexH,6738,552,2955,2291,4644,4741
mexI,6382,833,4030,3358,4303,4261
mexA,2602,971,1036,2153,1493,1427
opmD,9216,1067,4330,3241,6029,7939
phzM,12563,374,2196,2232,4638,6637
phzA1,2051,17,223,346,487,747
phzB1,13789,93,1033,2450,2459,3555
phzC1,810,24,147,241,83,158
phzD1,1,0,0,0,2,2
phzE1,2,0,1,3,0,1
phzF1,0,0,1,2,1,0
phzG1,12,2,0,9,2,1
phzS,30248,1246,6960,8401,11980,16515
mexB,3770,3001,2378,3096,2164,1927
PA4218,2726,2979,1750,1164,1576,1277
PA4219,1514,5271,2024,1031,1223,812
PA4220,1232,3265,1649,536,716,371
fptA,20066,9909,13014,9423,10466,6259
PA4222,7151,26015,9385,4136,4428,1492
PA4223,3340,22649,5289,2897,2435,836
pchG,4225,24633,6273,3113,2812,778
pchF,24252,79207,28170,16592,12119,4038
pchE,20880,30767,20145,10437,9316,3782
pchR,1260,499,592,430,725,780
PA0042,59,121,52,187,158,129
oprM,5363,4153,3103,3939,2128,1802
pchD,16401,9859,12775,5056,7063,3059
pchC,5233,4818,5357,2901,2016,772
pchB,3911,3625,4236,2586,2356,703
pchA,5445,10055,4422,3371,2343,869
ssb,1131,1435,618,1060,729,616
PA4233,537,2305,764,1024,934,653
uvrA,1005,599,580,828,672,623
bfrA,757,303,372,513,524,559
katA,14566,5776,9138,11768,11535,7550
rplQ,425,333,176,422,278,219
PA0428,2131,4841,2263,4109,1495,1088
rpoA,4920,3662,4117,4897,5615,4632
rpsD,2382,1283,2045,2274,2394,2021
rpsK,1051,441,393,765,651,601
rpsM,1713,909,1047,1953,1569,1344
rpmJ,1024,1271,1546,703,1344,1155
secY,3814,3624,3599,4146,4604,4344
rplO,960,829,702,917,884,874
rpmD,476,451,410,403,519,540
rpsE,1632,1214,1155,1615,1577,1566
rplR,879,850,650,957,626,503
PA0429,897,2601,1048,3100,2308,1932
rplF,2085,2227,1863,2499,2007,1794
rpsH,748,734,485,1191,956,781
rpsN,783,680,434,702,477,410
rplE,3630,2866,2160,3052,2143,1986
rplX,1841,2723,2224,3089,2089,1565
rplN,2501,3420,3335,3191,2531,2101
rpsQ,710,1149,820,1644,1553,1426
rpmC,415,524,395,648,517,407
rplP,1755,1734,2007,2352,2087,1823
rpsC,3239,2381,3976,3813,5391,4801
metF,1446,1778,2048,1533,2580,2422
rplV,2815,1820,2216,2982,2305,2217
rpsS,4491,4330,5226,4513,4593,4256
rplB,1710,1322,1663,2120,2424,2453
rplW,785,460,474,1010,820,697
rplD,1890,1151,1647,2394,2094,1854
rplC,2221,1490,1570,2247,1847,1584
rpsJ,1148,1612,1599,1726,2059,1792
tufA,3870,1167,1599,2103,1666,1468
fusA1,13869,5973,9265,13415,11277,10079
rpsG,1730,876,964,1717,1532,1360
PA0431,1734,309,604,810,696,633
rpsL,3500,2005,2400,3923,2618,2415
rpoC,21808,14535,13796,22699,14791,13382
rpoB,14299,9197,8974,14408,10162,9153
rplL,995,1038,745,1387,937,684
rplJ,1001,707,721,1261,1129,929
rplA,3503,1508,2252,2627,3130,3296
rplK,3028,1177,1429,2023,1975,2014
nusG,2009,1199,1101,1601,1646,1540
sahH,18306,1640,4588,7779,5683,5609
secE,1342,2740,1338,3433,2951,2558
tufB,1404,476,586,917,868,823
PA4278,322,857,439,581,611,664
PA4279,230,727,202,301,235,303
birA,220,778,337,664,635,592
PA0433,43,48,42,37,50,40
sbcD,430,277,254,280,260,253
PA4282,841,601,551,622,496,399
recD,410,981,536,354,285,225
recB,1309,1452,1015,930,690,542
recC,1032,1372,1054,1168,836,613
PA4286,245,434,276,244,271,289
PA0434,166,207,134,175,167,122
PA4287,78,196,71,124,76,81
PA4288,192,343,173,251,236,214
PA4289,578,1504,585,458,431,352
PA4290,1731,1789,1561,1021,708,628
PA4291,407,759,525,1878,1115,823
PA4292,304,1237,306,801,537,447
pprA,542,4717,1108,2095,1363,798
PA4294,342,2386,1278,2392,2819,2561
fppA,91,199,129,297,169,174
pprB,4807,17802,10273,21916,13150,11093
PA0435,135,173,125,176,146,133
tadG,606,1857,626,1404,745,549
PA4298,75,173,97,62,82,19
tadD,174,515,176,124,144,55
tadC,320,627,301,493,311,201
tadB,252,635,297,236,206,152
tadA,245,757,269,267,226,87
tadZ,357,877,363,491,315,182
rcpA,672,4762,2205,3805,2801,1642
rcpC,1128,7601,3658,10145,4817,3099
flp,522,748,1047,4336,1599,714
PA0436,1513,918,971,934,1040,979
pctC,437,536,413,651,491,426
PA4308,512,539,253,401,308,197
pctA,3668,16018,7877,15426,8870,6199
pctB,3238,4557,2162,4924,3073,2555
PA4311,2006,4189,2528,4209,3325,3572
PA4312,1525,1570,854,1159,935,1138
PA4313,866,1212,979,1399,954,873
PA4313a,219,405,310,328,244,246
purU1,373,525,313,719,426,333
mvaT,20088,17875,23236,38437,21095,17723
PA0043,217,251,165,244,219,253
codA,304,470,351,381,403,349
sbcB,524,639,325,332,480,421
PA4317,287,447,294,445,420,385
PA4318,148,275,177,291,260,225
PA4319,121,174,132,184,135,156
PA4320,414,504,301,434,283,283
PA4321,179,624,225,535,344,304
PA4322,164,757,251,477,390,269
PA4323,1210,3996,1869,1909,1742,1328
PA4324,814,1734,753,1008,1060,800
PA4325,219,1025,232,675,457,211
codB,158,409,187,354,279,296
PA4326,508,4227,1090,5121,3417,1937
PA4327,420,344,239,1219,620,609
PA4328,1607,901,868,2369,1168,1039
pykA,3462,1816,2113,2045,2485,2088
PA4330,505,586,426,554,486,428
PA4331,333,528,349,305,392,347
PA4332,324,340,173,271,243,195
PA4333,429,335,296,469,373,294
PA4334,104,208,74,96,97,74
PA4335,219,170,118,137,143,135
PA0439,63,106,47,87,63,56
PA4336,1812,639,1254,1360,1502,1678
PA4337,153,249,132,610,643,603
PA4338,951,787,470,1009,789,852
PA4339,166,243,155,362,179,169
PA4340,199,175,113,261,218,205
PA4341,462,1290,740,3603,1332,1034
PA4342,181,210,116,136,108,87
PA4343,127,197,105,145,141,122
PA4344,591,719,395,414,425,387
PA4345,728,902,478,862,672,537
PA0440,190,287,215,316,185,186
PA4346,287,361,184,421,229,234
PA4347,267,237,173,188,240,201
PA4348,683,189,212,290,343,322
PA4349,388,897,403,429,368,359
PA4350,734,1398,1007,1261,1149,918
PA4351,9191,5033,6054,6669,5110,5235
PA4352,21664,4796,8648,8324,8880,7861
PA4353,284,597,209,223,252,299
PA4354,338,837,438,515,639,654
PA4355,337,1546,532,450,441,366
dht,204,616,188,386,225,135
xenB,2139,3578,2755,1786,1899,1794
PA4357,452,798,496,254,333,205
PA4358,2951,1740,1730,1545,1609,1670
PA4359,1142,311,347,436,532,469
PA4360,533,911,563,628,609,569
PA4360a,36,113,43,361,100,116
PA4361,443,265,218,447,280,317
PA4362,1313,1941,2406,2994,2031,2089
iciA,194,281,162,208,186,143
PA4364,34,84,39,69,30,32
PA0442,7,32,17,41,26,21
PA4365,109,185,146,199,228,157
sodB,9059,6267,8224,9533,8815,9510
bifA,1324,1261,1224,1097,1010,920
PA4368,504,918,496,491,452,406
PA4369,303,589,408,910,508,651
icmP,11277,975,2745,3905,3822,4239
PA4371,338,256,253,288,310,284
PA4372,648,413,396,347,469,486
PA4373,422,413,293,303,375,325
PA4374,195,404,134,183,206,149
PA0443,142,219,122,318,142,164
PA4375,498,1359,445,654,575,449
pncB2,402,426,125,232,244,223
PA4377,1770,1674,529,3140,930,482
inaA,1775,3411,1362,3237,1541,1172
PA4379,342,877,318,682,552,540
PA4380,162,403,116,198,189,178
PA4381,344,752,263,568,377,293
PA4382,912,2232,1673,2608,1743,1319
PA4383,427,907,638,541,612,509
PA4384,524,197,267,375,253,276
PA0444,158,342,174,299,159,148
groEL,28393,7708,17257,23397,18627,17824
groES,2523,1486,1731,2400,2248,1780
PA4387,147,163,98,154,116,173
PA4388,236,273,141,275,192,182
speA,667,404,438,522,541,437
PA4390,141,168,108,271,195,176
PA4391,617,610,626,1056,944,826
PA4392,382,333,309,418,291,360
ampG,370,495,287,624,373,385
PA4394,408,1290,465,883,669,599
PA0445,2,0,0,0,2,0
PA4395,2193,1833,1754,3236,1739,1516
PA4396,374,173,158,222,220,187
panE,351,266,170,315,202,228
PA4398,675,334,391,410,473,385
PA4399,908,452,598,380,491,478
PA4400,414,317,274,228,278,210
PA4401,507,277,416,361,410,436
argJ,703,327,404,364,482,413
secA,12891,3357,7907,7666,6517,6187
PA4404,187,193,132,178,159,193
PA0446,1892,2509,1914,2517,1539,1197
PA4405,174,183,89,192,147,151
lpxC,3233,1848,2653,2184,2984,2957
ftsZ,6159,3008,3261,4607,3334,3480
ftsA,3781,4253,4467,5332,3415,2808
ftsQ,1165,1143,919,962,840,782
ddlB,318,1123,405,248,250,256
murC,685,1882,1119,1098,671,523
murG,510,1582,917,507,626,542
ftsW,436,933,789,563,592,557
exoT,347,321,238,371,298,275
gcdH,2739,1826,3382,5719,3376,3495
murD,664,1069,763,725,590,583
mraY,780,917,782,810,781,704
murF,806,1860,1155,757,957,948
murE,839,1873,758,800,615,597
ftsI,1226,3250,1680,1678,1086,960
ftsL,63,169,68,97,67,62
PA4420,757,1977,978,1346,1296,995
PA4421,1233,4155,2298,5291,4234,3207
PA4422,1051,397,176,505,258,192
PA0448,404,558,494,660,182,349
PA4423,2334,896,925,1058,1293,1429
PA4424,415,263,193,242,347,256
PA4425,1855,749,820,1038,1042,1070
