,FPKM of control,FPKM of Ag NP-1ppm,FPKM of Ag NP-20ppm,FPKM of Ag NP-25ppm-1,FPKM of Ag NP-25ppm-2,FPKM of Ag NR-1ppm,FPKM of Ag NR-30ppm,FPKM of Ag NR-300ppm
PA4095,27.9556,24.49822235,6.015117989,36.7598,31.1284,25.67983868,21.4701089,25.35850361
PA4096,33.7644,23.44518318,7.128790812,39.2661,33.6909,29.34208948,30.76095139,31.48106701
PA4097,55.9272,23.51664191,3.481523565,58.4186,47.0866,43.90692093,56.33812189,56.17413652
PA4098,43.3568,32.03861539,9.566513557,46.2253,48.1487,42.28849066,40.31594154,42.79112877
chpB,48.107,103.2167264,57.60052124,72.1513,70.9844,55.3635664,51.45744873,60.88880647
PA4099,31.1029,21.30596208,7.227569287,33.9085,42.2991,28.48160691,29.84352701,29.22264171
PA4100,27.0206,18.67026205,7.671908595,31.0039,28.0838,24.08117149,24.92773928,25.29700803
bfmR,31.9571,28.49660735,23.14436666,32.4369,32.3091,29.23745714,27.51142848,28.78805287
bfmS,36.5553,25.73575713,9.699869967,41.5823,40.6104,33.23154093,32.69030526,33.64477902
PA4103,87.4041,67.31149188,24.53396418,85.7072,91.0117,73.49223178,73.59277308,80.68694112
PA4104,39.586,40.50943634,19.27535483,53.1472,46.6614,42.09001209,35.08643559,42.6118003
PA4105,35.5144,22.04643272,5.940133689,38.999,29.7016,24.83071254,30.84430706,30.55293064
PA4106,28.1176,18.43155885,9.243310924,32.5726,30.1349,23.05339327,26.81360029,24.06440302
PA4107,56.9495,42.81285692,16.10900766,59.4393,62.3537,57.09538674,50.63036345,45.52915551
PA4108,35.0603,29.9220197,19.44356761,30.8589,30.3461,33.40680415,32.99557423,33.96363636
chpC,36.6496,93.88521236,90.87685729,50.5281,47.6673,45.76399041,36.35309678,56.62209584
PA4108a,52.2583,52.39010005,21.01405057,77.8056,64.4574,58.7705799,77.37540261,49.48875797
ampR,44.4465,28.1069188,16.84347596,39.1097,38.306,32.96795461,34.39159084,36.46830197
ampC,32.8337,28.72472275,22.99750222,32.1746,35.3762,29.7347282,26.24994169,28.06801244
PA4111,53.074,45.82751694,48.69649945,47.1594,39.241,62.0574438,50.36934708,45.32521395
PA4112,45.0773,31.35423565,13.02643853,38.9001,35.7824,38.37222307,40.63979382,39.93485468
PA4113,36.8719,36.32342973,23.43804262,37.5447,32.4361,35.74914058,27.89009479,32.5945104
PA4114,27.4622,48.04283803,145.7342866,43.9683,42.4451,27.54948996,29.26620795,31.69122231
PA4115,47.6909,63.07815267,121.1990864,59.5618,66.7114,50.1010573,44.67469663,45.04125549
bphO,53.8595,42.57810855,21.31620665,52.0861,42.062,47.22466976,49.56513672,54.03838543
bphP,50.8869,50.11892256,28.44523963,45.571,46.4157,52.14880296,49.59973021,48.96002733
chpD,40.8812,45.04597412,18.7891458,67.2082,54.07,36.41298814,41.76654181,45.08216657
PA4118,70.1852,54.72818835,25.09364294,63.579,64.6605,60.9052388,53.79220457,57.52730977
aph,46.8501,32.27971257,16.12110777,47.5499,36.8471,37.09038632,42.93546211,49.18449287
PA4120,44.4333,26.72789938,15.35361907,47.412,36.8141,35.71924954,39.76389533,38.19985551
PA4121,30.8813,22.82466448,8.88890024,31.2857,35.9885,26.55006188,24.7753575,25.47544092
PA4122,38.4095,27.16733665,7.254906948,38.7974,51.6432,34.98937421,34.19912882,28.70578872
hpcC,30.5677,25.68799035,14.25091034,37.1917,36.813,28.08632739,28.9725508,28.1534883
hpcB,47.3464,31.77632552,12.3640718,46.0412,52.4797,41.53175697,32.64560772,39.09223306
hpcD,26.047,13.19431391,18.93950431,12.8469,18.4216,14.05188029,18.83454173,20.23902751
PA4126,39.538,31.33164603,12.78286592,51.6653,42.1383,38.32129724,35.38916943,37.89039091
hpcG,24.3443,18.16119767,6.084300481,31.7091,35.5645,26.89385765,24.95660103,28.65348446
PA0041a,96.7326,123.4282218,97.22491976,225.103,251.553,110.1518867,97.30894588,114.117561
chpE,32.494,33.99386647,28.57843424,50.5591,48.1976,22.60626529,28.99231697,30.38867467
PA4128,30.3203,15.53505666,9.227176726,34.646,21.1179,30.64258148,38.10366812,39.30978209
PA4129,93.0524,31.11696384,12.09901524,65.1782,55.9226,115.4817041,109.346452,99.09423178
PA4130,89.8228,37.47893238,17.91419202,43.2925,44.0172,125.4171079,115.8678927,109.2431924
PA4131,47.4211,31.84874946,22.75378634,37.5742,38.1905,69.43644967,61.01042457,62.89830339
PA4132,47.4693,30.55866285,26.38958165,31.1859,35.6084,72.87374022,69.36801998,69.6755408
PA4133,91.0159,38.41029212,20.35519898,51.0639,53.4367,170.7290307,166.0318255,242.3140626
PA4134,79.4896,22.68560638,47.66866122,20.7793,18.4617,117.2823872,107.1958908,144.8761095
PA4135,42.4101,34.22666745,30.47179867,38.02,39.17,50.82832046,60.39816272,62.61864662
PA4136,50.2779,29.74304453,11.58873469,60.9243,48.7603,45.96957814,49.18701071,50.1172257
PA4137,37.5716,28.26377823,10.88258995,39.5764,50.4266,34.90199551,31.68931988,36.60685832
PA0418,38.1432,32.57211876,20.82777035,62.2845,54.9116,35.70529864,34.48816561,37.88084052
tyrS,34.6089,26.09976648,19.43726861,38.9874,38.8983,27.84081941,32.73960525,35.6534563
PA4139,384.746,56.07760418,61.98291222,27.2023,48.9701,801.8264799,840.2506765,872.043184
PA4140,47.5231,30.77627641,16.71427241,39.541,41.8909,59.58001068,64.16310877,59.18983171
PA4141,135.674,69.55219314,119.8291452,61.0796,43.614,192.2190216,228.6610649,226.3434909
PA4142,35.0215,23.78218025,10.52050414,39.2434,33.0295,36.89711471,37.74231059,39.36170918
PA4143,33.3164,25.8916453,8.333145906,28.15,35.2328,29.76923169,27.62521953,30.22977966
PA4144,48.1131,26.30061555,8.15323964,53.5203,45.5525,40.42042117,44.73433955,46.65256607
PA4145,41.7502,27.29857996,25.36348499,39.8994,42.9181,32.39452739,43.48501359,43.83086131
PA4145a,32.3941,32.10265849,12.22608614,38.4947,42.9353,31.48032053,31.06153839,29.13931092
acoR,37.4289,80.53033368,28.24529344,44.6552,41.7662,32.83304012,38.99489091,38.66035802
PA0419,31.5613,37.69291201,31.99200916,44.3288,38.2981,30.94854145,28.9148775,32.70553948
PA4148,45.8437,64.82110908,17.84447837,53.7464,53.9777,42.0369029,42.61438564,43.38348217
PA4149,54.9475,48.684559,16.53955808,63.1917,54.9405,45.41620972,53.07029929,53.62045512
PA4150,41.2777,61.32392907,25.41231516,46.232,54.4316,36.52247066,33.97817881,36.97922662
acoB,39.0529,73.51718223,35.92890649,42.7486,54.0649,34.55841046,36.33421767,28.68583963
PA4152,35.6709,59.89194787,19.88338373,44.1394,49.5716,29.81322718,27.67322282,30.73626663
PA4153,28.9424,66.73927782,40.67716362,37.9147,41.6778,26.35567981,25.05173993,29.4862866
PA4154,38.8653,113.3071175,115.3829831,47.7554,52.9648,43.70238538,39.30512446,36.27124194
PA4155,33.5344,22.61616212,6.291501016,37.58,36.4911,32.95724886,33.10885726,32.01008533
PA4156,43.9881,31.58826536,16.08706278,46.8439,54.9678,40.59805103,38.68139422,38.94959854
PA4157,36.7968,35.55001793,23.7109128,39.0842,28.8076,38.5890972,36.25012266,42.41769104
bioA,41.3516,66.73939678,69.97580874,69.7652,73.6948,45.73287506,37.2645623,42.73632709
fepC,46.5319,30.46068935,16.19068219,52.2856,39.908,39.65880331,43.14540946,47.52783584
fepB,32.2512,17.33354726,8.878357214,30.8928,25.3345,25.15243748,26.7008725,28.15705291
fepD,50.6218,21.19129624,11.5843416,63.0124,44.6039,40.34128598,52.26531581,51.78346439
fepG,61.281,32.49555735,17.90441626,67.2194,50.3073,50.62945077,60.54501289,61.51939729
PA4162,43.2909,33.93942512,23.91838196,42.1839,45.2206,39.40761201,41.57028086,37.25732661
PA4163,48.4631,51.69978065,57.33029907,56.5116,56.2947,45.85287235,48.28016584,55.56212327
PA4164,52.9609,64.53659724,49.62424377,52.7765,64.4542,53.65870236,58.23972516,61.5062608
PA4165,35.9818,21.62036312,18.1604586,41.3114,30.0374,28.71208166,35.78917485,41.60436741
PA4166,26.0472,42.8846823,39.07520078,38.9412,33.371,22.56623699,24.63872631,22.88269196
PA4167,33.9588,30.30616746,12.07058371,37.5853,39.4263,29.83533514,30.2067761,27.72431101
PA0421,51.1344,104.6476499,72.82435754,74.0256,75.5757,61.41750859,46.00858303,56.46401866
fpvB,52.1622,28.97807062,18.31102755,41.6869,48.8679,52.72102917,46.26036856,43.51820965
PA4169,23.221,25.23421159,12.86513784,22.617,22.1039,22.01630924,24.27984231,26.05677154
PA4170,36.8037,27.61977276,18.42064565,42.3872,46.041,33.3509062,35.96170945,38.89185381
PA4171,37.0806,52.06194245,44.48842945,35.9585,33.4501,34.3969894,30.34789982,36.00929166
PA4172,37.5485,28.8390748,15.13152109,39.6254,42.6527,31.47726898,36.22086764,29.06954505
PA4173,27.9224,13.39761382,8.251080883,26.0517,23.0328,18.70516199,19.37149281,16.7970068
PA4174,31.0012,25.72920003,20.31018822,34.6398,30.9496,26.79744824,23.99581219,30.20436262
piv,58.5925,53.33496469,32.74647513,47.369,51.2912,51.2241011,54.71543955,43.97332511
ppiC2,70.3234,101.8227254,120.7858376,48.7157,39.8972,90.53105502,78.57209927,91.85096432
PA4177,34.3296,36.17670875,4.884228281,46.9221,39.128,39.35266396,40.89345808,33.08272109
PA0422,38.401,346.1560357,96.06950556,48.2056,48.3177,40.39726465,34.43824387,40.98372721
PA4178,23.9543,26.24640485,13.43204418,25.3325,24.668,23.46452485,15.46280825,19.4842492
PA4179,44.8647,39.51335665,23.93160672,51.3712,55.6159,41.00284696,40.46866853,41.69059403
PA4180,54.2431,81.56438112,74.97909216,53.2172,52.446,58.17348762,53.13248952,55.93375306
PA4181,48.2645,37.09522236,76.83303413,55.007,56.5012,35.57548361,39.60887966,43.83759224
PA4182,26.9744,38.49177168,84.36945884,35.1301,35.4726,24.41585468,23.90812458,23.75437593
PA4183,19.3966,30.62099689,39.7472894,25.4735,27.7845,23.33899346,22.31930431,22.11456549
PA4184,39.3074,37.35836457,30.94104858,50.2465,39.4325,37.15315076,36.69412656,41.1027896
PA4185,25.6841,33.92630339,26.71445769,27.5365,31.864,26.06178066,24.98049939,24.53602813
PA4186,35.299,33.60220844,20.51604251,37.2263,42.9263,33.21138338,29.6960435,33.82060229
PA4187,35.4283,29.44973703,11.06507968,40.7356,36.0527,32.79542212,31.97703065,30.34544289
pasP,102.415,638.4611817,1248.583234,224.373,323.875,139.7994999,110.2594664,128.3034612
PA4188,33.8458,17.08068942,10.49915977,42.7959,31.093,27.08815194,31.64506432,36.07433291
PA4189,41.5706,26.52534413,11.1099675,48.3073,43.2648,35.0390624,38.08966537,41.69633361
pqsL,34.8721,33.65101011,37.8717559,45.093,39.6348,40.92874537,38.49083226,43.10126175
PA4191,34.8604,38.01427573,21.3847382,39.4896,41.4079,34.29405257,36.45376181,37.22755779
PA4192,61.8025,53.88375969,26.40514183,68.3084,71.5695,63.2885035,58.99056752,63.58307352
PA4193,50.3949,46.98675016,15.71848094,54.703,50.6449,49.41319071,45.32621878,53.71059242
PA4194,38.6965,41.43179782,29.2194179,42.0756,45.0599,35.53988086,33.53846278,35.93767363
PA4195,38.1586,73.6007866,80.59871763,35.9625,47.2347,40.11000646,35.41475788,33.51273318
bfiR,29.5887,28.85047914,11.41271939,31.0525,34.0147,30.06983183,26.37894201,27.39555031
bfiS,50.9056,32.16599273,20.74698337,62.5274,46.857,43.15242395,47.70272179,49.57890452
mexR,71.2176,85.10892864,495.0343513,91.3013,108.733,66.91385071,55.44963952,50.97062744
PA4198,30.5994,27.50001568,33.84235606,35.9849,39.7089,28.30246153,30.1588108,29.52251596
PA4199,35.3111,41.29633802,52.37935726,51.3964,44.2332,35.59397184,38.21246342,39.05384029
PA4200,51.4689,40.93876432,29.01630999,66.0899,58.51,46.27833904,48.32407846,53.61700635
ddlA,35.0716,43.376409,53.88888688,39.2345,39.8609,41.01560793,43.2655368,42.05552782
PA4202,52.3022,47.15758419,84.40122298,80.5868,70.6683,50.48432024,53.42675272,68.96432113
PA4203,38.4755,29.01937324,37.55644224,47.7469,37.8226,35.60434624,40.17189095,42.82329275
ppgL,45.1104,86.2418342,183.8495173,73.0269,73.9991,55.25953995,46.4244305,56.08059306
mexG,37.7015,44.17521493,43.91372415,40.7758,36.6444,34.52716904,26.3741252,35.8800629
mexH,30.6503,28.81585854,15.41220068,36.5778,34.6029,27.55591116,28.52309621,35.57943544
mexI,32.821,32.93260557,15.46790205,40.1268,40.5907,29.51771702,29.86217196,32.82387541
mexA,46.8561,103.4870167,207.7737307,85.1165,102.105,56.70095074,51.46278131,55.09013923
opmD,42.3891,27.61043849,14.59340265,52.3593,41.9325,34.1183217,41.00323858,47.94491231
phzM,37.1755,38.20898922,23.01979304,43.1143,46.2535,36.96470721,31.06641755,30.30100071
phzA1,29.3893,21.01613605,12.39457215,34.6134,35.1771,25.16680224,28.98492404,30.96092451
phzB1,49.903,37.05784023,25.83256706,60.3095,73.3608,49.47899532,47.03921492,45.55651299
phzC1,53.0934,26.19264522,10.12195594,43.5992,38.4738,38.67482266,49.2900363,44.1774653
phzD1,41.1408,21.69344728,8.317340373,38.5283,33.1768,27.8150786,35.55119295,35.78208703
phzE1,34.4916,18.34524574,7.656424255,32.8335,32.0993,29.25904737,32.15230324,33.03080779
phzF1,35.5634,23.64572194,9.373232096,32.7782,30.1318,29.76751933,38.29780375,37.24411979
phzG1,34.935,18.60375203,8.977952021,34.0392,33.2236,31.65816925,37.53662756,36.89402489
phzS,55.3523,30.26608592,13.86307446,47.2917,36.8783,63.80587168,68.86018813,53.73152839
mexB,65.052,106.3719047,192.7622508,106.988,119.756,74.31060963,64.19717449,69.17019351
PA4218,230.705,23.70094143,10.11425102,49.6559,38.0814,302.5144592,346.9836455,208.2114978
PA4219,179.017,26.86097419,6.53230411,56.0302,40.8636,233.75385,233.5674052,136.4724492
PA4220,402.53,22.32025194,4.470066491,26.0612,25.7115,423.3464791,468.7178302,235.1499315
fptA,356.881,23.68595771,10.89904398,38.9924,43.2136,441.4312386,411.5359156,242.9991044
PA4222,228.012,26.82726074,7.604999541,66.7646,43.6025,242.9221788,243.6566488,146.1984922
PA4223,227.569,25.17314848,9.915571325,49.7473,37.4165,262.0908453,258.9015182,166.1808827
pchG,277.167,26.99018726,7.190020506,57.0745,48.6246,306.1965959,281.7165463,164.8473331
pchF,310.588,25.83722499,8.318830649,54.7572,43.115,341.6606281,314.4107497,191.133825
pchE,299.455,28.21466021,9.708416788,59.0484,44.885,338.8175136,293.8989742,186.0917725
pchR,56.2152,19.79518855,16.2914373,27.9775,27.4164,75.19144368,61.07246938,48.84240193
PA0042,86.5174,93.1813627,91.46673519,161.925,176.888,96.74329931,81.44045217,83.66377431
oprM,47.9745,83.84358992,166.5929284,89.1302,90.3422,55.13540459,53.12887575,56.83982965
pchD,236.336,27.70660332,15.57620889,48.6791,46.2831,269.8493791,255.4174154,116.9890821
pchC,211.048,27.13627918,15.83842374,73.4351,61.6268,241.9235663,243.5826398,124.0860677
pchB,514.772,12.69391505,28.52856788,19.4508,32.9068,573.7679862,592.4399927,236.2499767
pchA,336.589,34.57480713,31.38296564,46.2728,40.2332,390.9922157,380.0459988,183.335055
ssb,148.212,924.1314242,1060.361894,363.93,398.521,207.9332515,186.4965368,206.0008867
PA4233,52.3172,130.3132395,72.30787508,68.0025,52.6371,59.83105143,57.88232421,55.49295353
uvrA,32.1823,106.193369,122.9053874,62.2189,76.2378,43.27738882,34.27125163,44.09974698
bfrA,176.094,1397.481525,2272.102338,494.712,518.556,299.1537612,244.5643742,355.8380184
katA,82.2449,1470.912636,2446.731404,547.219,649.101,138.9181504,118.0716092,274.8147859
rplQ,119.051,848.8289806,2304.971524,365.593,382.61,235.1877141,231.5037818,331.8867931
PA0428,65.8363,174.7932991,191.0576064,102.041,115.209,93.50675675,80.23906383,82.89322025
rpoA,163.037,1093.225335,1915.888465,399.642,440.816,343.8077005,308.725822,447.9385178
rpsD,154.958,1241.898512,2218.245118,392.363,431.384,314.9684804,272.2214458,387.7953801
rpsK,212.042,1246.463108,1643.609351,387.287,334.562,428.8547181,386.4941104,448.3716932
rpsM,221.997,1392.882288,2134.8187,438.858,445.1,452.5717363,423.6765987,508.4274839
rpmJ,357.679,1922.781682,859.2552446,850.046,86.856,356.2313688,526.0023297,308.3674916
secY,147.012,1139.473845,1491.683797,311.807,301.725,369.7278079,313.2966814,420.894171
rplO,233.586,1982.198546,2579.37164,658.795,625.342,556.27888,519.6067589,680.2171262
rpmD,417.328,2534.264074,4075.156658,1378.77,1532.08,935.0067928,913.6764349,1211.574933
rpsE,234.483,1781.209501,3234.862134,796.365,875.591,510.670669,456.0611511,591.4215638
rplR,198.155,1569.099003,2122.49163,480.632,445.184,455.7604756,363.0878019,521.186468
PA0429,67.2725,122.8701437,132.3122367,64.6982,67.1184,85.20532259,83.13821138,76.14156227
rplF,221.969,1720.441676,2417.597249,547.389,565.281,495.8762206,383.9922589,524.2227686
rpsH,248.728,1631.882429,3216.3872,458.804,501.768,532.8516484,424.8409468,549.8894963
rpsN,151.872,1061.660536,2971.649413,535.321,517.734,304.7353,288.7293625,360.1289786
rplE,281.002,1747.521665,4654.595861,982.215,1109.45,576.011881,524.6308573,759.7743536
rplX,218.355,1446.403518,2449.935127,648.298,592.827,473.7625057,391.2511461,521.2304405
rplN,278.362,1874.881361,4064.871724,844.096,867.864,585.9238265,526.3698174,708.8573991
rpsQ,216.066,1392.228835,1865.441604,486.796,490.653,473.1973397,404.9850827,618.9847259
rpmC,112.64,512.9176998,1305.790744,350.938,325.597,260.9209858,152.7598234,197.8355833
rplP,265.669,1925.996292,4320.93928,942.084,1049.29,593.682009,520.1273476,716.3423427
rpsC,238.777,1638.719575,3349.346887,569.245,572.29,496.890098,440.5641876,639.390147
metF,37.4784,63.47255159,84.67519937,43.8242,51.55,61.12687984,45.09106585,49.03631523
rplV,180.062,1207.91741,3356.868216,702.202,705.294,384.4450703,328.3104001,435.4499352
rpsS,357.876,2111.131073,2954.163487,873.844,938.045,695.5110443,680.4326162,852.0132689
rplB,195.114,1767.408825,3099.958508,472.011,467.59,418.2361299,334.2111861,477.412176
rplW,156.25,1122.541794,2010.897785,391.76,427.723,299.9449295,256.9115563,344.8510222
rplD,298.394,2438.925454,3725.652007,781.704,762.279,643.6230497,509.5492488,686.3586544
rplC,282.148,1882.536079,3492.48111,612.278,645.638,515.0367963,424.1141444,553.1925725
rpsJ,580.458,2685.585091,5112.744659,574.697,696.545,851.7654003,723.1345152,842.9328071
tufA,292.624,2569.711669,7085.24005,1103.41,1280.33,640.4817145,496.1866368,742.0639464
fusA1,203.671,1731.204097,4665.267118,843.501,956.707,457.7947793,351.0394993,507.9410761
rpsG,248.441,1997.455411,3523.786667,712.209,770.42,498.2734584,391.4543236,502.6702956
PA0431,89.3278,151.3308492,188.8447061,114.531,132.41,126.7051554,118.0159284,108.9956349
rpsL,405.838,2279.783479,3741.154033,791.223,841.25,751.3178617,614.2539564,808.3832197
rpoC,86.1435,447.0843277,1379.9825,321.064,345.061,167.6504305,150.1106039,198.5520027
rpoB,91.8648,442.0812918,1132.036227,269.465,306.564,160.3721062,151.471342,195.2015905
PA4270.1,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
rplL,241.001,2029.916052,5925.374396,918.092,1056.17,511.3859155,427.3825986,468.954572
rplJ,184.641,1663.492071,2449.591837,516.803,560.979,416.2758232,357.2748266,441.0363927
PA4272.1,281.172,1686.654405,1448.280539,634.18,724.508,645.3541012,616.9003702,765.8181763
rplA,142.5,1212.639093,2760.101525,531.894,602.953,311.4506675,259.2395934,347.1846223
rplK,199.735,1575.016339,2707.858586,528.561,658.068,453.6926258,348.5297714,456.1034656
nusG,137.63,632.8872156,1128.518528,165.533,195.926,222.7141664,193.363409,235.3057983
sahH,110.554,404.1509492,1394.658211,381.737,434.698,188.1132685,145.8596368,164.2168536
secE,188.807,629.527142,724.5792331,136.327,140.361,257.3471016,230.8267328,224.9970342
PA4276.1,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
tufB,222.422,1792.412553,4073.79394,633.414,754.604,451.4633268,349.1802598,501.4772387
PA4277.1,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
PA4277.2,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
PA4277.3,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
PA4278,68.4092,77.30598076,69.34386983,85.6132,94.8283,67.69653305,66.74060621,61.52338883
PA4279,61.0285,65.03925633,57.07971063,72.6671,86.6777,60.82557236,56.13951808,55.33449796
birA,78.8993,92.50765449,85.71571799,102.488,126.104,82.05548288,74.87780781,75.6672534
PA4280.1,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
PA0433,86.7428,72.90883802,65.829868,91.148,83.7446,84.83789295,51.12370357,47.27480683
PA4280.2,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
PA4280.3,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
PA4280.4,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
PA4280.5,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
sbcD,34.7359,49.32912199,51.2789139,40.0929,36.1315,36.00151898,30.83606253,32.30540123
