,PA_1,PA_2,PA_3,CC_1,CC_2,CC_3
PA14_35850,2367,2255,2318,1502,1138,1238
PA14_35860,176,139,166,120,77,143
PA14_35880,273,274,304,207,194,216
PA14_35890,320,332,335,251,167,233
PA14_35900,162,173,153,117,74,130
PA14_35920,29,40,45,38,20,28
PA14_35930,3,2,3,2,0,0
PA14_35940,20,25,26,15,9,28
PA14_35950,9,9,6,5,4,4
PA14_35970,21,23,16,17,9,14
PA14_35980,2,2,3,0,1,0
PA14_35990,10,9,13,6,5,3
PA14_36010,112,119,118,88,68,92
PA14_36020,146,137,141,116,121,129
PA14_36030,23,18,24,19,26,48
PA14_36050,29,21,32,14,18,17
PA14_36060,34,27,17,14,10,16
PA14_36070,34,34,29,29,9,24
PA14_36080,7,2,2,0,3,2
PA14_36090,6,6,6,6,1,8
PA14_36110,10,20,13,4,6,3
PA14_36120,39,45,43,26,24,18
PA14_36130,26,24,25,14,14,15
PA14_36150,3,2,3,2,0,1
PA14_36170,7,7,13,2,8,3
PA14_36180,90,103,107,74,42,68
PA14_36190,32,46,38,31,28,39
PA14_36200,991,989,1054,1492,1283,1911
PA14_36220,70,89,88,144,124,210
PA14_36230,82,84,77,101,85,138
PA14_36250,186,179,211,132,134,166
PA14_36260,244,240,225,220,183,266
PA14_36270,484,524,536,384,355,474
PA14_36280,59,74,67,43,55,49
PA14_36290,490,489,535,307,288,337
PA14_36300,682,683,727,499,423,596
PA14_36350,35,21,24,4,16,22
PA14_36360,9,7,8,6,6,8
PA14_36370,6,15,12,5,7,7
PA14_36375,30,45,41,24,13,35
PA14_36390,61,53,51,28,14,30
PA14_36400,13,9,9,15,3,12
PA14_36410,19,15,19,8,6,4
PA14_36420,362,384,383,175,147,162
PA14_36450,127,180,166,62,45,50
PA14_36460,153,157,143,45,31,53
PA14_36470,101,116,138,57,44,46
PA14_36480,31,26,14,22,25,20
PA14_36490,6,18,7,7,5,8
PA14_36500,42,68,46,59,42,46
PA14_36520,72,77,82,79,48,99
PA14_36530,34,44,40,33,26,34
PA14_36540,13,19,16,8,6,7
PA14_36550,64,69,64,35,35,33
PA14_36560,105,121,129,49,59,59
PA14_36580,43,42,39,38,39,39
PA14_36590,25,19,26,11,27,23
PA14_36605,46,38,31,50,45,46
PA14_36620,2,1,0,2,0,5
PA14_36630,95,92,83,93,78,109
PA14_36650,35,48,58,36,30,37
PA14_36660,41,52,56,34,30,51
PA14_36670,14,13,24,8,10,22
PA14_36680,13,6,7,10,7,16
PA14_36690,16,23,18,12,14,16
PA14_36700,11,6,4,7,7,8
PA14_36730,110,109,138,96,77,120
PA14_36740,85,101,110,74,66,87
PA14_36760,24,26,26,25,20,20
PA14_36770,6,4,6,3,0,4
PA14_36780,5,8,7,6,7,7
PA14_36790,5,5,5,5,2,4
PA14_36820,33,31,41,32,20,26
PA14_36830,50,49,45,17,24,18
PA14_36850,10,6,14,8,5,10
PA14_36860,15,13,19,7,1,9
PA14_36870,26,23,20,14,16,16
PA14_36880,6,5,3,1,4,4
PA14_36890,3,2,1,5,1,0
PA14_36900,5,2,3,4,3,3
PA14_36920,51,38,42,21,17,20
PA14_36930,0,1,0,1,1,3
PA14_36940,7,3,16,8,5,14
PA14_36960,9,21,14,16,4,13
PA14_36980,37,46,38,31,29,43
PA14_36990,15,11,23,11,11,19
PA14_37070,8189,7983,7980,4041,3132,3445
PA14_37080,1542,1605,1643,769,627,739
PA14_37090,15,18,13,11,10,11
PA14_37100,21,30,19,10,10,18
PA14_37120,113,114,118,55,42,58
PA14_37130,66,68,63,33,24,19
PA14_37140,61,74,70,30,23,31
PA14_37150,33,32,40,16,17,16
PA14_37170,55,61,67,19,21,25
PA14_37200,110,123,140,113,99,130
PA14_37210,403,444,428,42,37,46
PA14_37220,93,80,116,79,58,111
PA14_37250,740,772,866,47,35,57
PA14_37260,268,331,313,14,16,14
PA14_37270,120,148,145,6,5,5
PA14_37290,155,194,196,7,9,5
PA14_37310,194,243,263,7,7,11
PA14_37320,91,110,109,1,2,13
PA14_37340,58,57,66,27,27,35
PA14_37350,4,7,1,3,1,3
PA14_37360,15,18,14,11,5,6
PA14_37370,4,7,4,1,0,3
PA14_37380,30,34,32,16,17,31
PA14_37400,90,103,91,39,31,49
PA14_37410,32,33,37,18,19,26
PA14_37420,17,20,12,13,17,9
PA14_37430,37,35,39,28,22,32
PA14_37440,19,22,15,11,11,14
PA14_37460,22,21,22,11,5,16
PA14_37470,14,25,24,6,8,9
PA14_37490,124,117,139,65,69,79
PA14_37510,22,36,40,24,12,16
PA14_37520,11,22,14,8,8,7
PA14_37530,31,46,38,24,22,32
PA14_37550,27,29,31,25,20,21
PA14_37560,68,81,70,28,47,45
PA14_37570,380,408,397,323,224,319
PA14_37580,487,465,441,267,214,226
PA14_37610,470,463,469,272,261,283
PA14_37630,160,173,153,66,68,98
PA14_37640,4,8,9,3,4,5
PA14_37650,10,16,12,4,6,6
PA14_37660,176,183,179,136,144,193
PA14_37670,301,334,333,152,99,51
PA14_37680,454,506,469,198,152,156
PA14_37690,259,267,258,141,97,137
PA14_37730,19,26,16,13,11,10
PA14_37745,578,614,630,175,123,179
PA14_37760,255,243,250,71,60,74
PA14_37770,86,101,89,20,17,22
PA14_37780,159,172,165,30,31,33
PA14_37820,235,200,239,221,191,321
PA14_37830,145,174,155,215,162,209
PA14_37840,35,28,35,18,16,14
PA14_37850,2,6,4,2,3,2
PA14_37870,5,3,4,2,4,0
PA14_37880,8,14,6,11,11,13
PA14_37900,23,38,25,26,18,25
PA14_37910,58,67,87,54,50,84
PA14_37915,8,10,14,4,6,5
PA14_37980,9,12,11,5,3,10
PA14_37990,4,15,14,13,7,15
PA14_38000,75,91,102,69,61,90
PA14_38010,341,334,318,232,204,283
PA14_38020,18,17,5,10,7,13
PA14_38040,136,140,117,71,83,82
PA14_38050,25,37,30,13,8,8
PA14_38060,95,95,130,99,82,141
PA14_38080,926,907,936,920,877,1056
PA14_38090,176,187,193,180,161,238
PA14_38110,754,701,858,954,823,1341
PA14_38130,220,211,200,82,67,78
PA14_38140,1166,1047,1202,497,346,491
PA14_38160,109,114,95,114,104,154
PA14_38170,47,39,41,58,50,60
PA14_38180,417,462,469,374,315,396
PA14_38190,20,24,26,15,12,12
PA14_38200,157,181,156,93,60,99
PA14_38210,20,20,18,7,7,11
PA14_38220,59,45,58,37,30,45
PA14_38250,649,752,693,452,420,580
PA14_38260,75,79,84,48,34,41
PA14_38270,101,112,109,51,60,86
PA14_38290,96,82,95,90,88,82
PA14_38300,85,64,79,74,64,72
PA14_38310,35,31,30,22,17,23
PA14_38320,564,576,630,391,340,333
PA14_38340,133,134,117,39,32,21
PA14_38360,38,52,39,44,26,41
PA14_38370,46,49,46,8,13,8
PA14_38380,299,286,287,234,193,296
PA14_38395,22,23,31,19,26,23
PA14_38420,317,349,284,135,109,121
PA14_38500,636,701,658,414,290,325
PA14_38560,926,914,987,454,434,576
PA14_38570,291,313,339,176,160,232
PA14_38580,299,306,287,29,35,32
PA14_38610,665,773,760,275,231,348
PA14_38640,2320,2284,2505,610,493,582
PA14_38660,2511,2639,2742,646,535,712
PA14_38680,129,151,149,113,87,120
PA14_38690,542,562,535,261,207,255
PA14_38710,98,113,101,80,72,98
PA14_38720,169,165,188,83,85,128
PA14_38730,102,87,86,106,87,152
PA14_38740,176,168,202,61,54,68
PA14_38750,263,252,284,151,121,189
PA14_38770,57,85,50,22,22,31
PA14_38840,12,10,11,6,7,6
PA14_38880,5,6,3,0,1,0
PA14_38900,6,9,9,0,2,2
PA14_38910,1,4,9,0,1,4
PA14_38920,4,3,10,0,3,6
PA14_38930,74,58,63,48,42,37
PA14_38950,5,11,10,3,0,2
PA14_38970,36,42,47,25,17,24
PA14_38990,17,29,21,21,12,19
PA14_39000,15,9,13,17,13,7
PA14_39020,19,17,20,20,14,17
PA14_39060,8,4,5,5,2,9
PA14_39070,194,247,250,142,140,189
PA14_39080,30,25,29,19,19,24
PA14_39090,82,91,76,83,65,81
PA14_39100,81,82,76,37,52,75
PA14_39110,69,78,89,71,60,91
PA14_39130,1665,1570,1746,1922,1555,2231
PA14_39140,304,353,325,211,189,230
PA14_39150,41,30,21,12,11,26
PA14_39160,167,180,190,123,116,157
PA14_39180,46,44,45,27,22,34
PA14_39200,124,116,88,119,101,143
PA14_39210,40,48,49,26,35,35
PA14_39220,2,7,4,3,2,2
PA14_39230,0,1,1,1,0,0
PA14_39240,14,17,12,3,5,11
PA14_39250,3,1,4,3,1,3
PA14_39260,0,4,1,2,1,0
PA14_39270,79,87,111,30,34,33
PA14_39360,98,89,105,49,39,60
PA14_39390,679,703,713,449,358,456
PA14_39410,232,252,285,141,126,133
PA14_39420,60,48,52,28,25,30
PA14_39440,631,661,672,381,315,387
PA14_39460,266,262,248,138,125,142
PA14_39470,1168,1152,1251,834,672,944
PA14_39480,3132,2942,3293,1997,1605,2113
PA14_39500,98,80,83,59,48,58
PA14_39520,70,109,103,81,71,97
PA14_39530,25,40,26,24,18,24
PA14_39540,48,46,33,27,10,21
PA14_39560,201,169,187,87,67,47
PA14_39570,45,44,42,28,34,27
PA14_39610,934,931,977,926,816,1116
PA14_39620,3,6,1,8,4,4
PA14_39630,1,1,1,1,0,2
PA14_39650,12,14,12,7,8,13
PA14_39660,28,29,32,17,15,17
PA14_39670,5,2,2,0,1,3
PA14_39690,702,747,715,451,343,390
PA14_39700,38,29,39,27,21,21
PA14_39710,104,106,89,48,37,45
PA14_39720,32,31,28,27,31,31
PA14_39730,8,8,2,3,5,4
PA14_39750,13,19,11,13,9,12
PA14_39770,479,479,499,315,217,233
PA14_39780,51,52,54,30,30,38
PA14_39790,619,663,650,626,572,773
PA14_39800,159,152,141,165,130,216
PA14_39810,10,16,13,12,5,19
PA14_39820,22,24,22,15,16,12
PA14_39830,24,23,19,9,10,14
PA14_39850,10,4,7,7,2,4
PA14_39860,3,7,3,6,1,3
PA14_39870,47,53,30,36,28,37
PA14_39990,97,103,121,24,13,19
PA14_40010,88,79,90,26,18,23
PA14_40020,129,117,143,29,30,27
PA14_40030,144,130,137,33,34,34
PA14_40040,143,128,143,43,33,39
PA14_40050,41,48,31,12,14,19
PA14_40060,5,3,1,0,2,1
PA14_40070,266,280,255,173,155,185
PA14_40080,237,274,307,174,130,188
PA14_40100,276,252,292,75,37,53
PA14_40110,149,176,168,50,52,60
PA14_40130,78,87,80,39,26,38
PA14_40150,30,47,31,17,18,18
PA14_40160,21,34,26,26,8,12
PA14_40170,30,32,24,24,15,26
PA14_40180,73,79,85,47,34,66
PA14_40200,335,366,355,196,162,156
PA14_40210,24,42,27,20,19,19
PA14_40220,58,42,47,47,34,61
PA14_40230,56,47,71,40,35,35
PA14_40240,60,62,61,33,25,58
PA14_40250,83,81,99,60,52,65
PA14_40260,430,557,543,223,228,238
PA14_40270,30,34,29,12,7,14
PA14_40280,409,423,514,291,238,322
PA14_40300,43,64,58,41,33,51
PA14_40310,411,439,490,466,378,690
PA14_40330,10,7,9,14,10,18
PA14_40340,72,81,74,54,73,83
PA14_40350,290,319,252,213,201,249
PA14_40370,474,526,504,344,305,396
PA14_40380,52,53,55,29,28,14
PA14_40430,255,232,248,117,96,116
PA14_40440,143,152,163,110,94,110
PA14_40470,348,346,402,420,329,450
PA14_40490,401,390,405,293,298,464
PA14_40520,5,4,3,5,5,6
PA14_40540,12,18,17,32,32,40
PA14_40550,214,198,185,146,138,202
PA14_40560,400,406,449,795,715,1046
PA14_40570,197,164,197,104,77,88
PA14_40600,128,135,128,97,95,92
PA14_40610,3,3,5,9,4,3
PA14_40620,36,30,30,21,19,21
PA14_40630,2330,2505,2647,1392,1195,1487
PA14_40650,15,16,23,17,15,16
PA14_40660,12,14,12,4,6,7
PA14_40690,315,361,344,227,186,260
PA14_40700,347,317,375,330,282,462
PA14_40710,215,206,244,247,236,326
PA14_40730,143,175,185,132,126,219
PA14_40740,269,299,307,159,115,154
PA14_40750,152,139,150,78,64,64
PA14_40780,368,363,344,355,301,416
PA14_40790,133,129,127,107,89,135
PA14_40800,73,56,70,37,31,47
PA14_40820,82,98,86,41,49,52
PA14_40830,2337,2563,2372,1312,1003,1314
PA14_40840,2147,2326,2280,1430,1176,1323
PA14_40850,491,514,501,391,258,422
PA14_40860,2632,2637,2780,1183,1033,1312
PA14_40880,879,924,1044,938,807,1077
PA14_40890,931,952,999,746,667,817
PA14_40900,36,37,28,23,13,27
PA14_40910,89,84,113,50,37,50
PA14_40930,101,120,111,45,60,79
PA14_40940,51,55,42,59,46,84
PA14_40960,2290,2526,2421,1894,1609,2280
PA14_40980,1450,1591,1612,1451,1216,1756
PA14_41010,472,548,505,327,257,364
PA14_41020,1265,1302,1347,699,569,670
PA14_41030,248,270,234,155,103,119
PA14_41070,570,625,598,408,386,411
PA14_41080,265,270,269,148,176,197
PA14_41110,1516,1509,1678,1320,1004,1278
PA14_41130,2652,2554,2835,2041,1589,2078
PA14_41140,768,753,776,619,465,650
PA14_41150,706,710,770,523,435,575
PA14_41160,1316,1409,1319,797,627,921
PA14_41200,880,1066,1144,966,722,1137
PA14_41260,187,168,200,183,149,220
PA14_41270,244,266,259,260,200,292
PA14_41280,35,47,55,39,38,54
PA14_41290,1,6,5,6,3,3
PA14_41300,161,144,150,114,100,172
PA14_41320,173,184,172,311,261,469
PA14_41330,94,73,102,134,145,277
PA14_41340,365,351,414,577,506,868
PA14_41400,685,710,723,554,470,659
PA14_41420,515,481,516,407,363,617
PA14_41430,214,206,216,216,198,311
PA14_41440,13321,14015,13639,5852,4744,4242
PA14_41450,103,110,110,131,107,167
PA14_41500,103,93,135,92,81,84
PA14_41520,18,12,14,17,5,16
PA14_41560,18,23,28,18,15,17
PA14_41590,1202,1189,1215,1794,1431,2366
PA14_41610,267,274,305,426,322,548
PA14_41630,1064,1141,1142,885,804,1105
PA14_41640,1651,1780,1674,1057,910,1024
PA14_41650,723,703,708,811,756,1208
PA14_41680,1643,1570,1742,1235,978,1130
PA14_41690,793,773,840,1106,923,1523
PA14_41710,3603,3522,3945,4445,3593,4819
PA14_41730,1986,2117,2179,2194,1818,2484
PA14_41740,118,112,113,71,45,67
PA14_41750,49,53,61,37,38,34
PA14_41760,102,131,127,68,61,70
PA14_41780,247,231,258,120,96,124
PA14_41790,415,400,430,195,158,222
PA14_41800,1614,1692,1728,871,742,1055
PA14_41810,3343,3398,3517,1859,1474,1715
PA14_41860,92,113,92,97,82,138
PA14_41880,658,667,665,354,290,342
PA14_41910,212,210,249,168,98,167
PA14_41930,1145,1161,1208,881,735,1020
PA14_41950,322,343,329,276,227,342
PA14_41960,11,8,10,12,11,18
PA14_41970,8876,9999,8959,5665,4851,5649
PA14_41980,97,87,111,44,34,41
PA14_41990,13,8,12,9,5,4
PA14_42000,0,4,4,0,1,1
PA14_42010,4169,4132,4294,1581,1169,1253
PA14_42020,209,246,236,147,132,183
PA14_42030,22,24,22,10,6,6
PA14_42050,39,49,40,29,19,33
PA14_42060,128,116,120,78,72,95
PA14_42080,1366,1344,1257,318,226,288
PA14_42090,660,747,635,151,106,113
PA14_42100,126,127,121,134,98,131
PA14_42120,158,175,168,107,103,143
PA14_42130,177,180,179,134,100,139
PA14_42140,125,122,101,86,58,82
PA14_42150,104,96,110,82,59,74
PA14_42160,276,289,339,225,189,244
PA14_42180,825,966,829,390,341,410
PA14_42200,669,639,713,382,293,332
PA14_42220,1167,1176,1229,957,814,1206
PA14_42380,1413,1528,1450,1992,1681,2355
PA14_42410,110,114,114,129,114,169
PA14_42510,6,4,6,5,7,11
PA14_42520,24,30,23,20,32,57
PA14_42530,36,46,39,88,60,87
PA14_42540,50,41,47,101,89,128
PA14_42630,115,86,89,114,115,126
PA14_42670,1561,1627,1719,1797,1429,1916
PA14_42680,295,308,335,431,388,553
PA14_42710,188,230,241,147,114,165
PA14_42730,688,850,780,417,392,490
PA14_42740,432,434,454,375,342,489
PA14_42750,245,256,260,244,197,394
PA14_42770,131,162,153,82,70,83
PA14_42780,473,493,514,337,275,414
PA14_42790,594,581,622,552,500,751
PA14_42820,1050,1227,1141,524,457,477
PA14_42830,200,192,188,113,73,85
PA14_42840,246,237,254,191,182,286
PA14_42860,13695,13724,14199,8294,6314,5847
PA14_42870,517,498,502,320,259,336
PA14_42900,712,737,775,332,241,350
PA14_42910,229,211,259,113,81,123
PA14_42920,473,449,485,233,179,243
PA14_42940,196,171,219,73,74,97
PA14_42950,245,299,266,93,76,125
PA14_42960,25,41,40,12,12,22
PA14_42970,359,370,413,158,135,212
PA14_42980,706,754,739,265,218,326
PA14_42990,353,332,381,217,171,219
PA14_43000,848,838,939,457,425,605
PA14_43020,430,434,459,265,205,339
PA14_43030,2485,2331,2626,1265,1046,1469
PA14_43040,946,862,953,443,336,485
PA14_43050,3337,3668,3802,2206,1667,2254
PA14_43080,4,7,5,4,2,8
PA14_43090,17,17,25,18,24,19
PA14_43100,730,677,756,599,479,663
PA14_43110,1677,1753,1786,1833,1385,1764
PA14_43130,1594,1619,1620,1699,1365,1601
PA14_43140,96,81,66,72,66,65
PA14_43150,80,76,70,56,47,59
PA14_43160,434,439,447,562,402,549
PA14_43170,132,156,161,90,105,134
PA14_43180,94,93,98,93,85,112
PA14_43190,364,348,345,227,197,250
PA14_43200,679,695,746,460,358,427
PA14_43220,165,184,171,100,110,122
PA14_43230,41,70,52,23,22,32
PA14_43240,308,329,336,304,246,350
PA14_43250,71,71,78,41,42,47
PA14_43270,974,984,1018,803,690,907
PA14_43290,100,110,126,78,59,67
PA14_43300,604,606,734,505,388,508
PA14_43310,109,112,115,91,96,123
PA14_43320,101,102,109,96,125,153
PA14_43420,254,252,288,138,134,169
PA14_43430,285,266,278,189,153,209
PA14_43440,78,92,82,50,37,40
PA14_43460,100,119,101,50,41,60
PA14_43480,72,79,83,67,54,83
PA14_43490,150,132,123,89,79,111
PA14_43510,290,321,347,230,185,291
PA14_43520,596,717,646,319,283,384
PA14_43530,1549,1519,1630,1140,827,1022
PA14_43540,238,286,231,134,97,135
PA14_43550,384,411,432,228,197,274
PA14_43570,17,26,21,17,12,24
PA14_43580,149,148,148,95,86,103
PA14_43600,313,352,359,200,149,194
PA14_43610,497,586,573,326,321,399
PA14_43620,273,339,314,193,156,256
PA14_43630,405,402,429,294,243,342
PA14_43650,449,444,448,408,349,558
PA14_43660,88,107,89,65,68,78
PA14_43670,918,959,902,790,655,891
PA14_43710,482,450,502,572,462,710
PA14_43720,256,246,263,184,132,174
PA14_43730,38,38,61,32,36,40
PA14_43740,137,127,172,118,99,128
PA14_43760,1355,1449,1266,423,343,269
PA14_43770,232,245,231,110,96,119
PA14_43780,277,337,340,351,270,320
PA14_43790,621,671,638,534,468,508
PA14_43810,147,163,162,160,133,188
PA14_43820,125,127,126,71,73,84
PA14_43840,2374,2610,2517,1065,954,1128
PA14_43870,152,166,165,110,108,175
PA14_43880,109,125,132,116,90,127
PA14_43890,167,143,154,131,128,249
PA14_43900,4292,4985,5009,1762,1676,2205
PA14_43910,60,65,74,130,114,195
PA14_44080,2212,2293,2514,1596,1335,1703
PA14_44090,45,46,43,38,51,68
PA14_44100,163,154,156,119,84,119
PA14_44110,46,32,29,31,32,71
PA14_44120,406,479,494,318,258,338
PA14_44130,84,114,101,63,53,81
PA14_44140,254,265,248,251,225,359
PA14_44150,291,300,257,170,139,173
PA14_44160,931,1043,1001,603,471,656
PA14_44170,514,533,584,330,263,384
PA14_44180,312,279,290,170,164,193
PA14_44190,17,26,25,11,12,11
PA14_44200,2,4,6,2,2,6
PA14_44210,30,33,24,24,21,24
PA14_44230,23,40,30,21,19,30
PA14_44240,19,22,13,27,14,32
PA14_44260,37,56,38,51,35,55
PA14_44270,267,246,290,225,189,236
PA14_44280,402,445,447,387,326,472
PA14_44311,1035,955,1026,1748,1433,1983
PA14_44320,53,46,46,31,26,37
PA14_44340,28229,28292,27606,26553,19840,23937
PA14_44350,10465,10417,9910,8871,6718,8319
PA14_44360,13814,14086,13624,12523,9848,12070
PA14_44370,4606,4303,4915,5996,5060,6798
PA14_44380,2311,2291,2335,2445,1829,2557
PA14_44390,404,354,373,369,274,358
PA14_44400,4014,4065,4254,3151,2748,3227
PA14_44420,4896,4709,4744,5928,4628,5885
PA14_44430,1429,1464,1445,1594,1219,1750
PA14_44440,853,863,798,948,754,1168
PA14_44450,139,167,142,209,175,205
PA14_44460,104,122,107,99,95,142
PA14_44480,633,653,673,440,309,397
PA14_44510,324,369,353,160,150,212
PA14_44520,117,114,120,62,40,48
PA14_44530,41,48,53,9,8,17
PA14_44540,312,384,320,179,161,219
PA14_44560,369,379,415,175,149,172
PA14_44570,248,254,193,125,90,79
PA14_44580,123,131,145,115,101,122
PA14_44590,327,395,328,287,263,382
PA14_44620,1326,1395,1557,1323,1032,1340
PA14_44640,81,63,83,64,54,47
PA14_44650,725,704,699,602,476,651
PA14_44680,3904,4181,4128,3389,2780,3903
PA14_44690,918,943,990,820,695,921
PA14_44760,154,141,163,81,71,111
PA14_44770,232,223,235,169,150,232
PA14_44780,941,988,1045,769,611,823
PA14_44800,42,44,47,21,21,23
PA14_44820,143,182,159,105,66,82
PA14_44830,439,414,395,208,124,175
PA14_44840,278,223,278,120,88,120
PA14_44860,168,184,169,129,85,137
PA14_44880,409,422,420,350,259,346
PA14_44900,195,181,178,126,116,145
PA14_44910,879,844,989,691,529,703
PA14_44920,1172,1230,1202,829,686,856
PA14_44930,209,183,196,139,96,140
PA14_44950,102,100,86,61,66,86
PA14_44960,125,114,110,72,64,79
PA14_44980,401,415,459,381,332,546
PA14_44990,18,13,18,15,6,12
PA14_45010,27,12,21,9,7,13
PA14_45020,40,50,43,32,33,33
PA14_45030,19,15,15,4,12,11
PA14_45060,12,10,7,11,4,17
PA14_45070,97,77,116,95,92,143
PA14_45090,45,45,45,31,22,38
PA14_45100,437,409,461,219,188,228
PA14_45120,36,32,45,24,18,21
PA14_45130,26,20,24,18,15,11
PA14_45150,101,119,118,121,109,116
PA14_45170,66,75,67,52,46,68
PA14_45180,43,65,45,29,38,47
PA14_45190,89,100,95,61,52,86
PA14_45210,41,45,39,22,17,27
PA14_45240,10,16,11,14,7,9
PA14_45250,152,157,156,100,69,93
PA14_45260,259,256,246,177,146,220
PA14_45340,76,73,83,98,63,110
PA14_45400,956,1114,1023,533,422,574
PA14_45410,139,137,117,72,58,78
PA14_45430,118,107,104,70,44,58
PA14_45440,79,67,92,56,45,57
PA14_45450,116,118,103,96,71,76
PA14_45460,300,323,277,174,151,170
PA14_45470,45,62,28,37,31,35
PA14_45480,204,203,208,119,87,142
PA14_45500,2145,2225,2237,1716,1314,1837
PA14_45510,1150,1313,1222,998,826,1184
PA14_45520,1456,1558,1502,1538,1279,1686
PA14_45580,2814,2943,2994,2483,2048,2891
PA14_45590,5852,5936,6023,5341,4500,5945
PA14_45700,171,209,177,120,114,132
PA14_45710,210,211,203,181,138,240
PA14_45830,512,569,537,645,575,790
PA14_45840,1658,1725,1841,1746,1444,1889
PA14_45850,239,236,231,224,182,290
PA14_45870,252,259,285,152,116,147
PA14_45880,158,153,143,103,84,103
PA14_45890,67,83,71,35,46,48
PA14_45910,38,41,43,20,17,19
PA14_45920,100,113,115,80,78,107
PA14_45930,219,296,241,202,161,184
PA14_45970,6807,7943,6928,2109,1764,1864
PA14_45980,80,88,81,77,59,81
PA14_46000,27,24,15,11,14,17
PA14_46010,79,87,82,63,67,85
PA14_46020,52,63,57,33,15,35
PA14_46030,201,204,215,109,92,143
PA14_46080,114,113,113,46,27,35
PA14_46100,184,164,173,54,38,60
PA14_46110,274,296,292,104,61,100
PA14_46120,206,211,187,76,53,112
PA14_46140,131,145,130,60,41,79
PA14_46150,136,155,140,67,72,66
PA14_46160,3235,3164,3148,1353,1135,1199
PA14_46170,119,146,111,67,62,96
PA14_46180,0,4,3,1,2,9
PA14_46200,114,138,121,103,93,118
PA14_46220,76,64,74,39,39,47
PA14_46240,405,433,400,222,181,227
PA14_46250,118,124,140,95,76,102
PA14_46260,95,123,142,63,44,68
PA14_46270,428,468,429,292,283,334
PA14_46280,42,33,47,19,17,22
PA14_46290,77,108,99,45,40,63
PA14_46300,112,130,117,74,62,70
PA14_46310,180,175,142,103,85,102
PA14_46320,95,101,106,78,48,72
PA14_46330,32,43,32,33,23,28
PA14_46340,121,109,135,89,85,147
PA14_46360,148,143,154,139,101,171
PA14_46370,162,161,159,117,120,152
PA14_46380,40,35,47,30,35,33
PA14_46390,30,25,27,12,12,14
PA14_46400,170,172,196,94,95,100
PA14_46420,44,58,55,22,20,19
PA14_46430,179,161,209,145,123,175
PA14_46440,295,358,330,244,208,316
PA14_46460,623,574,625,628,494,743
PA14_46480,117,118,111,89,72,107
PA14_46510,737,671,834,509,435,571
PA14_46520,951,921,961,510,408,496
PA14_46530,212,211,260,134,88,140
PA14_46540,926,851,969,555,383,527
PA14_46550,456,497,472,317,281,379
PA14_46560,5,5,5,1,2,5
PA14_46570,575,586,656,575,392,595
PA14_46580,113,107,115,115,139,168
PA14_46590,152,186,167,195,148,215
PA14_46600,73,83,62,63,65,60
PA14_46610,317,331,354,142,106,136
PA14_46620,1202,1105,1119,487,379,458
