,PAO1161 EV_1,PAO1161 EV_2,PAO1161 EV_3,PAO1161 BsrA_1,PAO1161 BsrA_2,PAO1161 BsrA_3
D3C65_18005,5748,6273,6120,8328,8821,7099
D3C65_18010,4,1,8,13,12,7
D3C65_18015,1547,1711,1609,1936,2139,1578
D3C65_18020,533,615,521,646,705,645
D3C65_18025,405,369,342,595,661,574
D3C65_18030,98,94,83,129,148,112
D3C65_18035,50,64,47,79,84,77
D3C65_18040,9250,11182,10528,10993,10409,7870
D3C65_18045,694,732,628,693,768,725
D3C65_18050,2225,2238,2599,2923,3089,2724
D3C65_18055,476,509,501,674,713,608
D3C65_18060,107,114,278,106,102,121
D3C65_18065,17,9,13,17,17,14
D3C65_18070,9,7,8,7,13,14
D3C65_18075,159,180,194,150,211,135
D3C65_18080,67,69,85,52,57,42
D3C65_18085,25,42,57,34,32,28
D3C65_18090,84,76,87,116,112,94
D3C65_18095,332,324,313,319,346,240
D3C65_18100,502,496,458,747,837,696
D3C65_18105,2273,2651,2400,2873,3313,2533
D3C65_18110,2562,2556,2330,3269,3259,2797
D3C65_18115,39,30,26,51,53,39
D3C65_18120,209,216,192,273,349,307
D3C65_18125,446,548,413,646,649,591
D3C65_18130,3068,3090,2642,3547,3914,3265
D3C65_18135,3372,3677,3329,3901,4403,3444
D3C65_18140,1538,1741,1636,2443,2507,2307
D3C65_18145,540,587,528,712,849,626
D3C65_18150,24,32,46,29,41,39
D3C65_18155,224,221,271,157,166,144
D3C65_18160,223,223,272,190,202,175
D3C65_18165,110,114,128,104,90,93
D3C65_18170,192,208,251,214,183,187
D3C65_18175,1837,1982,1837,1922,1933,1596
D3C65_18180,12,20,9,22,36,26
D3C65_18185,34,40,34,42,43,35
D3C65_18190,158,188,196,207,216,179
D3C65_18195,259,274,291,260,266,206
D3C65_18200,120,142,106,137,157,117
D3C65_18205,188,197,168,278,278,222
D3C65_18210,103,113,128,129,141,105
D3C65_18215,326,367,381,299,319,256
D3C65_18220,57,46,58,68,81,66
D3C65_18225,410,458,340,599,478,428
D3C65_18230,366,407,362,710,710,569
D3C65_18235,382,421,375,815,902,718
D3C65_18240,48,54,44,75,63,55
D3C65_18245,88,74,92,84,97,58
D3C65_18250,107,84,113,80,78,90
D3C65_18255,971,919,1026,1047,1150,806
D3C65_18260,543,674,502,866,795,753
D3C65_18265,138,121,138,117,148,143
D3C65_18270,18,29,21,24,21,20
D3C65_18275,41,50,63,43,36,32
D3C65_18280,31,29,27,26,20,24
D3C65_18285,68,77,78,78,89,61
D3C65_18290,17,21,23,18,20,17
D3C65_18295,24,18,36,22,22,17
D3C65_18300,6,9,8,11,15,12
D3C65_18305,91,73,59,105,117,87
D3C65_18310,48,68,51,72,73,71
D3C65_18315,196,231,218,411,386,389
D3C65_18320,3013,3271,3421,4734,4786,3778
D3C65_18325,26,21,20,30,18,16
D3C65_18330,24,22,16,15,32,20
D3C65_18335,158,127,141,150,165,144
D3C65_18340,121,131,150,107,127,131
D3C65_18345,77,75,80,70,72,68
D3C65_18350,91,91,118,95,95,78
D3C65_18355,48,33,32,50,38,31
D3C65_18360,17,15,19,10,20,12
D3C65_18365,79,89,105,70,101,93
D3C65_18370,248,247,167,299,350,277
D3C65_18375,990,998,908,1281,1387,1150
D3C65_18380,276,320,289,423,464,413
D3C65_18385,373,425,397,573,586,550
D3C65_18390,1384,1474,1380,1541,1707,1497
D3C65_18395,563,587,521,699,739,641
D3C65_18400,50,51,51,50,75,53
D3C65_18405,827,884,773,850,994,806
D3C65_18410,223,192,183,225,277,258
D3C65_18415,511,576,560,664,702,599
D3C65_18420,915,889,868,836,886,800
D3C65_18425,91,84,76,127,126,95
D3C65_18430,86,114,79,140,144,150
D3C65_18435,108,132,113,150,169,137
D3C65_18440,83,77,81,91,68,72
D3C65_18445,106,88,97,105,97,128
D3C65_18450,60,64,42,64,52,57
D3C65_18455,187,169,166,169,160,156
D3C65_18460,42,51,43,73,71,70
D3C65_18465,448,431,449,416,512,456
D3C65_18470,2609,2911,2821,3416,3628,3015
D3C65_18475,1393,1513,1397,1521,1658,1286
D3C65_18480,792,816,766,903,899,784
D3C65_18485,399,437,412,657,631,570
D3C65_18490,491,514,504,553,557,541
D3C65_18495,1424,1490,1435,1616,1742,1587
D3C65_18500,5175,5433,4837,4765,5282,4651
D3C65_18505,1725,1839,1824,1993,2006,1777
D3C65_18510,926,1054,1105,1154,1114,882
D3C65_18515,2577,2655,2626,2449,2552,1865
D3C65_18520,2677,2820,2562,2235,2390,1970
D3C65_18525,2933,3208,2684,2127,2280,1949
D3C65_18530,2253,2280,2074,1826,1815,1571
D3C65_18535,177,185,154,239,224,182
D3C65_18540,161,176,158,192,156,138
D3C65_18545,106,102,102,141,147,136
D3C65_18550,101,108,88,86,94,90
D3C65_18555,76,90,82,81,113,90
D3C65_18560,426,443,412,443,470,428
D3C65_18565,338,370,348,364,334,240
D3C65_18570,847,899,939,734,846,730
D3C65_18575,1715,1712,1708,1540,1639,1275
D3C65_18580,665,668,626,516,607,487
D3C65_18585,2076,2081,2420,2193,2335,2155
D3C65_18590,1601,1809,1578,2107,2411,1957
D3C65_18595,224,211,217,307,323,286
D3C65_18600,95,95,120,115,160,113
D3C65_18605,95,97,87,131,126,111
D3C65_18610,58,70,65,96,87,80
D3C65_18615,45,43,49,105,59,69
D3C65_18620,97,121,85,126,110,91
D3C65_18625,176,181,157,174,193,137
D3C65_18630,4289,5074,5494,4896,5447,4119
D3C65_18635,1414,1742,1574,2275,2717,1983
D3C65_18640,1672,1781,2118,1694,1980,1563
D3C65_18645,5687,6335,6428,4544,4346,3394
D3C65_18650,485,528,488,763,1043,994
D3C65_18655,203,207,209,233,271,222
D3C65_18660,256,319,264,306,378,302
D3C65_18665,74,97,92,107,90,100
D3C65_18670,44,50,47,43,44,49
D3C65_18675,150,206,187,202,204,162
D3C65_18680,213,157,185,223,219,181
D3C65_18685,520,514,838,533,607,561
D3C65_18690,90,67,127,117,123,100
D3C65_18695,107,87,187,104,121,93
D3C65_18700,171,187,359,148,193,169
D3C65_18705,170,147,283,151,171,178
D3C65_18710,76,66,109,99,86,97
D3C65_18715,50,58,54,83,71,63
D3C65_18720,3763,4618,4057,3182,4839,3374
D3C65_18725,85,99,83,72,73,63
D3C65_18730,7,8,4,10,3,4
D3C65_18735,91,111,120,103,114,105
D3C65_18740,20,32,27,25,19,18
D3C65_18745,26,27,39,24,20,25
D3C65_18750,1,1,0,5,2,0
D3C65_18755,126,113,123,122,156,99
D3C65_18760,206,209,183,262,239,232
D3C65_18765,55,64,40,65,64,63
D3C65_18770,390,445,441,552,510,504
D3C65_18775,6,10,4,8,7,12
D3C65_18780,79,82,83,54,51,52
D3C65_18785,62,60,56,55,67,48
D3C65_18790,70,80,66,72,80,74
D3C65_18795,111,89,83,99,112,100
D3C65_18800,20,34,37,34,30,35
D3C65_18805,169,182,207,187,226,161
D3C65_18810,209,240,225,213,212,211
D3C65_18815,241,306,247,456,356,329
D3C65_18820,57,78,51,100,81,72
D3C65_18825,42,43,42,43,53,64
D3C65_18830,46,61,48,94,95,67
D3C65_18835,89,102,102,108,128,130
D3C65_18840,59,51,75,87,82,75
D3C65_18845,56,59,56,83,96,81
D3C65_18850,121,115,111,170,172,152
D3C65_18855,50,44,56,99,89,59
D3C65_18860,68,100,84,213,214,219
D3C65_18865,45,62,56,158,157,122
D3C65_18870,41,50,45,95,100,84
D3C65_18875,42,70,37,89,118,77
D3C65_18880,334,368,381,635,545,469
D3C65_18885,349,365,354,378,435,351
D3C65_18890,15,9,13,15,17,14
D3C65_18895,56,45,63,55,76,59
D3C65_18900,31,26,21,28,26,20
D3C65_18905,90,96,104,143,129,102
D3C65_18910,268,364,295,384,381,303
D3C65_18915,431,468,485,489,445,371
D3C65_18920,748,783,671,755,817,666
D3C65_18925,48,59,70,61,55,63
D3C65_18930,191,195,179,183,195,183
D3C65_18935,3393,4066,4502,7208,8161,6475
D3C65_18940,242,316,430,757,898,673
D3C65_18945,572,659,622,1060,1064,883
D3C65_18950,644,816,727,1396,1300,1084
D3C65_18955,112,118,115,125,129,105
D3C65_18960,109,114,103,131,130,125
D3C65_18965,146,163,183,133,170,146
D3C65_18970,175,203,202,259,257,221
D3C65_18975,226,240,227,287,306,285
D3C65_18980,66,78,58,72,92,68
D3C65_18985,56,67,41,84,81,79
D3C65_18990,27,18,21,24,25,11
D3C65_18995,780,791,711,853,878,770
D3C65_19000,202,156,189,136,145,157
D3C65_19005,145,151,122,123,146,153
D3C65_19010,74,64,60,82,77,67
D3C65_19015,262,313,269,298,356,290
D3C65_19020,19,12,12,7,11,6
D3C65_19025,3,5,8,10,6,10
D3C65_19030,54,55,60,41,46,46
D3C65_19035,22,29,28,14,30,14
D3C65_19040,5,6,4,1,4,6
D3C65_19045,19,16,13,18,11,17
D3C65_19050,45,47,48,49,49,41
D3C65_19055,26,26,16,28,28,19
D3C65_19060,74,73,67,111,158,78
D3C65_19065,9,13,12,13,34,21
D3C65_19070,26,25,25,24,18,14
D3C65_19075,63,39,50,52,56,67
D3C65_19080,282,259,274,250,221,195
D3C65_19085,77,94,83,124,104,106
D3C65_19090,2197,2127,3504,1676,1792,1334
D3C65_19095,282,222,385,214,251,197
D3C65_19100,262,233,359,223,183,191
D3C65_19105,812,875,1159,755,837,668
D3C65_19110,924,882,1464,842,875,765
D3C65_19115,892,837,1383,831,803,733
D3C65_19120,198,245,249,330,329,256
D3C65_19125,141,127,176,215,242,187
D3C65_19130,3,2,4,7,3,11
D3C65_19135,28,36,29,32,29,26
D3C65_19140,36,33,61,31,45,36
D3C65_19145,75,78,84,77,79,60
D3C65_19150,1,1,0,1,1,1
D3C65_19155,230,236,225,366,353,308
D3C65_19160,101,129,142,121,153,132
D3C65_19165,5,7,5,9,18,7
D3C65_19170,264,239,259,229,245,199
D3C65_19175,209,197,211,163,162,137
D3C65_19180,212,198,238,221,175,158
D3C65_19185,189,184,160,162,145,142
D3C65_19190,206,231,198,282,294,249
D3C65_19195,120,144,129,157,188,176
D3C65_19200,16,28,19,31,22,29
D3C65_19205,142,126,77,91,106,102
D3C65_19210,39,25,23,22,33,29
D3C65_19215,93,106,62,77,96,84
D3C65_19220,378,429,210,306,374,338
D3C65_19225,378,521,245,294,423,355
D3C65_19230,23,29,26,26,42,23
D3C65_19235,46,52,46,43,58,34
D3C65_19240,122,149,137,193,177,137
D3C65_19245,38,22,16,23,33,23
D3C65_19250,35,27,32,23,28,37
D3C65_19255,111,139,129,97,128,128
D3C65_19260,63,47,73,73,55,42
D3C65_19265,28,32,39,34,36,29
D3C65_19270,178,206,175,142,160,121
D3C65_19275,274,320,295,332,318,276
D3C65_19280,569,551,599,840,816,682
D3C65_19285,243,255,247,310,396,274
D3C65_19290,402,429,394,470,493,468
D3C65_19295,1308,1357,1228,1423,1458,1282
D3C65_19300,123,131,124,153,144,148
D3C65_19305,80,86,96,109,108,121
D3C65_19310,82,67,59,92,86,118
D3C65_19315,90,72,70,93,86,97
D3C65_19320,291,287,242,301,310,314
D3C65_19325,43,32,44,51,51,48
D3C65_19330,115,119,97,120,134,104
D3C65_19335,284,315,275,309,362,330
D3C65_19340,112,114,118,179,169,178
D3C65_19345,745,804,740,901,948,829
D3C65_19350,891,976,880,1019,988,837
D3C65_19355,482,523,507,504,478,467
D3C65_19360,137,158,129,147,134,108
D3C65_19365,77,88,79,76,97,44
D3C65_19370,132,158,178,142,135,108
D3C65_19375,8482,8653,10644,7472,8633,6901
D3C65_19380,320,351,294,269,349,239
D3C65_19385,89,85,63,58,54,49
D3C65_19390,162,202,149,178,218,145
D3C65_19395,27,43,24,25,23,26
D3C65_19400,138,128,159,128,148,122
D3C65_19405,54,63,49,49,68,46
D3C65_19410,160,160,124,196,218,217
D3C65_19415,182,157,141,203,232,233
D3C65_19420,531,448,454,536,604,580
D3C65_19425,294,325,234,385,419,399
D3C65_19430,597,612,511,780,855,781
D3C65_19435,444,379,383,507,633,566
D3C65_19440,236,254,187,325,358,294
D3C65_19445,191,171,130,234,255,251
D3C65_19450,827,894,696,951,985,913
D3C65_19455,1044,1039,915,1055,1198,1013
D3C65_19460,2119,2041,1807,1950,2094,1802
D3C65_19465,45,67,44,70,65,55
D3C65_19470,229,217,250,254,298,252
D3C65_19475,22,26,29,34,20,40
D3C65_19480,14,15,15,21,19,30
D3C65_19485,1,1,1,5,3,2
D3C65_19490,8,4,7,11,10,10
D3C65_19495,16,14,15,7,11,11
D3C65_19500,54,60,48,47,53,48
D3C65_19505,39,46,55,41,57,36
D3C65_19510,351,361,318,318,341,255
D3C65_19515,16,23,18,18,37,25
D3C65_19520,25,37,23,34,34,42
D3C65_19525,8,6,19,10,9,3
D3C65_19530,6,6,7,10,12,5
D3C65_19535,2,3,4,3,0,0
D3C65_19540,2,2,2,4,1,0
D3C65_19545,5,7,13,7,5,8
D3C65_19550,10,11,9,3,7,5
D3C65_19555,8,13,4,8,10,11
D3C65_19560,4,10,5,10,4,6
D3C65_19565,144,118,110,104,97,105
D3C65_19570,22,38,19,17,26,28
D3C65_19575,371,338,338,311,341,309
D3C65_19580,248,228,271,222,211,190
D3C65_19585,7,6,6,9,10,10
D3C65_19590,26,15,39,20,38,29
D3C65_19595,112,112,119,114,101,95
D3C65_19600,119,123,149,92,113,105
D3C65_19605,216,243,232,182,186,159
D3C65_19610,1102,1097,1122,905,957,787
D3C65_19615,1342,1482,1429,1123,1142,901
D3C65_19620,729,688,696,700,734,652
D3C65_19625,108,118,83,115,114,126
D3C65_19630,191,232,162,192,267,206
D3C65_19635,42,37,40,39,29,48
D3C65_19640,22,21,21,21,15,32
D3C65_19645,10,5,5,12,8,17
D3C65_19650,12,7,4,7,6,14
D3C65_19655,7,9,10,19,12,9
D3C65_19660,116,115,135,107,113,94
D3C65_19665,166,155,152,145,168,154
D3C65_19670,3,1,0,3,2,1
D3C65_19675,22,13,23,13,22,21
D3C65_19680,8,5,7,2,11,7
D3C65_19685,6,3,2,5,5,2
D3C65_19690,59,59,53,54,42,44
D3C65_19695,765,802,435,604,665,512
D3C65_19700,87,93,107,95,111,99
D3C65_19705,157,161,137,151,147,132
D3C65_19710,42,28,39,42,39,23
D3C65_19715,106,115,92,55,73,47
D3C65_19720,131,120,109,98,92,91
D3C65_19725,514,520,457,684,707,656
D3C65_19730,22,25,30,23,31,19
D3C65_19735,10,16,14,10,8,4
D3C65_19740,8,4,5,4,4,1
D3C65_19745,12,15,6,16,17,17
D3C65_19750,43,27,28,41,43,48
D3C65_19755,43,24,40,42,40,21
D3C65_19760,32,17,21,35,33,19
D3C65_19765,11,21,17,14,23,23
D3C65_19770,6,10,5,6,11,7
D3C65_19775,5,7,7,5,21,7
D3C65_19780,8,9,6,4,10,11
D3C65_19785,62,49,61,47,51,43
D3C65_19790,74,86,88,70,67,48
D3C65_19795,147,147,148,173,166,136
D3C65_19800,880,865,874,924,972,832
D3C65_19805,429,362,434,393,420,351
D3C65_19810,698,644,706,625,564,535
D3C65_19815,338,300,359,293,314,248
D3C65_19820,474,380,438,347,368,319
D3C65_19825,2939,2410,3342,1962,2204,1743
D3C65_19830,181,197,207,211,225,155
D3C65_19835,251,272,210,303,321,253
D3C65_19840,1074,1092,1009,1102,1143,1070
D3C65_19845,2851,3182,2711,2975,3114,2807
D3C65_19850,819,1022,956,860,841,705
D3C65_19855,2004,2112,2194,1549,1537,1034
D3C65_19860,20,31,29,38,48,34
D3C65_19865,12,16,19,20,27,46
D3C65_19870,525,569,547,730,809,736
D3C65_19875,1582,1625,1498,1889,2096,1702
D3C65_19880,21,27,27,30,25,43
D3C65_19885,46,35,57,36,34,30
D3C65_19890,35,50,54,91,91,72
D3C65_19895,113,109,143,101,145,96
D3C65_19900,49,45,45,37,43,31
D3C65_19905,12,12,15,13,5,8
D3C65_19910,7,7,13,10,10,9
D3C65_19915,148,129,139,123,149,138
D3C65_19920,181,153,246,106,102,115
D3C65_19925,3,0,4,4,3,6
D3C65_19930,77,52,51,69,66,61
D3C65_19935,561,517,545,648,713,632
D3C65_19940,386,399,390,546,570,517
D3C65_19945,1011,1030,1185,1202,1162,1080
D3C65_19950,2797,3435,3078,3690,3618,3117
D3C65_19955,24,29,26,20,23,19
D3C65_19960,33,37,29,27,22,31
D3C65_19965,9,19,14,15,19,17
D3C65_19970,192,228,201,194,169,164
D3C65_19975,7,8,11,17,5,10
D3C65_19980,11,15,9,30,28,19
D3C65_19985,932,987,930,1076,1034,942
D3C65_19990,219,217,199,282,270,249
D3C65_19995,61,85,68,100,89,72
D3C65_20000,47,44,42,63,56,35
D3C65_20005,67,65,76,73,114,90
D3C65_20010,89,81,89,75,77,66
D3C65_20015,135,132,88,167,151,167
D3C65_20020,802,886,828,748,839,744
D3C65_20025,191,212,175,264,258,251
D3C65_20030,1070,1048,973,1289,1374,1187
D3C65_20035,281,302,291,377,433,405
D3C65_20040,298,252,266,362,407,328
D3C65_20045,2024,2177,2484,2580,2828,2378
D3C65_20050,242,289,267,303,296,261
D3C65_20055,488,552,484,492,533,433
D3C65_20060,13470,14531,12718,17821,17465,14706
D3C65_20065,5814,5966,5223,7459,7773,6425
D3C65_20070,23,22,25,48,51,35
D3C65_20075,29,21,34,23,27,26
D3C65_20080,28,36,26,47,67,60
D3C65_20085,34,30,19,69,71,62
D3C65_20090,175,244,195,307,445,311
D3C65_20095,82,87,80,147,141,111
D3C65_20100,123,129,115,143,178,119
D3C65_20105,1397,1640,1622,1773,2012,1605
D3C65_20110,862,1080,926,1549,1731,1394
D3C65_20115,6,16,15,7,13,17
D3C65_20120,63,48,60,42,52,50
D3C65_20125,79,70,62,49,55,41
D3C65_20130,10,17,14,13,18,11
D3C65_20135,87,96,108,106,113,108
D3C65_20140,22,22,19,15,26,18
D3C65_20145,11,9,12,12,10,7
D3C65_20150,233,206,233,233,260,226
D3C65_20155,183,194,174,210,216,149
D3C65_20160,365,398,458,431,387,370
D3C65_20165,239,257,246,256,237,179
D3C65_20170,112,107,126,109,109,96
D3C65_20175,58,55,77,62,59,68
D3C65_20180,87,83,82,80,76,86
D3C65_20185,99,102,104,64,104,64
D3C65_20190,7,6,4,4,7,10
D3C65_20195,22,17,20,20,39,23
D3C65_20200,316,387,258,584,516,429
D3C65_20205,46,63,55,48,54,59
D3C65_20210,38,64,21,60,58,56
D3C65_20215,77,72,81,59,83,63
D3C65_20220,237,177,214,183,174,150
D3C65_20225,739,728,909,689,741,708
D3C65_20230,438,477,401,535,483,414
D3C65_20235,81,75,81,70,61,60
D3C65_20240,341,362,404,401,471,364
D3C65_20245,4,6,7,7,11,6
D3C65_20250,123,170,145,135,160,117
D3C65_20255,191,238,264,222,200,165
D3C65_20260,164,198,172,174,186,151
D3C65_20265,309,348,324,403,376,297
D3C65_20270,252,282,254,345,317,238
D3C65_20275,169,156,150,158,173,139
D3C65_20280,198,198,219,250,281,248
D3C65_20285,547,610,479,605,693,650
D3C65_20290,454,479,476,574,558,490
D3C65_20295,67,62,64,72,77,82
D3C65_20300,106,122,109,174,179,150
D3C65_20305,4,3,5,12,3,5
D3C65_20310,1137,1309,1164,528,700,609
D3C65_20315,199,183,182,88,138,123
D3C65_20320,174,176,168,162,174,128
D3C65_20325,18,26,18,31,25,25
D3C65_20330,282,312,283,334,348,297
D3C65_20335,102,97,120,91,124,96
D3C65_20340,11,12,4,14,15,7
D3C65_20345,41,46,49,34,50,50
D3C65_20350,271,305,267,299,269,205
D3C65_20355,122,132,103,144,139,142
D3C65_20360,626,531,600,694,653,646
D3C65_20365,681,727,760,770,815,781
D3C65_20370,1960,2152,1994,1768,1794,1623
D3C65_20375,2626,2687,2368,2204,2181,1913
D3C65_20380,645,580,650,416,537,471
D3C65_20385,1743,1654,1612,1184,1236,1132
D3C65_20390,2018,2076,1863,1703,1745,1468
D3C65_20395,5432,5564,5585,5414,5747,4854
D3C65_20400,1758,2018,1964,1818,2119,1807
D3C65_20405,1891,2239,1970,2041,2483,2015
D3C65_20410,9199,10275,9589,9571,10045,8401
D3C65_20415,2355,2490,2215,2722,2906,2625
D3C65_20420,35167,40991,38854,41911,45722,40246
D3C65_20425,1845,1814,1941,3080,3152,2958
D3C65_20430,184,201,172,283,277,275
D3C65_20435,155,160,189,278,304,288
D3C65_20440,442,444,446,732,763,679
D3C65_20445,1234,1276,1308,1549,1593,1357
D3C65_20450,1540,1615,1665,1875,1787,1627
D3C65_20455,938,971,1056,940,1034,972
D3C65_20460,963,889,995,884,889,843
D3C65_20465,953,1011,1168,998,967,841
D3C65_20470,2157,2504,2622,2326,2358,2056
D3C65_20475,876,923,1223,938,936,866
D3C65_20480,3161,3319,3757,3680,3846,3529
D3C65_20485,1155,1291,1490,1353,1479,1286
D3C65_20490,693,810,859,752,793,638
D3C65_20495,922,1037,1177,980,888,854
D3C65_20500,2237,2543,2845,2067,2426,1775
D3C65_20505,261,315,318,236,336,274
D3C65_20510,190,245,236,249,346,255
D3C65_20515,5621,5910,8379,4314,4821,3713
D3C65_20520,414,399,623,372,376,324
D3C65_20525,400,342,662,298,301,287
D3C65_20530,328,296,491,271,310,214
D3C65_20535,204,189,364,193,220,205
D3C65_20540,2628,2695,2226,4011,3096,2967
D3C65_20545,1221,1273,1027,1842,1470,1324
D3C65_20550,70,86,96,88,91,94
D3C65_20555,68,68,94,79,93,58
D3C65_20560,145,126,124,88,107,69
D3C65_20565,656,762,731,974,953,834
D3C65_20570,73,78,87,113,108,103
D3C65_20575,208,185,204,243,284,310
D3C65_20580,572,561,515,658,690,609
D3C65_20585,347,433,422,347,377,346
D3C65_20590,114,135,117,142,158,134
D3C65_20595,62,55,51,66,66,49
D3C65_20600,132,145,131,137,181,118
D3C65_20605,343,388,324,387,410,374
D3C65_20610,105,115,121,112,143,113
D3C65_20615,1110,1215,1091,1154,1279,1182
D3C65_20620,4680,4936,4485,4861,5537,4526
D3C65_20625,345,394,361,395,361,279
D3C65_20630,502,463,634,392,428,381
D3C65_20635,1153,1166,1742,958,1046,836
D3C65_20640,1265,1311,1416,1087,1004,1091
D3C65_20645,2648,3109,3017,2801,2882,2188
D3C65_20650,2352,2709,2422,3160,3255,2627
D3C65_20655,590,682,593,821,809,634
D3C65_20660,405,434,381,592,598,510
D3C65_20665,1003,956,926,1284,1337,1247
D3C65_20670,112,104,114,117,156,116
D3C65_20675,407,481,464,430,495,498
D3C65_20680,168,177,168,155,180,126
D3C65_20685,393,401,424,305,308,216
D3C65_20690,218,252,195,246,295,181
D3C65_20695,143,129,163,152,158,137
D3C65_20700,25,35,33,30,45,46
D3C65_20705,109,132,119,134,168,130
D3C65_20710,457,459,513,271,324,282
D3C65_20715,438,479,466,555,637,488
D3C65_20720,322,494,326,566,739,514
D3C65_20725,259,290,293,318,371,271
D3C65_20730,1763,2023,1623,2456,2544,2084
D3C65_20735,1249,1450,1267,1298,1341,1165
D3C65_20740,745,767,792,811,773,604
D3C65_20745,277,321,334,225,333,199
D3C65_20750,41,43,52,28,31,47
D3C65_20755,116,148,142,103,118,97
D3C65_20760,230,250,228,243,312,239
D3C65_20765,2,9,10,6,3,5
D3C65_20770,21,35,33,22,27,23
D3C65_20775,54,48,58,52,51,28
D3C65_20780,66,73,94,61,68,58
D3C65_20785,61,57,72,64,53,63
D3C65_20790,33,24,21,15,12,12
D3C65_20795,67,59,62,49,53,46
D3C65_20800,10,4,11,11,9,10
D3C65_20805,65,47,62,58,44,35
D3C65_20810,43,56,53,47,43,33
D3C65_20815,190,205,207,186,176,169
D3C65_20820,397,392,373,416,401,356
D3C65_20825,227,207,213,201,300,226
D3C65_20830,205,222,233,312,322,292
D3C65_20835,1152,1312,1266,1285,1345,1108
D3C65_20840,270,303,306,573,540,440
D3C65_20845,2111,2266,2363,2962,2898,2382
D3C65_20850,1130,1164,976,1143,1334,1167
D3C65_20855,4424,4838,4422,5208,5490,4890
D3C65_20860,5500,5980,5753,6195,5975,5015
D3C65_20865,1307,1530,1316,2163,2081,1624
D3C65_20870,1422,1506,1504,1885,2177,1726
D3C65_20875,420,389,382,495,533,452
D3C65_20880,181,187,205,228,273,195
D3C65_20885,916,845,949,1164,1034,981
D3C65_20890,2469,2618,2420,2428,2729,2329
D3C65_20895,886,899,906,1215,1325,1090
D3C65_20900,431,383,489,485,594,410
D3C65_20905,2210,2106,2169,1985,2560,1692
D3C65_20910,1923,1918,1947,1897,2293,1679
D3C65_20915,2704,2688,2837,2382,3045,2189
D3C65_20920,1859,1726,2022,1479,1968,1386
D3C65_20925,3207,3179,3411,2909,3395,2517
D3C65_20930,5574,5785,6002,4987,5756,4113
D3C65_20935,180,165,179,163,205,159
D3C65_20940,129,114,103,123,157,138
D3C65_20945,12,19,10,20,23,22
D3C65_20950,96,112,106,167,147,121
D3C65_20955,120,150,126,177,188,136
D3C65_20960,35,36,38,44,56,32
D3C65_20965,51,80,58,132,88,77
D3C65_20970,163,197,193,200,243,209
D3C65_20975,36,51,38,85,59,51
D3C65_20980,113,128,115,309,404,370
D3C65_20985,50,58,58,85,135,84
D3C65_20990,5,6,1,9,5,1
D3C65_20995,93,118,70,138,145,98
D3C65_21000,109,115,119,139,169,121
D3C65_21005,69,65,53,94,113,85
D3C65_21010,131,137,132,210,230,189
D3C65_21015,19,29,25,43,50,29
D3C65_21020,77,91,83,75,107,75
D3C65_21025,9,18,8,12,16,12
D3C65_21030,0,6,2,7,5,10
D3C65_21035,178,224,214,358,390,307
D3C65_21040,368,391,300,416,376,318
D3C65_21045,621,718,489,674,732,609
D3C65_21050,4397,4305,4392,4624,5095,4450
D3C65_21055,13362,15269,14392,15839,17325,14844
D3C65_21060,4698,5680,4667,6794,7336,6011
D3C65_21065,2582,3098,2381,3528,3925,3148
D3C65_21070,1315,1427,1233,1660,1761,1353
D3C65_21075,2498,2604,2354,3039,2843,2583
D3C65_21080,649,737,636,947,951,901
D3C65_21085,1355,1382,1299,2072,1943,1833
D3C65_21090,1050,1067,1041,1248,1383,1163
D3C65_21095,809,937,745,1012,1136,1013
D3C65_21100,7486,7920,7833,8221,8913,7534
D3C65_21105,11279,12032,11564,13720,14239,12378
D3C65_21110,5739,7075,7303,5025,5331,3917
D3C65_21115,874,956,675,1054,1205,919
D3C65_21120,189,201,179,192,183,169
D3C65_21125,643,674,701,605,690,596
