,Rev_MHH8607,Rev_MHH9536,Rev_MHH9604
"PA14_62170,",189,141,124
"PA14_62180,",58,65,34
"PA14_62190,",191,155,108
"PA14_62200,mrcB",724,574,358
"PA14_62230,",1136,971,724
"PA14_62240,",52,41,37
"PA14_62250,",31,13,27
"PA14_62260,",132,104,79
"PA14_62270,phuW",125,113,82
"PA14_62280,hmuV",92,46,45
"PA14_62290,phuU",104,63,47
"PA14_62300,phuT",176,109,103
"PA14_62330,phuS",171,31,33
"PA14_62350,phuR",208,56,53
"PA14_62360,",24,27,25
"PA14_62370,",11,16,11
"PA14_62380,",34,11,11
"PA14_62390,",20,336,289
"PA14_62400,yfdZ",356,311,341
"PA14_62410,",77,48,31
"PA14_62420,",159,76,127
"PA14_62430,",23,23,8
"PA14_62440,yieG",185,117,75
"PA14_62450,trmA",99,42,36
"PA14_62470,sfsA",60,77,60
"PA14_62480,aspC",252,241,140
"PA14_62490,dksA",2762,2051,1337
"PA14_62510,yadB",31,26,14
"PA14_62520,",70,70,37
"PA14_62530,cbrA",675,820,527
"PA14_62540,cbrB",988,1067,809
"PA14_62560,pcnB",475,395,286
"PA14_62570,folK",77,50,45
"PA14_62580,panB",481,414,245
"PA14_62590,panC",408,399,242
"PA14_62600,panD",232,171,96
"PA14_62620,pgi",905,812,656
"PA14_62630,acsB",317,335,403
"PA14_62640,",135,94,93
"PA14_62650,",1189,672,953
"PA14_62660,",208,153,198
"PA14_62670,",30,21,11
"PA14_62680,",30,13,54
"PA14_62690,",424,360,870
"PA14_62710,pnp",3508,2630,1546
"PA14_62720,rpsO",3350,2586,1395
"PA14_62730,truB",7949,1955,1297
"PA14_62740,rbfA",139,102,50
"PA14_62760,infB",3749,3544,1672
"PA14_62770,nusA",4871,3587,1569
"PA14_62780,yhbC",776,536,231
"PA14_62790,",1580,746,957
"PA14_62800,",264,199,125
"PA14_62810,secG",2078,2186,985
"PA14_62830,tpiA",2767,2419,956
"PA14_62840,glmM",973,1844,1282
"PA14_62850,folP",371,963,589
"PA14_62860,ftsH",2737,7650,6560
"PA14_62870,rrmJ",103,119,84
"PA14_62880,yhbY",590,483,192
"PA14_62890,",193,169,99
"PA14_62900,greA",645,591,319
"PA14_62910,carB",2486,2421,1545
"PA14_62920,yeaS",375,267,216
"PA14_62930,carA",854,553,365
"PA14_62940,dapB",213,259,197
"PA14_62960,dnaJ",316,432,383
"PA14_62970,dnaK",2827,4489,4365
"PA14_62990,grpE",317,433,513
"PA14_63010,recN",133,128,89
"PA14_63020,fur",483,447,367
"PA14_63030,omlA",559,391,283
"PA14_63040,yfjF",34,28,21
"PA14_63050,yfjG",242,204,134
"PA14_63060,smpB",338,362,181
"PA14_63070,pdhR",95,55,32
"PA14_63080,lldP",187,107,63
"PA14_63090,lldD",94,58,26
"PA14_63100,",160,125,72
"PA14_63110,",2,4,3
"PA14_63120,",5,39,15
"PA14_63130,",24,39,27
"PA14_63150,pmrA",24,16,15
"PA14_63160,pmrB",32,38,19
"PA14_63170,cueR",69,63,49
"PA14_63190,",22,20,24
"PA14_63200,",65,36,35
"PA14_63210,",23,35,50
"PA14_63220,",13,17,5
"PA14_63230,yedA",19,7,16
"PA14_63240,",14,16,6
"PA14_63250,yfcY",74,46,62
"PA14_63270,fabG",24,28,22
"PA14_63280,",206,361,290
"PA14_63290,phaJ3",27,5,8
"PA14_63300,",48,33,13
"PA14_63310,smtA",72,41,29
"PA14_63320,",32,34,21
"PA14_63330,",30,23,9
"PA14_63340,",139,175,169
"PA14_63350,",70,72,75
"PA14_63360,",56,85,64
"PA14_63370,",30,56,26
"PA14_63380,",31,31,22
"PA14_63390,",27,28,31
"PA14_63410,",56,26,44
"PA14_63420,",9,10,8
"PA14_63430,",11,6,14
"PA14_63440,",1,0,0
"PA14_63450,",0,0,0
"PA14_63460,",20,10,8
"PA14_63470,",49,50,58
"PA14_63480,",38,41,30
"PA14_63500,",17,20,19
"PA14_63520,",16,18,35
"PA14_63530,selB",236,194,146
"PA14_63540,selA",193,245,183
"PA14_63550,fdhE",114,131,99
"PA14_63570,fdnI",398,632,420
"PA14_63580,fdnH",743,1186,763
"PA14_63605,fdnG",3998,5713,4485
"PA14_63620,lipC",4,1,2
"PA14_63640,fadH2",1,5,4
"PA14_63650,",21,36,9
"PA14_63660,",22,28,14
"PA14_63680,",5,3,3
"PA14_63700,",1,14,11
"PA14_63710,gtrB",1,8,6
"PA14_63720,",1,5,4
"PA14_63730,",12,20,7
"PA14_63740,",0,1,0
"PA14_63750,",7,8,10
"PA14_63770,",2,1,1
"PA14_63780,",2,3,2
"PA14_63800,mgtA",23,12,17
"PA14_63820,",2,6,9
"PA14_63830,",43,45,39
"PA14_63840,",3,0,3
"PA14_63850,lpd3",31,26,32
"PA14_63860,",11,11,10
"PA14_63880,",35,18,11
"PA14_63890,",9,17,17
"PA14_63900,",94,89,84
"PA14_63910,",9,10,10
"PA14_63920,",12,11,13
"PA14_63940,",10,4,7
"PA14_63960,",16,22,22
"PA14_63970,",52,45,37
"PA14_63990,speA",255,153,100
"PA14_64000,",87,96,55
"PA14_64010,",130,184,176
"PA14_64030,",416,603,755
"PA14_64050,",227,1086,798
"PA14_64060,ctpL",4,13,19
"PA14_64080,dipZ",271,165,71
"PA14_64090,aroQ1",2144,2382,1355
"PA14_64100,accB",3283,3595,2417
"PA14_64110,accC",4126,4235,2871
"PA14_64120,",28,33,28
"PA14_64140,prmA",156,111,51
"PA14_64170,",452,312,198
"PA14_64180,yhdG",564,346,156
"PA14_64190,fis",211,179,73
"PA14_64200,purH",426,311,142
"PA14_64220,purD",129,138,58
"PA14_64230,retS",411,399,559
"PA14_64240,",20,19,22
"PA14_64260,",0,0,0
"PA14_64270,",9,17,5
"PA14_64280,",1,12,7
"PA14_64290,",2,14,11
"PA14_64300,",3,7,5
"PA14_64310,",2,2,3
"PA14_64320,",55,29,18
"PA14_64335,ureD",88,58,27
"PA14_64350,ureA",40,28,10
"PA14_64360,yncA",48,31,16
"PA14_64370,ureB",35,33,15
"PA14_64390,ureC",190,120,78
"PA14_64400,",33,49,35
"PA14_64410,ybiI",15,6,9
"PA14_64420,",8,13,8
"PA14_64430,",4,1,2
"PA14_64440,bcpA",69,75,45
"PA14_64450,yegD",20,21,12
"PA14_64460,psiF",148,76,108
"PA14_64470,",44,35,35
"PA14_64480,osmE",142,67,93
"PA14_64490,",9,3,8
"PA14_64500,",61,67,51
"PA14_64510,yhjG",122,71,70
"PA14_64520,",307,7,71
"PA14_64530,",3,8,18
"PA14_64540,",15,10,9
"PA14_64550,",8,1,1
"PA14_64560,",2,5,2
"PA14_64570,irlR",24,30,23
"PA14_64580,",21,31,23
"PA14_64590,",53,36,26
"PA14_64610,",17,8,18
"PA14_64620,",8,9,6
"PA14_64640,",62,49,32
"PA14_64650,ureE",34,1,0
"PA14_64660,ureF",62,4,4
"PA14_64670,ureG",114,2,5
"PA14_64680,ureJ",21,0,1
"PA14_64690,",7,1,1
"PA14_64700,",8,5,3
"PA14_64710,",31,28,17
"PA14_64720,opdK",2,12,3
"PA14_64740,pchA",24,32,25
"PA14_64750,benK",12,18,15
"PA14_64770,mdlC",5,9,9
"PA14_64780,",27,25,10
"PA14_64790,vanK",7,3,4
"PA14_64800,vanA",6,5,6
"PA14_64810,vanB",0,3,1
"PA14_64820,vanR",52,68,32
"PA14_64840,",303,179,149
"PA14_64850,",7,10,16
"PA14_64860,livF",12,22,54
"PA14_64870,",9,28,71
"PA14_64880,braE",6,28,40
"PA14_64890,",7,41,135
"PA14_64900,",32,73,166
"PA14_64910,",25,26,20
"PA14_64920,",139,130,186
"PA14_64930,",20,24,7
"PA14_64940,",59,58,32
"PA14_64950,pncA",80,60,56
"PA14_64960,pncB1",271,194,180
"PA14_64980,nadE",112,83,75
"PA14_64990,",25,17,23
"PA14_65000,azu",4141,4337,4872
"PA14_65010,",34,36,11
"PA14_65030,",57,64,47
"PA14_65040,",44,21,35
"PA14_65050,",40,19,24
"PA14_65060,",84,33,47
"PA14_65080,ygiR",459,228,115
"PA14_65090,",63,185,218
"PA14_65110,alr",104,94,36
"PA14_65130,dnaB",577,446,259
"PA14_65150,rplI",1147,969,461
"PA14_65160,",1268,1082,496
"PA14_65170,rpsR",2340,2217,753
"PA14_65180,rpsF",8507,8903,2912
"PA14_65190,yjfH",87,90,63
"PA14_65200,rnr",640,675,508
"PA14_65210,",242,137,119
"PA14_65220,",64,27,26
"PA14_65230,purA",843,762,481
"PA14_65250,hisZ",224,245,148
"PA14_65260,",135,108,44
"PA14_65270,hflC",1024,3094,1853
"PA14_65280,hflK",1811,5381,3436
"PA14_65300,hflX",1795,1520,1339
"PA14_65310,hfq",1140,1228,1027
"PA14_65320,miaA",2011,1706,972
"PA14_65350,mutL",521,518,378
"PA14_65370,amiB",948,836,785
"PA14_65380,",326,195,141
"PA14_65390,yjeF",128,144,91
"PA14_65400,yjeS",75,58,53
"PA14_65410,orn",247,136,124
"PA14_65420,",218,181,96
"PA14_65430,motB",345,438,294
"PA14_65450,motA",330,432,244
"PA14_65470,",112,120,107
"PA14_65480,rhdA",273,442,169
"PA14_65500,psd",255,273,168
"PA14_65520,",405,400,288
"PA14_65540,fimX",934,1035,600
"PA14_65560,serB",453,284,163
"PA14_65570,",712,556,377
"PA14_65580,ybcI",34,41,24
"PA14_65590,",191,145,102
"PA14_65605,parC",1264,1527,752
"PA14_65630,",268,294,140
"PA14_65640,",189,162,98
"PA14_65660,parE",915,895,440
"PA14_65670,",117,130,68
"PA14_65690,icc",132,85,50
"PA14_65700,",190,182,168
"PA14_65710,aspP",176,152,129
"PA14_65720,",284,125,110
"PA14_65740,thiC",152,158,120
"PA14_65750,ompH",495,412,277
"PA14_65760,",11,18,26
"PA14_65770,aspC",26,17,23
"PA14_65795,",14,27,30
"PA14_65810,",14,23,11
"PA14_65820,",5,37,21
"PA14_65840,",3,3,8
"PA14_65850,rocE",11,9,18
"PA14_65860,",26,48,36
"PA14_65870,",9,13,15
"PA14_65880,dmsR",61,83,49
"PA14_65900,",20,19,20
"PA14_65920,",8,11,16
"PA14_65940,",4,32,22
"PA14_65950,",66,74,42
"PA14_65960,waaA",80,75,53
"PA14_65970,",19,15,15
"PA14_65990,qacH",5,7,6
"PA14_66000,",178,153,97
"PA14_66010,",217,180,103
"PA14_66020,",78,99,74
"PA14_66040,",21,28,23
"PA14_66050,",20,26,21
"PA14_66060,rfaE",456,360,156
"PA14_66080,msbA",770,646,389
"PA14_66090,",174,288,153
"PA14_66100,",235,508,213
"PA14_66110,",611,766,524
"PA14_66120,",388,446,233
"PA14_66140,",398,453,233
"PA14_66150,",213,255,141
"PA14_66160,",426,484,232
"PA14_66170,",2731,2948,1478
"PA14_66190,",186,236,137
"PA14_66200,wapQ",149,185,122
"PA14_66210,waaX",145,276,181
"PA14_66220,waaP",217,481,303
"PA14_66230,waaG",200,256,173
"PA14_66240,waaC",177,267,165
"PA14_66250,waaF",145,242,134
"PA14_66260,ilvE",1421,1071,816
"PA14_66270,glnE",561,594,361
"PA14_66290,aceE",5000,3992,1244
"PA14_66310,aceF",2329,1452,520
"PA14_66320,",498,539,419
"PA14_66330,msrA",361,284,330
"PA14_66340,",44,43,38
"PA14_66350,",43,48,38
"PA14_66380,cvrA",132,133,80
"PA14_66400,aefA",513,422,339
"PA14_66410,",81,60,55
"PA14_66420,ytnM",38,23,18
"PA14_66440,metY",145,104,152
"PA14_66450,",37,34,41
"PA14_66460,",66,49,56
"PA14_66480,",851,504,409
"PA14_66490,ynfL",13,11,9
"PA14_66510,ynfM",18,20,12
"PA14_66520,",2,0,4
"PA14_66530,",6,7,5
"PA14_66540,",17,6,10
"PA14_66550,hemE",429,227,109
"PA14_66560,gltD",238,180,120
"PA14_66570,gltB",947,772,321
"PA14_66580,",1117,937,595
"PA14_66600,aroB",982,1005,507
"PA14_66610,aroK",280,361,292
"PA14_66620,pilQ",1609,2566,1508
"PA14_66630,pilP",168,406,199
"PA14_66640,pilO",203,462,245
"PA14_66650,pilN",149,369,173
"PA14_66660,pilM",464,748,411
"PA14_66670,ponA",643,563,405
"PA14_66680,maeB",2240,1094,753
"PA14_66690,",199,157,89
"PA14_66700,",89,59,35
"PA14_66710,rpmE",1273,581,239
"PA14_66720,priA",152,148,78
"PA14_66750,argS",872,703,430
"PA14_66760,",82,68,48
"PA14_66770,hslV",118,187,219
"PA14_66790,hslU",452,607,710
"PA14_66800,",47,47,49
"PA14_66820,phaC1",178,190,240
"PA14_66830,phaD",83,76,52
"PA14_66840,phaC2",58,37,80
"PA14_66850,phaD",6,6,11
"PA14_66875,phaF",5774,2392,4170
"PA14_66880,phaI",2258,941,1239
"PA14_66890,",61,54,48
"PA14_66900,ubiE",586,396,327
"PA14_66910,",180,151,131
"PA14_66920,ubiB",547,585,337
"PA14_66940,hisI",316,303,197
"PA14_66950,hisE",336,405,249
"PA14_66960,tatA",294,240,152
"PA14_66970,tatB",187,165,151
"PA14_66980,tatC",786,1152,836
"PA14_66990,",49,67,36
"PA14_67010,",42,84,31
"PA14_67020,",81,77,76
"PA14_67030,",94,140,80
"PA14_67040,",176,302,148
"PA14_67050,",1420,2941,1993
"PA14_67065,mdoH",1212,932,602
"PA14_67090,mdoG",2030,1907,1252
"PA14_67100,dtD",150,186,130
"PA14_67110,pap",408,336,245
"PA14_67120,",8,21,5
"PA14_67130,ybeJ",86,97,101
"PA14_67140,",17,7,8
"PA14_67150,",5,10,20
"PA14_67170,",25,41,44
"PA14_67180,",73,109,99
"PA14_67190,",22,35,42
"PA14_67200,",31,40,51
"PA14_67210,",81,79,133
"PA14_67220,",47,49,127
"PA14_67230,",30,24,83
"PA14_67240,hutG",36,38,59
"PA14_67250,hutI",44,51,46
"PA14_67260,",24,58,45
"PA14_67270,proV",39,42,44
"PA14_67280,proW",64,68,43
"PA14_67300,proX",28,41,38
"PA14_67310,hutT",16,65,43
"PA14_67320,hutH",15,45,35
"PA14_67340,codB",5,41,46
"PA14_67350,hutU",31,109,138
"PA14_67370,",10,11,11
"PA14_67380,",15,10,11
"PA14_67400,",24,16,29
"PA14_67410,",12,13,13
"PA14_67420,hutC",75,60,62
"PA14_67440,",31,22,21
"PA14_67450,blc",182,58,37
"PA14_67460,",133,35,28
"PA14_67470,",175,137,102
"PA14_67490,fbp",840,636,364
"PA14_67500,gloA3",83,60,35
"PA14_67510,estA",134,353,405
"PA14_67520,",13,22,25
"PA14_67530,",137,102,243
"PA14_67540,",6,10,7
"PA14_67550,",6,2,3
"PA14_67560,typA",587,395,162
"PA14_67580,thiI",159,107,41
"PA14_67600,glnA",2589,2459,1898
"PA14_67620,",1,0,3
"PA14_67630,",250,257,217
"PA14_67640,",63,37,41
"PA14_67650,",54,48,29
"PA14_67670,ntrB",117,100,97
"PA14_67680,ntrC",1046,1784,294
"PA14_67700,",8,19,21
"PA14_67710,trmH",31,22,34
"PA14_67720,secB",1118,717,552
"PA14_67740,grx",420,376,222
"PA14_67750,yigN",164,128,69
"PA14_67770,pgm",722,455,296
"PA14_67780,",30,28,16
"PA14_67790,",386,355,198
"PA14_67810,ctpA",468,446,342
"PA14_67820,",48,41,30
"PA14_67830,",179,114,318
"PA14_67840,",88,336,204
"PA14_67850,",115,354,193
"PA14_67860,",28,25,12
"PA14_67880,hisF1",213,175,84
"PA14_67890,hisA",302,163,89
"PA14_67900,",345,225,126
"PA14_67920,hisH",288,227,119
"PA14_67930,hisB",689,373,235
"PA14_67940,",6,4,4
"PA14_67960,",4,4,3
"PA14_67970,",43,26,46
"PA14_67975,",1270,1313,894
"PA14_67990,mutY",352,303,211
"PA14_68000,",238,243,131
"PA14_68030,",25,23,35
"PA14_68040,fixR",102,82,93
"PA14_68050,",32,30,7
"PA14_68060,",949,2699,3573
"PA14_68070,",1721,6505,7830
"PA14_68080,",340,1264,1148
"PA14_68090,",214,736,784
"PA14_68100,",11,21,14
"PA14_68110,",31,5,0
"PA14_68120,opmG",97,11,10
"PA14_68130,emrA",83,15,7
"PA14_68140,emrB",101,13,17
"PA14_68150,",80,68,46
"PA14_68170,rmlB",307,399,363
"PA14_68190,rmlD",232,330,269
"PA14_68200,rmlA",341,458,401
"PA14_68210,rmlC",223,305,263
"PA14_68230,",137,141,123
"PA14_68250,",211,198,125
"PA14_68260,",402,2136,3204
"PA14_68280,",98,512,1050
"PA14_68290,",219,1155,1745
"PA14_68300,arcD",993,1376,1315
"PA14_68330,arcA",908,1517,1179
"PA14_68340,arcB",1565,2829,1969
"PA14_68350,arcC",347,875,419
"PA14_68360,",2260,1897,1270
"PA14_68370,cysQ",114,83,70
"PA14_68380,nudE",122,97,65
"PA14_68390,",47,40,30
"PA14_68400,ygaU",1193,158,801
"PA14_68420,",60,58,47
"PA14_68430,fdhD",3,1,8
"PA14_68440,",10,7,15
"PA14_68450,",647,25,38
"PA14_68460,",28,2,4
"PA14_68470,",62,31,48
"PA14_68480,",58,40,27
"PA14_68490,",12,15,18
"PA14_68500,attL",20,40,44
"PA14_68510,",58,79,64
"PA14_68530,",27,33,31
"PA14_68550,",16,22,21
"PA14_68560,drgA",56,35,49
"PA14_68570,",43,38,49
"PA14_68580,pckA",1612,1019,615
"PA14_68610,hslO",202,160,61
"PA14_68620,",145,131,63
"PA14_68630,hslR",59,66,36
"PA14_68640,",26,29,26
"PA14_68660,rimK",147,131,93
"PA14_68670,",99,59,41
"PA14_68680,envZ",66,651,330
"PA14_68700,ompR",231,1146,838
"PA14_68710,tex",585,401,158
"PA14_68720,",45,35,13
"PA14_68730,gshA",291,366,330
"PA14_68740,argA",451,714,497
"PA14_68750,marC",33,40,29
"PA14_68770,argE",150,146,150
"PA14_68780,",35,43,42
"PA14_68800,",148,190,157
"PA14_68810,",277,162,115
"PA14_68820,gspE",241,180,124
"PA14_68830,",15,9,8
"PA14_68840,",93,4,46
"PA14_68850,gcvP1",124,129,150
"PA14_68860,gcvH1",970,990,692
"PA14_68870,gcvT",643,515,339
"PA14_68890,",81,355,258
"PA14_68900,fbpA",113,1127,1082
"PA14_68920,",23,44,44
"PA14_68930,",22,21,24
"PA14_68940,",10,16,26
"PA14_68955,",137,96,71
"PA14_68970,",114,144,94
"PA14_68980,ubiH",521,357,226
"PA14_69000,pepP",909,785,461
"PA14_69010,",247,185,106
"PA14_69020,",685,711,395
"PA14_69030,",264,225,164
"PA14_69040,",131,135,86
"PA14_69050,",62,45,23
"PA14_69060,yhhJ",200,143,186
"PA14_69070,yhiH",407,409,422
"PA14_69090,yhiI",310,314,276
"PA14_69100,",207,164,136
"PA14_69110,",50,58,49
"PA14_69130,glpT",24,34,24
"PA14_69140,ubiB",155,142,113
"PA14_69150,ubiD",384,460,230
"PA14_69170,",52,44,32
"PA14_69190,rho",1319,1415,715
"PA14_69200,trxA",594,682,382
"PA14_69220,ppx",778,771,475
"PA14_69230,ppk",2732,3202,1974
"PA14_69240,hemB",1661,1750,1099
"PA14_69250,",120,122,52
"PA14_69260,elbB",293,240,233
"PA14_69270,",14,13,6
"PA14_69280,",50,48,26
"PA14_69300,",395,73,68
"PA14_69310,",43,60,29
"PA14_69320,",436,971,708
"PA14_69330,",253,690,366
"PA14_69340,",636,1520,771
"PA14_69350,",51,35,24
"PA14_69370,algP",2558,2296,2159
"PA14_69380,fkl",32,20,23
"PA14_69390,algQ",991,1120,1000
"PA14_69400,dsbH",162,122,68
"PA14_69420,hemY",372,369,263
"PA14_69430,hemX",327,283,307
"PA14_69440,hemD",319,293,247
"PA14_69450,hemC",237,227,176
"PA14_69470,algR",660,220,334
"PA14_69480,algZ",433,421,381
"PA14_69500,argH",369,296,201
"PA14_69510,",0,1,1
"PA14_69520,",0,0,1
"PA14_69540,",0,0,0
"PA14_69550,",3,3,18
"PA14_69560,hcpB",22,20,22
"PA14_69570,corA",354,341,230
"PA14_69580,",146,136,120
"PA14_69590,",500,529,374
"PA14_69600,",98,117,101
"PA14_69610,cyaA",156,260,179
"PA14_69620,",21,16,34
"PA14_69630,rnk",116,117,66
"PA14_69640,cyaY",38,32,20
"PA14_69660,lppL",151,103,100
"PA14_69670,lysA",485,462,290
"PA14_69690,dapF",466,464,305
"PA14_69700,",286,234,166
"PA14_69710,xerC",151,130,89
"PA14_69720,",70,50,32
"PA14_69740,",6,4,7
"PA14_69750,",64,63,68
"PA14_69760,",11,16,10
"PA14_69770,",368,327,230
"PA14_69780,",132,86,39
"PA14_69795,amtB",163,154,127
"PA14_69810,glnK",847,656,544
"PA14_69820,",38,28,57
"PA14_69840,",52,51,83
"PA14_69850,betT",303,284,320
"PA14_69870,pchP",100,126,102
"PA14_69880,",12,12,16
"PA14_69890,",39,46,41
"PA14_69900,",135,144,81
"PA14_69910,rep",391,378,154
"PA14_69925,poxB",35,14,10
"PA14_69940,xpt",316,195,74
"PA14_69950,",70,52,38
"PA14_69970,cycB",960,1004,531
"PA14_69980,",606,628,546
"PA14_69990,dadX",271,230,374
"PA14_70010,",172,156,247
"PA14_70040,dadA",1413,1238,2104
"PA14_70050,",155,105,118
"PA14_70060,",142,140,123
"PA14_70070,",363,318,334
"PA14_70080,lrp",269,297,202
"PA14_70100,",76,203,176
"PA14_70110,",75,82,55
"PA14_70120,",10,28,24
"PA14_70140,aldH",866,1614,2147
"PA14_70160,bioA",136,268,457
"PA14_70170,",47,76,168
"PA14_70180,rpmG",314,362,147
"PA14_70190,rpmB",4263,3439,1043
"PA14_70200,",335,396,382
"PA14_70220,",11,6,7
"PA14_70230,radC",30,35,32
"PA14_70240,coaC",661,807,402
"PA14_70260,dut",136,143,82
"PA14_70270,algC",1842,1136,823
"PA14_70280,argB",872,684,414
"PA14_70290,",120,32,20
"PA14_70300,",11,12,10
"PA14_70310,",11,6,9
"PA14_70330,",13,10,3
"PA14_70340,",3,2,1
"PA14_70350,",91,71,62
"PA14_70360,",235,155,169
"PA14_70370,pyrE",375,376,222
"PA14_70390,crc",2718,3022,2112
"PA14_70400,",243,243,155
"PA14_70420,rph",238,171,115
"PA14_70430,yicC",212,150,106
"PA14_70440,gmk",306,242,135
"PA14_70450,rpoZ",474,464,264
"PA14_70470,spoT",2122,2066,1157
"PA14_70480,",791,664,458
"PA14_70490,",250,235,106
"PA14_70510,",10,4,7
"PA14_70530,",84,69,37
"PA14_70550,",96,77,57
"PA14_70560,",775,631,453
"PA14_70570,recG",463,479,291
"PA14_70580,",636,603,421
"PA14_70590,",168,223,218
"PA14_70600,hupA",700,1837,2737
"PA14_70620,rubB",219,146,151
"PA14_70630,rubA2",54,51,40
"PA14_70640,rubA1",143,192,86
"PA14_70650,glcG",2,10,9
"PA14_70670,glcF",19,44,62
"PA14_70680,glcE",9,37,78
"PA14_70690,glcD",45,111,217
"PA14_70710,glcC",16,16,39
"PA14_70720,ubiC",59,21,11
"PA14_70730,ubiA",194,169,112
"PA14_70740,",56,32,45
"PA14_70750,phoB",149,118,78
"PA14_70760,phoR",52,60,41
"PA14_70770,",485,405,226
"PA14_70780,",94,87,78
"PA14_70790,",334,528,406
"PA14_70800,phoU",194,276,197
"PA14_70810,pstB",272,258,203
"PA14_70830,pstA",141,227,156
"PA14_70850,pstC",155,204,141
"PA14_70860,",375,373,352
"PA14_70870,5S-rRNA",12402,7413,17814
"PA14_70880,23S-rRNA",1335466,2098709,2067804
"PA14_70890,",381,246,114
"PA14_70900,",75,62,23
"PA14_70910,16S-rRNA",266231,322405,354857
"PA14_70920,",146,232,137
"PA14_70930,",102,72,65
"PA14_70940,betA",54,58,47
"PA14_70950,betB",300,337,212
"PA14_70970,betI",104,141,80
"PA14_70980,betT1",17,24,19
"PA14_71000,",325,282,250
"PA14_71020,",199,218,159
"PA14_71030,",423,412,325
"PA14_71060,sdaB",5,7,8
"PA14_71070,",175,211,274
"PA14_71080,",50,30,36
"PA14_71090,yeiE",18,15,6
"PA14_71100,yeiH",2,3,7
"PA14_71110,",12,4,2
"PA14_71120,",1,1,1
"PA14_71140,",0,1,3
"PA14_71150,",4,11,5
"PA14_71160,",3,3,8
"PA14_71170,",27,28,22
"PA14_71180,",9,14,15
"PA14_71190,",2,5,5
"PA14_71200,",6,8,7
"PA14_71210,",26,23,21
"PA14_71220,cls",74,89,97
"PA14_71230,",4,6,6
"PA14_71240,",36,78,55
"PA14_71250,",6,11,21
"PA14_71260,",32,31,31
"PA14_71280,",13,10,13
"PA14_71300,etfA-1",3,4,7
"PA14_71310,etfB-1",8,13,15
"PA14_71320,",168,180,92
"PA14_71330,",30,48,18
"PA14_71340,",1,7,6
"PA14_71350,",0,2,8
"PA14_71360,",39,13,2
"PA14_71370,",4,0,1
"PA14_71380,",6,5,5
"PA14_71390,",84,83,77
"PA14_71400,",2,1,2
"PA14_71410,",33,59,63
"PA14_71420,",8,18,14
"PA14_71430,",98,83,131
"PA14_71440,ltaA",577,548,394
"PA14_71450,",140,134,106
"PA14_71460,glyA1",285,76,179
"PA14_71470,soxB",14,11,18
"PA14_71490,soxD",13,14,16
"PA14_71500,soxA",30,34,60
"PA14_71510,soxG",10,20,17
"PA14_71530,purU2",10,15,25
"PA14_71560,fdhA",23,43,41
"PA14_71570,",184,128,124
"PA14_71580,",69,34,29
"PA14_71590,",137,51,70
"PA14_71600,purK",305,168,61
"PA14_71620,purE",330,145,81
"PA14_71630,adhA",1129,899,789
"PA14_71640,",69,43,32
"PA14_71650,aspA",1497,1539,1587
"PA14_71670,",200,123,52
"PA14_71680,",12,14,9
"PA14_71690,",35,35,43
"PA14_71700,",29,23,30
"PA14_71710,mtr",51,89,34
"PA14_71720,oadA",2154,3779,2238
"PA14_71740,accC",2079,2565,2073
"PA14_71750,",87,67,44
"PA14_71760,",23,31,31
"PA14_71780,",203,181,134
"PA14_71800,zwf",102,117,130
"PA14_71820,yegQ",164,141,93
"PA14_71830,",56,36,122
"PA14_71840,",307,241,674
"PA14_71850,",83,213,163
"PA14_71870,uvrD",907,630,416
"PA14_71880,",32,38,35
"PA14_71890,psecoA",166,814,364
"PA14_71900,",772,171,357
"PA14_71910,wbpZ",277,454,314
"PA14_71920,wbpY",136,285,194
"PA14_71930,wbpX",182,223,216
"PA14_71940,wzt",214,318,237
"PA14_71960,wzm",180,238,207
"PA14_71970,wbpW",469,665,589
"PA14_71990,gmd",320,471,436
"PA14_72000,rmd",254,315,283
"PA14_72010,",398,554,384
"PA14_72020,",229,411,266
"PA14_72030,",46,90,61
"PA14_72040,",90,138,122
"PA14_72050,",78,83,53
"PA14_72060,",13,13,5
"PA14_72070,",823,1017,1175
"PA14_72080,",58,48,34
"PA14_72090,",57,34,22
"PA14_72110,",141,112,69
"PA14_72130,",35,14,32
"PA14_72140,",46,51,60
"PA14_72150,",15,17,12
"PA14_72170,citM",36,19,10
"PA14_72180,",38,13,2
"PA14_72200,prfH",14,15,4
"PA14_72210,",75,63,19
"PA14_72220,",143,120,45
"PA14_72230,",165,53,83
"PA14_72250,",139,165,109
"PA14_72260,",393,138,220
"PA14_72280,citA",243,16,14
"PA14_72300,",102,20,23
"PA14_72320,",164,129,101
"PA14_72340,gltP",655,475,191
"PA14_72350,",7,3,8
"PA14_72360,",91,82,129
"PA14_72370,",17,40,68
"PA14_72380,algB",316,162,161
"PA14_72390,kinB",234,132,97
"PA14_72400,",64,63,22
"PA14_72410,",45,42,30
"PA14_72420,",433,581,421
"PA14_72430,",469,618,481
"PA14_72450,dsbA",2669,3225,2633
"PA14_72460,cc4",1779,1630,959
"PA14_72470,",401,358,192
"PA14_72480,engB",145,138,114
"PA14_72490,polA",1028,776,505
"PA14_72500,",438,542,598
"PA14_72510,thrB",302,300,256
"PA14_72520,",369,268,228
"PA14_72540,",1459,917,716
"PA14_72550,znuA",142,142,97
"PA14_72560,np20",53,48,28
"PA14_72580,znuC",55,47,43
"PA14_72590,znuB",48,35,27
"PA14_72600,",173,124,91
