X,PA2504_p1_htseq,PA2504_p2_htseq,PA2504_p3_htseq,PAO1161_p1_htseq,PAO1161_p2_htseq,PAO1161_p3_htseq
PA5097,449,349,426,443,414,403
PA5099,572,417,393,457,439,472
PA5101,510,457,560,424,433,598
PA5102,132,98,107,96,135,261
PA5103,209,209,236,282,347,670
PA5104,232,227,268,171,230,225
PA5106,1160,1191,1247,1010,1311,1057
PA5108,743,680,773,736,646,798
PA5109,228,226,247,195,244,232
PA5113,308,343,337,267,325,361
PA5114,2078,1897,2213,1677,1818,2082
PA5115,142,193,205,102,160,230
PA5116,164,198,234,152,173,213
PA5120,45,55,43,38,41,44
PA5121,908,925,963,679,871,1031
PA5122,377,337,360,300,345,361
PA5123,132,118,127,103,111,138
PA5126,278,380,452,210,349,409
PA5127,262,247,213,203,244,271
PA5130,988,1020,945,846,1071,1005
PA5132,425,368,380,275,330,422
PA5133,1380,1437,1501,1246,1484,1507
PA5134,4785,3946,3951,4396,3797,4276
PA5135,517,438,525,368,394,565
PA5136,295,263,245,174,229,233
PA5137,3328,3303,3245,2947,3100,3475
PA5138,1581,1628,1699,1390,1378,1765
PA5139,177,168,160,164,176,164
PA5144,709,503,632,394,513,593
PA5145,1108,1035,1149,749,886,1071
PA5146,5956,5666,5673,5512,5137,6026
PA5148,882,715,681,1069,769,825
PA5149,1017,857,998,841,833,1052
PA5149.1,16,15,9,11,17,9
PA5150,944,1034,1111,628,1179,1287
PA5151,312,298,316,220,278,313
PA5152,5118,4587,4554,4979,4294,4693
PA5153,18482,16686,16487,17543,14828,16449
PA5154,1291,1089,1144,1085,1098,1083
PA5155,468,515,502,430,434,526
PA5156,179,184,148,148,162,165
PA5157,921,722,780,721,721,890
PA5158,1457,1238,1202,1182,1144,1339
PA5159,1439,1223,1298,1103,1115,1393
PA5160,622,520,554,534,459,564
PA5160.1,1,3,3,3,4,1
PA5165,1974,1558,1654,1508,1539,1738
PA5166,1394,1301,1354,1126,1156,1365
PA5167,3547,3627,3307,3171,3527,3437
PA5168,415,371,314,373,339,383
PA5169,833,854,761,667,807,780
PA5174,17489,17561,17419,17486,17423,17213
PA5176,1415,1865,1805,1340,1690,1846
PA5177,530,553,522,494,526,601
PA5178,7820,8763,8807,8478,9355,9911
PA5179,824,786,836,665,720,824
PA5180,2910,2360,2668,2564,2470,2755
PA5181,6530,5394,5339,6186,5315,6308
PA5181.1,24,33,19,13,17,35
PA5182,4034,4129,4371,3429,3640,4235
PA5183,829,964,909,819,955,1012
PA5183a,1069,1114,1285,674,1071,1235
PA5184,801,890,927,711,857,900
PA5185,193,217,187,175,222,266
PA5186,563,521,569,520,485,583
PA5187,899,945,925,826,871,1027
PA5188,916,975,993,852,832,926
PA5189,551,534,556,399,526,495
PA5190,1117,1010,1042,833,914,1211
PA5191,1001,808,905,726,726,857
PA5194,330,308,339,235,322,303
PA5195,598,753,758,543,679,736
PA5196,986,831,917,673,825,861
PA5198,1146,1120,1177,881,1029,1246
PA5201,1251,1042,1091,1121,1075,1093
PA5202,50,40,37,63,65,56
PA5205,302,271,300,257,267,290
PA5207,103,90,84,74,91,108
PA5208,283,319,328,284,282,329
PA5209,1376,1420,1464,1375,1556,1506
PA5210,2692,2349,2459,2530,2180,2405
PA5211,317,295,363,256,356,323
PA5212,6833,6080,6295,5803,5648,6336
PA5216,584,532,549,492,587,610
PA5217,9849,9562,9515,9674,9267,9975
PA5218,1083,1007,1119,852,1103,1182
PA5219,442,255,317,297,310,293
PA5220,2879,1913,2361,2455,2171,2308
PA5221,1194,1204,1262,1071,1284,1168
PA5222,172,178,165,187,199,199
PA5225,698,703,807,594,740,735
PA5226,787,1008,1018,774,950,1196
PA5227,1253,1168,1185,801,1231,1361
PA5228,869,771,899,639,818,932
PA5229,1425,1304,1300,1352,1302,1375
PA5230,398,348,382,257,307,414
PA5231,885,806,836,770,808,888
PA5232,742,825,845,647,865,948
PA5233,965,926,886,793,848,926
PA5234,1400,1377,1358,1200,1269,1454
PA5236,926,1021,1077,636,991,1076
PA5237,2442,2557,2597,2692,2477,2579
PA5238,633,638,684,528,605,691
PA5244,729,592,621,574,591,635
PA5245,6112,6021,6066,5703,5548,6608
PA5246,187,175,182,167,158,211
PA5247,513,585,697,462,600,648
PA5248,1052,990,1021,746,933,1059
PA5249,146,202,226,148,204,190
PA5250,733,629,750,618,633,718
PA5251,307,341,283,313,357,333
PA5252,2765,2451,2603,2085,2381,2782
PA5252a,637,801,836,625,792,811
PA5254,670,638,675,542,533,644
PA5257,4329,4387,4650,3607,3963,4958
PA5258,3685,3737,4196,3188,3587,4447
PA5264,1016,891,910,674,825,1037
PA5265,1677,1494,1612,1221,1438,1746
PA5266,173,136,118,78,106,138
PA5269,891,982,965,842,916,1100
PA5270,1925,1696,1814,1626,1597,1836
PA5271,1582,1437,1634,1433,1383,1899
PA5273,178,188,178,146,177,165
PA5275,2063,2196,2423,1723,2069,2461
PA5279,2749,2510,2610,2467,2467,2729
PA5281,371,343,417,295,334,442
PA5282,121,128,132,82,103,163
PA5283,1184,1148,1161,896,1064,1093
PA5284,80,91,76,50,75,84
PA5285,3269,3685,4143,2014,3663,4194
PA5286,651,745,694,606,682,616
PA5289,997,957,920,591,964,1107
PA5290,286,247,265,228,274,272
PA5291,1846,1564,1689,1471,1523,1840
PA5293,187,272,278,165,265,243
PA5294,120,102,89,80,77,126
PA5295,3446,3449,3607,2835,3088,3521
PA5298,847,692,667,746,714,719
PA5299,962,965,1009,774,935,1074
PA5301,10883,11891,11378,10389,10653,11604
PA5303,239,257,281,185,278,303
PA5305,1326,1427,1617,1090,1246,1705
PA5306,822,633,605,1023,715,711
PA5307,2464,2530,2743,2055,2432,2641
PA5309,901,817,803,698,742,914
PA5310,697,566,617,454,611,637
PA5311,365,340,350,297,331,402
PA5312,56812,53794,54809,44703,48226,62897
PA5313,8931,6396,7204,6828,5633,7949
PA5314,3120,3295,3522,2345,2763,3873
PA5316.1,45,40,33,61,41,35
PA5317,2857,2571,2434,2350,2577,2763
PA5318,213,206,199,181,235,238
PA5324,2607,2447,2285,1976,1944,2253
PA5325,232,210,190,163,177,202
PA5326,206,203,203,167,187,206
PA5327,151,118,121,110,108,131
PA5328,38,51,24,26,24,42
PA5329,621,713,723,527,650,767
PA5330,1158,1349,1335,981,1265,1353
PA5333,665,739,804,480,737,829
PA5335,2865,2987,2961,2905,3042,2946
PA5339,4067,4196,3947,3212,4041,4513
PA5340,1109,1124,1107,1133,1119,1253
PA5341,17,27,19,12,16,19
PA5342,282,281,300,263,234,270
PA5343,727,708,818,592,720,800
PA5346,10753,9859,10396,9056,9757,11121
PA5347,1537,1703,1545,1587,1623,1635
PA5348,53506,49604,49021,45163,42111,48535
PA5349,1410,1413,1488,1208,1402,1556
PA5352,45,52,74,51,65,57
PA5357,474,403,406,249,360,499
PA5359,1325,1450,1414,1134,1338,1578
PA5362,1372,1426,1456,1225,1410,1567
PA5363,1042,1063,1093,786,994,1074
PA5364,3552,3602,3960,2819,3143,4003
PA5369.1,0,0,0,0,0,0
PA5369.2,0,0,0,0,0,0
PA5369.3,0,0,0,0,0,0
PA5369.4,0,0,0,0,0,0
PA5369.5,0,0,0,0,0,0
PA5370,2069,1977,2116,1577,1945,2272
PA5371,3378,3085,3436,2678,2893,3312
PA5376,1141,1087,1106,964,1030,1104
PA5377,1009,919,931,841,787,882
PA5378,2298,2178,2113,1750,2049,2048
PA5381,424,458,560,264,420,493
PA5382,340,352,361,232,304,396
PA5383,151,112,110,90,91,127
PA5384,14,9,9,6,13,12
PA5388,77,47,50,48,47,77
PA5390,197,242,217,149,194,261
PA5391,26,26,25,42,23,18
PA5392,55,43,27,53,34,45
PA5393,160,137,130,123,121,133
PA5395,151,125,148,97,127,155
PA5396,979,1029,864,954,902,861
PA5397,343,317,269,282,277,291
PA5400,288,291,281,238,213,247
PA5401,84,80,77,81,69,65
PA5402,335,292,319,287,303,293
PA5403,119,118,111,112,122,90
PA5404,71,44,46,37,38,61
PA5405,11,12,12,5,3,9
PA5406,94,74,85,60,93,83
PA5407,22,10,16,22,21,14
PA5408,146,121,150,155,138,168
PA5409,1295,1230,1401,1019,1171,1470
PA5412,909,937,1015,752,902,1092
PA5414,933,728,768,846,697,880
PA5422,2090,1913,2062,1711,1981,2186
PA5423,406,388,377,330,394,436
PA5424,2849,2979,3292,2723,2769,3282
PA5428,908,1067,1198,634,1030,1025
PA5430,1378,1388,1547,1082,1371,1354
PA5431,245,282,274,179,283,232
PA5432,205,184,196,172,156,190
PA5433,201,155,181,162,169,205
PA5435,12574,14959,14773,13499,15435,13711
PA5436,9595,10443,9964,11553,11463,9498
PA5437,511,519,620,524,633,545
PA5438,3256,2578,2863,2434,2467,2775
PA5439,1173,1236,1246,1004,1123,1251
PA5440,274,239,259,212,248,307
PA5440a,348,278,287,269,267,328
PA5441,951,935,982,828,983,964
PA5442,1152,1226,1283,880,1136,1073
PA5444,211,154,190,205,156,195
PA5445,968,861,839,780,942,802
PA5446,13054,11947,12620,11488,12241,12115
PA5455,5093,4672,4796,4135,4160,4987
PA5456,2439,2170,2227,2035,1886,2358
PA5457,671,548,578,475,502,614
PA5458,487,429,471,400,384,495
PA5459,1181,955,1080,1021,892,1244
PA5460,779,649,630,639,655,720
PA5461,13924,12022,12340,12263,10399,12738
PA5462,791,660,663,803,764,658
PA5463,972,828,756,910,829,817
PA5464,787,779,791,685,793,740
PA5465,1039,963,1024,759,967,1018
PA5466,276,246,278,170,246,249
PA5467,72,50,67,76,66,75
PA5468,184,124,168,90,137,154
PA5469,84,56,52,46,44,59
PA5470,174,210,202,202,247,196
PA5471,1642,1694,1596,1646,1796,1455
PA5472,526,501,484,486,508,473
PA5473,2791,2393,2670,2365,2311,2615
PA5474,1268,1164,1271,973,1228,1324
PA5475,185,201,224,208,224,276
PA5477,358,329,323,227,322,357
PA5478,527,532,642,408,513,608
PA5481,240,300,278,190,262,333
PA5482,237,203,179,262,199,252
PA5484,1307,1392,1385,1219,1276,1398
PA5486,716,552,689,568,585,627
PA5487,3169,3326,3714,2718,3043,3688
PA5488,3466,3019,3150,3133,2989,3474
PA5491,1655,1692,1481,1660,1770,1510
PA5492,4711,4551,4483,3774,4639,5299
PA5494,545,648,681,825,747,678
PA5498,1873,1697,1906,1539,1530,1941
PA5502,1799,1736,1643,1789,1794,1622
PA5503,877,813,739,975,944,796
PA5504,396,440,423,474,519,415
PA5505,5516,5159,4507,5988,5342,5432
PA5506,66,52,36,60,44,47
PA5507,55,55,56,57,45,59
PA5508,64,54,51,50,47,48
PA5509,26,25,28,21,35,40
PA5510,162,115,151,124,110,145
PA5514,124,138,152,106,130,126
PA5515,1223,1263,1335,1047,1273,1327
PA5517,148,212,242,170,237,202
PA5518,2048,2008,2042,1849,2039,1869
PA5519,776,762,802,569,704,845
PA5520,744,658,741,570,650,755
PA5521,7111,7280,7677,6060,6941,7666
PA5522,4985,4272,4714,4314,4093,4838
PA5523,6137,5171,5440,5486,5244,5686
PA5524,1020,1081,1111,836,1121,1068
PA5525,559,580,597,469,576,645
PA5526,2035,2222,2292,1721,1953,2283
PA5527,542,656,670,475,683,712
PA5528,9718,9583,9520,9167,9354,9103
PA5529,1253,1151,1268,998,1216,1238
PA5530,613,414,440,435,390,496
PA5533,464,475,488,407,474,504
PA5534,140,143,169,98,122,173
PA5535,478,547,517,396,485,605
PA5536,27,28,20,25,37,33
PA5537,543,546,687,365,539,590
PA5539,85,74,78,77,75,83
PA5540,47,46,50,39,63,49
PA5542,3026,3229,3239,2597,2959,3403
PA5543,517,463,446,372,417,458
PA5544,3072,2611,2632,2333,2337,2844
PA5545,16969,16260,16018,13353,15266,16924
PA5546,15082,13765,14196,12950,12291,14716
PA5547,1673,1471,1444,1438,1415,1472
PA5548,684,569,585,466,501,617
PA5551,333,286,304,307,316,291
PA5566,88,101,95,64,84,113
PA5567,2310,2450,2417,2373,2332,2388
PA5568,2959,2640,2636,2748,2887,2769
aat,1006,838,900,933,835,1000
accA,13506,12862,12232,12442,11530,12406
accB,9275,11084,10279,8853,9825,10528
accC,24901,26650,24452,26343,24732,25548
accD,3790,4263,3948,3890,4331,3826
aceA,19577,19803,17779,20544,17818,18722
aceE,29959,27113,25615,26127,25582,30682
aceF,11316,11178,10872,9775,10635,12251
aceK,5383,5679,5708,4862,5265,5604
ackA,4030,3735,3754,3389,3557,3938
acnA,18377,16001,16170,16188,14803,16429
acnB,28439,28679,26157,27175,26182,25609
acoB,258,204,189,209,179,198
acoR,2876,2600,2960,2109,2512,2953
acpP,21646,29066,26466,23107,27207,29737
acsA,7651,7774,7334,7910,7775,7452
acsB,21575,19600,19963,16609,17561,21874
ada,442,383,466,303,401,405
adhA,668,634,748,585,607,781
adhC,4509,4385,4631,3641,3814,4976
adk,3940,4020,3762,3473,3868,4086
aer,1106,899,960,846,893,1257
aer2,1552,1182,1238,1327,1138,1395
aguA,3657,3534,3396,3179,3317,3944
aguB,114,105,128,98,125,155
aguR,572,536,522,490,456,553
ahpC,35440,29456,29982,29176,27048,33899
ahpF,2053,1941,1993,1708,1857,2239
alaS,4148,4233,4088,4083,4405,4452
alc,1893,1505,1671,1497,1366,1794
alg44,55,50,67,47,48,71
alg8,77,79,101,71,69,82
algA,649,535,510,524,460,578
algB,2527,2575,2613,2262,2483,2812
algC,3320,2995,2923,2961,3197,3324
algD,94,70,87,62,66,73
algE,58,61,55,61,54,60
algF,272,256,243,282,235,325
algG,89,67,73,81,75,83
algI,283,165,219,152,226,199
algJ,72,67,59,59,71,71
algK,37,42,48,33,41,36
algL,66,63,62,50,65,47
algP,27017,28064,28975,21271,24993,33002
algQ,7601,7668,8031,6562,6883,8021
algR,5967,5416,6026,5063,5521,6191
algU,21032,23189,23759,18687,24050,23743
algW,2193,2042,2108,1879,1944,2123
algX,81,74,79,72,77,85
algZ,2352,2407,2524,2057,2360,2764
alkA,1014,956,1013,726,895,1040
alkB1,353,371,416,240,331,476
alkB2,2895,2365,2815,2001,2270,2745
alr,552,715,706,483,643,630
ambA,287,248,292,186,252,298
ambB,4753,4391,5290,3595,4206,5157
ambC,1671,1210,1404,1136,1205,1612
ambD,1056,824,928,798,825,1194
ambE,5338,4732,5601,3750,4480,6292
amgR,3599,3639,3706,3395,3462,3697
amgS,1363,1415,1406,1237,1436,1548
amiA,241,203,212,162,198,219
amiB,6919,5952,5973,6043,5654,6005
amiC,4060,3559,3552,3961,4146,3754
amiE,25542,26351,23810,26550,28727,23556
amiL,26,38,25,15,41,23
amiR,2365,2411,2366,1973,2623,2463
amn,4002,3485,3711,2986,3325,4267
ampC,438,389,365,354,367,437
ampD,1008,919,1007,773,876,949
ampDh2,690,753,786,660,773,764
ampDh3,3685,3361,3599,3448,3591,3584
ampG,1009,762,823,730,791,766
ampR,714,843,848,534,708,752
amrZ,25349,20516,21027,22831,19892,25588
amtB,707,725,740,635,680,733
anr,4158,4127,4357,4054,4175,4777
ansA,821,783,966,581,793,858
ansB,7602,7566,6777,8003,7358,7237
antA,20212,12751,14750,15589,12007,15831
antB,3437,2074,2168,2535,1904,2657
antC,5320,3139,3593,3453,2972,4080
aotJ,4092,3637,3752,3710,3361,4129
aotM,440,361,379,324,366,421
aotP,473,463,503,412,439,475
aotQ,596,503,573,413,494,599
apaH,1673,1540,1505,1949,1594,1669
aph,416,364,384,324,390,440
aphA,196,200,192,197,182,213
aprA,1878,1397,1582,2086,2194,4096
aprD,785,598,804,948,933,1530
aprE,528,398,493,581,612,928
aprF,772,616,751,886,964,1565
aprI,1289,1151,1392,955,1164,1509
apt,2008,1799,1946,1779,1690,1965
aqpZ,103,131,115,100,111,140
arcA,3396,2693,2762,2585,2882,3016
arcB,6050,4293,4356,5672,4684,4792
arcC,2134,1940,1906,1745,1963,1939
arcD,1323,994,1107,1028,1081,1115
argA,1077,991,1072,912,1111,1034
argB,1062,1016,1070,924,1118,1187
argC,1327,1369,1501,1169,1502,1434
argE,5198,5136,5499,4568,4593,5300
argF,2096,1790,1577,2211,1949,1771
argG,6059,5745,5558,5758,6555,6194
argH,4067,3507,3595,3468,3347,3919
argJ,1741,1783,1612,1734,1908,1611
argR,997,915,999,730,924,1051
argS,5543,5392,5295,5435,5523,5373
armR,649,731,755,495,737,849
arnA,9879,8405,8997,8359,7480,9750
arnB,8101,6034,6738,6122,5222,7351
arnC,3221,2451,2583,2667,2274,3064
arnD,1740,1415,1566,1359,1284,1694
arnE,240,201,224,197,174,212
arnF,547,389,373,473,333,442
arnT,2308,1915,2106,1639,1590,2155
aroB,2539,2527,2614,2730,2760,2870
aroC,2859,3068,2933,2710,3273,3081
aroE,271,270,285,281,333,335
aroK,1789,1663,1823,1668,1736,1724
aroP1,485,472,493,422,499,535
aroP2,11557,10271,10710,8398,9558,10701
aroQ1,5422,5043,4224,5465,4832,4332
aroQ2,974,573,696,770,597,868
arr,1526,1734,1951,1159,1624,1908
arsB,408,331,394,331,342,345
arsC,187,194,204,234,204,227
arsR,298,327,320,331,337,311
aruB,780,802,885,746,905,932
aruC,2114,1987,2150,1753,1915,2156
aruD,873,676,736,857,740,695
aruE,2183,2217,2344,2109,2110,2251
aruF,561,495,579,611,540,554
aruG,513,483,510,448,496,520
aruH,983,849,831,806,704,881
aruI,944,869,865,797,781,921
asd,3759,3868,3907,3805,3950,3913
aspA,37780,39120,37840,41613,42998,41664
aspP,2414,2710,2807,1738,2360,2894
aspS,7518,8569,7786,7913,9193,7848
atoB,22735,20820,22205,18154,18373,24688
atpA,38097,36943,34024,39122,38616,35033
atpB,11531,12222,10581,11634,12405,10344
atpC,3373,4024,3779,3260,4172,3844
atpD,24339,24820,22240,26917,25611,23094
atpE,6565,7726,6811,6082,8115,7246
atpF,9342,10447,9638,12676,10873,9363
atpG,13481,14258,12633,15448,15250,13369
atpH,9302,10748,9288,11653,11975,9641
atpI,1053,1366,1416,1169,1386,1147
atsA,214,233,254,219,237,343
atuA,963,936,895,762,760,849
atuB,585,531,518,462,446,552
atuC,705,644,728,627,633,721
atuD,891,862,863,826,760,918
atuE,258,236,262,247,234,241
atuF,648,658,669,603,623,618
atuG,342,327,342,286,234,317
atuH,1521,1443,1465,1285,1246,1443
atuR,1293,1225,1373,1061,1187,1272
azoR1,238,259,268,241,246,274
azoR2,268,274,299,234,241,280
azoR3,228,160,167,167,195,218
azu,73703,63129,61399,58325,53536,63458
bacA,330,390,365,314,404,296
bcp,3736,3579,3527,3796,3456,3784
bdhA,890,745,813,668,706,881
bdlA,686,552,512,455,543,722
betA,968,958,835,850,887,958
betB,2607,2343,2362,2412,2270,2791
betC,264,247,249,223,203,247
betI,642,612,551,537,571,608
betT1,253,214,215,171,188,199
bexR,517,508,530,486,577,643
bfiR,174,214,237,181,206,217
bfiS,2710,2290,2703,1485,1952,2711
bfmR,579,468,535,497,524,538
bfmS,501,398,427,447,370,452
bfrA,1414,1447,1381,1377,1404,1463
bfrB,2351,2811,2654,2829,2753,2707
bglX,1571,1387,1460,1352,1374,1413
bifA,4016,3872,3813,3649,3840,3828
bioA,1187,1156,1075,1010,1116,1142
bioB,17995,21143,18227,21431,20627,17577
bioD,377,490,475,406,480,431
bioF,3288,3804,3668,2920,3621,3325
birA,1177,1141,1172,956,1125,1316
bkdA1,206900,176418,169634,178395,162115,182235
bkdA2,103626,92868,90062,93059,85841,94770
bkdB,83116,80902,81891,71356,73449,84021
bkdR,866,900,959,843,863,838
blc,383,406,465,327,387,460
bolA,641,686,685,630,687,773
bphO,250,291,252,266,290,325
bphP,3166,2522,2733,2300,2393,3108
braB,1517,1611,1662,1416,1705,1625
braC,22936,21633,21258,20723,19220,22199
braD,2319,1944,1896,2103,1737,2210
braE,1634,1311,1420,1324,1272,1449
braF,1019,940,818,1023,918,971
braG,1001,963,1024,850,949,1087
braZ,73,45,54,58,40,54
cafA,1979,2225,2293,1663,2156,2389
capB,4971,4348,4464,4351,4854,4790
carA,8272,7519,7275,7972,7272,7598
carB,22266,22434,20231,22801,21117,21487
cat,275,305,326,283,349,314
catA,2591,1380,1986,1484,1512,2468
catB,1375,772,1094,888,859,1229
catC,905,487,629,659,545,847
catR,647,701,745,670,700,710
cbiD,536,442,502,490,442,540
cbpA,1070,776,746,734,704,910
cbpD,18514,13944,15393,16204,15698,15320
cbrA,3408,2949,3105,2682,2912,3121
cbrB,18439,16729,16639,17351,15571,17674
cc4,3704,3642,3603,3633,3399,3417
cca,1205,1253,1297,938,1160,1340
ccmA,766,778,784,626,771,737
ccmB,586,511,600,447,525,527
ccmC,902,805,916,688,850,869
ccmE,508,421,477,397,396,464
ccmF,1525,1336,1408,1198,1357,1436
ccmG,284,254,253,282,245,262
ccmH,361,293,314,324,286,342
ccoN1,6794,6429,5655,5997,6428,5518
ccoN2,967,813,785,822,807,1109
ccoO1,1632,1926,1722,1586,1886,1692
ccoO2,99,118,119,109,104,142
ccoP1,3494,3436,2924,3116,3430,3132
ccoP2,476,408,399,385,383,418
ccoQ1,96,98,98,142,125,111
ccoQ2,6,8,8,7,10,6
ccpR,127,114,116,110,144,149
cdhA,24,16,16,6,21,15
cdhB,11,16,13,13,9,14
cdhC,24,28,30,27,39,32
cdhR,1030,1028,1066,770,889,1113
cdsA,449,464,499,372,510,464
cheY,2796,2756,2871,2080,2689,3129
cheZ,4306,4669,4473,3833,4396,4900
chiC,3689,2868,3251,3556,3643,2926
chpA,14223,14155,14498,12324,13816,14958
chpB,799,760,862,672,791,862
chpC,334,316,340,239,325,410
chpD,230,172,174,154,170,201
chpE,99,104,129,66,87,97
cif,127,124,103,113,95,115
cifR,943,1057,1274,854,1099,1182
cioA,1425,1264,1482,1183,1342,1455
cioB,2007,1690,1926,1388,1589,1872
citA,152,140,144,100,130,170
clpA,38681,35774,37770,33470,34101,38810
clpB,29026,29429,28065,25312,28113,28140
clpP,6742,7549,7179,6039,7776,7661
clpV1,398,385,404,330,399,468
clpX,50618,51634,54804,41821,48714,58999
cls,1059,964,1134,775,922,994
cmaX,1568,1860,1919,1218,1756,1999
cmk,1090,1107,1166,1061,1185,1248
cmpX,5468,4918,5280,4818,4730,4935
coIII,4998,3769,4456,3065,3608,4558
coaB,1187,1212,1243,1269,1182,1506
coaC,2082,1825,1722,2103,1981,1741
coaD,1222,1221,1292,1048,1230,1236
coaE,1772,1721,1919,1514,1631,1860
cobA,186,231,213,168,171,209
cobB,253,179,240,161,227,222
cobC,110,103,108,106,92,106
cobD,110,77,100,71,84,105
cobH,40,46,48,34,37,30
cobI,46,52,43,43,43,67
cobJ,65,69,79,55,74,87
cobL,932,874,941,686,808,961
cobM,106,73,71,73,66,114
cobN,815,742,791,656,816,760
cobO,204,229,249,207,252,282
cobP,85,61,87,64,82,86
cobQ,125,114,112,58,85,134
cobU,221,186,226,139,208,240
cobV,44,42,52,34,34,53
codA,423,387,420,406,457,426
codB,233,162,212,179,178,163
comL,3462,3329,3032,3208,3754,3150
copR,1159,1315,1338,1195,1285,1296
copS,715,648,713,537,584,734
corA,1519,1337,1375,1159,1203,1594
coxA,7172,4655,5288,4710,4651,5348
coxB,8466,7213,8127,6232,7126,8579
cpdA,976,927,953,841,864,1006
cpg2,374,317,365,293,382,336
cpo,720,667,638,554,580,699
crc,5597,5421,5858,4933,5075,5706
crcZ,1548468,1630615,1528468,1745384,1637021,1421996
creB,623,567,639,479,515,597
creC,386,356,375,259,332,390
creD,168,155,160,105,127,170
crfX,1252,1171,1140,1489,1317,1103
csaA,259,232,249,254,236,263
cspD,8842,9564,9735,7694,8824,10217
cti,962,1110,1065,795,995,1054
cttP,967,738,725,649,692,758
cueR,2441,2093,2318,2068,1903,2589
cupA1,360,296,308,277,307,321
cupA2,13,7,8,6,12,16
cupA3,83,57,70,71,55,71
cupA4,44,43,55,37,38,44
cupA5,10,11,5,5,4,9
