,WT1_S1,WT-plus-HOCl1_S2,WT-plus-OSCN1_S3,mutant1_S4,mutant-plus-HOCl1_S5,mutant-plus-OSCN1_S6,WT2_S7,WT-plus-HOCl2_S8,WT-plus-OSCN2_S9,mutant2_S10,mutant-plus-HOCl2_S11,mutant-plus-OSCN2_S12
PA14_RS18540,"1,648","1,761","3,279","1,937","1,875","3,277","1,569","2,395","4,181","2,223","2,149","3,022"
PA14_RS18545,"1,007","1,125","2,184","1,387","1,273","2,151",770,"1,699","1,940","1,057","1,082","1,489"
PA14_RS18550,342,457,375,429,408,262,255,181,215,226,187,145
PA14_RS18555,462,599,474,509,521,342,290,308,350,372,270,237
PA14_RS18560,164,243,221,234,226,140,118,219,215,216,210,141
PA14_RS18565,116,174,201,195,200,134,130,204,211,199,256,173
PA14_RS18570,147,179,217,142,159,109,156,203,252,268,194,192
PA14_RS18575,178,258,380,343,356,256,213,309,271,234,294,278
PA14_RS18580,148,208,218,169,190,141,231,233,306,255,232,220
PA14_RS18585,697,780,986,701,670,593,745,837,"1,208",943,868,"1,028"
PA14_RS18590,"1,045","1,216","2,059","1,398","1,376","1,417","1,323","1,630","2,493","1,656","1,625","1,852"
PA14_RS18595,403,503,806,529,619,716,491,618,774,574,574,740
PA14_RS18600,"1,071","1,400","1,496","1,309","1,423",924,"1,182","1,456","1,713","1,354","1,419","1,228"
PA14_RS18605,"2,026","2,350","1,944","2,604","2,398","2,999","1,851","1,952","2,413","2,090","1,813","2,015"
PA14_RS18610,645,929,547,970,857,"1,021",516,572,613,615,453,540
PA14_RS18615,337,425,396,371,376,386,261,379,368,346,347,343
PA14_RS18620,292,357,286,291,287,267,223,300,337,275,279,270
PA14_RS18625,70,63,82,87,90,60,80,81,68,81,74,68
PA14_RS18630,21,31,36,31,29,43,36,40,27,38,27,29
PA14_RS18635,101,131,107,130,138,123,75,86,76,81,72,83
PA14_RS18640,257,355,303,313,320,259,243,258,252,217,291,225
PA14_RS18645,"6,429","5,369","6,074","8,568","5,488","29,349","7,027","5,451","9,475","11,336","5,857","22,985"
PA14_RS18650,"11,976","12,826","12,879","15,116","13,795","4,813","10,769","9,349","9,064","12,443","9,632","11,398"
PA14_RS18655,"3,107","4,092","3,376","3,616","3,814","4,241","2,861","3,435","2,980","3,280","3,369","3,118"
PA14_RS18660,"5,275","5,413","6,720","5,741","5,757","2,948","5,734","4,107","9,294","7,021","6,627","6,927"
PA14_RS18665,128,97,82,125,90,161,67,85,42,94,54,70
PA14_RS18670,191,216,226,268,226,177,145,139,132,150,142,138
PA14_RS18675,56,72,52,71,62,555,35,92,58,64,82,106
PA14_RS18680,71,61,60,71,64,51,46,44,74,83,46,48
PA14_RS18685,121,131,116,122,117,177,111,89,143,132,108,127
PA14_RS18690,175,299,162,246,275,196,219,303,131,184,172,166
PA14_RS18695,47,75,42,58,80,117,33,74,34,25,28,33
PA14_RS18700,59,134,43,63,121,39,88,127,46,65,89,31
PA14_RS18705,32,62,21,28,52,15,45,55,20,31,47,22
PA14_RS18710,27,64,24,45,67,14,34,72,29,43,50,19
PA14_RS18715,167,270,98,223,223,35,209,333,128,192,217,48
PA14_RS18720,119,142,67,124,154,38,134,161,74,96,104,26
PA14_RS18725,104,116,52,91,86,21,92,115,68,84,88,31
PA14_RS18730,179,210,172,183,209,140,179,210,148,211,188,139
PA14_RS30700,"2,636","2,365","1,812","2,060","2,203","1,605","2,387","1,739","1,858","2,751","2,385","2,487"
PA14_RS18735,194,154,162,205,125,"2,916",193,219,212,251,171,488
PA14_RS18740,9,8,5,10,12,82,7,10,6,3,12,24
PA14_RS18745,112,119,85,122,117,143,91,113,119,134,103,117
PA14_RS18750,81,107,80,107,68,56,75,61,52,64,48,37
PA14_RS18755,71,83,56,80,79,39,48,46,29,40,31,33
PA14_RS30705,6,7,5,12,11,1,6,3,4,2,4,2
PA14_RS18760,364,346,449,428,319,338,459,341,451,505,318,454
PA14_RS18765,61,86,93,90,72,104,63,80,98,81,61,67
PA14_RS18770,303,295,304,345,342,335,290,318,360,371,317,359
PA14_RS18775,514,635,542,613,594,644,520,518,778,766,667,735
PA14_RS18780,101,59,103,75,53,49,120,75,201,191,52,117
PA14_RS18785,58,94,58,52,69,167,63,87,64,87,75,93
PA14_RS18790,134,136,85,177,127,167,137,102,117,142,108,122
PA14_RS18795,228,253,200,271,221,211,283,217,251,271,216,216
PA14_RS18800,78,95,84,89,92,121,73,104,73,96,60,89
PA14_RS18805,147,124,101,139,117,106,223,126,263,282,126,135
PA14_RS18810,91,140,83,110,99,123,62,70,68,82,57,56
PA14_RS18815,114,145,140,188,155,223,107,120,104,98,84,91
PA14_RS18820,253,320,260,322,323,197,163,144,171,140,138,111
PA14_RS18825,30,37,27,38,33,47,31,33,34,28,31,37
PA14_RS18830,22,19,14,11,21,17,13,14,16,22,12,15
PA14_RS18835,120,144,126,152,133,175,113,109,130,142,129,147
PA14_RS18840,113,116,119,138,122,173,133,124,145,161,143,180
PA14_RS18845,434,524,457,584,547,391,302,299,320,352,231,219
PA14_RS18850,576,638,619,773,624,479,457,371,562,475,307,368
PA14_RS18855,"2,397","2,639","2,041","2,811","2,639","1,582","2,999","2,534","2,592","3,045","2,236","2,349"
PA14_RS18860,"1,858","1,901","1,327","2,185","1,720","1,166","1,431","1,143",980,"1,294",978,991
PA14_RS18865,404,450,332,497,383,908,274,309,279,268,199,296
PA14_RS18870,100,55,76,112,59,"1,229",76,60,44,65,31,52
PA14_RS18875,242,117,253,273,111,"2,566",231,357,348,272,105,509
PA14_RS18880,529,725,531,630,698,358,331,463,412,356,358,363
PA14_RS18885,436,601,436,469,500,312,338,475,306,352,324,292
PA14_RS18890,285,449,309,301,350,252,230,344,268,204,234,214
PA14_RS30710,137,290,137,186,221,98,135,183,80,115,132,95
PA14_RS18895,900,"1,146",924,"1,026","1,066",788,"1,103","1,213",956,"1,046","1,112","1,012"
PA14_RS18900,"1,009","1,200",924,"1,184","1,139",897,"1,262","1,174",838,"1,323","1,047","1,014"
PA14_RS18905,4,6,8,9,4,70,2,3,3,2,1,9
PA14_RS30715,0,1,0,2,1,9,1,1,1,1,2,0
PA14_RS18910,933,"1,101",958,"1,254","1,031","2,005",846,997,937,948,912,"1,007"
PA14_RS18915,50,83,73,87,88,"3,196",59,93,47,69,59,104
PA14_RS18920,115,148,132,187,181,"1,602",120,148,113,149,162,224
PA14_RS18925,48,74,66,81,98,187,53,53,49,60,55,58
PA14_RS30720,27,46,24,54,43,93,37,28,26,41,39,32
PA14_RS18930,115,146,103,137,142,747,94,162,131,123,144,271
PA14_RS18935,196,259,164,282,270,"2,018",243,335,217,243,261,514
PA14_RS18940,206,236,218,239,242,"1,321",302,381,250,312,290,545
PA14_RS18945,68,100,78,102,92,267,54,120,47,80,83,85
PA14_RS18950,230,334,300,426,334,209,185,155,120,104,106,116
PA14_RS18955,86,127,76,154,105,160,47,45,51,35,33,37
PA14_RS18960,96,118,106,121,116,142,78,81,96,75,51,62
PA14_RS18965,107,84,78,93,97,78,115,94,93,100,97,80
PA14_RS18970,182,261,161,266,229,384,132,256,151,175,188,114
PA14_RS18975,221,259,182,312,322,629,127,211,94,155,144,133
PA14_RS18980,236,367,227,412,377,436,220,292,203,239,254,195
PA14_RS18985,215,260,224,245,287,333,225,218,231,219,236,194
PA14_RS18990,166,194,161,219,173,375,118,141,115,118,117,149
PA14_RS18995,20,24,18,13,19,21,16,24,12,14,21,21
PA14_RS19000,4,5,11,6,7,2,5,5,4,4,5,14
PA14_RS19005,26,37,37,34,26,23,26,34,18,16,16,13
PA14_RS19010,31,58,33,36,50,50,34,45,37,28,39,29
PA14_RS19015,10,5,14,12,7,455,7,5,5,11,8,30
PA14_RS19020,29,46,46,44,53,57,46,39,41,43,50,46
PA14_RS19025,116,151,108,132,125,157,146,146,131,150,144,135
PA14_RS19030,23,45,29,36,31,50,53,46,37,46,49,40
PA14_RS30725,101,122,92,99,120,96,103,105,118,93,111,105
PA14_RS19040,30,23,29,35,44,36,41,47,24,42,31,34
PA14_RS19045,20,46,32,45,28,24,47,49,19,43,14,28
PA14_RS19050,"1,976","2,093","1,861","2,752","2,500","1,810","1,971","2,015","1,873","1,943","1,652","1,667"
PA14_RS19055,"8,880","9,259","8,256","10,349","9,694","8,302","8,271","8,590","9,431","8,488","7,547","7,889"
PA14_RS19060,"10,813","12,366","9,535","13,757","12,800","10,973","11,369","11,197","9,409","10,604","10,836","10,714"
PA14_RS19065,"5,588","7,763","5,790","6,929","7,007","3,164","6,450","7,403","5,085","5,614","5,378","3,415"
PA14_RS19070,743,"1,097",736,"1,049","1,029",413,596,779,580,573,560,378
PA14_RS19075,675,"1,132",701,978,956,408,595,691,525,570,503,348
PA14_RS19080,"1,596","2,185","1,596","2,005","2,030","1,221","1,458","1,683","1,456","1,296","1,414",857
PA14_RS19085,"1,279","1,773","1,174","1,786","1,634",653,"1,140","1,148",847,931,887,559
PA14_RS19090,"2,273","2,979","1,936","2,576","2,706",806,"2,130","2,358","1,694","2,068","1,953",919
PA14_RS19095,362,505,447,546,524,276,231,297,278,272,291,178
PA14_RS19100,322,401,403,435,453,192,226,317,350,241,329,252
PA14_RS19105,16,32,14,21,19,26,25,17,23,22,18,26
PA14_RS19110,21,35,14,28,27,47,44,27,25,35,21,27
PA14_RS19115,166,187,167,196,237,201,234,192,183,286,207,226
PA14_RS30730,9,5,5,3,2,10,6,3,2,4,8,3
PA14_RS19120,224,322,295,312,323,517,134,251,289,200,295,330
PA14_RS19125,60,56,56,58,57,93,46,73,62,70,68,60
PA14_RS19130,4,10,3,6,12,6,5,4,4,11,8,5
PA14_RS19135,144,154,154,177,175,216,187,174,155,200,136,231
PA14_RS19140,347,477,397,396,474,880,411,581,433,478,437,656
PA14_RS19145,228,403,245,329,379,"2,680",488,667,542,490,587,"1,024"
PA14_RS19150,144,227,169,236,264,"1,855",197,458,301,231,279,484
PA14_RS19155,"1,946","1,227","2,354","2,007","1,103","1,251","3,198","1,349","3,217","3,203","1,128","2,833"
PA14_RS19160,"1,306",864,"1,559","1,403",816,"1,012","2,037",827,"1,441","1,758",719,"1,847"
PA14_RS19165,91,78,73,113,86,94,92,61,66,77,55,69
PA14_RS19170,186,306,122,352,292,93,125,173,132,170,155,224
PA14_RS19175,57,97,39,85,75,33,46,43,41,51,56,75
PA14_RS19180,72,99,39,104,74,35,48,39,46,52,55,83
PA14_RS19185,271,437,199,466,422,366,291,392,236,342,348,684
PA14_RS19190,101,172,60,193,192,269,84,246,49,98,120,243
PA14_RS30735,96,97,92,145,114,103,97,85,80,117,102,110
PA14_RS19195,346,261,172,373,255,392,288,126,185,341,139,296
PA14_RS19200,209,252,229,242,207,192,147,141,148,159,145,140
PA14_RS19205,50,53,59,57,53,98,47,57,64,63,60,67
PA14_RS19210,30,39,29,47,39,55,39,48,48,60,44,44
PA14_RS19215,256,279,219,317,314,380,312,280,334,365,301,346
PA14_RS19220,97,114,96,103,115,333,99,135,115,120,125,187
PA14_RS19225,51,46,46,67,68,241,61,85,56,45,53,61
PA14_RS19230,165,195,149,190,164,410,149,195,246,240,187,247
PA14_RS19235,681,821,663,799,749,599,629,733,653,685,706,678
PA14_RS19240,"1,041","1,195","1,180","1,231","1,249","1,163","1,028","1,242","1,315","1,165","1,230","1,278"
PA14_RS19245,831,"1,021",745,"1,037",997,925,851,913,625,892,897,818
PA14_RS19250,388,453,349,556,449,567,242,322,322,309,276,261
PA14_RS19255,464,556,399,600,514,678,355,367,333,376,353,321
PA14_RS19260,122,192,114,202,163,130,101,90,135,112,101,131
PA14_RS19265,122,137,132,199,135,125,82,65,69,75,41,93
PA14_RS19270,161,173,142,208,188,296,103,82,118,109,46,102
PA14_RS19275,163,198,135,236,193,394,167,109,135,167,82,218
PA14_RS19280,62,108,63,86,96,148,34,87,53,38,49,30
PA14_RS19285,80,88,92,98,82,69,53,68,50,57,37,49
PA14_RS19290,252,314,212,336,278,226,261,231,266,242,231,238
PA14_RS19295,259,343,189,278,264,320,192,234,174,186,233,195
PA14_RS19300,180,232,197,273,269,261,180,177,126,125,144,180
PA14_RS19305,419,471,420,440,453,664,351,407,387,319,320,355
PA14_RS19310,736,856,601,988,737,"1,005",491,444,421,450,355,419
PA14_RS19315,"1,051","1,188",788,"1,330","1,173","1,141","1,025",907,808,894,777,885
PA14_RS19320,194,256,168,211,174,397,223,250,319,275,238,213
PA14_RS19325,704,885,877,959,"1,071","1,440","1,652","1,582","1,851","1,866","1,978","1,951"
PA14_RS19330,194,225,224,274,214,171,301,320,352,311,279,273
PA14_RS19335,"12,449","17,200","10,717","17,122","17,179","12,303","13,800","14,613","9,613","10,612","11,309","8,331"
PA14_RS19340,"1,412","1,581","1,424","1,482","1,395","1,596","1,184","1,244","1,649","1,330","1,104","1,379"
PA14_RS19345,29,32,22,36,17,505,25,60,25,23,29,49
PA14_RS19350,108,132,85,129,97,208,146,161,133,162,113,88
PA14_RS19355,47,57,48,63,56,93,67,67,62,82,58,49
PA14_RS19360,285,373,315,287,302,483,268,460,450,393,503,360
PA14_RS19365,32,92,20,44,70,301,30,168,49,37,175,59
PA14_RS19370,136,200,143,175,209,59,150,155,183,157,214,98
PA14_RS19375,260,329,282,334,373,127,289,296,398,328,353,267
PA14_RS19380,318,379,308,326,342,173,355,341,413,386,386,304
PA14_RS19385,172,227,184,193,215,89,189,191,260,271,257,201
PA14_RS19390,379,461,357,455,569,205,437,427,528,502,563,373
PA14_RS19395,134,192,139,177,209,67,157,164,157,176,196,155
PA14_RS19400,123,143,132,149,182,87,129,121,177,150,173,121
PA14_RS19405,145,157,123,182,181,88,111,140,167,133,180,133
PA14_RS19410,190,266,208,247,288,192,180,187,252,225,244,192
PA14_RS19415,306,343,294,329,368,323,259,278,311,264,354,309
PA14_RS19420,434,577,363,557,584,646,297,391,272,301,355,242
PA14_RS19425,20,24,19,31,21,151,22,32,24,33,26,33
PA14_RS19430,374,427,400,491,499,557,384,457,404,497,567,569
PA14_RS19435,28,29,23,29,30,18,14,20,9,9,23,21
PA14_RS19440,10,13,10,18,14,9,12,12,9,9,10,14
PA14_RS19445,2,1,1,5,4,3,0,2,1,1,0,1
PA14_RS19450,32,23,17,17,20,17,24,14,18,30,19,16
PA14_RS19455,15,20,8,14,22,22,17,18,19,24,15,30
PA14_RS19460,100,102,117,86,109,100,116,116,108,128,110,145
PA14_RS30740,60,61,46,79,67,111,55,54,58,78,61,68
PA14_RS19465,389,472,313,504,442,913,367,386,359,362,305,481
PA14_RS19470,9,35,16,10,28,75,8,49,21,6,23,55
PA14_RS19475,42,65,43,70,80,100,35,42,41,44,37,48
PA14_RS19480,46,57,37,66,54,47,57,36,31,43,23,33
PA14_RS19485,37,34,26,38,32,30,27,23,22,26,13,14
PA14_RS19490,11,13,7,13,7,8,14,3,8,12,3,6
PA14_RS19495,13,15,18,7,12,14,12,7,14,10,13,6
PA14_RS19500,34,24,19,24,32,20,20,25,13,18,13,18
PA14_RS19505,26,35,25,37,35,10,23,18,21,15,20,12
PA14_RS19510,7,17,6,16,15,14,13,11,12,18,17,6
PA14_RS19515,21,45,36,53,44,46,31,23,34,53,52,21
PA14_RS19520,126,158,107,121,120,130,101,106,130,156,114,104
PA14_RS19525,15,13,10,17,16,12,22,9,10,15,10,13
PA14_RS19530,224,390,317,318,315,156,176,237,164,179,194,141
PA14_RS19535,"1,418","3,604","2,217","1,864","2,808","1,111",940,"3,035","1,376",938,"2,083","1,177"
PA14_RS30745,10,18,15,27,34,9,20,18,12,13,15,11
PA14_RS30750,192,361,193,278,348,80,171,246,169,209,282,161
PA14_RS19540,256,548,388,364,492,118,274,370,319,326,364,228
PA14_RS19545,227,524,381,270,412,124,235,358,360,299,322,208
PA14_RS19550,239,477,346,302,419,93,196,273,246,213,247,151
PA14_RS19555,555,"1,068",905,675,862,300,479,489,462,464,377,361
PA14_RS19560,71,118,84,86,105,94,57,85,56,57,69,57
PA14_RS19565,447,306,501,487,279,297,596,310,607,609,287,513
PA14_RS19570,187,128,214,213,140,567,198,137,261,205,145,266
PA14_RS19575,70,109,87,108,102,620,37,53,48,56,46,65
PA14_RS19580,69,88,68,81,65,"7,523",89,83,97,117,91,524
PA14_RS19585,48,56,41,74,51,"2,232",48,52,56,57,31,176
PA14_RS19590,3,3,3,7,4,66,1,5,8,8,7,20
PA14_RS19595,8,13,4,8,12,20,20,21,15,18,13,10
PA14_RS19600,15,13,14,16,12,29,21,14,11,21,15,11
PA14_RS19605,180,226,176,199,183,172,156,143,168,117,123,120
PA14_RS19610,182,203,160,199,166,256,138,143,158,161,120,135
PA14_RS19615,2,9,3,6,4,3,10,6,4,8,5,3
PA14_RS19620,32,42,33,46,35,51,29,47,45,46,30,32
PA14_RS19625,8,10,7,12,7,21,5,15,8,11,7,7
PA14_RS19630,4,4,2,6,5,2,2,5,5,2,3,4
PA14_RS19635,102,113,123,163,154,281,152,109,179,203,171,213
PA14_RS19640,65,94,66,93,108,198,91,117,98,114,83,109
PA14_RS19645,246,223,197,243,235,437,221,259,259,293,287,259
PA14_RS19650,246,280,245,256,281,637,299,374,450,416,441,435
PA14_RS19655,160,145,86,111,140,"2,139",161,322,160,201,219,151
PA14_RS19660,40,50,43,31,51,65,47,52,34,47,42,42
PA14_RS19665,43,55,39,65,56,51,49,36,46,58,45,50
PA14_RS19670,22,16,21,28,18,24,15,28,23,20,16,20
PA14_RS19675,30,47,38,42,38,64,27,46,59,48,60,50
PA14_RS19680,179,195,171,260,250,328,211,291,268,253,246,333
PA14_RS19685,22,23,9,22,20,25,20,21,22,21,19,26
PA14_RS19690,230,295,241,307,233,334,131,181,160,154,136,148
PA14_RS19700,61,49,17,71,47,12,97,90,67,110,56,29
PA14_RS19705,39,22,15,37,17,7,39,36,22,34,16,11
PA14_RS19710,11,10,6,16,15,2,18,16,13,21,9,5
PA14_RS19715,31,33,17,35,28,13,36,38,24,44,37,12
PA14_RS19720,50,61,40,61,39,28,50,79,37,81,48,28
PA14_RS19725,64,99,56,106,67,21,93,97,80,95,69,62
PA14_RS19730,40,35,37,60,57,14,58,62,25,64,30,22
PA14_RS19735,25,36,24,37,32,15,38,30,18,29,18,25
PA14_RS19740,8,19,11,26,16,12,16,18,18,18,18,5
PA14_RS19745,14,23,11,15,17,9,11,16,4,24,12,14
PA14_RS19750,23,20,17,17,23,14,18,17,26,28,29,19
PA14_RS19755,102,278,111,114,235,191,191,538,219,195,481,196
PA14_RS19760,136,174,104,123,166,160,164,139,148,158,135,137
PA14_RS19765,113,186,160,163,203,128,144,208,162,128,161,143
PA14_RS19770,769,"1,071",815,955,988,842,663,796,649,566,603,624
PA14_RS19775,268,341,243,342,330,301,238,286,253,259,212,216
PA14_RS19780,897,"1,060",793,990,959,771,814,797,945,836,633,745
PA14_RS19785,551,672,480,664,590,605,580,627,539,659,510,576
PA14_RS19790,255,323,209,360,289,316,249,316,195,229,186,236
PA14_RS19795,316,487,378,381,442,284,335,445,315,296,302,309
PA14_RS19800,184,238,170,239,206,300,155,155,195,137,111,137
PA14_RS19805,"1,344","1,388","1,217","1,729","1,416",921,"1,582","1,185","1,457","1,389",963,875
PA14_RS19810,"1,947","2,298","1,665","2,481","2,168","1,723","2,041","1,585","1,572","1,910","1,258","1,155"
PA14_RS19815,"2,973","4,375","2,642","4,342","3,887","3,739","2,285","2,764","2,251","3,079","2,795","2,413"
PA14_RS19820,"1,367","2,173","1,550","1,811","2,597",756,"1,432","1,461","1,213","1,677","2,199","1,026"
PA14_RS19825,695,"1,271",863,843,"1,387",558,655,823,734,955,"1,323",760
PA14_RS19830,232,160,290,296,205,134,190,166,145,168,72,128
PA14_RS19835,133,82,162,199,122,48,96,75,111,94,53,56
PA14_RS19840,326,337,319,446,363,531,195,263,219,161,194,215
PA14_RS19845,711,888,658,"1,127",984,"1,464",468,722,498,496,541,550
PA14_RS19850,321,400,323,458,443,326,385,316,224,395,320,294
PA14_RS19855,59,70,65,74,83,81,69,67,65,73,94,75
PA14_RS19860,39,50,41,46,59,39,42,39,39,41,40,51
PA14_RS19865,7,10,10,8,5,6,7,4,4,4,3,5
PA14_RS19870,45,48,41,53,63,51,48,39,41,50,47,52
PA14_RS19875,146,188,189,227,187,199,157,208,128,174,187,198
PA14_RS19880,78,119,74,80,103,116,125,137,111,149,153,114
PA14_RS19885,4,10,2,10,11,5,9,12,8,11,11,4
PA14_RS19890,26,39,35,38,53,18,46,40,22,36,33,32
PA14_RS19895,27,31,32,45,55,25,32,42,32,43,46,38
PA14_RS19900,13,7,16,23,17,4,13,17,15,13,6,18
PA14_RS19905,17,13,13,7,15,12,13,18,10,11,21,9
PA14_RS19910,33,25,32,34,31,22,24,41,23,33,23,28
PA14_RS30755,771,894,728,959,800,812,760,715,661,894,736,809
PA14_RS30760,"5,167","5,198","3,309","6,764","5,244","4,162","5,447","4,656","3,870","5,821","4,673","5,015"
PA14_RS19915,142,194,186,231,235,158,146,154,129,152,159,169
PA14_RS19920,227,305,140,240,206,176,234,367,190,228,245,203
PA14_RS19925,13,20,8,17,15,20,1,15,5,11,6,9
PA14_RS19930,262,285,207,246,240,283,277,287,295,284,334,253
PA14_RS19935,156,195,152,196,240,119,200,300,205,224,324,237
PA14_RS19940,17,18,20,13,15,11,12,9,23,15,11,18
PA14_RS19945,16,20,15,17,10,12,19,15,14,16,8,12
PA14_RS19950,126,129,94,154,113,219,91,96,105,131,82,102
PA14_RS19955,628,850,400,636,801,409,699,492,536,523,494,379
PA14_RS30765,8,8,8,15,8,7,4,9,6,7,2,11
PA14_RS19960,64,72,51,90,61,49,34,51,32,34,33,26
PA14_RS19965,"1,359","1,664","1,551","1,829","1,790","1,087",976,"1,136","1,005","1,039",905,718
PA14_RS19970,"18,997","23,766","21,068","30,652","25,793","18,845","14,854","13,815","15,153","14,398","12,441","11,906"
PA14_RS19975,"50,778","58,244","55,133","67,550","58,075","51,368","53,342","45,976","61,931","53,189","40,761","45,254"
PA14_RS19980,"264,897","329,349","252,613","323,811","315,661","232,398","341,904","318,801","214,313","306,492","235,595","272,109"
PA14_RS19985,165,237,230,177,221,61,165,239,243,214,226,141
PA14_RS19990,114,136,119,129,138,37,113,164,134,103,140,68
PA14_RS19995,153,230,170,170,188,52,159,247,132,125,158,88
PA14_RS20000,815,"1,203",852,945,"1,112",302,721,"1,304",731,703,818,426
PA14_RS20005,91,129,89,90,106,20,70,117,66,63,70,43
PA14_RS20010,125,223,143,152,144,36,135,206,112,110,121,78
PA14_RS20015,676,774,582,827,667,"1,061",482,493,468,446,408,413
PA14_RS20020,73,105,97,97,106,111,90,181,72,62,90,73
PA14_RS20025,308,416,303,405,370,316,295,300,296,283,262,287
PA14_RS20030,100,203,142,123,161,104,101,114,109,136,113,96
PA14_RS20035,279,402,340,315,342,254,217,316,232,261,300,265
PA14_RS20040,116,179,143,143,164,140,122,163,103,116,131,131
PA14_RS20045,122,116,91,133,92,159,68,82,126,103,83,95
PA14_RS20050,243,324,262,321,254,412,220,344,301,278,293,278
PA14_RS20055,96,123,85,86,121,125,90,97,51,70,80,75
PA14_RS20060,341,398,285,467,381,417,232,257,296,245,282,230
PA14_RS20065,185,247,180,278,230,189,171,158,136,159,130,132
PA14_RS20070,454,536,528,568,537,529,482,449,492,553,506,606
PA14_RS20075,"1,843","2,554","2,969","2,598","2,124","2,567",934,"1,241","1,002","1,063",816,731
PA14_RS20080,166,235,190,193,198,232,95,184,138,102,144,133
PA14_RS20085,121,199,183,172,133,306,94,129,117,107,102,123
PA14_RS20090,"2,780","3,604","2,526","4,859","3,574","2,473","2,623","2,689","2,564","2,510","2,708","1,449"
