,SampleWT,SampleFOS1,SampleFOS4,SampleFOS7,SampleFOS8,,,,,,,,,,,,,,,,,,,,,
SMD_0368,42,36,39,34,32,,,,,,,,,,,,,,,,,,,,,
SMD_0369,37,36,30,31,32,,,,,,,,,,,,,,,,,,,,,
SMD_0370,34,31,32,32,35,,,,,,,,,,,,,,,,,,,,,
SMD_0371,123,123,136,125,119,,,,,,,,,,,,,,,,,,,,,
SMD_0372,49,43,58,53,39,,,,,,,,,,,,,,,,,,,,,
SMD_0373,288,314,340,345,296,,,,,,,,,,,,,,,,,,,,,
SMD_0374,4130,4196,5186,4998,3186,,,,,,,,,,,,,,,,,,,,,
SMD_0375,113,96,110,133,136,,,,,,,,,,,,,,,,,,,,,
SMD_0376,3,3,5,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_0377,95,104,90,78,79,,,,,,,,,,,,,,,,,,,,,
SMD_0378,94,98,89,84,86,,,,,,,,,,,,,,,,,,,,,
SMD_0379,74,73,76,65,70,,,,,,,,,,,,,,,,,,,,,
SMD_0380,22,27,25,26,25,,,,,,,,,,,,,,,,,,,,,
SMD_0381,39,49,44,50,52,,,,,,,,,,,,,,,,,,,,,
SMD_0382,80,102,96,82,78,,,,,,,,,,,,,,,,,,,,,
SMD_0383,18,17,19,14,13,,,,,,,,,,,,,,,,,,,,,
SMD_0384,17,15,14,15,14,,,,,,,,,,,,,,,,,,,,,
SMD_0385,31,28,30,32,31,,,,,,,,,,,,,,,,,,,,,
SMD_0386,39,34,29,33,35,,,,,,,,,,,,,,,,,,,,,
SMD_0387,48,59,38,40,42,,,,,,,,,,,,,,,,,,,,,
SMD_0388,28,25,19,24,32,,,,,,,,,,,,,,,,,,,,,
SMD_0389,4,6,3,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_0390,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_0391,5,5,4,6,5,,,,,,,,,,,,,,,,,,,,,
SMD_0392,13,16,12,11,15,,,,,,,,,,,,,,,,,,,,,
SMD_0393,43,37,38,38,30,,,,,,,,,,,,,,,,,,,,,
SMD_0394,16,11,13,15,13,,,,,,,,,,,,,,,,,,,,,
SMD_0395,257,306,268,256,248,,,,,,,,,,,,,,,,,,,,,
SMD_0396,162,172,160,145,164,,,,,,,,,,,,,,,,,,,,,
SMD_0397,54,55,47,52,62,,,,,,,,,,,,,,,,,,,,,
SMD_0398,163,162,182,166,175,,,,,,,,,,,,,,,,,,,,,
SMD_0399,29,28,24,29,37,,,,,,,,,,,,,,,,,,,,,
SMD_0400,47,45,53,43,40,,,,,,,,,,,,,,,,,,,,,
SMD_0401,39,43,35,34,39,,,,,,,,,,,,,,,,,,,,,
SMD_0402,31,39,26,24,31,,,,,,,,,,,,,,,,,,,,,
SMD_0403,32,27,24,31,33,,,,,,,,,,,,,,,,,,,,,
SMD_0404,35,38,36,24,28,,,,,,,,,,,,,,,,,,,,,
SMD_0405,18,13,13,17,19,,,,,,,,,,,,,,,,,,,,,
SMD_0406,52,63,56,54,52,,,,,,,,,,,,,,,,,,,,,
SMD_0407,185,243,197,210,199,,,,,,,,,,,,,,,,,,,,,
SMD_0408,12,5,10,15,10,,,,,,,,,,,,,,,,,,,,,
SMD_0409,21,20,24,21,19,,,,,,,,,,,,,,,,,,,,,
SMD_0410,21,22,20,23,21,,,,,,,,,,,,,,,,,,,,,
SMD_0411,13,16,13,17,19,,,,,,,,,,,,,,,,,,,,,
SMD_0412,884,983,1047,936,878,,,,,,,,,,,,,,,,,,,,,
SMD_0413,37,31,35,26,27,,,,,,,,,,,,,,,,,,,,,
SMD_0414,27,29,31,32,30,,,,,,,,,,,,,,,,,,,,,
SMD_0415,2,3,1,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_0416,44,48,37,43,35,,,,,,,,,,,,,,,,,,,,,
SMD_0417,42,45,39,38,33,,,,,,,,,,,,,,,,,,,,,
SMD_0418,36,34,31,34,34,,,,,,,,,,,,,,,,,,,,,
SMD_0419,39,38,33,34,35,,,,,,,,,,,,,,,,,,,,,
SMD_0420,39,42,39,35,38,,,,,,,,,,,,,,,,,,,,,
SMD_0421,31,29,27,27,24,,,,,,,,,,,,,,,,,,,,,
SMD_0422,28,28,24,24,26,,,,,,,,,,,,,,,,,,,,,
SMD_0423,11,13,11,10,10,,,,,,,,,,,,,,,,,,,,,
SMD_0424,81,75,75,87,103,,,,,,,,,,,,,,,,,,,,,
SMD_0425,2,1,2,2,4,,,,,,,,,,,,,,,,,,,,,
SMD_0426,0,2,1,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_0427,14,18,12,15,12,,,,,,,,,,,,,,,,,,,,,
SMD_0428,16,16,14,18,20,,,,,,,,,,,,,,,,,,,,,
SMD_0429,14,15,13,12,13,,,,,,,,,,,,,,,,,,,,,
SMD_0430,23,27,19,17,21,,,,,,,,,,,,,,,,,,,,,
SMD_0431,39,32,45,46,36,,,,,,,,,,,,,,,,,,,,,
SMD_0432,8,9,6,6,8,,,,,,,,,,,,,,,,,,,,,
SMD_0433,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_0434,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_0435,8,8,9,13,9,,,,,,,,,,,,,,,,,,,,,
SMD_0436,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_0437,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_0438,7,10,7,6,7,,,,,,,,,,,,,,,,,,,,,
SMD_0439,25,20,23,24,25,,,,,,,,,,,,,,,,,,,,,
SMD_0440,7,7,6,6,7,,,,,,,,,,,,,,,,,,,,,
SMD_0441,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_0442,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_0443,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_0444,27,30,21,22,28,,,,,,,,,,,,,,,,,,,,,
SMD_0445,17,12,14,18,24,,,,,,,,,,,,,,,,,,,,,
SMD_0446,39,45,38,40,42,,,,,,,,,,,,,,,,,,,,,
SMD_0447,20,17,16,23,25,,,,,,,,,,,,,,,,,,,,,
SMD_0448,18,16,14,12,19,,,,,,,,,,,,,,,,,,,,,
SMD_0449,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_0450,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_0451,13,16,11,13,13,,,,,,,,,,,,,,,,,,,,,
SMD_0452,5,6,6,4,7,,,,,,,,,,,,,,,,,,,,,
SMD_0453,11,11,11,12,18,,,,,,,,,,,,,,,,,,,,,
SMD_0454,78,50,104,100,68,,,,,,,,,,,,,,,,,,,,,
SMD_0455,174,134,236,201,179,,,,,,,,,,,,,,,,,,,,,
SMD_0456,438,335,495,470,440,,,,,,,,,,,,,,,,,,,,,
SMD_0457,268,211,303,277,258,,,,,,,,,,,,,,,,,,,,,
SMD_0458,95,114,89,91,105,,,,,,,,,,,,,,,,,,,,,
SMD_0459,17,18,16,16,15,,,,,,,,,,,,,,,,,,,,,
SMD_0460,11,13,10,13,12,,,,,,,,,,,,,,,,,,,,,
SMD_0461,7,7,7,6,5,,,,,,,,,,,,,,,,,,,,,
SMD_0462,6,8,4,5,7,,,,,,,,,,,,,,,,,,,,,
SMD_0463,20,22,18,21,22,,,,,,,,,,,,,,,,,,,,,
SMD_0464,19,18,16,18,22,,,,,,,,,,,,,,,,,,,,,
SMD_0465,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_0466,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_0467,127,145,99,110,141,,,,,,,,,,,,,,,,,,,,,
SMD_0468,10,10,8,11,12,,,,,,,,,,,,,,,,,,,,,
SMD_0469,11,13,10,11,15,,,,,,,,,,,,,,,,,,,,,
SMD_0470,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_0471,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_0472,35,40,31,33,36,,,,,,,,,,,,,,,,,,,,,
SMD_0473,181,189,241,194,179,,,,,,,,,,,,,,,,,,,,,
SMD_0474,130,132,134,132,115,,,,,,,,,,,,,,,,,,,,,
SMD_0475,192,94,189,250,252,,,,,,,,,,,,,,,,,,,,,
SMD_0476,496,528,643,559,450,,,,,,,,,,,,,,,,,,,,,
SMD_0477,36,44,43,50,48,,,,,,,,,,,,,,,,,,,,,
SMD_0478,49,56,51,56,57,,,,,,,,,,,,,,,,,,,,,
SMD_0479,23,31,23,29,36,,,,,,,,,,,,,,,,,,,,,
SMD_0480,8,8,7,6,16,,,,,,,,,,,,,,,,,,,,,
SMD_0481,20,26,23,17,31,,,,,,,,,,,,,,,,,,,,,
SMD_0482,36,47,32,33,33,,,,,,,,,,,,,,,,,,,,,
SMD_0483,305,303,283,273,310,,,,,,,,,,,,,,,,,,,,,
SMD_0484,257,240,227,231,232,,,,,,,,,,,,,,,,,,,,,
SMD_0485,75,91,70,83,125,,,,,,,,,,,,,,,,,,,,,
SMD_0486,70,71,76,79,82,,,,,,,,,,,,,,,,,,,,,
SMD_0487,38,31,42,44,34,,,,,,,,,,,,,,,,,,,,,
SMD_0488,4,2,0,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_0489,66,39,62,76,78,,,,,,,,,,,,,,,,,,,,,
SMD_0490,143,129,145,149,144,,,,,,,,,,,,,,,,,,,,,
SMD_0491,118,113,117,114,126,,,,,,,,,,,,,,,,,,,,,
SMD_0492,302,257,333,335,309,,,,,,,,,,,,,,,,,,,,,
SMD_0493,404,416,481,416,411,,,,,,,,,,,,,,,,,,,,,
SMD_0494,39,48,33,34,36,,,,,,,,,,,,,,,,,,,,,
SMD_0495,8,10,10,9,10,,,,,,,,,,,,,,,,,,,,,
SMD_0496,7,7,5,6,7,,,,,,,,,,,,,,,,,,,,,
SMD_0497,13,11,9,14,16,,,,,,,,,,,,,,,,,,,,,
SMD_0498,80,84,76,76,91,,,,,,,,,,,,,,,,,,,,,
SMD_0499,113,104,116,109,100,,,,,,,,,,,,,,,,,,,,,
SMD_0500,80,65,101,99,78,,,,,,,,,,,,,,,,,,,,,
SMD_0501,120,99,126,129,127,,,,,,,,,,,,,,,,,,,,,
SMD_0502,165,136,156,176,172,,,,,,,,,,,,,,,,,,,,,
SMD_0503,157,138,148,158,174,,,,,,,,,,,,,,,,,,,,,
SMD_0504,20,18,17,18,23,,,,,,,,,,,,,,,,,,,,,
SMD_0505,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_0506,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_0507,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_0508,14,16,16,12,15,,,,,,,,,,,,,,,,,,,,,
SMD_0509,14,11,12,11,13,,,,,,,,,,,,,,,,,,,,,
SMD_0510,32,27,28,36,35,,,,,,,,,,,,,,,,,,,,,
SMD_0511,89,85,84,95,95,,,,,,,,,,,,,,,,,,,,,
SMD_0512,157,114,169,220,194,,,,,,,,,,,,,,,,,,,,,
SMD_0513,56,36,89,69,42,,,,,,,,,,,,,,,,,,,,,
SMD_0514,262,271,283,238,222,,,,,,,,,,,,,,,,,,,,,
SMD_0515,7,9,5,6,7,,,,,,,,,,,,,,,,,,,,,
SMD_0516,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_0517,558,349,629,563,350,,,,,,,,,,,,,,,,,,,,,
SMD_0518,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_0519,169,185,151,159,179,,,,,,,,,,,,,,,,,,,,,
SMD_0520,135,112,113,113,126,,,,,,,,,,,,,,,,,,,,,
SMD_0521,8,4,3,4,6,,,,,,,,,,,,,,,,,,,,,
SMD_0522,19,19,11,12,15,,,,,,,,,,,,,,,,,,,,,
SMD_0523,45,55,38,33,40,,,,,,,,,,,,,,,,,,,,,
SMD_0524,55,50,53,71,85,,,,,,,,,,,,,,,,,,,,,
SMD_0525,108,92,105,130,162,,,,,,,,,,,,,,,,,,,,,
SMD_0526,161,204,94,96,156,,,,,,,,,,,,,,,,,,,,,
SMD_0527,456,517,480,430,445,,,,,,,,,,,,,,,,,,,,,
SMD_0528,259,271,258,247,222,,,,,,,,,,,,,,,,,,,,,
SMD_0529,254,265,277,268,200,,,,,,,,,,,,,,,,,,,,,
SMD_0530,304,325,336,318,267,,,,,,,,,,,,,,,,,,,,,
SMD_0531,427,498,467,439,392,,,,,,,,,,,,,,,,,,,,,
SMD_0532,569,630,598,535,519,,,,,,,,,,,,,,,,,,,,,
SMD_0533,514,585,583,511,470,,,,,,,,,,,,,,,,,,,,,
SMD_0534,212,205,222,200,150,,,,,,,,,,,,,,,,,,,,,
SMD_0535,477,529,458,440,395,,,,,,,,,,,,,,,,,,,,,
SMD_0537,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_0538,6,5,6,6,5,,,,,,,,,,,,,,,,,,,,,
SMD_0540,62,71,60,55,55,,,,,,,,,,,,,,,,,,,,,
SMD_0541,155,168,158,142,126,,,,,,,,,,,,,,,,,,,,,
SMD_0542,215,222,200,239,264,,,,,,,,,,,,,,,,,,,,,
SMD_0543,337,352,329,351,414,,,,,,,,,,,,,,,,,,,,,
SMD_0544,548,618,603,545,505,,,,,,,,,,,,,,,,,,,,,
SMD_0545,553,609,629,559,514,,,,,,,,,,,,,,,,,,,,,
SMD_0546,378,428,425,407,381,,,,,,,,,,,,,,,,,,,,,
SMD_0547,318,327,339,325,304,,,,,,,,,,,,,,,,,,,,,
SMD_0548,172,196,191,192,179,,,,,,,,,,,,,,,,,,,,,
SMD_0549,200,218,227,231,225,,,,,,,,,,,,,,,,,,,,,
SMD_0550,193,270,155,164,206,,,,,,,,,,,,,,,,,,,,,
SMD_0551,240,360,214,208,245,,,,,,,,,,,,,,,,,,,,,
SMD_0552,92,98,78,77,96,,,,,,,,,,,,,,,,,,,,,
SMD_0553,54,45,47,53,55,,,,,,,,,,,,,,,,,,,,,
SMD_0554,62,49,50,57,54,,,,,,,,,,,,,,,,,,,,,
SMD_0555,85,90,75,79,81,,,,,,,,,,,,,,,,,,,,,
SMD_0556,69,68,67,66,65,,,,,,,,,,,,,,,,,,,,,
SMD_0557,54,52,50,48,50,,,,,,,,,,,,,,,,,,,,,
SMD_0558,482,571,563,538,460,,,,,,,,,,,,,,,,,,,,,
SMD_0559,265,280,283,269,283,,,,,,,,,,,,,,,,,,,,,
SMD_0560,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_0561,166,207,144,150,175,,,,,,,,,,,,,,,,,,,,,
SMD_0562,185,207,198,190,217,,,,,,,,,,,,,,,,,,,,,
SMD_0563,73,51,56,74,95,,,,,,,,,,,,,,,,,,,,,
SMD_0564,72,65,65,66,69,,,,,,,,,,,,,,,,,,,,,
SMD_0565,16,15,15,16,18,,,,,,,,,,,,,,,,,,,,,
SMD_0566,241,245,256,234,230,,,,,,,,,,,,,,,,,,,,,
SMD_0567,231,255,224,252,228,,,,,,,,,,,,,,,,,,,,,
SMD_0568,263,222,245,273,284,,,,,,,,,,,,,,,,,,,,,
SMD_0569,233,215,241,258,267,,,,,,,,,,,,,,,,,,,,,
SMD_0570,78,87,92,88,78,,,,,,,,,,,,,,,,,,,,,
SMD_0571,93,90,100,98,101,,,,,,,,,,,,,,,,,,,,,
SMD_0572,16,14,15,21,31,,,,,,,,,,,,,,,,,,,,,
SMD_0573,30,31,32,33,49,,,,,,,,,,,,,,,,,,,,,
SMD_0574,103,122,100,93,110,,,,,,,,,,,,,,,,,,,,,
SMD_0575,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_0576,160,139,168,171,168,,,,,,,,,,,,,,,,,,,,,
SMD_0577,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_0578,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_0579,6,7,8,6,7,,,,,,,,,,,,,,,,,,,,,
SMD_0580,58,64,50,56,67,,,,,,,,,,,,,,,,,,,,,
SMD_0581,32,35,28,29,34,,,,,,,,,,,,,,,,,,,,,
SMD_0582,57,51,45,47,54,,,,,,,,,,,,,,,,,,,,,
SMD_0583,15,13,14,22,19,,,,,,,,,,,,,,,,,,,,,
SMD_0584,30,23,26,36,36,,,,,,,,,,,,,,,,,,,,,
SMD_0585,12,7,11,14,13,,,,,,,,,,,,,,,,,,,,,
SMD_0586,31,27,28,30,29,,,,,,,,,,,,,,,,,,,,,
SMD_0587,35,29,33,37,42,,,,,,,,,,,,,,,,,,,,,
SMD_0588,19,17,17,20,22,,,,,,,,,,,,,,,,,,,,,
SMD_0589,13,10,11,13,14,,,,,,,,,,,,,,,,,,,,,
SMD_0590,52,51,50,48,49,,,,,,,,,,,,,,,,,,,,,
SMD_0591,7,6,5,7,10,,,,,,,,,,,,,,,,,,,,,
SMD_0592,91,95,88,81,104,,,,,,,,,,,,,,,,,,,,,
SMD_0593,99,96,96,89,82,,,,,,,,,,,,,,,,,,,,,
SMD_0594,11,16,6,18,29,,,,,,,,,,,,,,,,,,,,,
SMD_0595,2215,2194,3704,3217,2171,,,,,,,,,,,,,,,,,,,,,
SMD_0596,487,367,902,835,568,,,,,,,,,,,,,,,,,,,,,
SMD_0597,274,287,401,386,343,,,,,,,,,,,,,,,,,,,,,
SMD_0598,317,356,383,342,350,,,,,,,,,,,,,,,,,,,,,
SMD_0599,22,17,25,21,19,,,,,,,,,,,,,,,,,,,,,
SMD_0600,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,
SMD_0601,4,5,4,4,3,,,,,,,,,,,,,,,,,,,,,
SMD_0602,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_0603,10,9,8,8,11,,,,,,,,,,,,,,,,,,,,,
SMD_0604,56,60,48,49,58,,,,,,,,,,,,,,,,,,,,,
SMD_0605,445,428,555,490,423,,,,,,,,,,,,,,,,,,,,,
SMD_0606,39,61,27,49,73,,,,,,,,,,,,,,,,,,,,,
SMD_0607,425,501,421,417,479,,,,,,,,,,,,,,,,,,,,,
SMD_0608,132,134,115,113,141,,,,,,,,,,,,,,,,,,,,,
SMD_0609,66,68,64,55,58,,,,,,,,,,,,,,,,,,,,,
SMD_0610,155,147,161,161,123,,,,,,,,,,,,,,,,,,,,,
SMD_0611,59,45,55,68,79,,,,,,,,,,,,,,,,,,,,,
SMD_0612,102,98,111,104,87,,,,,,,,,,,,,,,,,,,,,
SMD_0613,120,102,127,133,127,,,,,,,,,,,,,,,,,,,,,
SMD_0614,260,258,322,291,237,,,,,,,,,,,,,,,,,,,,,
SMD_0615,80,73,75,70,57,,,,,,,,,,,,,,,,,,,,,
SMD_0616,53,47,53,56,43,,,,,,,,,,,,,,,,,,,,,
SMD_0617,214,154,210,226,236,,,,,,,,,,,,,,,,,,,,,
SMD_0618,367,328,409,395,330,,,,,,,,,,,,,,,,,,,,,
SMD_0619,96,75,100,108,82,,,,,,,,,,,,,,,,,,,,,
SMD_0620,4,6,6,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_0621,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_0622,7,9,7,3,6,,,,,,,,,,,,,,,,,,,,,
SMD_0623,10,11,10,11,10,,,,,,,,,,,,,,,,,,,,,
SMD_0624,6,5,4,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_0625,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_0626,41,40,37,36,38,,,,,,,,,,,,,,,,,,,,,
SMD_0627,32,35,30,29,26,,,,,,,,,,,,,,,,,,,,,
SMD_0628,90,77,75,80,90,,,,,,,,,,,,,,,,,,,,,
SMD_0629,56,44,50,62,78,,,,,,,,,,,,,,,,,,,,,
SMD_0630,67,66,64,72,78,,,,,,,,,,,,,,,,,,,,,
SMD_0631,16,23,16,15,16,,,,,,,,,,,,,,,,,,,,,
SMD_0632,51718,73992,61776,52662,57013,,,,,,,,,,,,,,,,,,,,,
SMD_0633,13,15,11,10,13,,,,,,,,,,,,,,,,,,,,,
SMD_0634,20,16,18,17,24,,,,,,,,,,,,,,,,,,,,,
SMD_0635,619,774,691,601,649,,,,,,,,,,,,,,,,,,,,,
SMD_0636,320,359,314,324,328,,,,,,,,,,,,,,,,,,,,,
SMD_0637,146,126,128,143,148,,,,,,,,,,,,,,,,,,,,,
SMD_0638,195,165,179,196,199,,,,,,,,,,,,,,,,,,,,,
SMD_0639,135,99,132,160,165,,,,,,,,,,,,,,,,,,,,,
SMD_0640,151,133,151,165,160,,,,,,,,,,,,,,,,,,,,,
SMD_0641,224,223,236,232,193,,,,,,,,,,,,,,,,,,,,,
SMD_0642,209,194,205,209,170,,,,,,,,,,,,,,,,,,,,,
SMD_0643,95,77,95,114,115,,,,,,,,,,,,,,,,,,,,,
SMD_0644,272,219,266,304,278,,,,,,,,,,,,,,,,,,,,,
SMD_0645,298,262,312,326,296,,,,,,,,,,,,,,,,,,,,,
SMD_0646,169,155,185,193,179,,,,,,,,,,,,,,,,,,,,,
SMD_0647,244,221,246,260,240,,,,,,,,,,,,,,,,,,,,,
SMD_0648,381,384,381,408,402,,,,,,,,,,,,,,,,,,,,,
SMD_0649,404,438,459,412,382,,,,,,,,,,,,,,,,,,,,,
SMD_0650,120,130,123,126,124,,,,,,,,,,,,,,,,,,,,,
SMD_0651,344,386,363,357,354,,,,,,,,,,,,,,,,,,,,,
SMD_0652,62,59,60,65,81,,,,,,,,,,,,,,,,,,,,,
SMD_0653,16,13,14,17,19,,,,,,,,,,,,,,,,,,,,,
SMD_0654,16,16,23,19,30,,,,,,,,,,,,,,,,,,,,,
SMD_0655,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_0656,12,12,11,11,12,,,,,,,,,,,,,,,,,,,,,
SMD_0657,10,9,9,10,12,,,,,,,,,,,,,,,,,,,,,
SMD_0658,107,119,105,90,93,,,,,,,,,,,,,,,,,,,,,
SMD_0659,42,44,43,43,47,,,,,,,,,,,,,,,,,,,,,
SMD_0660,34,30,33,31,27,,,,,,,,,,,,,,,,,,,,,
SMD_0661,55,49,49,46,52,,,,,,,,,,,,,,,,,,,,,
SMD_0662,28,31,24,29,28,,,,,,,,,,,,,,,,,,,,,
SMD_0663,24,24,21,25,28,,,,,,,,,,,,,,,,,,,,,
SMD_0664,1326,1407,1442,1233,1172,,,,,,,,,,,,,,,,,,,,,
SMD_0665,86,87,100,100,96,,,,,,,,,,,,,,,,,,,,,
SMD_0666,35,37,27,30,37,,,,,,,,,,,,,,,,,,,,,
SMD_0667,102,108,112,109,99,,,,,,,,,,,,,,,,,,,,,
SMD_0668,260,299,355,337,280,,,,,,,,,,,,,,,,,,,,,
SMD_0669,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_0670,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_0671,11,12,10,11,15,,,,,,,,,,,,,,,,,,,,,
SMD_0672,68,79,68,61,69,,,,,,,,,,,,,,,,,,,,,
SMD_0673,51,46,54,50,61,,,,,,,,,,,,,,,,,,,,,
SMD_0674,12,8,12,9,11,,,,,,,,,,,,,,,,,,,,,
SMD_0675,206,179,237,276,262,,,,,,,,,,,,,,,,,,,,,
SMD_0676,110,117,139,133,105,,,,,,,,,,,,,,,,,,,,,
SMD_0677,65,67,68,66,78,,,,,,,,,,,,,,,,,,,,,
SMD_0678,32,22,42,38,28,,,,,,,,,,,,,,,,,,,,,
SMD_0679,9,10,12,15,9,,,,,,,,,,,,,,,,,,,,,
SMD_0680,7,4,6,10,6,,,,,,,,,,,,,,,,,,,,,
SMD_0681,40,40,33,41,28,,,,,,,,,,,,,,,,,,,,,
SMD_0682,3,4,3,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_0683,11,15,8,9,15,,,,,,,,,,,,,,,,,,,,,
SMD_0684,129,152,160,225,201,,,,,,,,,,,,,,,,,,,,,
SMD_0685,31,35,35,42,42,,,,,,,,,,,,,,,,,,,,,
SMD_0686,48,47,43,48,54,,,,,,,,,,,,,,,,,,,,,
SMD_0687,109,106,112,104,92,,,,,,,,,,,,,,,,,,,,,
SMD_0688,212,191,247,215,160,,,,,,,,,,,,,,,,,,,,,
SMD_0689,6,5,8,7,6,,,,,,,,,,,,,,,,,,,,,
SMD_0690,16,19,16,19,15,,,,,,,,,,,,,,,,,,,,,
SMD_0691,11,10,9,12,14,,,,,,,,,,,,,,,,,,,,,
SMD_0692,16,11,16,16,20,,,,,,,,,,,,,,,,,,,,,
SMD_0693,106,102,107,96,103,,,,,,,,,,,,,,,,,,,,,
SMD_0694,163,194,181,168,171,,,,,,,,,,,,,,,,,,,,,
SMD_0695,137,137,134,140,143,,,,,,,,,,,,,,,,,,,,,
SMD_0696,41,32,42,38,37,,,,,,,,,,,,,,,,,,,,,
SMD_0697,191,177,207,192,159,,,,,,,,,,,,,,,,,,,,,
SMD_0698,263,238,285,261,219,,,,,,,,,,,,,,,,,,,,,
SMD_0699,136,94,126,141,121,,,,,,,,,,,,,,,,,,,,,
SMD_0700,99,72,90,103,107,,,,,,,,,,,,,,,,,,,,,
SMD_0701,590,605,617,572,577,,,,,,,,,,,,,,,,,,,,,
SMD_0702,277,270,281,267,244,,,,,,,,,,,,,,,,,,,,,
SMD_0703,76,74,62,68,68,,,,,,,,,,,,,,,,,,,,,
SMD_0704,73,61,63,75,85,,,,,,,,,,,,,,,,,,,,,
SMD_0705,160,174,178,153,178,,,,,,,,,,,,,,,,,,,,,
SMD_0706,72,60,69,80,96,,,,,,,,,,,,,,,,,,,,,
SMD_0707,116,103,96,107,131,,,,,,,,,,,,,,,,,,,,,
SMD_0708,62,64,81,86,70,,,,,,,,,,,,,,,,,,,,,
SMD_0709,60,47,71,77,66,,,,,,,,,,,,,,,,,,,,,
SMD_0710,99,93,113,130,112,,,,,,,,,,,,,,,,,,,,,
SMD_0711,33,28,36,40,30,,,,,,,,,,,,,,,,,,,,,
SMD_0712,87,81,81,88,69,,,,,,,,,,,,,,,,,,,,,
SMD_0713,203,205,208,195,179,,,,,,,,,,,,,,,,,,,,,
SMD_0714,70,74,65,64,99,,,,,,,,,,,,,,,,,,,,,
SMD_0715,76,113,70,76,98,,,,,,,,,,,,,,,,,,,,,
SMD_0716,196,214,204,226,212,,,,,,,,,,,,,,,,,,,,,
SMD_0717,187,209,228,212,185,,,,,,,,,,,,,,,,,,,,,
SMD_0718,66,75,65,67,72,,,,,,,,,,,,,,,,,,,,,
SMD_0719,61,73,58,66,75,,,,,,,,,,,,,,,,,,,,,
SMD_0720,1503,1833,1673,1596,1452,,,,,,,,,,,,,,,,,,,,,
SMD_0721,38,31,36,38,48,,,,,,,,,,,,,,,,,,,,,
SMD_0722,254,342,227,218,254,,,,,,,,,,,,,,,,,,,,,
SMD_0725,10,10,9,10,12,,,,,,,,,,,,,,,,,,,,,
SMD_0726,7,5,7,8,8,,,,,,,,,,,,,,,,,,,,,
SMD_0727,89,84,76,79,81,,,,,,,,,,,,,,,,,,,,,
SMD_0728,81,96,78,77,82,,,,,,,,,,,,,,,,,,,,,
SMD_0729,75,65,68,75,83,,,,,,,,,,,,,,,,,,,,,
SMD_0730,93,76,88,106,126,,,,,,,,,,,,,,,,,,,,,
SMD_0731,95,87,86,97,103,,,,,,,,,,,,,,,,,,,,,
SMD_0732,23,24,18,24,27,,,,,,,,,,,,,,,,,,,,,
SMD_0733,26,22,18,27,32,,,,,,,,,,,,,,,,,,,,,
SMD_0734,6,7,8,8,11,,,,,,,,,,,,,,,,,,,,,
SMD_0735,8,6,6,9,12,,,,,,,,,,,,,,,,,,,,,
SMD_0736,32,35,33,30,40,,,,,,,,,,,,,,,,,,,,,
SMD_0737,10,15,8,9,11,,,,,,,,,,,,,,,,,,,,,
