,ribo_30C_1,ribo_30C_2,ribo_30C_3,ribo_37C_1,ribo_37C_2,ribo_37C_3,rna_30C_1,rna_30C_2,rna_30C_3,rna_37C_1,rna_37C_2,rna_37C_3
C2_03870W,116,65,19,40,519,3,561,354,262,836,419,257
C2_03880C,0,0,0,0,3,0,0,2,0,1,1,0
C2_03890W,14,66,34,33,216,0,1012,191,119,285,169,67
C2_03900C,270,246,212,187,1582,131,2336,1181,970,3227,1328,1491
C2_03910C,74,73,153,33,1867,49,1427,476,277,1326,621,366
C2_03920C,167,269,177,96,2583,280,3206,1107,697,1217,1137,506
C2_03930C,73,118,207,52,1377,50,2046,554,385,920,508,274
C2_03940C,398,527,511,151,3370,108,4326,1869,1329,2032,1833,711
C2_03950W,1019,942,676,308,8581,298,7603,2356,1419,3110,2655,1483
C2_03960W,53,101,77,10,469,9,3799,1121,1295,1105,616,469
C2_03970W,48,47,18,58,194,98,334,63,43,451,219,106
C2_03980C,137,205,139,65,2300,143,2976,899,544,1342,816,389
C2_03990W,271,512,479,200,3009,151,3784,1642,890,2423,1534,1178
C2_04000C,0,0,0,0,16,1,1,5,1,52,13,16
C2_04010C,0,28,15,28,802,6,0,48,34,628,187,549
C2_04020C,206,323,230,256,3204,216,1789,704,348,2284,833,1344
C2_04030C,974,1049,795,304,7321,227,5513,2626,2022,4668,3086,2224
C2_04040C,7,41,15,4,646,4,1438,455,334,1258,588,282
C2_04050C,768,1056,641,1454,41236,1492,15248,6646,4610,32472,24663,9590
C2_04060C,8,26,95,38,484,5,283,268,228,914,434,688
C2_04080W,3051,3963,874,238,10352,310,19642,6633,3176,3917,4255,2496
C2_04090W,0,1,0,0,10,0,0,9,3,3,12,0
C2_04100W,38,56,18,41,324,0,533,234,155,550,301,58
C2_04110W,0,2,0,0,0,0,0,3,0,0,2,0
C2_04120C,657,646,467,76,3478,47,7049,1643,1117,1423,1382,461
C2_04130W,310,278,213,209,3271,92,1461,935,584,2877,1122,2072
C2_04140W,637,696,807,722,8150,515,4343,1609,1526,6148,3257,3928
C2_04150C,84,185,296,128,1795,45,649,476,262,845,713,362
C2_04160W,213,298,317,145,3171,83,1212,717,466,1582,866,1384
C2_04170C,1717,1510,580,653,12047,685,11802,5126,2952,6690,3989,4201
C2_04180C,164,180,42,46,500,72,764,458,330,647,470,189
C2_04190C,53,111,139,120,1933,78,296,153,199,554,509,645
C2_04200W,364,378,689,191,2919,233,1674,1012,698,1422,1376,816
C2_04210W,0,0,0,0,11,0,0,3,0,1,9,0
C2_04220C,726,671,646,219,3086,278,7980,2630,1818,2816,1688,1127
C2_04230W,177,280,246,455,7478,356,1994,953,815,4110,2407,2122
C2_04240C,124,119,32,141,1391,57,730,332,294,967,561,203
C2_04250W,27,27,99,32,474,9,929,381,131,1025,449,485
C2_04260W,29,51,16,23,3394,57,1003,315,205,655,463,238
C2_04270W,61,105,66,29,1680,42,3493,741,290,790,435,127
C2_04280W,0,3,1,14,43,9,29,14,36,74,45,0
C2_04290W,113,200,359,194,2357,131,3027,1268,1072,2944,1351,1030
C2_04300C,28,37,80,62,358,30,783,153,109,601,306,235
C2_04310W,1969,1733,1198,2542,22192,1191,8488,4291,3584,21658,10318,12004
C2_04320W,53,56,1,9,283,3,1452,290,123,986,290,361
C2_04330C,51,104,6,73,817,5,1671,509,280,1794,791,251
C2_04340C,1,13,0,16,88,1,574,65,73,150,77,0
C2_04350C,130,287,296,68,1968,81,4287,1576,738,2229,1281,531
C2_04360W,194,200,100,127,1984,150,2523,757,732,3624,1207,707
C2_04370W,618,1289,817,250,10585,315,23777,4249,2040,3126,2688,1159
C2_04380C,89,222,112,98,4328,97,1859,781,417,1027,845,430
C2_04390W,0,6,0,16,60,0,119,37,19,113,48,0
C2_04400W,88,187,132,62,5857,147,7407,2337,1857,6162,3792,1284
C2_04410W,0,5,3,8,229,1,452,171,102,428,232,137
C2_04420W,5,33,2,17,1530,26,303,161,136,338,261,18
C2_04430W,0,1,0,0,15,0,93,8,1,39,15,0
C2_04440W,0,1,0,0,93,0,149,27,33,156,63,0
C2_04450W,8,7,1,15,133,0,29,66,44,227,125,28
C2_04460W,270,532,277,305,6142,91,3355,1307,776,1266,2162,372
C2_04470W,0,0,0,0,1,0,0,0,0,0,4,0
C2_04480W,5,9,0,14,69,0,37,41,37,95,77,52
C2_04490W,1097,1053,358,573,7644,436,5451,1133,973,3718,2321,3678
C2_04500W,831,1134,775,437,20607,344,6203,5538,4067,13290,8522,6826
C2_04510W,152,254,355,84,1576,91,3771,1230,742,1497,899,175
C2_04520C,21,8,25,0,102,0,69,78,39,225,105,144
C2_04530W,25,9,1,12,1381,2,978,114,68,142,88,53
C2_04540C,117,150,36,54,1349,11,1949,705,498,407,513,14
C2_04550C,1526,1821,2049,741,12700,375,10241,5883,4565,4965,5478,4144
C2_04560W,26,63,10,10,222,32,619,284,190,359,147,6
C2_04570W,1769,1355,671,183,6818,143,9978,2215,1357,1946,2232,789
C2_04580W,684,817,379,223,11255,293,15338,3880,1660,3983,3199,557
C2_04590C,422,570,312,175,10133,267,9375,3490,2566,2870,2313,629
C2_04600C,15860,10824,10941,2364,78981,1576,119553,34753,29012,33275,28860,16173
C2_04620W,640,574,429,349,6813,161,13441,3369,2732,8405,4387,2119
C2_04640C,187,246,203,94,1893,259,6777,1514,716,1528,1135,417
C2_04650C,167,117,44,72,2093,28,4783,996,494,1207,586,402
C2_04660C,46,121,93,65,1577,50,2456,478,489,1121,838,301
C2_04670W,0,0,0,0,1,0,0,0,0,0,4,0
C2_04680W,181,297,320,136,997,142,524,503,630,495,815,388
C2_04690C,52,95,15,65,1090,67,1181,483,306,881,430,44
C2_04700C,113,93,42,32,1632,4,1938,344,149,356,234,19
C2_04710C,201,284,320,139,1926,128,3869,1142,607,1306,777,286
C2_04720C,66,87,99,155,1588,155,1030,506,312,2708,909,602
C2_04730W,78,160,56,45,1407,41,3794,823,314,881,478,141
C2_04740C,13,13,3,0,56,0,683,70,46,103,55,8
C2_04750W,31,78,4,19,222,2,427,212,166,281,232,107
C2_04760W,137,133,135,153,3410,75,1986,794,794,2165,1527,1142
C2_04770W,174,92,3,46,1209,38,1397,363,187,830,513,188
C2_04780W,170,281,62,173,3415,92,1238,620,427,2474,1824,2049
C2_04790C,398,416,487,173,5828,253,9208,2375,1187,2738,2088,1013
C2_04800C,30,89,4,12,524,9,1258,305,200,371,258,285
C2_04810W,218,182,129,21,639,32,2398,514,319,148,553,118
C2_04820W,476,542,152,128,3244,26,2797,1028,604,1570,938,401
C2_04830W,6,18,16,1,569,2,722,147,97,199,98,78
C2_04850C,275,305,288,128,1748,347,1346,850,923,1867,1231,747
C2_04860W,42,66,27,6,339,1,1422,345,116,234,285,129
C2_04870C,636,698,749,397,13882,613,8521,4863,3836,12987,7131,5886
C2_04880C,73,92,88,79,1788,21,63,230,245,890,503,918
C2_04910W,0,0,0,0,2,0,0,0,0,0,5,0
C2_04930C,63,167,186,86,1231,43,1774,758,679,2943,1034,1407
C2_04940C,84,79,14,3,114,2,664,241,228,109,113,11
C2_04950C,4714,6152,5914,2649,30142,1367,16999,13661,9762,13206,10276,8895
C2_04960C,120,39,53,33,557,82,858,334,166,283,204,211
C2_04970W,32,25,20,12,318,0,596,120,123,378,294,35
C2_04980C,205,358,62,54,3140,51,3263,750,319,809,561,266
C2_04990W,42,33,85,14,207,50,574,169,63,364,146,151
C2_05000C,427,644,487,189,6482,171,10743,3619,1843,4205,2522,1405
C2_05020W,219,278,176,99,2464,36,1837,527,213,788,493,342
C2_05030C,88,240,133,261,3237,98,1098,870,768,2550,1229,701
C2_05040C,332,420,122,298,2848,147,2321,1371,697,2396,1493,995
C2_05050C,102,127,13,47,2064,8,1223,436,315,598,547,202
C2_05060C,13,3,0,9,75,0,96,31,23,142,55,0
C2_05070W,0,8,1,0,110,0,39,20,22,6,28,0
C2_05080C,172,153,116,48,685,78,1077,356,290,476,407,69
C2_05090W,813,954,619,133,3987,192,4737,2123,1416,2177,2292,1295
C2_05100C,1953,2141,1220,713,18053,710,18548,5850,4139,7955,5882,1922
C2_05110W,317,274,87,161,2165,152,1827,1334,1037,3873,1587,2180
C2_05120C,0,0,0,0,0,0,0,0,0,0,1,0
C2_05130W,0,5,0,23,57,0,99,31,31,241,49,8
C2_05140W,113,70,52,87,993,57,857,510,456,1547,865,637
C2_05150W,69,75,34,17,345,40,463,258,142,355,241,19
C2_05160C,1440,1661,801,285,9330,454,10521,4807,2747,3423,3947,2354
C2_05170W,60,189,113,121,1444,45,1041,770,424,1198,740,852
C2_05180W,170,313,84,34,3152,41,1037,461,113,78,184,6
C2_05190W,83,138,132,130,1295,154,889,446,299,1143,562,462
C2_05200C,31,107,3,115,1272,71,915,287,216,683,519,692
C2_05210W,33,53,24,39,84,111,650,116,111,272,84,849
C2_05220C,348,592,904,286,6693,181,7831,2461,1663,3166,2361,1130
C2_05230C,938,940,579,157,3475,305,12195,2748,1163,1882,1824,594
C2_05250C,664,1136,1306,862,16558,810,12971,4036,2479,8778,5289,1191
C2_05260W,213,232,105,142,4164,86,1527,786,636,1975,1228,1177
C2_05270W,801,870,643,299,8850,240,13377,5425,3250,4016,3918,2250
C2_05280C,8,44,42,23,131,1,175,62,75,98,117,52
C2_05290C,97,236,118,186,2928,54,4786,1387,745,2477,1292,102
C2_05300C,390,408,547,151,3140,96,5484,1586,1271,2077,1757,768
C2_05320W,79,152,175,73,1189,89,2571,897,577,1656,1161,359
C2_05330C,26,82,3,15,254,5,309,159,62,428,259,7
C2_05340C,944,917,610,245,4211,186,5868,2609,1085,2020,1997,748
C2_05350C,6,28,0,33,84,1,61,131,61,155,62,45
C2_05360C,0,6,0,0,44,0,0,18,13,95,57,10
C2_05370C,111,131,36,44,962,17,2269,536,270,765,442,629
C2_05380W,51,86,6,27,518,3,1577,646,519,826,405,57
C2_05390C,34,41,0,12,51,0,644,46,39,36,36,144
C2_05400W,12,37,7,17,141,0,1059,158,86,178,103,166
C2_05410W,1208,3010,976,768,9536,2115,19831,6110,4618,4202,2797,869
C2_05440W,90,106,59,66,527,89,1207,558,312,1011,540,258
C2_05450C,6,16,3,23,87,6,623,103,103,269,98,0
C2_05460W,8723,13340,11765,26333,139579,34713,35055,21954,20425,146418,54968,112774
C2_05470W,561,716,608,493,4936,391,5546,1816,1424,2707,2386,2293
C2_05480C,73,25,0,33,195,1,973,253,132,292,169,195
C2_05490W,58,60,2,28,89,1,241,65,74,149,103,440
C2_05500W,2935,4024,3455,1336,33007,964,31718,11919,7344,18708,13635,10037
C2_05510C,27,66,135,45,548,1,1249,343,217,843,444,207
C2_05520W,0,4,0,0,17,0,118,53,7,0,9,0
C2_05530C,305,385,317,137,4672,140,2380,837,707,2016,1336,1171
C2_05540C,145,128,153,82,2532,37,1572,478,327,778,536,700
C2_05550W,43,70,26,32,499,38,567,332,155,916,449,500
C2_05560W,50,42,8,92,352,9,494,202,144,566,385,466
C2_05570C,24,64,1,45,569,72,1097,348,262,816,546,65
C2_05580W,217,348,289,298,6578,125,5503,2001,1809,5964,4739,2777
C2_05590C,36,103,31,45,1595,66,1127,436,272,711,491,170
C2_05610C,21536,27272,16827,11254,131164,8003,107114,76143,53224,85946,62944,73354
C2_05620W,3,17,0,3,35,0,30,65,11,61,54,0
C2_05640W,532,512,371,158,4963,168,2497,1001,1441,2019,2707,1271
C2_05650W,181,336,225,228,3589,136,2827,1098,869,3778,1609,2901
C2_05660W,350,446,477,156,4599,150,4034,1453,999,3051,1755,1219
C2_05670C,139,70,65,7,1537,2,1005,390,193,598,294,55
C2_05680W,179,175,187,159,4932,57,2190,1035,761,2044,1200,1248
C2_05690C,133,131,316,150,1172,57,1802,603,511,1578,858,1295
C2_05700W,94,133,268,1374,7935,1210,1198,859,1186,22369,4929,13462
C2_05710C,5097,10488,4674,2757,47370,3317,65488,28249,16834,18858,14108,8922
C2_05720C,733,903,761,616,8668,384,5758,2669,1746,5755,2833,1761
C2_05730C,117,198,183,136,2308,37,1837,657,440,1091,772,316
C2_05740W,96,207,219,67,1489,8,1220,810,502,1824,716,413
C2_05750W,668,512,217,60,4994,46,4232,1075,767,847,998,410
C2_05760C,575,815,343,315,3020,472,2404,1895,1128,4025,2252,2493
C2_05770W,0,0,0,0,24,0,40,10,15,0,15,27
C2_05780C,131,145,75,139,2206,150,922,573,417,3479,1261,511
C2_05790C,855,915,880,722,6788,762,5451,2755,2250,8664,3742,6253
C2_05800C,238,252,259,124,3912,72,2805,834,569,2006,988,741
C2_05810W,0,33,1,23,186,0,0,67,72,301,176,612
C2_05820W,0,6,0,11,100,0,213,25,23,223,71,6
C2_05830C,201,240,40,44,576,95,1342,481,211,853,497,379
C2_05840W,193,223,219,52,2368,8,2054,589,366,453,608,91
C2_05850C,176,217,112,116,1235,132,2693,1056,534,2186,964,304
C2_05860C,5,10,0,13,57,33,1,33,34,384,82,101
C2_05870W,0,5,0,0,49,0,44,11,5,22,25,21
C2_05890C,943,1296,1137,1089,16562,932,3386,1943,1871,4109,3994,5345
C2_05900W,0,0,0,0,0,0,0,0,0,0,0,0
C2_05910W,111,193,66,135,1693,37,1192,614,407,1766,844,438
C2_05920C,1069,2108,1588,807,13414,844,9807,2579,2504,3236,3208,5101
C2_05930W,516,877,634,419,11232,180,10930,2258,1375,3298,2683,1060
C2_05940C,60,99,2,56,504,29,2218,517,399,916,496,46
C2_05950C,24,11,1,11,185,2,0,138,39,204,121,80
C2_05960C,80,95,34,4,354,3,426,383,304,175,328,116
C2_05970C,12,51,5,26,117,2,57,71,55,59,106,0
C2_05980C,135,132,126,33,612,4,856,490,382,647,468,149
C2_05990C,0,3,0,0,20,0,123,22,4,33,19,0
C2_06000W,97,91,11,31,690,28,1434,630,393,1116,516,44
C2_06010W,19,67,7,37,1624,119,791,581,376,2446,1023,835
C2_06020W,500,367,350,182,7592,65,6681,2582,1906,5241,2921,2326
C2_06030W,53,75,103,87,1714,26,2427,439,298,1094,608,439
C2_06040C,34,36,2,10,751,2,253,138,75,208,146,13
C2_06060C,0,0,0,1,1,0,8,0,1,1,3,16
C2_06070W,7,30,29,48,232,46,179,161,95,463,294,333
C2_06080C,154,181,28,71,877,28,1656,818,522,1432,830,497
C2_06090W,64,60,136,26,2465,15,1658,753,404,962,652,404
C2_06100W,488,1102,552,1590,17762,1476,7966,3922,2828,14846,8102,6277
C2_06110W,217,170,148,136,3132,21,1862,601,505,1153,583,543
C2_06120C,41,48,1,1,167,2,630,157,133,226,158,11
C2_06130W,45,84,5,129,1932,128,475,251,177,914,419,608
C2_06140C,0,8,0,0,23,0,0,14,2,10,31,0
C2_06150C,543,645,599,311,5671,295,2772,731,686,1997,1390,1652
C2_06160W,83,38,1,36,1632,2,780,193,45,381,178,226
C2_06170C,678,1199,1067,809,13747,500,7043,5641,4727,11202,7002,4245
C2_06180C,1,0,0,7,4,0,0,2,0,0,5,0
C2_06190W,547,649,557,696,7661,444,4256,2437,1700,6368,3043,2566
C2_06200C,205,235,256,101,3019,114,2110,1115,888,2599,1578,1621
C2_06210C,764,1083,566,858,10773,332,5312,2743,2066,5470,3941,3268
C2_06220C,34,47,32,3,180,32,347,139,91,278,140,0
C2_06230W,352,557,440,209,6147,252,4756,2242,1589,3678,2079,1824
C2_06240W,9,0,1,0,1,0,0,0,0,0,2,0
C2_06250C,293,486,443,371,5803,119,1511,1137,725,2843,1832,1468
C2_06260W,44,20,31,6,77,4,177,63,46,143,64,0
C2_06270W,0,2,0,0,27,0,22,15,4,30,16,0
C2_06280C,28,21,49,24,193,1,1324,156,99,427,185,82
C2_06290C,1455,1197,1348,923,11077,562,10477,4645,3529,4996,4435,3153
C2_06300W,73,46,62,26,872,8,524,309,169,247,195,0
C2_06310C,8922,6009,5174,2846,38532,1861,32199,12565,8432,15611,12275,6460
C2_06320W,354,305,137,382,4155,384,2983,1515,963,5423,2669,1939
C2_06330C,171,185,39,65,639,77,1107,582,393,809,585,129
C2_06340W,0,0,0,7,14,1,1,7,6,65,29,123
C2_06350C,0,1,0,0,4,0,95,3,0,0,1,0
C2_06360C,614,548,283,78,2024,52,3188,957,399,781,755,240
C2_06370C,0,14,1,14,73,15,125,25,9,108,54,50
C2_06390C,2103,3099,2986,1078,20774,1369,31463,13741,9934,13082,11259,5471
C2_06420C,242,428,353,283,7913,332,5123,1815,1508,5034,2755,2978
C2_06430C,26,34,58,60,148,17,189,66,48,209,165,99
C2_06440C,63,91,29,26,1849,73,903,574,295,542,509,372
C2_06450C,0,0,0,10,1,0,0,2,0,0,0,1
C2_06460W,71,161,146,7,233,1,1026,606,362,102,203,79
C2_06470W,94,189,29,101,2650,4,1326,739,464,725,750,366
C2_06480W,219,384,193,97,1487,92,2676,827,490,628,695,428
C2_06490W,111,127,4,156,1196,76,1341,361,303,1173,631,211
C2_06510W,0,0,0,0,4,0,0,0,7,12,8,0
C2_06520C,0,45,6,14,282,0,517,196,96,183,216,25
C2_06530W,81,37,18,52,994,5,350,109,31,217,229,80
C2_06540C,1211,1401,1117,828,17775,563,18852,7267,5061,11655,8656,1921
C2_06550W,16,0,0,0,52,0,34,22,13,189,54,8
C2_06570C,4,30,1,28,612,0,464,296,204,1730,505,354
C2_06590C,1,6,0,0,29,0,75,36,4,44,20,70
C2_06600W,57,109,70,112,2205,8,3428,963,778,2796,957,560
C2_06610C,0,0,0,0,0,0,0,0,0,0,0,0
C2_06620W,26,47,2,7,932,41,2677,321,106,361,186,13
C2_06630C,24,20,87,11,75,0,92,52,21,50,78,1
C2_06640C,2718,3598,2700,1405,38045,1535,48212,15799,9072,21210,15973,7118
C2_06650C,68,91,2,3,393,4,3210,556,315,448,316,62
C2_06660W,89,128,90,20,334,0,2880,495,246,287,275,11
C2_06670C,137,187,111,24,1814,4,2513,1017,552,636,580,166
C2_06680W,116,202,119,44,1037,24,1826,720,568,602,484,270
C2_06690C,7,54,48,3,172,3,457,145,132,126,132,13
C2_06700W,49,39,96,48,396,19,819,262,186,378,423,216
C2_06710W,19,21,0,7,517,0,654,119,51,6,55,0
C2_06720W,18,53,20,35,3947,12,475,185,104,396,230,312
C2_06730W,2055,3195,2476,1936,23574,1225,21227,6953,4271,14720,8730,6722
C2_06740W,98,135,192,156,1841,97,1467,419,308,1546,772,857
C2_06750C,53,119,18,58,477,80,720,372,199,325,211,31
C2_06760C,4,3,3,0,96,0,252,113,60,185,65,11
C2_06770W,89,149,73,65,605,48,2660,543,384,825,524,119
C2_06780C,68,19,2,107,230,67,868,203,122,471,216,94
C2_06790W,5,12,1,1,110,1,990,158,66,227,95,121
C2_06800C,35,45,14,14,256,1,1002,222,92,457,202,82
C2_06810C,15894,17831,14311,6630,73238,3171,74153,35089,22595,29221,23491,15399
C2_06820C,339,226,299,199,2499,278,4261,1406,1062,2779,1664,886
C2_06830C,242,365,252,107,2663,16,3362,1180,1078,2136,1854,582
C2_06840W,0,4,0,0,0,0,0,5,4,0,2,111
C2_06860W,148,236,229,190,4132,65,7361,1964,1543,4473,2636,723
C2_06870C,1,15,0,40,853,59,286,88,62,625,236,566
C2_06880C,62,89,111,133,2755,113,572,288,305,954,544,714
C2_06890C,54,169,66,74,321,34,513,212,148,512,275,160
C2_06910W,148,170,69,57,2368,12,1948,685,402,1174,594,633
C2_06920C,258,220,13,125,2565,74,2950,1106,752,2674,1203,1144
C2_06930C,0,8,13,7,51,0,28,62,32,20,70,32
C2_06940C,46,29,37,224,799,419,593,355,216,4275,637,1806
C2_06950C,197,360,160,102,1350,107,1985,857,375,1234,778,293
C2_06960W,1880,2368,1598,696,11750,1058,16587,7469,5267,6164,5934,3304
C2_06970W,42,43,70,61,835,76,1001,295,216,1576,522,256
C2_06980W,0,0,0,0,4,0,0,1,0,0,4,0
C2_06990W,2,1,1,0,30,0,0,25,17,15,32,0
C2_07000W,404,286,287,66,1039,116,3062,697,640,934,945,813
C2_07010W,15,30,1,30,119,0,282,93,120,82,106,0
C2_07020C,15,59,3,26,140,2,49,116,82,131,137,18
C2_07030C,741,1013,581,314,5262,234,6257,1950,1084,3102,1807,1006
C2_07040W,193,102,22,56,508,3,1788,549,306,1315,495,404
C2_07060W,119,79,13,143,4289,18,434,329,179,2951,484,777
C2_07070W,75,59,139,102,273,41,213,140,81,535,283,372
C2_07080C,74,178,73,28,1416,34,986,281,161,620,405,7
C2_07090C,153,224,75,162,1045,144,2543,1044,665,2629,887,896
C2_07100W,571,629,418,392,3790,238,3673,1421,1243,3470,2198,2139
C2_07110C,142,249,224,186,3062,185,1493,614,533,2022,865,720
C2_07120W,321,331,543,354,2635,65,1318,992,924,2022,1090,789
C2_07130C,397,535,597,230,2134,193,3608,1880,1474,3029,1937,1974
C2_07140W,167,231,35,332,2244,115,2385,667,406,1838,866,643
C2_07160W,441,597,386,336,8565,480,5763,2270,1320,3108,2467,514
C2_07170C,35,69,13,67,846,108,1164,536,467,1835,810,776
C2_07180W,0,13,22,35,84,4,15,24,20,158,110,33
C2_07190C,1076,1643,911,672,18528,522,16274,5540,3844,12085,6554,7348
C2_07200W,36,72,7,16,525,25,1423,681,365,1032,602,215
C2_07210C,111,272,125,205,1132,230,1271,643,699,1748,1001,1610
C2_07220W,148,119,178,416,3504,116,1754,734,638,2314,1191,957
C2_07230C,14,68,4,30,424,1,81,271,201,795,388,115
C2_07240C,0,4,0,12,105,0,100,46,28,258,81,8
C2_07250C,0,0,0,1,11,0,89,8,1,14,22,92
C2_07260C,130,280,194,287,2411,251,1971,570,657,1714,1410,1188
C2_07270W,58,47,45,50,625,7,234,243,193,896,538,715
C2_07280W,0,23,0,0,56,0,0,21,7,67,44,21
C2_07290W,1736,2361,2549,1795,13450,1070,9578,4898,2957,9189,5667,5547
C2_07300C,189,104,88,24,604,4,1679,1165,593,531,484,171
C2_07310W,1844,2344,1429,1080,20383,1453,10422,7331,4446,12102,6957,5692
C2_07320W,527,593,499,592,8002,610,3541,2186,1502,6053,2784,3321
C2_07330W,444,571,353,535,13192,566,4978,3828,3111,14495,7142,5736
C2_07340W,353,432,493,86,4562,67,4151,1445,909,1023,1324,999
C2_07350W,571,647,442,560,6155,561,2388,1985,1278,4135,2858,2629
C2_07360W,118,60,55,19,719,89,1117,475,400,887,627,359
C2_07370W,101,175,120,56,556,11,1383,383,268,633,491,420
C2_07380W,21087,25671,17394,14029,192671,13353,102299,53506,38981,107193,75954,66391
C2_07390C,118,188,102,158,1056,112,602,563,484,1734,952,1193
C2_07400C,524,707,629,664,4068,906,2814,1666,1511,2536,2274,1794
C2_07410W,101,131,138,58,855,5,701,432,319,246,317,165
C2_07420W,353,506,460,451,3383,754,2793,1271,883,3602,1489,1802
C2_07430C,5,70,53,8,576,17,436,223,131,582,273,242
C2_07440C,25,27,2,36,1100,8,484,265,273,574,301,58
C2_07450C,575,502,302,109,4460,97,2070,1381,886,909,1454,210
C2_07460W,245,317,332,188,4244,167,1310,582,408,1954,733,2581
C2_07470W,292,239,84,169,4533,96,2923,1735,1458,5456,2891,1867
C2_07480W,252,351,108,287,4406,424,1909,1080,733,3469,1610,1599
C2_07490W,622,1077,647,878,8439,581,7235,3530,2047,7718,3317,3073
C2_07500C,189,284,186,142,1780,68,1155,409,299,903,527,353
C2_07510W,11,12,4,7,895,0,783,116,74,380,184,33
C2_07520C,127,143,145,74,694,147,636,470,324,812,606,644
C2_07530C,0,0,0,0,2,0,0,1,0,0,1,0
C2_07540W,385,482,477,265,2274,37,2004,864,1081,1030,1354,1529
C2_07550W,1073,1737,1200,663,6204,661,6923,3668,3183,3713,3351,3467
C2_07560W,368,371,307,213,5996,227,3210,2395,1809,7087,3714,2570
C2_07570W,14,56,75,3427,2464,5279,141,57,43,26411,1121,29794
C2_07580W,0,7,2,5,29,0,0,7,5,68,23,0
C2_07590W,405,503,683,368,3567,543,6144,1459,807,2895,1640,1094
C2_07600C,414,486,547,712,5496,529,2015,1458,1440,5265,2620,3852
C2_07610C,326,329,205,237,3202,230,1974,1412,1052,3025,1777,2085
C2_07620W,0,0,0,0,2,0,11,3,1,19,5,0
C2_07630C,11,29,8,47,159,273,86,81,25,1112,148,546
C2_07640W,152,139,273,65,1855,53,1497,647,541,1475,763,804
C2_07650C,218,257,52,253,1667,127,1885,941,475,2357,1122,1133
C2_07660W,243,323,252,204,5897,241,3505,1693,790,4349,1952,848
C2_07670C,106,211,4,131,656,257,469,419,250,1128,586,359
C2_07680W,469,539,608,300,7279,445,4332,2152,1673,2422,2132,1628
C2_07690W,25,43,1,6,785,16,232,214,141,523,261,110
C2_07700C,0,0,0,0,16,0,1,0,0,1,5,0
C2_07710W,0,0,0,0,2,0,0,0,0,0,7,0
C2_07720C,24,20,66,285,2760,54,250,137,63,2804,1675,907
C2_07730W,653,784,504,1035,10005,874,4421,2581,1823,11422,4966,3264
C2_07740W,532,535,327,250,14636,214,5211,2630,2405,6431,3799,2899
C2_07750W,10,10,2,18,399,0,323,199,97,1121,384,379
C2_07760W,41,74,5,27,685,28,266,99,73,216,110,211
C2_07770C,2,0,16,2,50,0,79,16,2,100,46,24
C2_07780W,0,0,0,0,0,0,0,1,2,0,3,0
C2_07790C,11,0,0,5,15,0,44,24,0,42,6,0
C2_07800W,385,230,152,42,1308,31,2266,606,377,1157,606,212
C2_07810W,383,409,113,127,3835,79,3462,1269,673,2759,1492,802
C2_07820C,83,172,47,22,515,12,1443,537,284,805,465,147
C2_07830W,205,208,66,66,2439,70,2116,1333,816,2064,1420,504
C2_07840W,0,1,0,1,3,0,1,0,8,8,4,0
C2_07860W,92,84,63,107,1671,106,1899,449,250,1022,588,743
C2_07870C,0,0,0,0,1,0,0,0,0,0,1,0
C2_07880W,71,77,53,33,666,15,1171,471,323,839,588,415
C2_07890W,436,541,395,139,3658,59,3271,1545,1396,1601,1491,779
C2_07900W,373,738,1146,916,23754,807,5748,5534,7211,13766,13551,6072
C2_07910C,9,10,5,1,577,0,1856,557,295,644,479,77
C2_07920W,47,62,122,28,507,15,1087,417,298,390,426,258
C2_07930C,124,251,39,542,6048,131,444,303,465,2152,1629,3301
