,0min_1RP,0min_2RP,0min_3RP,30min_1RP,30min_2RP,30min_3RP,60min_1RP,60min_2RP,60min_3RP
orf19.6763,3058,696,1663,398,312,108,2048,1028,948
orf19.6760,128,86,80,270,256,158,434,282,278
orf19.6758,2,10,4,6,2,2,23,8,14
orf19.6757,32,24,32,14,6,6,34,26,48
orf19.6756,62,26,28,58,44,30,131,82,90
orf19.6755,4,6,4,62,67,48,248,164,222
orf19.6754,97,68,80,232,174,106,302,144,163
orf19.6753,14,14,16,58,32,22,44,18,30
orf19.6752,30,34,34,142,189,130,204,178,196
orf19.6751,78,36,38,66,152,122,68,62,150
orf19.6749,172,114,106,1775,2006,1466,2151,2014,2266
orf19.6748,138,76,62,434,444,408,560,492,617
orf19.6747,70,30,40,158,137,122,218,88,126
orf19.6745,575,400,365,116,140,58,870,214,354
orf19.6744,3,2,2,8,12,0,24,16,16
orf19.6742,20,31,8,104,94,100,371,255,273
orf19.6741,2,0,0,10,4,4,9,2,18
orf19.6740,26,10,8,84,102,86,112,94,138
orf19.6739,118,78,78,62,86,44,108,52,120
orf19.6738,126,62,80,380,384,282,506,416,515
SNR52,2,0,2,6,8,4,12,8,0
tR(UCU)5,0,0,0,0,0,0,0,0,0
tF(GAA)5,0,0,0,0,0,0,0,0,0
orf19.6737,0,2,2,24,45,27,94,69,71
orf19.6736,110,54,54,108,190,192,155,191,248
orf19.6734,256,68,168,75,168,102,244,190,283
orf19.6732,14,2,8,31,50,20,72,53,89
orf19.6731.1,45,26,24,70,69,39,170,149,176
orf19.6731,33,21,18,105,99,34,153,91,182
orf19.6730,68,33,24,96,152,136,111,118,169
orf19.6729,120,74,80,128,138,74,230,159,240
orf19.6727,48,32,26,76,96,72,52,46,96
orf19.6726,70,30,36,106,130,115,72,86,136
orf19.6724,82,44,68,1992,2066,1216,5016,3048,4456
orf19.6723,32,10,18,50,76,44,51,66,122
orf19.6722,88,46,56,50,82,72,84,52,140
orf19.6720,32,6,14,6,2,10,20,2,34
orf19.6719,60,62,40,136,140,94,246,221,283
orf19.6718,60,30,33,58,112,82,101,108,157
orf19.6717,40,28,24,154,200,132,194,187,260
orf19.6716,120,56,74,176,174,122,152,134,184
orf19.6715,0,0,0,0,0,0,0,0,2
orf19.6713,142,62,107,241,214,140,724,346,361
orf19.6712,68,42,60,162,194,130,260,258,280
orf19.6710,291,114,160,382,674,642,370,390,706
orf19.6709,68,28,31,30,43,22,38,30,55
orf19.6170,6,4,8,42,38,34,66,52,52
orf19.6171,100,70,62,224,188,184,444,322,422
orf19.6173,115,72,72,231,225,201,182,204,231
orf19.6175,37,20,17,54,89,92,42,55,104
orf19.6176,188,122,90,2040,2362,1852,989,686,1222
orf19.6177,26,8,6,227,280,208,183,136,142
orf19.6178,7,7,5,36,28,19,98,52,58
orf19.6179,0,0,0,0,0,0,0,0,0
orf19.6180,60,23,30,227,174,159,318,223,269
orf19.6182,18,4,14,81,76,52,126,91,100
orf19.6181,0,0,0,0,0,0,0,0,0
orf19.6184,2,4,2,10,12,8,40,28,36
orf19.6183,0,4,4,86,101,68,99,101,110
orf19.6186,38,17,20,59,99,72,57,73,66
orf19.6185,0,0,0,0,0,0,0,0,0
orf19.6187,38,20,24,111,87,93,155,111,165
orf19.6188,0,0,0,0,0,0,0,0,0
orf19.6189,47,24,36,147,184,143,122,118,206
orf19.6190,100,78,62,2743,2964,2047,4254,3439,4206
orf19.6191,0,4,0,0,0,2,0,4,0
orf19.6192,7,2,4,21,36,24,26,30,25
orf19.362,16,0,10,4,8,2,8,4,8
orf19.364,165,70,103,535,577,344,857,562,768
orf19.366,126,56,75,149,150,127,331,192,237
orf19.367,180,76,96,1168,1264,1000,1302,996,1220
orf19.371,109,46,40,232,194,129,266,193,200
orf19.372,42,17,36,93,84,76,86,58,86
orf19.374,261,156,179,700,673,486,1061,728,766
orf19.376,662,358,396,1218,1072,418,1890,928,1858
orf19.377,376,201,209,574,616,300,970,733,612
orf19.5633,209,112,107,317,343,190,449,430,314
orf19.5634,98,70,76,960,822,584,628,484,514
orf19.5635,20,6,18,520,406,306,354,274,268
orf19.5636,232,138,96,3148,2742,1974,3502,3734,3760
orf19.5639,108,54,56,1042,1258,940,2184,1512,2098
orf19.5640,622,308,362,1120,844,466,1612,716,890
orf19.5641,956,540,488,1429,1212,1226,526,388,814
orf19.5642,340,170,192,216,320,174,318,224,334
orf19.5643,48,26,30,70,78,62,114,96,123
orf19.5644,6,4,4,32,22,23,49,10,40
orf19.5645,2,0,4,82,155,46,1324,898,1291
orf19.5646,0,0,0,8,4,4,42,20,16
orf19.5647,188,136,104,843,920,587,1129,822,1038
orf19.5648,13,14,10,192,258,204,282,231,295
orf19.5650,29,9,21,92,86,89,74,43,77
orf19.5649,0,0,0,0,0,0,0,0,0
orf19.5651,374,204,194,175,196,156,231,169,256
orf19.5653,2582,1527,1404,9049,8920,6097,18499,12892,17575
orf19.5654,50,32,24,404,428,310,370,242,382
orf19.5655,0,4,0,2,6,0,6,6,4
orf19.5657,116,42,64,176,153,117,354,266,342
orf19.5658,22,18,30,340,288,288,403,358,428
orf19.5660,64,12,26,58,82,50,106,86,116
orf19.5660.1,95,50,54,527,593,450,779,587,837
orf19.5661,90,64,72,262,224,168,414,326,400
orf19.5662,18,12,20,52,44,48,58,34,56
orf19.5663,62,36,42,78,102,58,150,74,114
orf19.5664,10,8,4,10,6,4,118,40,44
orf19.5665,10,12,12,118,152,102,134,166,195
orf19.5666,16,16,6,148,168,141,284,256,348
orf19.5667,346,156,226,232,218,132,464,298,286
orf19.5669,16,4,14,76,64,66,133,84,116
orf19.5671,483,229,250,304,202,130,579,270,405
orf19.5672,48,12,32,2596,2228,1790,3166,1475,2395
orf19.5673,10,18,8,8,13,4,15,10,22
orf19.5674,10,4,3,2,2,0,2,0,0
orf19.5675,118,94,66,166,268,166,274,252,336
orf19.5676,120,56,62,126,175,108,176,169,163
orf19.5677,16,10,18,52,75,70,32,47,71
orf19.5678,34,24,18,40,52,62,24,54,112
orf19.4191.1,46,20,26,56,62,12,72,50,70
orf19.4191,113,72,70,270,436,339,215,198,309
orf19.4190,58,16,30,296,316,263,298,248,311
orf19.4189,0,0,0,0,0,0,0,0,0
orf19.4188,136,50,78,304,492,376,318,244,468
tG(CCC)1,0,2,0,0,0,0,0,0,0
orf19.4187,14,16,18,60,60,30,102,92,92
orf19.4186,116,46,48,80,88,70,246,180,172
orf19.4185,15,10,15,12,24,12,41,26,42
orf19.4184,84,36,70,161,131,70,424,270,348
orf19.4183,164,62,96,90,90,46,198,142,188
orf19.4182,66,38,34,46,54,29,72,44,48
orf19.4181,28,16,6,118,90,92,86,44,60
orf19.4180,22,14,20,95,152,115,78,75,114
orf19.4179,0,0,0,0,0,0,0,0,0
orf19.4177,20,8,2,118,210,120,382,208,320
orf19.4176,50,48,36,261,362,301,345,268,455
orf19.4175,132,84,52,110,192,112,174,124,212
orf19.4174,140,68,55,152,86,50,272,134,144
orf19.4173,34,14,24,54,87,70,62,56,143
orf19.4172,12,12,4,114,90,70,158,106,116
orf19.4171,36,24,6,141,134,58,479,218,221
orf19.4170,8,4,4,9,18,4,29,28,51
orf19.4169,0,0,0,8,2,8,16,27,17
orf19.4168,14,4,10,30,42,35,28,28,59
orf19.4167,8,6,3,42,68,35,42,34,60
orf19.4166,64,22,42,398,524,296,518,645,702
orf19.4164,117,60,46,208,212,170,199,182,227
orf19.4163,56,26,46,344,291,168,565,326,362
orf19.4162,2,0,6,22,28,20,36,36,62
orf19.4161,2,4,2,53,58,48,78,88,137
orf19.4160,38,18,20,86,142,130,80,70,138
orf19.4159,6,6,8,101,125,126,157,141,229
orf19.4157,114,62,76,116,156,50,312,141,338
orf19.4711,69,46,58,106,111,54,210,90,150
orf19.4707,6,6,4,8,2,0,4,6,4
orf19.4706,10,20,8,57,62,36,70,44,76
tG(UCC)2,0,0,0,0,0,0,0,0,0
orf19.4705,52,20,34,196,258,234,238,198,320
orf19.4704,240,198,182,1146,1290,742,1760,1312,1538
tG(GCC)5,0,0,0,0,0,0,0,4,0
orf19.4703,6,2,4,44,29,30,100,58,85
orf19.4702,8,2,4,10,14,2,59,21,44
tG(GCC)4,0,0,0,0,0,0,0,4,0
orf19.4701,18,4,6,6,18,15,7,14,40
orf19.4699,65,22,40,87,108,45,156,89,130
orf19.4698,95,64,60,28,77,60,34,69,169
orf19.4697,162,76,120,1722,2100,1502,2152,1820,1744
orf19.4691,6,1,2,0,2,2,2,0,4
orf19.4690,0,0,0,0,0,0,2,2,0
orf19.4689,10,6,4,10,10,22,16,16,26
orf19.4688,22,14,14,480,500,203,1065,641,907
orf19.4686,83,62,60,268,264,135,525,296,348
orf19.4685,0,0,0,0,0,0,0,0,0
orf19.4684.2,222,71,123,1027,1275,875,1847,1825,2142
orf19.4683,174,80,115,267,341,198,626,477,574
orf19.4682,248,110,142,482,230,54,658,648,154
orf19.4681,116,62,42,401,580,455,392,401,622
orf19.4680,2,2,2,14,23,6,26,33,24
orf19.4679,978,472,612,252,822,398,224,212,536
tD(GUC)6,0,0,0,0,0,0,0,0,0
orf19.4678,36,20,20,48,40,38,56,32,48
orf19.4677,26,14,14,30,22,6,28,18,36
orf19.4676,7,12,10,126,101,73,233,137,181
orf19.4675,6,2,0,40,38,18,120,126,98
orf19.4674.1,52,12,32,91,136,64,124,156,194
orf19.4673,45,30,36,10,6,4,12,2,8
orf19.4672,0,0,0,2,0,0,1,0,0
orf19.4670,16,14,18,220,321,182,345,300,420
orf19.4669,14,8,6,144,182,114,188,194,229
tS(UGA)3,0,0,0,0,0,0,0,0,0
orf19.4668,12,12,8,42,46,20,70,60,41
orf19.4666,33,7,14,113,122,69,83,90,87
orf19.4665,10,7,10,15,20,29,35,25,47
orf19.4664,2,2,2,18,34,26,38,45,50
orf19.4662,38,12,16,58,77,53,151,143,204
orf19.4660,878,436,463,4219,4748,3944,7105,7013,7898
orf19.4659,104,44,64,43,57,60,56,56,117
orf19.4658,192,89,98,74,115,107,152,86,131
orf19.4657,761,293,464,66,64,32,274,174,152
orf19.4656,0,1,2,16,13,10,32,21,28
orf19.4655,8,9,6,85,95,55,176,87,110
orf19.4654,0,0,0,0,0,0,0,0,0
orf19.4653,0,0,0,0,0,0,2,4,0
orf19.4652,0,0,0,0,0,0,0,0,0
orf19.4651,30,2,18,76,120,76,212,192,255
orf19.4650,19,14,10,299,448,297,655,334,656
orf19.4649,16,2,8,78,106,65,92,72,90
orf19.4647,0,0,0,6,2,2,16,6,6
orf19.4646,4,3,3,10,9,5,10,5,14
orf19.4645,79,32,38,124,161,80,156,123,178
orf19.4643,20,2,2,82,126,74,214,214,258
orf19.4642,18,6,6,14,50,24,40,39,46
orf19.4641,90,38,50,180,232,156,230,194,284
orf19.4640,202,118,124,658,844,783,654,545,748
orf19.4639,42,16,26,41,56,42,76,79,98
orf19.4637,22,12,12,10,8,11,23,14,17
orf19.4636,0,0,0,0,0,0,0,0,0
orf19.4635,243,126,134,588,1199,800,990,843,1264
orf19.4634,110,44,46,76,116,136,79,44,126
orf19.4633,52,34,30,198,198,114,375,192,300
orf19.4632,456,218,224,2095,2506,1838,3582,3286,4010
orf19.4631,228,70,78,48,68,72,108,60,64
orf19.4630,16,14,2,156,366,168,512,672,906
orf19.4629,28,6,8,88,74,72,64,60,101
snR72,1,0,1,0,0,0,0,0,0
snR73,8,12,4,49,70,64,47,47,61
snR74,1,2,4,2,1,3,4,0,2
snR75,7,4,8,4,7,5,6,2,1
snR76,0,0,1,0,0,0,1,0,2
snR77,0,0,2,9,0,2,3,0,1
snR77b,0,0,0,1,2,4,0,2,2
snR78,2,0,0,0,8,2,5,2,3
orf19.4628,40,32,20,64,74,68,70,44,108
orf19.4627,56,36,38,146,215,132,220,205,266
orf19.4626,30,20,12,12,34,24,42,33,44
orf19.4625,37,8,21,48,61,32,84,29,62
orf19.4624,90,28,34,28,36,12,110,56,68
orf19.4623.3,427,259,241,479,607,345,2271,1522,1936
orf19.4623,105,37,47,217,320,269,339,290,368
orf19.4622,519,170,313,1175,1437,1111,1540,1337,1549
orf19.4621,14,4,6,70,94,69,98,80,132
orf19.4620,0,2,0,24,26,20,32,16,48
orf19.4618,2042,1256,1106,253,396,150,1321,590,956
orf19.4617,35,12,8,16,16,12,42,16,42
orf19.4616,6,2,2,174,275,170,624,647,932
orf19.4615,50,16,24,114,112,118,148,104,158
orf19.4614,40,10,20,46,32,22,80,40,52
orf19.4612,2,2,0,0,0,0,0,0,0
orf19.4611,102,50,51,186,290,204,257,186,320
orf19.4610,69,42,33,10,12,8,38,22,41
orf19.4609,34,26,36,94,186,82,218,146,312
orf19.4608,12,8,6,39,18,12,62,28,51
orf19.4607,28,6,22,30,22,28,75,42,47
orf19.4606,44,14,26,122,192,106,276,202,224
orf19.4605,26,10,6,112,112,74,142,108,140
orf19.4603,27,10,19,99,100,86,153,116,96
orf19.4602,314,186,162,2821,2728,1577,7462,5266,7316
orf19.4601,10,4,2,79,49,25,118,58,66
orf19.4600.1,14,0,8,150,186,112,106,76,108
orf19.4600,30,28,20,156,174,106,222,198,190
orf19.4599,10,8,6,28,30,16,134,124,76
orf19.4597,54,22,24,60,70,32,140,90,107
orf19.4596,10,4,11,36,60,39,76,56,62
orf19.4595,78,22,28,24,6,2,40,24,20
orf19.4594,84,36,62,244,255,186,353,230,312
orf19.4593.1,0,0,0,13,32,13,30,25,14
orf19.4593,327,152,242,313,311,170,431,304,389
orf19.4592,24,2,6,28,54,38,38,32,56
orf19.4591,60,28,42,1765,1636,771,2761,1419,2325
orf19.4590,8,4,2,30,32,16,95,78,78
orf19.4589,12,16,6,66,40,32,158,82,84
orf19.4587,26,20,12,196,208,162,125,94,178
orf19.4585,423,218,268,396,474,362,628,530,670
orf19.4584,2,2,0,20,12,2,26,16,18
orf19.4583,0,0,2,12,22,18,92,40,68
orf19.4582,38,16,16,68,92,79,88,66,94
orf19.4581,6,4,4,18,8,6,50,40,54
orf19.4580,18,4,14,75,66,50,89,78,84
orf19.4579,26,10,10,398,503,346,354,243,283
orf19.4578,24,10,20,131,168,148,170,122,168
orf19.4577.3,40,20,10,238,290,194,320,278,322
orf19.4577,22,8,18,44,46,18,102,36,32
orf19.4575,46,20,18,60,50,32,219,58,98
orf19.4574,14,4,4,34,30,18,65,48,57
orf19.4573,24,8,28,24,18,18,60,22,24
orf19.4571,2,2,0,4,4,4,12,6,88
orf19.4570,8,2,2,18,18,12,38,18,34
orf19.4569,2,4,0,0,4,0,8,6,14
orf19.4568,25,14,6,32,40,20,78,39,58
orf19.4567,6,5,2,29,28,12,90,30,228
orf19.4566,0,0,0,0,0,0,0,0,0
orf19.4565,362,230,228,1125,1432,904,2273,1532,1866
orf19.4563,60,18,30,54,150,136,56,90,165
orf19.4560,100,65,65,1095,1548,1027,1258,980,1352
orf19.2775,136,88,88,297,383,258,546,466,538
orf19.2774,438,290,312,158,244,236,218,172,248
orf19.2772,119,66,58,53,46,18,354,202,191
orf19.2771,24,30,24,206,192,127,350,191,223
orf19.2770.1,162,82,119,345,399,204,779,376,849
orf19.2770,26,14,24,0,2,0,1,0,2
orf19.2769,190,68,120,12,30,8,46,10,36
orf19.2768,608,282,350,2,32,6,74,16,108
orf19.2767,1333,718,776,5183,5992,4365,17743,12218,15073
orf19.2766,0,0,0,0,0,0,0,0,0
orf19.2765,1812,852,1106,974,1334,880,7789,4601,6103
orf19.2763,2,0,4,18,15,12,51,35,38
orf19.2762,588,310,334,4,10,2,6,4,16
orf19.2761,12,0,10,44,56,20,104,54,58
orf19.2760,16,14,12,215,250,158,321,313,362
orf19.2758,67,28,48,32,38,28,98,44,54
orf19.2757,14,2,9,34,42,23,34,20,34
orf19.2756,14,2,4,28,70,22,49,20,56
orf19.2755,66,54,34,159,168,118,247,172,185
orf19.2754,6,0,16,83,86,65,128,122,116
orf19.2753,14,16,6,296,256,122,383,265,242
orf19.2752,153,46,74,1092,940,428,1495,990,1123
orf19.2751,4,4,9,80,68,58,109,98,62
orf19.2749,10,6,4,63,65,44,69,61,55
orf19.2748,10,8,10,40,46,14,48,36,22
orf19.2747,24,16,12,112,162,78,186,183,119
orf19.2746,74,42,32,234,306,232,524,504,610
orf19.2745,26,17,23,10,10,6,17,10,4
orf19.2743,152,70,98,32,22,4,106,62,40
orf19.2742,8,0,7,10,15,10,18,14,12
orf19.2740,21,20,18,76,122,84,188,152,218
orf19.2739,4,0,2,106,120,86,292,204,303
orf19.2738,0,2,0,71,50,18,441,360,345
orf19.2737,1798,1084,992,10,34,4,128,32,62
orf19.2736,40,30,23,97,168,145,146,142,172
orf19.2735,92,42,44,194,276,122,150,248,322
snR79,0,0,0,0,0,2,0,0,0
orf19.2734,12,10,4,80,108,36,254,176,192
orf19.2733,24,6,5,32,26,11,65,30,42
orf19.2731,2,0,0,8,16,14,16,12,14
orf19.2730,210,118,112,40,36,26,108,52,54
orf19.2728,4,4,2,22,11,26,58,38,57
orf19.2727,86,24,34,144,191,146,211,211,229
orf19.2726,40,14,25,16,37,26,44,20,57
orf19.2725,4,0,2,0,0,0,0,0,0
orf19.2724,3008,1082,1748,506,741,573,1080,597,1602
orf19.2723,15,14,20,16,24,8,30,24,31
orf19.2722,52,28,23,76,80,43,122,86,153
orf19.2721,10,8,4,32,26,26,24,42,38
orf19.2720,206,120,132,752,858,698,806,670,976
orf19.2717,204,86,88,366,652,528,337,357,583
orf19.2715,46,34,28,156,324,280,122,162,300
orf19.2713,0,0,0,0,0,2,2,2,4
orf19.2712,156,74,104,384,612,532,344,396,562
orf19.2711.1,6,8,8,34,16,30,62,50,54
orf19.2711,146,92,74,336,512,412,392,360,518
orf19.2710,132,63,87,142,149,105,363,155,272
orf19.2709,228,182,142,1153,1342,1108,1325,1264,1566
orf19.2708,46,26,22,48,86,62,50,50,72
orf19.2707.1,153,94,114,457,558,416,965,562,790
orf19.2706,38,18,22,76,70,54,202,149,185
orf19.2704,0,0,0,0,0,0,0,0,0
orf19.2703,44,28,30,138,126,90,210,108,115
orf19.2701,94,50,60,24,26,30,28,18,22
orf19.2699,358,172,206,326,328,178,666,386,538
orf19.2698,2,2,2,24,16,10,42,22,12
orf19.2697,56,44,28,236,239,150,312,260,274
orf19.2695,188,98,114,648,713,384,899,576,707
orf19.2694,226,132,108,679,887,604,970,772,918
orf19.2693,84,50,50,165,145,120,150,50,116
orf19.2691,105,22,48,14,25,14,36,21,24
tT(UGU)1,0,0,0,0,0,0,0,0,0
orf19.2690,182,118,128,260,264,164,318,216,351
orf19.2688,332,164,170,316,516,540,240,333,673
orf19.2687.1,45,19,24,102,116,119,144,96,120
orf19.2686,98,42,74,168,212,84,511,286,429
orf19.2685,7,0,4,58,75,41,353,243,349
orf19.2684,30,14,24,69,98,100,382,262,446
orf19.2682,102,52,50,135,98,60,194,128,164
orf19.2681,2,0,0,14,8,0,10,2,24
orf19.2680,34,16,24,472,362,238,588,528,546
orf19.2678,16,2,6,90,92,40,276,266,272
orf19.2677,46,34,20,226,265,131,277,272,281
orf19.2676,18,6,2,38,71,73,41,58,103
orf19.2675,22,22,20,128,204,156,210,182,226
orf19.2674,14,20,6,36,16,16,50,28,40
orf19.2673,2,4,6,141,112,106,147,109,227
orf19.2672,61,40,38,645,638,405,1087,693,1008
orf19.2671,10,0,8,94,120,87,128,112,132
orf19.2670,10,10,16,0,4,8,38,16,20
orf19.2669,52,20,46,355,399,200,846,767,744
orf19.2668,6,3,2,162,178,116,260,264,227
orf19.2667,216,118,82,252,401,352,240,226,372
orf19.2665,1351,678,774,482,454,264,1376,807,618
orf19.2664,48,34,32,284,244,130,456,322,424
orf19.1440.2,5,0,6,0,2,4,7,6,4
orf19.1440.1,4,3,0,0,0,0,0,2,0
orf19.1440,68,26,44,84,100,44,167,96,186
orf19.1439,26,34,15,99,190,77,210,177,167
orf19.1438,2,0,4,2,6,6,2,0,10
orf19.3362,4,0,2,30,56,50,54,34,70
orf19.3363,393,230,232,22,26,14,218,60,101
orf19.3364,56,36,20,6,2,4,23,4,12
orf19.3365,16,18,12,88,160,78,274,176,194
orf19.3366,102,49,39,544,461,334,670,555,584
orf19.3366.1,64,28,40,213,283,185,456,238,419
orf19.3367,90,38,53,264,405,300,429,402,569
orf19.3368,8,0,0,0,2,0,2,5,0
orf19.3369,430,200,314,40,15,8,72,16,9
orf19.3370,414,162,200,331,812,636,524,590,1002
orf19.3371,113,54,54,102,76,43,178,106,150
orf19.3373,72,20,38,4,10,4,12,0,8
orf19.3374,2,0,0,0,4,0,0,0,0
orf19.3375,0,2,0,0,0,0,0,0,0
orf19.3376,2,0,0,2,6,2,0,2,4
orf19.3378,0,0,0,0,0,0,0,0,0
orf19.3380,0,0,2,2,6,0,2,0,0
orf19.1327,0,0,6,390,275,140,2879,1549,1266
orf19.1326,19,14,17,107,99,64,119,102,89
orf19.1325,108,52,48,332,266,94,1276,578,504
orf19.1324,30,14,26,178,176,112,332,168,220
orf19.1323,86,29,42,130,134,66,215,105,142
orf19.1321,0,2,0,4,2,0,6,0,0
orf19.1318,12,6,4,46,26,24,81,56,48
orf19.1317,136,74,66,199,178,60,349,222,256
orf19.1314,122,54,44,186,156,70,264,146,145
tQ(UUG)1,0,0,0,0,0,0,0,0,0
orf19.1313,100,40,44,1211,1281,424,1797,1112,1240
tG(GCC)2,0,0,0,0,0,0,0,2,0
tD(GUC)4,0,0,0,0,0,0,0,0,0
tD(GUC)3,0,0,0,0,0,0,0,1,0
tD(GUC)2,0,0,0,0,2,0,0,1,0
orf19.1311,49,28,24,114,110,76,98,105,108
orf19.1310,36,12,20,65,82,54,68,43,90
orf19.1309,4,2,0,24,16,18,14,18,32
orf19.1308,36,12,20,64,64,62,104,126,96
orf19.1307,32,8,16,56,18,2,223,106,76
orf19.1306,20,12,16,70,96,89,134,144,212
orf19.1305,38,14,16,72,120,82,38,82,102
orf19.1304,54,29,40,49,131,103,45,103,136
orf19.1303,16,2,2,96,100,94,108,112,144
orf19.1302,0,0,0,0,0,0,0,0,0
orf19.1301,4,2,8,36,61,28,108,78,75
orf19.1300,30,24,12,186,202,132,246,260,291
orf19.1299,94,42,56,132,130,72,183,97,164
orf19.1298,82,32,66,134,190,149,239,184,221
orf19.1297,18,6,12,28,26,16,85,55,32
orf19.5037,18,2,2,94,62,14,230,104,130
orf19.5038,32,16,22,176,262,170,140,156,220
orf19.5039,18,20,8,16,52,28,22,26,60
orf19.5040,80,46,68,56,96,36,120,106,145
orf19.5041,4,0,4,6,14,6,28,24,29
orf19.5042,0,0,2,10,2,2,8,4,8
orf19.5043,0,0,2,12,16,4,38,30,34
orf19.5045,137,40,84,26,42,10,100,68,70
orf19.5046,12,4,20,16,38,12,45,49,42
orf19.1596,20,2,4,12,16,6,34,8,24
orf19.1595,44,12,26,56,54,20,77,50,44
orf19.789.1,0,4,12,41,57,38,36,22,62
orf19.789,100,48,40,4638,5706,3762,5179,5210,5937
orf19.787,0,0,0,20,33,22,66,45,24
orf19.787.1,13,4,6,194,195,94,406,194,171
orf19.1207,0,0,0,0,0,0,4,0,0
orf19.1208,4,2,2,8,0,0,16,8,4
orf19.5312,22,6,7,33,20,12,157,108,111
orf19.5311,26,14,18,26,47,14,27,32,38
orf19.5308,15,10,16,56,40,14,84,53,39
orf19.5307,216,141,142,5251,3669,1952,9379,6286,5122
orf19.5306,0,0,2,0,0,0,0,0,4
orf19.5305,172,105,130,14,22,20,90,55,90
orf19.5304,0,0,0,0,0,0,0,0,0
orf19.5303,0,0,0,0,0,0,0,2,4
orf19.5302,0,0,0,24,26,20,32,55,50
orf19.5300,34,12,12,114,122,78,92,65,108
orf19.5299,36,21,24,64,140,104,80,98,150
orf19.5299.1,43,11,17,4,10,4,39,18,17
orf19.5297,28,12,20,50,64,48,96,86,94
orf19.5296,24,16,14,64,164,62,140,122,200
orf19.5295,12,8,2,18,24,6,62,30,50
orf19.5294,516,332,299,419,563,383,596,468,674
orf19.5293,70,24,42,94,114,78,206,122,152
orf19.5292,16,6,6,96,94,81,201,168,285
orf19.5291,2,0,4,56,54,26,64,38,30
orf19.1430,0,0,0,2,2,2,2,0,0
orf19.5290,0,0,0,0,0,0,0,0,0
orf19.1429,2,0,0,15,17,8,20,11,12
orf19.1428,0,0,0,2,14,17,28,10,25
orf19.1427,6,2,6,18,22,12,52,37,44
orf19.1426,92,46,76,536,643,347,743,603,724
orf19.1424,40,18,22,46,38,12,122,66,82
orf19.1422,275,139,154,253,352,273,489,312,574
orf19.1421,4,6,4,11,14,4,10,6,4
orf19.1420,2,10,2,48,14,22,56,26,26
orf19.1418,48,36,26,138,96,102,238,130,168
orf19.1417,7,4,0,16,15,12,10,14,10
orf19.1416,58,29,14,224,258,180,333,228,329
orf19.1415,46,18,20,1356,1350,1558,931,975,1497
orf19.1414,40,16,26,312,276,159,448,338,375
orf19.1413,36,20,22,60,58,42,98,74,98
orf19.1412,34,10,22,86,106,82,114,100,113
orf19.1411,3,4,4,8,2,0,10,14,11
orf19.1409,65,24,32,82,66,44,121,98,102
orf19.1409.2,4,2,8,14,19,20,37,18,22
orf19.1409.1,319,240,184,1799,2425,1791,3159,2715,3389
orf19.1409.3,0,2,2,40,11,14,68,40,22
orf19.3846,16,24,20,496,646,424,1512,828,1303
orf19.3845,108,84,98,64,86,38,91,78,73
orf19.3844,14,20,6,48,40,36,91,62,74
orf19.3843,54,34,36,246,298,244,269,184,254
orf19.3841,396,188,192,60,42,24,118,95,76
orf19.3840,192,98,114,301,325,214,535,365,479
orf19.3839,24,12,18,46,42,16,120,47,66
orf19.3838,706,475,412,3417,4074,3140,5565,5029,5955
snR18,0,0,4,4,12,1,2,10,2
orf19.3836,24,24,26,96,140,102,118,104,150
orf19.3833,190,98,116,86,116,56,364,200,304
orf19.3831,114,74,84,62,153,154,70,110,144
orf19.3829,14,8,6,1070,1510,929,2673,2211,2456
orf19.3828,0,0,0,4,0,0,4,2,2
orf19.3827,68,30,36,138,112,78,186,106,120
orf19.3826,329,116,188,123,207,127,219,166,306
orf19.3825,28,6,16,94,78,66,132,90,148
orf19.3823,36,30,24,452,470,326,832,581,742
orf19.3822,179,98,88,197,282,150,367,302,444
orf19.3821,22,6,4,54,46,26,114,52,58
orf19.3820,10,10,2,19,14,10,32,22,30
orf19.3819,4,0,0,5,4,2,10,2,6
orf19.3818,12,8,4,11,18,12,26,23,30
orf19.3817,28,10,12,48,48,44,86,46,72
orf19.3815,250,110,140,92,72,46,288,216,234
orf19.3813,122,58,60,76,68,48,103,54,64
tQ(UUG)5,0,0,0,0,0,0,0,0,0
tQ(UUG)4,0,0,0,0,0,0,0,0,0
orf19.3812,422,268,244,1914,2314,1828,2362,2272,2530
orf19.3811,56,42,44,146,78,64,286,142,152
orf19.3810,137,102,86,224,299,306,424,331,488
orf19.3809,196,79,100,210,351,271,260,258,428
tI(AAU)4,0,0,0,0,0,0,0,0,0
orf19.3806,150,50,46,121,64,34,134,71,80
orf19.3804,22,26,12,62,90,58,169,91,154
orf19.3803,20,8,8,116,164,68,350,228,314
orf19.3802,22,8,6,255,236,180,504,339,456
orf19.3801,2,0,2,8,0,8,2,4,6
orf19.3799,186,83,127,510,644,376,953,718,1028
orf19.3798,46,22,30,116,234,184,82,106,180
orf19.3797,42,12,28,282,322,202,309,377,445
orf19.3796,34,26,28,179,249,218,196,218,257
orf19.3795,28,10,25,102,98,78,123,94,138
orf19.3794,16,2,6,35,52,41,42,32,42
orf19.3793,18,10,12,66,42,20,151,112,100
orf19.3792,360,182,195,664,644,458,895,632,848
orf19.3791,10,10,8,19,51,30,36,37,22
orf19.3789,626,314,367,3713,4717,3089,6640,5680,7300
orf19.3788.1,459,245,276,1887,2583,1997,3816,3582,4280
orf19.3788,2,0,2,14,20,10,30,21,32
