,CAI4_R1 TPM,CAI4_R2 TPM,CAI4-w-alpha_R1 TPM,CAI4-w-alpha_R2 TPM,CEk1CEk2_R1 TPM,CEk1CEk2_R2 TPM,CEk1CEk2-w-alpha_R1 TPM,CEk1CEk2-w-alpha_R2 TPM,CEK1_R1 TPM,CEK1_R2 TPM,CEK1-w-alpha_R1 TPM,CEK1-w-alpha_R2 TPM,CEk2_R1 TPM,CEk2_R2 TPM,CEk2-w-alpha_R1 TPM,CEk2-w-alpha_R2 TPM,CPP1CEK1_R1 TPM,CPP1CEK1_R2 TPM,CPP1CEK1-w-alpha_R1 TPM,CPP1CEK1-w-alpha_R2 TPM,CPP1CEK2_R1 TPM,CPP1CEK2_R2 TPM,CPP1CEK2-w-alpha_R1 TPM,CPP1CEK2-w-alpha_R2 TPM,CPP1_R1 TPM,CPP1_R2 TPM,CPP1-w-alpha_R1 TPM,CPP1-w-alpha_R2 TPM
C5_01640W_A,22.1762,22.0004,24.2,23.5896,25.4688,24.8976,31.3691,30.9435,24.2979,23.9122,26.8976,27.1581,25.8565,25.9632,23.8698,24.0244,33.6181,32.92,28.1164,27.4598,22.1094,21.7943,21.7991,21.1474,25.0419,23.879,34.0256,32.5746
C4_05830W_A,10.9265,7.84885,0,0,0,0,0,0,6.88437,6.73903,6.20762,6.07903,0,0,7.62299,12.8081,15.1887,8.60811,0,0,0,0,0,0,0,0,3.80223,3.6857
C2_08400C_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2_04180C_B,1.49962,1.39861,1.47395,1.29389,1.99015,1.87402,1.34908,1.2297,2.64055,2.43266,2.93669,2.05681,1.52721,1.49002,1.61837,1.39389,12.9261,9.71475,18.0445,18.01,10.7695,13.0713,18.4068,16.9914,10.328,8.7378,15.1536,16.702
C1_06790C_A,91.2484,85.7182,80.2036,92.743,102.461,113.474,85.1959,100.392,128.703,112.22,142.766,139.91,104.081,92.5957,92.9459,85.9615,160.52,179.344,161.08,172.096,92.1101,82.3608,60.7738,67.4956,83.7647,75.1149,103.164,102.589
C2_06910W_A,107.748,106.14,122.501,120.701,93.4669,97.9775,113.555,106.789,104.54,101.777,129.055,131.098,124.219,128.11,115.841,115.128,31.8039,33.4367,42.3553,42.3256,53.4071,51.5952,27.605,23.516,77.7741,74.7265,53.9278,56.5985
CR_04050C_B,14.6054,14.4005,12.4902,13.8707,3.43743,3.39506,3.48194,3.6134,14.9294,10.6208,17.4825,22.7059,21.3079,21.8632,12.3017,10.3569,32.1772,30.2345,34.5147,34.6461,15.8193,16.351,11.6469,11.221,16.8606,16.1255,16.9096,14.3407
C4_03050C_A,34.806,35.172,14.6131,14.0349,33.0863,32.876,30.0456,32.1853,31.03,29.4518,40.035,40.112,18.1825,17.6287,31.1918,27.9397,12.0117,11.0718,10.1724,9.93486,60.7246,57.4031,22.46,21.2421,43.4095,40.8606,17.1086,17.7994
CR_01320C_A,10.9173,10.2939,6.99631,7.03584,12.4569,12.2765,17.9067,16.6155,11.8033,12.4694,7.82023,7.3519,8.33375,7.29317,8.14061,7.54166,5.11046,4.43696,11.6209,11.0384,9.81989,12.7868,22.5304,19.9534,7.61422,6.47399,5.5371,7.79147
CR_00310C_B,117.174,131.33,197.342,209.505,191.291,211.753,211.132,223.656,189.907,200.312,183.568,189.982,235.012,245.774,209.393,228.111,264.584,282.661,204.796,208.755,216.456,235.66,188.293,193.468,175.68,180.551,229.781,231.185
C5_03470C_B,10.178,10.0352,5.9412,5.77244,7.79807,7.61207,12.0694,11.7882,8.88393,8.69638,9.69761,9.49672,3.49834,3.4181,7.47178,7.29915,12.0437,11.7398,9.28565,9.0688,10.9544,10.7075,22.6908,21.8611,9.73603,9.53075,8.78143,8.51229
C1_08150C_A,1.47484,1.45415,0,2.94517,4.68104,4.56939,2.13936,1.97085,4.5327,5.79058,6.18283,8.14862,3.39227,3.31447,3.14904,4.65366,4.42956,7.13342,2.23388,1.80275,2.45962,4.51494,2.8836,2.77817,2.16769,2.4222,2.50341,3.16697
C2_05160C_A,32.5911,32.1197,42.6719,41.8893,36.174,35.7054,25.0538,24.8719,16.6331,16.2819,15.0847,14.2162,36.2169,35.8448,22.3464,21.8301,31.1523,30.3041,28.4302,28.1832,11.2409,10.6252,4.18909,4.03593,6.21699,6.31832,18.3382,17.8459
C7_04150W_B,2.73527,2.6969,3.42139,3.46995,2.70592,2.64138,2.86531,2.94735,4.2188,4.12974,4.00635,3.92335,3.66097,3.577,4.17764,4.08112,3.75648,3.83765,4.42359,4.47564,5.39605,5.44561,5.71018,5.5014,4.63442,4.71958,3.19724,3.09925
C1_03100W_B,20.4623,22.9536,25.9361,21.7001,19.6107,20.1098,24.2257,19.6226,27.4021,24.5078,28.8507,27.8661,18.9789,18.05,21.9009,23.566,14.069,14.1438,12.5747,11.9923,34.8439,29.543,51.758,51.1117,43.691,45.6298,30.3321,28.8643
C4_06880C_A,121.342,123.828,111.851,104.87,99.7635,104.716,161.316,153.673,132.12,129.331,140.252,137.346,85.7323,83.766,140.604,137.355,82.7715,80.6826,126.918,128.009,171.748,167.876,249.596,240.47,188.058,179.32,92.3733,92.677
C1_04130W_B,6.75991,8.37528,13.22,12.2418,8.43011,8.36788,9.30835,11.2925,4.45094,4.64888,5.14339,5.26475,14.8569,16.2974,7.85715,9.82715,24.2253,24.423,17.9226,24.0075,9.29101,9.27855,3.33157,2.98211,4.38191,4.28952,10.0761,10.792
CR_01910C_A,138.287,136.065,101.117,95.6229,197.397,190.662,293.509,282.88,160.604,141.226,149.122,150.585,153.423,157.485,145.494,118.541,74.0351,83.8315,108.533,120.856,156.561,189.987,150.184,150.769,128.59,142.908,130.03,108.233
C3_04170W_A,6.00878,5.92447,13.4233,13.042,9.0931,8.87622,9.62873,5.49405,20.0719,19.6482,12.7835,12.5186,15.0218,14.6773,0,0,0,0,0,0,0,0,7.58196,7.30475,6.89772,6.75228,7.82999,7.59001
C1_12900W_B,10.1733,10.8349,9.60428,9.01885,9.16955,8.65638,5.53992,4.87536,16.5603,15.5941,13.2608,12.8124,8.84349,7.819,7.94074,7.61567,5.92564,5.77609,6.57992,5.477,13.7665,13.0144,34.7632,34.3595,13.9464,12.7043,5.05809,5.29653
C4_02390W_A,2527.1,2517.19,2344.15,2319.5,2042.99,2020.92,1751.99,1733.95,2013.75,2008.88,2041.18,2040.13,2212.18,2199.6,1818.84,1805.72,1303.5,1285.68,1252.8,1220.69,1920.96,1913.29,2516.11,2462.88,1823.52,1829.86,3019.84,2983.91
C5_01880C_B,1.49368,1.40435,1.26051,1.34064,1.42952,1.24996,1.64428,1.55306,5.14915,4.67428,1.78789,2.00007,1.40492,1.49292,1.42121,1.47481,1.6535,1.73639,1.29118,1.31346,1.6625,1.62502,1.77863,1.78717,1.65135,1.68067,1.18038,1.11517
C6_01310W_A,1.91135,0,44.4069,41.8903,2.34068,2.28485,0,0,4.6642,4.56573,0,0,0,0,19.1645,17.8723,0,0,78.4779,77.9759,0,0,733.034,691.062,0,0,194.445,200.941
CR_05220C_B,11.5757,7.76253,17.4615,22.099,9.69496,7.86942,8.72307,9.58115,8.86707,8.67988,10.9658,10.7387,20.1664,18.5299,22.5599,15.798,15.3194,12.7333,34.3787,13.9753,17.4964,9.23787,19.577,13.9781,6.34501,7.98236,30.7952,25.4205
C5_00920W_B,19.418,19.1456,11.3271,9.409,21.8943,21.3721,13.1722,12.8653,12.0238,11.77,21.9186,21.4645,20.0309,19.5715,23.7152,23.1673,17.5865,17.1427,22.466,21.9413,13.2256,12.9275,24.5019,23.6061,22.2907,21.8207,26.9945,26.1672
C1_10610W_B,12.5864,12.4098,16.1829,15.7233,18.938,18.7245,20.0535,19.5863,13.5431,13.2571,17.702,17.3353,13.5533,13.2424,19.4554,19.0059,19.1694,18.6856,21.2094,20.4505,11.7637,11.208,12.0496,11.609,10.0114,9.80027,13.9953,13.5664
CR_07110C_A,2.28272,2.25069,1.90217,2.04441,1.71729,1.4448,2.8481,2.51256,3.4175,3.70057,2.29235,2.69092,2.58084,3.36854,2.65533,2.59398,3.76536,3.06956,3.48647,3.56194,3.14751,3.07655,5.71681,5.35494,2.11727,2.07263,3.42815,3.32308
C4_00180W_A,5.9194,5.83635,4.94336,5.24962,6.75707,6.59591,12.5628,10.1131,16.9379,14.2876,12.2651,13.6586,10.1799,10.7414,6.60843,9.90594,1.98991,2.52167,10.0113,10.1797,8.85144,3.67958,11.8881,9.6917,13.7545,13.2308,5.82837,5.29509
C1_14050C_B,4.26489,4.47861,4.18707,4.06814,4.26103,4.03968,4.2523,3.77271,7.21702,6.50313,7.02481,7.04813,4.3995,4.43842,3.95121,3.85992,5.50069,5.21186,4.98259,4.86622,6.38192,6.0921,8.53227,8.22031,7.28453,6.81916,3.66914,3.55668
C1_07410C_A,192.633,198.386,172.447,176.8,221.798,199.281,178.624,146.457,237.924,247.829,173.167,204.817,250.638,256.31,182.76,168.827,181.001,187.543,137.692,130.248,257.781,318.544,358.051,401.939,251.308,270.178,235.064,214.64
C3_07860C_B,6.65239,5.17014,8.41357,5.29131,6.2059,5.3264,5.99356,5.64335,6.45818,6.67783,9.41263,7.81907,7.49333,6.03836,8.3241,6.79532,4.61314,3.72933,5.56159,4.5536,7.42779,5.46606,5.5113,3.94828,8.6663,7.47553,4.19549,3.3921
C2_00100C_A,89.4417,92.7624,87.5819,84.1557,104.353,104.274,88.9078,91.8854,110.632,110.817,123.831,129.082,67.566,69.7599,95.4086,97.4636,36.9726,40.0328,40.4408,38.506,58.4513,56.5686,144.078,144.356,76.5149,73.5262,48.5633,48.4463
C7_02250W_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3_04030C_A,3.48919,3.37505,5.23208,4.53697,5.25184,5.89123,6.42802,6.06018,7.63483,7.05831,7.60672,9.08634,3.88255,4.84825,4.05304,3.53842,6.54365,6.24354,3.19462,3.96153,10.4177,8.64584,6.45779,7.28067,7.83651,9.00475,3.27019,4.30783
CR_08940W_B,11.4497,11.289,11.5586,11.2302,15.4205,15.0527,9.69855,9.47259,6.77048,6.62754,7.45917,7.30465,14.0591,13.7366,14.6161,14.2784,20.5586,20.0397,20.7781,20.2929,7.63219,7.46013,12.385,11.9322,5.01326,4.90756,13.6932,13.2735
CR_03150W_B,12.4384,11.3114,11.2429,11.8351,1.66394,1.48579,1.73299,1.79963,18.7455,14.9095,15.49,13.5249,17.451,16.0239,14.4762,14.5606,7.19418,7.16145,13.5097,11.6959,15.3737,13.1427,14.7911,13.8948,13.1557,13.3893,16.028,14.2734
C7_00440C_A,99.684,98.676,96.2697,94.2447,108.091,104.829,112.604,111.43,105.183,103.497,99.767,98.6646,111.821,109.256,115.184,115.488,110.144,108.221,102.864,100.461,96.6289,95.2841,60.2974,60.0193,93.5117,92.8756,85.5368,83.7923
C3_07570C_A,3.12468,3.08084,7.13929,5.16306,7.4307,6.11424,4.16098,3.46053,7.0363,6.88775,11.2667,10.23,4.58508,3.81465,10.5769,9.71511,7.12747,5.52011,6.28044,6.13377,6.91509,6.75919,13.1043,10.2179,8.89085,7.96167,6.90099,6.68948
CR_06460W_A,6.4803,6.38938,6.61119,6.4234,4.60255,4.49278,0,0,0,0,0,0,2.32826,0,8.6176,8.20175,0,0,0,0,7.71928,7.54526,191.902,179.665,2.59093,3.64096,19.4488,19.5506
C1_05100W_A,5.10352,3.60117,1.33861,1.30059,2.07927,4.10419,2.7704,2.70585,5.80524,5.68268,8.69021,8.51019,7.21278,7.04735,8.93331,9.93905,5.34166,5.20685,5.33242,2.51033,11.8798,11.612,14.8717,14.3279,3.33337,2.36413,11.8388,9.76601
C3_00210C_A,12.4759,12.3008,6.81232,6.61881,8.33197,8.13325,7.87061,6.75726,5.98069,5.85443,7.92104,7.75695,6.57438,6.42359,10.9729,10.7194,5.94177,5.79181,3.24717,3.17134,9.04883,8.84483,18.3091,16.4032,15.4892,15.1626,9.49747,9.20638
C4_02880C_A,8.94252,13.916,11.2777,12.0429,14.034,9.0552,8.55722,6.25008,10.189,9.97393,12.0778,4.92345,14.7544,11.2479,12.6305,8.2619,20.185,25.4565,31.3885,25.4113,9.62472,9.40774,9.32753,8.98649,14.82,12.4895,16.1221,14.8943
C4_01510W_A,67.4121,71.1761,56.7079,54.937,73.1304,83.4718,75.0702,70.9643,57.2983,57.4178,124.245,95.8574,56.9226,44.7068,37.3703,29.7589,22.2065,22.3007,21.2053,17.6646,79.985,60.2323,150.455,126.325,95.3505,95.1154,97.8681,91.1018
C2_06660W_B,1.94004,1.91282,1.23003,1.30282,1.43387,1.98969,1.17356,1.24564,1.89181,1.85187,2.18073,2.13555,1.5006,1.63471,1.40024,1.31143,16.1506,18.5683,10.6302,11.5247,1.47722,2.19268,5.1382,4.02145,5.51742,4.58113,11.1126,11.5931
C4_06240W_A,6.92147,6.82437,8.14606,6.57596,7.41558,8.41736,4.89558,7.20436,3.95142,6.58742,5.63061,6.13874,10.837,9.38985,9.33477,10.1688,8.97734,8.75078,5.40056,3.54057,9.55221,9.33687,10.5841,10.1971,6.67612,6.53535,12.2746,11.3367
C6_03500C_B,0,1.44438,5.28586,4.21214,0,0,0,0,0,0,0,0,0,0,4.14941,2.44079,0,0,2.7601,2.04726,0,0,11.0914,6.41431,0,0,4.40645,5.78579
C1_13130C_A,4.27013,4.93893,10.1281,9.17403,10.1465,12.765,7.33798,6.23139,12.559,10.844,5.9276,4.25796,7.10157,6.93869,8.32293,6.33048,24.8431,20.3886,26.989,25.1927,14.3788,12.0074,5.87562,5.23202,13.7771,11.3594,11.4577,11.7044
C6_01020W_B,3.16584,1.73156,7.13798,5.24327,1.61036,1.57196,3.59292,3.50922,3.43719,3.36463,4.7701,4.67128,0,0,2.38794,2.33277,0,0,0,0,3.40735,3.33054,69.1436,59.1878,0,0,13.6671,11.2643
C3_03670W_B,6.76008,7.15848,7.44479,8.21913,4.10471,4.17176,5.55236,5.33982,18.1498,17.4464,20.1323,19.5969,7.74235,7.09284,4.71988,5.00835,5.7537,5.81195,7.65002,8.1287,5.87411,4.80685,3.38084,2.76635,7.20987,7.05786,5.80654,5.46926
C6_04140C_B,6.63126,5.7511,7.79898,8.006,6.28611,7.01041,5.72472,6.9006,7.28868,6.42738,8.29424,8.45991,5.66022,5.44939,6.65054,5.77374,1.38527,1.47691,1.47578,1.53904,16.4203,16.1242,10.6661,10.1793,10.7675,8.13912,11.6386,11.5953
C6_03590C_A,11.3334,11.4789,19.6203,20.647,12.4534,12.2261,11.8084,10.8353,22.3194,21.2553,27.4413,25.1972,16.5646,16.6639,25.6165,17.1334,11.0393,10.9386,21.9855,19.5794,10.04,9.94112,20.9124,21.0654,32.6405,32.8455,14.8423,12.4797
C1_10400C_B,66.299,69.8158,37.069,38.2914,152.671,150.668,120.531,82.1681,179.671,162.491,244.758,201.806,128.078,117.913,28.597,25.7017,43.3394,31.3358,99.7946,81.4516,95.5107,87.9581,55.8603,52.0791,155.582,140.398,9.39881,9.69831
CR_00910W_A,4608.94,4767.07,2654.28,2789.04,2799.22,2957.45,3753.28,4142.61,3980.95,4201.78,3978.46,4234.53,2710.39,2884.73,2715.78,2921.32,1777.12,1920.23,1846.27,1902.72,6326.19,6649.85,4247.48,4356.31,5729.75,5989.82,2112.67,2163.35
C5_02840C_B,2.20554,2.15483,1.89591,2.16962,1.61359,1.87326,2.58178,2.60199,4.9875,5.972,2.48636,2.32219,2.16276,2.02147,2.47966,2.44457,2.26882,2.09788,2.32628,2.50339,2.35901,2.37773,2.76565,2.96183,2.23861,2.4366,1.79006,1.79921
C1_12860C_A,6.07666,6.23912,3.53392,3.45427,4.97621,4.85752,3.86239,3.91295,5.59858,4.67223,7.24296,6.30021,6.1862,5.15262,4.03271,3.27654,2.70619,2.6379,2.7959,2.73061,2.51125,2.56168,11.2837,9.95503,6.10046,5.55672,2.08789,1.14109
C1_10550C_A,2.36004,3.36813,2.43119,2.52177,3.2877,2.63294,2.06219,2.23922,4.79689,3.27226,4.11436,2.89546,1.81801,1.94779,2.90702,2.54374,1.59989,1.46608,1.67785,1.49155,4.86147,4.14277,14.4229,9.47626,5.65584,4.3388,1.73497,2.63855
C3_06030W_B,21.1601,21.115,26.0974,25.1273,25.9327,25.9755,22.9173,22.6169,15.084,15.1102,9.47447,9.2782,21.5645,21.3273,18.0616,17.4053,48.4079,47.1863,49.3962,47.9988,22.4994,22.2609,10.2635,10.1988,13.1489,13.1587,28.5525,27.8659
CR_04260W_A,78.6872,77.5833,65.1248,63.2749,69.5651,67.9059,66.1393,64.5985,80.7656,79.0605,112.78,110.444,89.4612,91.4594,63.8068,62.3326,114.038,111.16,100.485,98.1386,54.4158,53.1891,28.303,27.2682,90.3283,83.9082,69.079,66.9618
C3_04950W_A,425.356,401.814,478.934,445.945,530.248,506.614,588.896,541.417,452.922,410.721,560.307,519.257,440.095,409.469,476.813,441.976,480.34,447.567,474.282,453.482,482.471,452.842,684.519,614.606,425.438,400.73,584.529,543.126
C1_04450C_B,36.3931,35.8825,26.6667,25.9092,48.2548,49.2298,60.2422,58.4272,117.176,110.367,129.161,128.145,19.9928,21.8764,31.3756,33.8427,3.93196,3.83273,23.2853,22.7415,30.1155,31.5854,15.9367,15.354,84.8852,84.7324,133.983,135.543
C4_04010W_A,7.47629,9.13916,9.36258,8.68001,7.77512,5.85198,9.09581,7.80721,19.5752,17.9189,9.96903,9.76251,5.95055,7.39305,13.4282,11.8301,4.62344,4.50676,4.25868,4.15923,18.5062,17.8683,22.5723,12.8598,23.907,25.8182,5.83722,6.45347
C1_06290C_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7_01570C_A,2.47755,2.44279,4.44891,4.32253,3.43626,3.3543,2.75913,2.69485,2.11994,2.70902,2.4954,2.44371,2.07116,2.02365,1.92265,1.87823,3.79073,3.69506,6.09545,5.95309,3.17216,3.10065,1.94069,1.86974,3.38335,3.31201,1.88608,1.82827
C3_07200C_A,8.96786,8.84204,8.26646,8.03165,10.801,10.2318,14.8172,13.8118,8.37963,8.20272,7.10716,6.95993,13.3479,13.0417,9.27908,9.06469,6.74418,6.57397,6.29563,6.1486,15.0924,14.7521,9.94903,9.58527,13.6103,13.3234,5.72749,5.55195
C6_00210W_A,45.8282,46.6605,37.3257,35.8335,14.6751,13.5803,16.9689,15.7995,25.1797,24.6482,20.2155,20.5268,40.1157,41.1258,45.4847,45.3666,11.413,11.0627,14.9461,15.3629,28.8266,28.2655,34.9931,33.1029,25.8976,26.2282,19.2765,17.0321
C1_09000W_B,7.63695,7.08532,4.45641,4.80019,5.97674,5.83585,2.84252,3.28841,3.23482,3.16652,2.61037,3.56896,7.49156,8.07333,4.54937,5.01387,2.29215,3.04968,3.45899,3.80105,4.1995,3.22057,15.2725,14.3607,6.52071,7.68862,5.93231,6.02246
C3_03890W_A,6.93071,7.51086,5.05679,4.91315,6.41271,6.17652,8.4805,6.45574,10.1517,9.5182,14.1135,11.7947,6.37235,5.80493,8.00784,8.62086,6.64652,7.28255,6.96487,5.13868,13.0686,13.3258,18.2628,19.7355,12.3079,13.1033,11.0739,9.98446
C3_01410C_B,54.2399,52.3962,62.4615,61.0388,70.28,41.1882,75.8811,72.0023,106.148,92.0248,134.731,117.218,70.7358,62.5837,56.5516,60.2856,37.1152,32.9856,59.3213,52.2839,62.6643,63.1787,75.2989,55.3353,49.0025,42.1804,77.8985,74.7431
C3_00670C_B,8.84095,10.8005,19.2042,14.0028,14.0387,14.9236,11.398,19.8616,19.8045,17.7079,27.5487,27.1155,13.4704,10.4198,12.2531,11.3687,4.50642,6.29306,15.5529,19.1594,6.60943,6.49894,5.65453,6.26781,7.68436,9.2025,11.9043,10.3517
C1_09690W_A,80.023,81.3153,51.6326,43.9813,59.5279,64.3095,78.1035,73.4522,71.5481,65.3095,91.4166,84.2305,66.9097,73.474,58.4308,39.6724,15.0731,21.3475,29.3655,25.9758,111.106,126.555,157.083,167.657,85.8892,94.2471,46.5132,58.671
C2_09420W_B,2.16622,2.45482,3.39725,3.30075,1.92099,2.05113,2.46515,2.50209,4.20786,3.06266,2.18231,2.13445,3.38067,3.3698,2.79955,2.41024,8.89284,9.38397,13.2082,15.8381,12.8118,12.1284,30.1543,33.9707,18.4014,21.2614,17.9731,17.4222
C1_06250W_B,6.09474,6.54533,9.16299,7.87468,10.0239,9.2032,6.60068,5.27518,12.0886,11.4633,8.70966,8.71965,9.55852,10.6199,9.34894,9.60702,6.23311,5.81903,9.15596,7.59436,7.36874,6.95862,3.97439,3.37677,4.57224,4.32287,8.98602,8.69322
C6_03000C_A,15.1796,14.9666,14.9664,15.2872,5.63696,6.01797,8.63565,8.43446,2.01317,4.65664,5.06103,5.83901,4.2006,5.03356,12.5034,13.2073,4.16875,5.75479,10.7385,10.4877,12.3272,12.0493,9.58254,8.78915,11.7209,11.0967,6.75026,6.54337
C1_03600W_A,66.3605,64.7382,51.4767,49.3867,64.8654,63.3183,73.2804,72.8552,72.1421,71.5649,74.6351,73.9422,66.2855,65.4718,57.5045,56.1759,54.9512,53.5644,47.7354,46.6206,69.1593,67.6002,107.619,104.537,80.2019,79.2987,76.1356,74.3195
C7_00310C_B,47.4646,46.1172,36.7442,35.7005,74.3469,71.9771,65.7858,62.9892,124.488,121.86,155.202,151.145,44.6849,42.9634,33.5386,32.7638,12.0178,11.7145,11.2652,11.0021,48.11,45.5712,32.856,29.9743,69.5613,68.0947,15.087,13.6045
C1_02870W_A,14.8623,9.58876,2.93958,4.61174,10.3484,11.9211,20.7271,19.2932,9.76566,7.25167,4.65412,8.62327,3.10199,4.34127,5.19946,4.55463,17.1803,16.7468,18.7393,22.0635,3.57379,3.49322,12.2741,11.8254,10.4063,9.44512,11.9257,16.3385
CR_09830W_A,4.56003,4.20346,4.20338,3.8182,6.65497,5.72795,6.76918,6.06879,3.01301,2.549,3.4545,3.38294,5.01009,4.29697,5.50338,5.37623,3.08338,3.32647,5.32774,4.92,2.3527,1.98746,2.75826,2.65741,2.50933,2.45643,3.01957,2.70803
C3_04070C_B,7.00511,6.80684,5.98984,5.72887,4.75858,4.64508,5.41861,5.19965,9.09644,8.76757,6.81584,6.79807,6.59855,6.24279,7.09651,6.74281,3.83368,3.62727,3.27895,3.20238,10.8139,10.5701,9.99078,9.74878,11.5338,11.2906,4.09757,3.89715
C1_06700W_B,12.4553,12.0708,10.7585,11.1748,15.4032,16.1355,16.9235,15.5016,23.0506,23.054,21.8578,23.3987,10.4918,9.89863,5.17772,5.27289,13.6434,14.6219,16.9632,14.2095,17.6421,18.5524,16.6342,14.7229,14.6979,15.2883,9.99942,11.4062
CR_09670C_A,92.6376,93.7764,89.3819,86.2892,127.815,125.834,164.286,164.416,206.947,202.578,231.176,230.902,96.1993,93.9929,95.2225,94.7576,30.0597,29.9697,47.6415,45.3483,116.342,115.67,88.0244,85.5577,220.618,219.44,32.866,31.4024
C7_03180C_A,167.072,157.13,240.427,231.297,201.068,187.406,167.225,149.237,216.123,192.498,217.225,195.53,185.594,180.042,207.952,189.931,173.942,169.552,167.08,163.178,161.847,148.741,30.9302,26.6767,140.187,134.345,74.3898,70.2144
C1_04510W_B,2.44197,3.11456,2.64442,2.5693,7.60819,6.40772,3.28286,3.79484,2.38745,2.33704,4.79959,3.82867,2.2597,2.20787,3.01819,2.94846,6.27541,4.17586,5.50669,4.97366,4.00708,3.91675,4.99649,5.55759,5.26134,5.15041,3.32723,3.72763
C5_00740W_A,25.5689,25.3996,17.7483,17.5641,35.6758,32.5882,18.3592,17.9315,14.4307,14.126,9.06945,5.5254,19.3952,19.6274,15.6188,15.4492,25.0569,24.5367,13.0794,12.953,11.2682,11.0141,5.72831,5.51887,3.4614,5.10148,3.45595,3.35003
C1_09260C_B,29.9755,29.8775,11.5675,11.3825,18.5616,16.5225,15.655,15.1417,34.2753,32.4683,24.6296,24.4297,14.3149,14.6533,18.3134,18.8863,20.0804,19.5736,16.43,17.2808,25.4263,25.8484,12.4376,11.5126,15.688,16.8275,12.9894,12.3403
CR_02030C_A,0,0,4.60071,3.42948,3.49231,4.0337,4.12057,4.48939,4.39248,3.66062,2.67067,2.72507,3.14854,3.41852,2.92323,3.17286,8.12029,8.62167,11.2753,11.4294,2.92004,2.35543,2.70549,2.88517,0,0,4.59753,4.29536
C6_04350C_A,38.042,38.9291,39.6354,39.6877,20.0251,17.8754,17.1905,16.1884,23.6797,21.0764,27.0389,25.8055,35.117,33.638,32.8427,31.1487,36.136,35.6777,42.2092,40.7364,23.5644,21.2306,13.4274,12.4628,13.4789,13.1802,18.7771,17.163
C5_01240W_A,48.8229,43.3028,69.4991,65.7604,65.3106,63.0327,66.7828,62.1627,93.1743,94.609,86.6114,80.1532,54.8788,51.78,79.4968,74.0101,31.9245,29.3522,30.0328,30.8211,65.1783,65.6088,68.7343,64.1123,93.6878,90.6136,32.7599,27.948
C2_07660W_A,7.84747,7.64268,10.298,10.2651,9.52014,9.04851,9.70841,8.15022,9.37055,9.78036,11.9243,11.6773,11.221,11.3423,14.9383,14.5114,4.88963,5.49535,5.95679,6.60171,6.16713,6.30833,6.30625,5.37081,4.85794,4.20618,2.92532,3.05696
CR_05680C_B,62.4841,90.3604,28.84,63.7299,27.809,53.7744,50.0436,97.404,73.6828,73.5527,88.4403,102.746,46.0011,54.9442,55.4279,58.4518,14.8684,29.0068,21.8763,38.3352,28.871,46.9135,33.9784,48.8958,35.9157,55.0734,17.0369,32.9071
C2_07560W_B,2.09721,2.12981,2.13656,2.30702,2.08702,2.14342,2.52166,2.86154,4.50478,4.7066,2.85543,2.95475,2.20284,2.78912,1.84089,2.40833,6.4957,6.1704,10.4859,10.4845,9.9021,9.10079,9.93411,10.7008,10.148,8.8144,7.4183,8.64664
C5_02340C_B,9.25903,9.12913,11.0939,10.8918,13.8752,13.7621,12.9206,12.6196,12.5883,12.1523,16.056,15.5698,12.6754,11.7488,9.59145,9.36985,9.43153,9.05705,13.8615,13.5378,10.237,9.60797,12.0016,11.1026,10.484,10.1211,12.236,11.861
C3_07330W_A,9.68557,9.54968,10.1394,9.85143,12.6292,11.7609,9.06712,8.85588,6.10449,5.97562,8.77113,8.58943,7.95777,7.77525,21.2303,20.1251,4.91308,4.78909,4.32921,4.2281,11.1317,10.1895,19.6836,18.9639,14.1357,13.8376,14.3764,13.9358
C1_13770C_B,3.82787,3.77417,5.12653,4.98091,6.44943,6.2956,6.01787,5.87766,10.0553,9.84304,5.83486,5.71399,5.73705,5.60546,7.81587,7.63529,5.20803,5.07659,8.82572,8.61961,5.05284,4.93893,7.0176,6.76102,5.38923,5.2756,6.87331,7.3023
CR_06730W_A,6.35556,6.26639,4.67924,4.54632,4.94017,4.60154,6.90784,6.7469,8.40758,8.23008,6.3091,6.17841,6.8201,6.66368,4.86101,4.7487,4.49597,4.38251,4.71199,4.60195,7.66655,7.49372,8.34239,7.72633,7.0021,6.85446,6.59127,6.38926
C5_00670C_B,1.15858,1.32075,1.02684,1.25843,1.26177,1.17781,1.10861,1.08278,1.74989,1.86621,1.96608,1.92535,1.38537,1.27958,1.28274,1.10781,1.58984,1.54972,1.09505,1.04697,0,1.09632,1.98995,1.66848,1.42708,1.22353,1.01632,0.985175
CR_04240C_A,15.4018,14.3848,21.7237,20.4652,32.7213,31.8501,29.4244,28.6083,17.6664,15.4204,10.2288,8.72829,21.8035,21.3742,17.7015,19.1518,33.2869,34.9898,29.8099,27.1582,18.7388,16.2426,7.63918,5.97979,10.8323,11.017,15.7842,17.0162
