,GD1_S1_R1_001 RNA-Seq (Reads) (extracted reads) [GD1_S1_R1_001] (single) sampled (GE) - CPM,GD2_S2_R1_001 RNA-Seq (Reads) (extracted reads) [GD2_S2_R1_001] (single) sampled (GE) - CPM,GD3_S3_R1_001 RNA-Seq (Reads) (extracted reads) [GD3_S3_R1_001] (single) sampled (GE) - CPM,GD4_S4_R1_001 RNA-Seq (Reads) (extracted reads) [GD4_S4_R1_001] (single) sampled (GE) - CPM,GD5_S5_R1_001 RNA-Seq (Reads) (extracted reads) [GD5_S5_R1_001] (single) sampled (GE) - CPM,GD6_S6_R1_001 RNA-Seq (Reads) (extracted reads) [GD6_S6_R1_001] (single) sampled (GE) - CPM,GD7_S7_R1_001 RNA-Seq (Reads) (extracted reads) [GD7_S7_R1_001] (single) sampled (GE) - CPM,GD8_S8_R1_001 RNA-Seq (Reads) (extracted reads) [GD8_S8_R1_001] (single) sampled (GE) - CPM,GD9_S9_R1_001 RNA-Seq (Reads) (extracted reads) [GD9_S9_R1_001] (single) sampled (GE) - CPM,GD10_S10_R1_001 RNA-Seq (Reads) (extracted reads) [GD10_S10_R1_001] (single) sampled (GE) - CPM,GD14_S14_R1_001 RNA-Seq (Reads) (extracted reads) [GD14_S14_R1_001] (single) sampled (GE) - CPM,GD15_S15_R1_001 RNA-Seq (Reads) (extracted reads) [GD15_S15_R1_001] (single) sampled (GE) - CPM,GD16_S16_R1_001 RNA-Seq (Reads) (extracted reads) [GD16_S16_R1_001] (single) sampled (GE) - CPM,GD17_S17_R1_001 RNA-Seq (Reads) (extracted reads) [GD17_S17_R1_001] (single) sampled (GE) - CPM,GD18_S18_R1_001 RNA-Seq (Reads) (extracted reads) [GD18_S18_R1_001] (single) sampled (GE) - CPM,GD19_S19_R1_001 RNA-Seq (Reads) (extracted reads) [GD19_S19_R1_001] (single) sampled (GE) - CPM
CSH1,115.2844363,111.503477,136.1323445,132.5023031,141.2006593,120.3004038,136.4334859,54.21961616,108.9630767,57.61076003,151.6293277,187.6688495,140.8527729,157.959791,95.99763676,90.48198238
CAALFM_C104030WA,9.914059603,10.86790497,13.83618723,12.55850516,12.34779428,12.95800041,12.87273583,13.44928141,12.75767309,11.57036185,12.84719829,15.36362728,18.57073206,13.34401613,16.3261287,15.50410939
CAALFM_C104040CA,66.31702031,75.891133,61.63988623,78.91039338,80.76910144,127.991604,97.55256951,73.58376479,113.7733469,87.50086147,80.48391871,74.24733023,69.65507808,93.01891247,49.75016673,75.03988943
MFALPHA,0,0,0,0,0,0,0.262708895,0.070415086,0.209142182,0,0,0,0,0.111200135,0.118735482,0.24806575
IFI3,8.976243154,7.306670572,8.065644687,9.805036113,10.24140585,10.19920032,14.01114104,19.71622406,13.07138636,17.83764118,8.312893013,11.32378903,10.91697987,20.23842447,26.65611559,20.71349014
BET4,0.267947557,0.675406524,0.590169123,0.671577816,1.016877176,2.758800087,0.437848158,1.126641375,0.731997636,1.205246026,2.15919299,1.101774068,2.491919318,5.949207193,7.658438554,6.57374238
MAD2,3.818252685,4.175240327,3.475440394,4.701044712,3.486436033,6.01920019,3.415215629,6.266942648,4.182843636,4.178186223,7.71911494,6.182176714,9.077706088,7.450409008,7.183496628,6.635758817
CAALFM_C104090CA,8.507334929,6.631264049,7.475475564,8.596196045,8.933992335,8.527200269,5.77959568,8.30898014,6.065123272,8.677771385,10.6880053,7.589999133,10.85764846,11.73161418,10.32998689,8.930367006
POR1,459.9989682,377.490846,432.6595418,342.9076328,381.9826479,435.5560137,575.4200487,559.5182728,528.7114356,497.1238107,526.73513,871.0136102,699.8733399,510.297417,697.92716,613.4045837
CAALFM_C104110WA,6.229780696,6.876866421,4.983650376,7.857460447,7.408676571,13.79400044,9.720229099,10.42143272,16.62680345,13.73980469,7.179316693,4.345886601,8.247066315,10.95321324,15.55434807,8.186169756
CAALFM_C104120CA,7.301570924,7.920676503,5.77054254,8.663353826,9.73296726,16.38560052,8.756963152,8.520225397,9.30682709,11.40966238,8.690751786,9.854756939,9.255700325,14.23361721,11.93291589,11.90715601
ERB1,65.98208587,79.88217155,63.21367056,75.08239983,85.85348732,114.8664036,98.42826583,60.62738898,105.4076596,88.62575776,108.3375083,95.36466653,97.77816753,107.5861301,57.05239884,83.04000987
IFD6,86.54706086,69.7510737,90.16472719,114.4368598,129.65184,267.7708084,124.1737375,20.98369561,116.7013374,35.9966813,8.528812312,14.32306288,11.86628247,34.36084155,7.005393406,12.58933682
CAALFM_C104150CA,1.540698452,2.21042135,1.442635635,3.425046862,3.413801949,3.929200124,1.663822999,3.379924125,2.718848364,2.410492051,2.645011413,1.40782242,2.491919318,2.502003025,5.105625703,3.720986253
CAALFM_C104160CA,1.071790227,2.149020757,1.639358676,2.283364574,2.396924773,2.090000066,1.225974841,2.746188351,1.463995273,2.410492051,2.860930712,1.958709454,3.500553328,3.336004034,5.580567629,3.845019128
HTA2,37.17772351,33.95452795,31.41011224,28.4748994,25.34929533,40.88040129,44.57294244,25.34943093,36.39073963,25.31016654,30.17472204,40.39838248,36.37015576,29.5236357,35.02696703,31.69039958
CAALFM_C104180WA,41.93379264,31.49850423,23.93463667,25.25132588,26.43880659,40.71320128,30.03638361,16.26588485,28.86162109,18.72148827,26.93593255,20.93370729,29.36904911,27.35523308,22.85658018,20.52744083
CAALFM_C104190CA,22.30663411,27.50746568,28.72156401,37.87698882,39.07713721,36.11520114,27.05901614,24.08195939,24.05135091,24.18527025,26.12623518,30.8496739,26.9364612,32.13683886,29.32766392,28.58957771
CAALFM_C104200CA,5.024016691,5.403252188,6.491860358,4.701044712,5.22965405,8.778000277,5.254177891,8.168149968,7.842831818,9.07952006,11.1198439,10.83411167,15.12951015,15.95721929,17.81032222,19.34912851
CDC3,34.23030038,35.36674159,42.88562297,37.67551548,33.12114232,51.41400162,39.75661271,50.20595627,45.90670891,44.51375322,39.83711067,53.00757459,47.22780422,49.03925929,53.37159892,50.5433966
CAALFM_C104220CA,13.46436473,15.9027536,16.39358676,16.31934093,18.23115509,14.46280046,16.98850852,11.54807409,13.803384,11.97211052,12.14546057,13.34370815,14.83285308,13.3996162,11.99228363,9.488514944
CAALFM_C104230WA,58.88147561,41.4454003,40.65609517,35.86225537,34.93699442,48.90600154,31.96291551,43.23486276,28.65247891,39.13032097,39.13537295,34.33862511,37.4974526,42.25605109,38.94523792,30.76015302
HHF1,25.4550179,19.463988,15.93456633,14.84186973,16.34266891,28.84200091,24.25678793,14.9984133,20.705076,13.41840575,15.33027023,18.11806245,18.274075,14.90081802,16.68233515,16.6824217
HHT21,39.32130396,18.78858147,9.901726404,3.76083577,3.559070117,36.78400116,28.37256061,6.619018077,23.42392436,12.05246026,5.451962301,4.468305942,4.271861688,15.17881835,6.946025665,11.78312313
CAALFM_C104270CA,0.133973778,0,0.262297388,0.201473345,0.145268168,0.919600029,1.401114104,0.492905602,1.254853091,1.526644966,0.269899124,0.06120967,0.059331412,1.167601412,1.306090296,0.992263001
CAALFM_C104280CA,0.803842671,0.61400593,0.459020429,0.671577816,0.581072672,3.009600095,0.525417789,1.478716805,1.777708545,1.205246026,1.565414918,1.285403079,2.135930844,5.337606454,6.055509555,5.085347879
ACS2,472.2575689,348.079962,413.1839608,345.5267863,370.9422671,364.2452115,359.0354892,282.0124191,404.6901218,180.4655049,363.176261,422.163097,251.802514,240.1366904,140.6421778,109.9551438
SSA2,199.8888774,104.9950141,138.0995749,153.7913199,173.6680949,3630.162915,2830.075351,723.5150079,3072.716935,1590.523005,86.20578014,78.22595881,54.58489935,2233.843901,597.7737814,1235.181387
GIG1,2.009606676,1.903418384,1.049189553,2.887784609,3.776972369,33.52360106,10.07050762,9.224376257,20.91421818,13.01665708,0.701737722,0.550887034,1.067965422,12.12081466,9.914412702,12.2172382
GPM2,21.50279144,19.4025874,16.65588415,28.4748994,37.98762595,90.78960286,59.7224887,52.88172953,113.3550625,71.27021499,20.89019218,21.79064267,32.03896266,43.53485264,38.47029599,47.93870622
RPN4,2679.341594,3306.974541,3375.242791,4181.982218,5034.413632,3936.055324,4169.978283,3258.669347,4659.269526,3717.94294,1247.041912,1129.930516,1190.662783,1518.549036,1766.9027,1937.951657
CAALFM_C104340CA,2.947423125,3.315632024,3.934460823,4.298098022,5.22965405,6.604400208,3.327645998,4.576980585,4.287414727,4.820984103,5.182063177,4.774354294,4.983838636,6.950008403,8.489586924,7.441972505
CAALFM_C104350CA,12.92846962,13.69233225,16.7214585,11.88692734,12.20252612,10.61720034,13.57329289,15.98422451,14.74452382,17.75729145,24.02102202,23.44330378,15.30750438,13.3996162,19.235148,21.20962164
CAALFM_C104360CA,62.90068897,58.14636161,60.85299406,61.78515907,60.21365566,94.21720297,81.70246621,81.61108459,86.27114999,75.28770174,85.93588101,87.40740938,109.4664558,90.62810958,99.44096572,83.47412493
CAALFM_C104370CA,30.14410014,35.18253981,38.09869564,39.15298667,40.09401438,37.70360119,36.51653634,32.39093953,35.03131545,33.98793793,33.68341065,39.35781809,32.51361396,35.36164276,32.77099288,34.29508996
SIT4,68.2596401,62.13740016,68.8530644,62.99399914,60.28628974,50.5780016,42.20856239,46.96686231,33.56732018,45.96004845,56.678816,59.12854164,44.67655349,43.70165284,44.52580555,41.3029474
NOP4,97.93483202,114.0209013,99.60743317,121.0183224,114.979755,113.7796036,152.1960196,106.6788552,138.5566954,109.5970386,91.33386349,103.3831334,69.2397582,109.2541321,59.9020504,87.07107831
APE2,280.2061576,208.6392152,217.1822374,147.4113306,128.5623287,159.007205,196.4186835,203.7108436,163.7583284,200.0708403,302.179059,401.8414864,339.5536728,273.6635309,308.4747808,275.2289498
ESS1,29.94313948,30.02489,27.93467184,26.52732373,23.60607731,27.25360086,25.22005388,20.49079001,19.97307836,19.44463588,18.94691849,22.1579007,20.11334878,16.17961956,17.75095448,17.98476689
URA6,31.88575926,38.06836769,39.41018258,34.92204643,31.3779243,25.3308008,26.62116798,27.60271368,19.24108073,21.45337926,38.86547383,41.07168886,36.54815,29.8572361,33.24593481,32.00048177
CAALFM_C104430CA,9.110216932,8.104878282,10.29517249,6.648620378,7.408676571,9.530400301,9.545089836,9.576451686,8.470258363,8.838470855,12.03750092,16.03693365,13.76488766,10.1748123,12.28912233,13.33353407
CAALFM_C104440WA,0,0,0,0,0,0,0,0,0.522855455,0.401748675,0,0,0,0.055600067,0,0
FMA1,1.272750895,1.596415419,1.967230412,1.746102322,1.234779428,4.180000132,6.480152733,3.661584468,4.078272545,7.311825889,0.863677196,1.530241761,1.305291071,2.446402958,2.077870926,2.294608189
CAALFM_C104460CA,87.08295597,78.46995791,106.6238883,79.11186672,95.00538191,49.24040155,44.83565134,39.08037269,35.24045763,34.71108554,67.5827406,84.46934519,52.44896851,39.8652482,52.12487636,44.40376928
CAALFM_C104470CA,31.28287726,52.9887118,65.5087727,95.49836543,138.6584664,32.68760103,34.50243482,30.06724169,46.84784872,24.02457078,14.46659304,13.28249848,20.35067443,11.23121358,13.95141907,12.7133697
TUS1,211.6785699,245.9093751,321.3798749,310.268951,323.9480148,558.6152176,583.3888852,408.4074984,653.8830314,555.6987676,141.5351005,123.5823246,102.0500292,220.2874664,352.5256445,375.3854964
CAALFM_C104490WA,29.27327058,35.12113922,45.11515077,61.51652794,58.61570581,124.7312039,119.2698381,156.3919058,159.2617714,161.6636669,16.94966497,17.62838508,14.18020755,32.9152398,71.06318565,78.82289212
ICL1,3154.546587,4392.659827,5772.181899,5641.320812,6969.530899,5582.139376,5513.121292,2574.093881,5389.907738,2457.175247,1404.285141,1636.1957,602.7478179,2173.406628,723.6333918,1416.641483
CAALFM_C104510WA,18.55536831,21.06040341,18.36081717,20.14733448,22.2986638,17.63960056,19.70316709,16.54754519,23.21478218,18.23938986,22.8874457,18.60773981,18.51140065,17.62522131,14.90130292,19.10106276
PHO85,34.7661955,34.32293151,35.67244479,34.18331083,30.86948571,32.10240101,28.10985172,39.71410846,28.65247891,34.79143528,35.51872469,40.09233413,41.70998287,38.86444699,42.5666701,34.91525434
CAALFM_C104530CA,37.51265796,32.23531135,34.16423481,28.40774162,24.84085674,15.7168005,20.05344562,20.91328052,18.19536982,21.69442846,23.75112289,26.68741631,27.58910674,13.67761654,16.08865774,17.42661895
VPS16,32.08671993,28.98107992,28.9838614,24.24395916,19.68383677,24.66200078,29.1606873,38.23539166,25.82905945,29.24730356,37.30005891,43.45886601,37.91277248,40.31004874,46.54430873,41.92311178
ELC1,4.488121577,4.912047444,5.573819499,4.566729149,5.084385882,3.678400116,3.502785261,3.943244812,3.137132727,3.053289932,3.508688609,4.896773635,4.56851875,3.780804571,5.046257962,3.596953378
CAALFM_C104560WA,22.373621,18.05177436,16.26243807,14.03597635,11.62145344,12.45640039,10.33321652,14.29426244,7.529118545,11.81141105,15.22231058,15.60846596,14.00221331,12.23201479,17.15727707,13.64361626
CHL4,1.339737784,2.394623129,2.819696923,2.149049011,2.106388437,4.096400129,4.203342313,3.168678867,2.927990545,2.490841787,1.13357632,1.101774068,0.889971185,3.00240363,2.43407737,2.480657502
CAALFM_C104580CA,10.78488916,10.74510378,12.2624029,9.737878332,10.67721035,14.71360046,13.92357141,13.66052667,14.74452382,11.40966238,12.25342022,10.28322463,13.52756201,12.00961452,10.98303204,8.868350569
CAALFM_C104590WA,13.19641717,9.025887178,9.245982934,11.75261178,20.11964128,31.93520101,13.48572325,10.42143272,21.22793145,8.999170325,19.32477726,11.44620837,15.48549862,24.79762998,12.64532878,11.84513957
CAALFM_C104600CA,39.05335641,46.54164953,40.91839256,48.95802279,47.13952053,34.35960108,47.81301881,42.38988173,39.52787236,40.25521726,40.1070098,44.86668843,47.70245552,34.52764175,31.0493284,30.51208727
ATP1,725.4680101,733.0002798,886.0405773,773.4561707,731.9336647,709.0952224,1324.753386,865.4718211,1071.749111,856.2871264,788.9151388,1483.538782,1203.775025,913.2311042,647.108374,603.2959044
CAALFM_C104620WA,41.39789753,38.31397006,40.65609517,37.27256879,36.8254806,31.26640099,27.05901614,38.0241464,28.96619218,24.82806813,39.6751712,34.27741544,28.59774075,32.69283953,19.41325122,21.33365451
CAALFM_C104630CA,136.5192802,133.0550851,153.3783977,136.9347167,130.5960831,112.6092036,109.6371787,115.8328164,87.94428745,94.00919001,102.561667,107.912649,104.1859601,83.1221005,105.1996366,91.3502125
CAALFM_C104640WA,144.0887987,122.9853879,131.5421402,122.4286359,127.4001834,131.2520041,105.1711275,100.0598371,91.70884672,88.22400908,91.76570209,76.69571705,76.53752191,90.12770898,76.46565006,57.61327048
DUR3,5.358951137,6.385661677,6.950880787,7.051567068,8.280285579,11.03520035,8.406684626,9.083546085,8.470258363,7.7939243,5.613901775,9.242660235,8.247066315,6.282807597,9.201999813,9.922630007
"DUR1,2",375.461514,433.3653857,470.1680683,374.0016857,399.1242917,453.7808143,354.4818684,163.1517541,486.9875703,103.5708085,124.1535969,156.941595,114.1536373,102.8601244,60.02078588,58.66754992
HAT1,4.153187131,3.868237362,5.11479907,5.775569217,3.776972369,10.86800034,7.618557942,9.646866772,7.110834181,7.874274035,8.85269126,9.609918258,10.85764846,15.45681869,14.48572874,12.52732038
PIL1,120.7103744,107.880842,127.6076794,90.59584738,80.18802876,163.3544052,213.0569135,224.0608034,218.4490089,267.7253172,346.7124144,514.7733283,420.303725,347.7228204,443.1208168,497.4338455
CAALFM_C104690CA,0.535895114,0.61400593,0.459020429,0.671577816,0.581072672,1.504800048,3.152506735,3.379924125,3.241703818,3.294339137,0.377858773,1.040564397,0.711976948,3.725204504,5.402464407,5.395430066
CAALFM_C104700CA,52.04881291,37.02455761,41.31183864,29.213635,21.79022521,33.94160107,30.8245103,35.84127874,26.56105709,32.38094322,56.51687652,51.78338118,49.71972354,49.81766024,51.47183121,59.16368142
CAALFM_C104710CA,5.89484625,6.999667607,5.11479907,7.185882631,7.045506151,17.05440054,10.94620394,9.998942202,15.26737927,10.68651476,6.639518445,5.080402646,6.111135471,14.84521795,9.439470776,11.84513957
CAALFM_C104720WA,10.38296783,11.17490793,7.672198605,17.66249656,27.31041559,26.16680083,9.895368362,10.28060255,19.45022291,15.66819833,19.97253516,8.263305508,16.96878393,20.68322501,20.06629637,20.46542439
LYS21,56.00103938,61.09359008,61.57431188,66.21757266,63.04638493,67.46520213,65.15180585,73.02044411,70.69005745,71.10951552,71.5232678,105.3418428,104.1266287,81.23169822,97.89740446,85.27260162
LPG20,27.73257213,24.06903247,19.27885803,18.46838994,17.21427791,38.53960122,21.62969899,9.85811203,19.65936509,9.400919001,9.176570209,9.181450565,7.891077841,13.73321661,8.014644999,8.496251943
IFE1,5.291964247,4.789246258,5.573819499,5.708411436,7.118140235,5.434000172,9.19481131,7.323168937,10.97996454,8.034973505,7.017377219,8.997821553,10.20500292,13.34401613,9.676941739,9.426498507
SYG1,37.2447104,42.05940624,45.50859685,58.62874334,59.5599489,41.38200131,43.43453723,42.81237224,50.29869472,43.71025587,53.60196598,56.43531614,67.16315877,40.86604941,49.45332803,49.17903497
ERG3,154.6057403,136.6777201,139.6733592,120.0109557,120.2820431,186.5952059,167.783414,99.21485607,179.443992,106.8651476,174.3008541,96.95611796,88.64113003,127.7689545,77.65300488,59.53578004
CAALFM_C104780CA,34.29728727,29.04248051,31.93470701,28.34058383,25.63983166,33.77440107,26.00818056,32.25010936,24.88791963,27.39925965,40.53884839,32.62475434,34.70887622,41.14404975,40.25132822,33.92299134
CAALFM_C104790WA,4.421134688,3.315632024,2.032804759,2.216206793,2.977997445,1.839200058,2.27681042,1.54913189,1.777708545,2.169442846,3.670628084,2.632015829,1.661279545,1.723602084,1.899767703,1.488394501
CAALFM_C104800CA,1.004803338,0.921008896,0.852466512,0.40294669,0.581072672,1.421200045,1.926531894,1.337886633,1.673137454,1.848043906,1.295515794,1.040564397,1.127296834,2.00160242,1.721664481,1.798476689
TCO89,102.2889798,97.56554235,99.80415621,87.90953611,80.40593102,57.26600181,73.99633864,61.0498795,58.24609763,50.62033308,71.68520728,54.10934866,54.11024805,61.32687415,49.75016673,48.18677197
CAALFM_C104820CA,5.09100358,5.157649816,6.557434705,6.514304815,6.537067562,5.517600174,6.129874207,4.929056015,6.274265454,4.901333838,5.451962301,4.101047919,5.695815584,4.559205513,4.571316036,3.845019128
SEC21,74.28846013,64.59342388,68.52519267,65.6803104,56.07351287,82.93120262,81.08947879,146.1817184,85.95743672,102.2852127,95.9221486,120.8278894,123.5873319,116.1485404,136.4270682,111.5055547
CAALFM_C104840CA,10.18200716,12.03451624,12.2624029,11.81976956,12.63833062,11.36960036,8.494254258,9.083546085,9.620540363,7.63322483,10.31014653,7.896047486,10.0863401,8.951610824,7.183496628,6.635758817
CAALFM_C104850CA,1.339737784,1.41221364,1.311486941,2.08189123,2.396924773,3.009600095,1.75139263,0.844981031,1.882279636,1.687344436,2.968890362,1.101774068,2.195262257,1.668002017,1.959135444,1.302345188
CAALFM_C104860WA,44.54628132,41.13839734,44.32825861,40.1603534,35.445433,37.8708012,33.8894474,44.15025888,31.99875382,44.35305375,52.68430896,56.98620317,53.33893969,52.5976636,52.77792151,53.83026779
SAP7,0.602882003,0.675406524,0.786892165,0.604420034,1.162145344,0.836000026,2.189240788,1.90120732,2.509706182,2.169442846,1.079596495,0.856935386,1.00863401,1.61240195,2.43407737,2.976789002
MRPL37,4.823056023,5.464652781,5.245947764,5.574095873,7.553944739,4.347200137,5.341747523,5.281131445,7.319976363,7.552875095,5.613901775,4.22346726,6.526455357,4.837205849,4.274477333,3.28687119
YBN5,131.0933422,120.8977677,118.0338247,113.9667554,109.0963942,107.2588034,128.6397887,126.3246642,123.080174,121.5691491,170.3603269,205.419654,200.302848,136.6093652,127.996849,124.6530395
MNN15,143.8208511,119.3013523,130.558525,114.3025443,116.2145344,129.3292041,132.843131,116.9594577,142.9486813,82.35847842,113.9514101,109.198052,114.8656143,77.11729324,61.14877295,55.56672804
CAALFM_C104910CA,28.87134925,28.85827873,26.55761055,22.6321724,22.51656605,20.56560065,21.71726862,18.73041286,18.29994091,18.48043906,32.7117738,25.83048092,25.27518166,25.63163099,19.47261896,18.1708162
CAALFM_C104930CA,3.34934446,2.149020757,2.098379106,2.820626827,3.195899697,4.012800127,3.064937103,6.05569739,3.973701454,4.258535958,5.020123703,3.488951215,4.153198864,3.669604437,6.411715999,2.542673939
CAALFM_C104940CA,2.143580455,2.456023722,2.163953453,1.007366724,1.670583933,1.839200058,2.802228209,2.887018523,3.137132727,2.892590462,2.698991238,5.202821987,4.924507224,3.00240363,3.562064444,3.969052003
RPM2,366.4852708,381.6660864,420.2004159,511.3393491,650.2203202,937.8248296,683.8312525,469.8798684,926.4998654,544.2087555,274.4874089,183.2617533,216.8563121,386.5872674,273.4478138,322.2994259
CAALFM_C104960CA,32.62261504,27.26186331,29.18058444,33.37741745,32.7579719,58.43640184,26.79630725,36.19335417,37.12273727,36.88052839,29.79686327,23.25967476,31.86096842,47.64925761,30.81185744,31.13225165
CAALFM_C104970WA,102.2889798,103.5213999,103.8041914,121.4212691,144.6870954,152.1520048,91.33512568,83.72353717,108.3356502,81.55498107,146.9870628,102.2813593,102.4653491,162.2965962,86.02385632,106.2961739
CAALFM_C104980CA,27.12969013,27.44606509,28.13139488,30.35531728,31.8137288,32.35320102,30.47423177,22.0399219,29.38447654,22.33722634,28.44736765,27.78919038,24.44454188,25.29803059,17.39474803,19.59719426
CAALFM_C104990CA,5.024016691,4.113839734,4.262332558,4.63388693,4.430679126,3.929200124,4.203342313,6.619018077,3.973701454,4.901333838,4.804204404,7.283950781,7.475757954,4.837205849,4.690051518,4.651232816
RHD1,56.87186894,65.45303219,85.11550247,117.5932756,170.7627315,153.7404049,90.45942936,150.8995291,116.0739109,112.6503285,113.1956925,136.6199844,218.2209346,105.2509273,184.9898801,144.6843488
CAALFM_C105010CA,32.35466749,29.59508585,28.13139488,26.39300817,30.28841304,46.31440146,19.79073672,25.91275162,18.50908309,19.44463588,42.32018261,34.39983478,31.50497995,47.03765687,32.05857999,25.42673939
ARG2,15.87589274,14.55194055,15.08209982,13.36439854,9.587699091,14.21200045,10.85863431,15.4913189,8.993113818,13.41840575,17.48946322,18.73015915,15.30750438,17.95882171,18.87894155,17.86073401
