,cyr1∆/∆ pH 4 replicate 1,cyr1∆/∆ pH 4 replicate 2,cyr1∆/∆::CYR1 pH 4 replicate 1,cyr1∆/∆::CYR1 pH 4 replicate 2,cyr1∆/∆ pH 7 replicate 1,cyr1∆/∆ pH 7 replicate 2,cyr1∆/∆::CYR1 pH 7 replicate 1,cyr1∆/∆::CYR1 pH 7 replicate 2
orf19.4748,63,69,83,52,121,150,66,85
orf19.4749,564,869,737,646,2347,2539,448,459
orf19.475,243,258,293,411,281,272,221,303
orf19.4750,151,180,193,188,79,111,74,102
orf19.4751,219,248,679,671,369,416,379,411
orf19.4751.1,964,777,1595,1748,990,904,1246,1032
orf19.4752,2017,2839,981,941,1987,2338,366,478
orf19.4753,4864,5510,1737,1557,3533,4434,1021,1442
orf19.4754,10797,10189,2907,2729,11457,11586,1581,1670
orf19.4755,1005,1203,1531,1213,1782,1904,1076,1188
orf19.4756,351,422,204,221,351,425,97,135
orf19.4757,285,327,549,517,199,234,267,298
orf19.4758,1785,1777,3941,4302,1565,1509,3469,3142
orf19.4759,9696,8154,13694,14351,8766,8978,14164,12675
orf19.4760,111,119,474,386,88,114,768,702
orf19.4761,165,192,402,453,139,158,341,309
orf19.4763,999,766,384,428,650,727,126,142
orf19.4764,1765,1817,853,775,1542,1585,394,547
orf19.4765,1646,2648,2741,2939,3058,3358,1565,1816
orf19.4766,538,510,1257,1082,346,354,924,1214
orf19.4767,82,90,107,61,68,76,81,81
orf19.4768,183,241,421,337,152,189,367,385
orf19.4769,89,80,841,739,238,283,2826,3528
orf19.477,372,421,396,423,791,788,291,299
orf19.4771,433,499,1519,1308,456,571,1885,2554
orf19.4772,1862,2519,820,829,2451,2739,436,745
orf19.4773,68,36,56669,52593,81,75,16237,21063
orf19.4774,907,880,1568,1302,803,851,586,654
orf19.4775,793,830,3968,3610,845,826,3302,3939
orf19.4776,214,193,645,580,78,87,189,252
orf19.4777,17969,22779,6110,5053,19912,21656,2373,2282
orf19.4778,318,408,735,660,521,564,371,407
orf19.4779,605,440,10141,9086,225,265,6680,8515
orf19.478,211,193,250,270,232,234,159,231
orf19.4780,2599,2823,1576,1281,3210,3254,1130,1581
orf19.4781,158,214,253,228,286,309,167,162
orf19.4783,480,655,243,319,656,908,234,257
orf19.4784,30707,56641,14780,14574,36098,45876,8308,14335
orf19.4785,1022,923,1287,980,853,942,714,897
orf19.4786,319,300,378,318,266,293,238,231
orf19.4787,308,307,430,407,318,339,264,331
orf19.4788,1484,2725,4187,4141,3130,3777,1608,2274
orf19.4789,32,73,248,230,50,41,166,231
orf19.479.2,600,482,511,568,645,624,580,521
orf19.4791,2205,2360,1227,933,1461,1599,704,827
orf19.4792,96,85,3183,2846,42,47,2993,4000
orf19.4793,9,11,90,112,8,14,244,286
orf19.4795,1876,2267,1313,1255,2760,2644,783,929
orf19.4796,665,566,934,944,764,720,639,617
orf19.4798,2445,2726,1794,1507,2811,2996,853,1175
orf19.4799,823,708,1211,978,693,755,648,884
orf19.48,1590,1725,7020,6631,1323,1421,4641,5904
orf19.480,186,159,520,520,196,159,445,649
orf19.4800,1719,1804,1205,1019,1690,1666,657,810
orf19.4801,240,234,251,214,162,172,67,130
orf19.4802,199,121,1402,1206,307,284,529,893
orf19.4803,0,0,2,1,0,0,3,8
orf19.4804,7,7,25,25,1,0,34,43
orf19.4805,308,274,716,578,721,757,469,538
orf19.4807,283,278,1979,1717,297,319,1354,1763
orf19.4808,1490,1637,1214,1152,2464,2350,1082,1165
orf19.4809,520,647,1222,1140,887,877,622,676
orf19.481,992,1460,811,724,1356,1346,487,621
orf19.4811,548,597,2460,2257,746,810,1069,1441
orf19.4812,243,237,219,252,256,253,107,139
orf19.4813,561,599,1819,1705,699,827,822,1000
orf19.4814,1,1,13,7,1,0,7,12
orf19.4815,150,150,605,525,158,194,402,469
orf19.4816,2317,2186,1286,1121,1702,1716,885,950
orf19.4817,594,640,476,408,684,705,316,285
orf19.4818,442,678,452,367,598,687,231,280
orf19.4819,34,70,62,60,36,54,48,43
orf19.482,3915,4172,3315,2937,3507,3695,1766,2253
orf19.4820,372,489,439,459,496,520,252,341
orf19.4821,121,71,2102,1385,46,23,62,309
orf19.4822,1,1,23,6,0,0,5,9
orf19.4823,784,1004,234,207,740,864,111,116
orf19.4824,2970,3261,491,409,2614,2876,255,304
orf19.4825,171,129,484,603,171,149,405,321
orf19.4826,8862,6592,9472,9415,11015,10940,3552,3975
orf19.4827,3453,4102,6936,7219,4774,4735,2971,4085
orf19.4828,6269,6271,7691,6119,3988,4559,4814,5749
orf19.4829,1850,1888,1834,1604,1703,1776,949,1142
orf19.4830,629,450,755,861,537,543,625,484
orf19.4831,1515,1786,1084,1020,3089,3465,743,877
orf19.4833,7097,5570,116208,112687,7316,6831,75656,78974
orf19.4834,0,1,55,44,1,1,54,56
orf19.4835,247,277,473,412,256,318,213,316
orf19.4836,7823,12460,1404,1178,5946,6417,477,490
orf19.4837,542,537,516,531,677,645,360,359
orf19.4837.1,160,157,80,59,140,168,47,59
orf19.4839,683,655,630,708,1010,986,398,428
orf19.484,602,544,1977,1768,800,827,796,861
orf19.4841,1645,1301,3582,3385,1625,1629,2063,1909
orf19.4842,725,610,1982,1926,552,531,1438,1144
orf19.4843,549,545,3220,3196,982,1012,2256,3281
orf19.4844,263,253,930,875,274,351,614,841
orf19.4845,1304,1102,420,394,1089,1150,220,248
orf19.4846,289,321,439,348,328,361,193,225
orf19.4847,0,3,0,0,0,0,2,1
orf19.4848,1421,1595,1289,988,1590,1630,874,963
orf19.4849,793,910,1764,1902,575,617,1057,1377
orf19.485,280,309,369,386,483,479,292,254
orf19.4850,6380,6402,7509,6647,4637,4923,3945,4716
orf19.4851,549,636,947,751,805,777,537,629
orf19.4853,138,174,462,407,343,384,624,584
orf19.4855,161,166,267,328,140,157,177,213
orf19.4856,8,7,33,15,4,3,19,23
orf19.4857,228,271,378,352,315,358,241,220
orf19.4858,669,847,728,587,778,712,393,485
orf19.486,602,608,962,988,648,730,667,695
orf19.4861,72,68,102,69,54,54,58,82
orf19.4861.1,330,257,290,284,304,255,131,133
orf19.4862,872,790,665,552,850,943,372,407
orf19.4862.2,1148,844,1286,1405,822,760,1117,920
orf19.4863,299,390,967,928,397,442,433,605
orf19.4864,1573,1507,1078,1024,1524,1596,506,479
orf19.4865,569,617,632,566,685,843,408,405
orf19.4866,829,1012,682,637,863,1059,373,495
orf19.4867,573,748,1824,1394,1160,1147,856,1187
orf19.4869,915,1007,1578,1462,458,481,590,588
orf19.487,986,941,1700,1451,686,678,913,1022
orf19.4870,59,95,308,299,119,162,173,228
orf19.4871,3427,2456,8958,8258,1752,2146,3881,4333
orf19.4872,9,1,97,117,0,0,72,116
orf19.4873,70,44,12888,13339,43,35,6622,8678
orf19.4874,1370,1341,3425,3114,1152,1283,1697,2001
orf19.4875,307,306,470,385,247,234,204,235
orf19.4878,3075,3690,1397,1399,3663,3710,945,1125
orf19.4879.2,5707,5265,2954,3402,5349,5418,2148,2058
orf19.488,597,758,772,764,829,914,435,478
orf19.4880,80,73,148,129,84,84,62,94
orf19.4882,8695,3657,6758,8724,3711,4694,4148,2781
orf19.4883,2392,2095,1421,1331,2201,2260,2123,3175
orf19.4884,5,3,32,8,1,4,23,44
orf19.4885,2202,1585,13886,14481,2445,2607,7985,8783
orf19.4886,463,289,545,690,33,43,112,110
orf19.4887,1700,1395,7421,7085,1184,1361,11326,12430
orf19.4888,273,259,818,861,341,384,3183,3175
orf19.4889,303,372,429,439,379,428,317,400
orf19.489,1978,2196,687,852,1161,1306,412,478
orf19.4890,695,955,1077,1009,1368,1461,1084,1207
orf19.4892,645,573,1450,1520,474,493,891,1303
orf19.4893,2480,2815,1863,1436,2623,2765,981,1321
orf19.4894,311,239,1563,1531,313,267,870,981
orf19.4895,47,39,239,238,52,56,121,114
orf19.4896,48,57,235,253,81,83,109,172
orf19.4897,366,349,1627,1760,292,343,945,893
orf19.4898,10142,8278,2760,2786,7362,7461,2213,2378
orf19.4899,12638,10588,428,355,1168,1114,131,158
orf19.490,1847,2043,1058,1018,1461,1746,555,771
orf19.4900,936,817,267,237,1253,1338,114,149
orf19.4901,608,605,452,411,497,506,260,340
orf19.4903,473,549,213,216,397,481,137,160
orf19.4904,243,235,369,305,255,266,162,262
orf19.4905,385,337,517,433,399,335,140,197
orf19.4906,982,1250,1032,843,1117,1321,304,460
orf19.4907,14639,12706,14605,12482,4055,4912,2218,2939
orf19.4908,26,18,32,40,13,17,10,19
orf19.4909,670,654,1127,1130,837,884,549,726
orf19.4909.1,7076,8083,4138,4839,8337,8022,2728,3103
orf19.491,2354,2217,1672,1605,3300,3354,899,1069
orf19.4910,1502,1527,3449,3147,776,696,1037,1042
orf19.4911,243,231,276,246,101,122,95,121
orf19.4912,510,459,814,872,444,452,534,748
orf19.4913,1326,1406,1530,1472,1364,1414,2757,3243
orf19.4914,193,196,360,308,200,185,343,366
orf19.4914.1,29774,23646,20283,20648,20713,20984,28554,29303
orf19.4916,195,236,668,555,190,201,640,643
orf19.4917,50,84,80,54,72,87,90,112
orf19.4918,928,964,1285,1405,1097,1057,1348,1438
orf19.4919,240,230,293,281,274,271,193,237
orf19.492,10487,11888,5143,4646,9497,9570,2964,3025
orf19.4921,268,339,1045,951,316,328,1162,1251
orf19.4921.1,44,35,6330,7617,9,14,1612,1794
orf19.4922,634,630,359,402,641,705,434,366
orf19.4923,87,100,201,167,73,84,108,124
orf19.4923.1,4,6,28,20,5,10,10,19
orf19.4924,673,728,823,745,625,618,505,653
orf19.4927,3259,3244,7031,6548,3058,2794,3169,3703
orf19.4928,1644,1788,1425,1419,1506,1702,810,931
orf19.4929,545,419,1997,1561,419,455,709,763
orf19.493,9625,11352,4007,4620,13645,13769,2676,3569
orf19.4930,1183,930,786,737,1233,1302,692,519
orf19.4931,830,1285,2585,2650,1892,1812,1037,1610
orf19.4931.1,5457,6357,2506,3114,7426,7078,1665,1894
orf19.4932,742,770,2369,2195,1230,1426,816,872
orf19.4933,5,2,279,338,0,2,168,276
orf19.4934,338,114,6020,3051,106,82,370,2050
orf19.4936,14,12,108,90,2,0,189,160
orf19.4936.1,181,25,23061,24549,178,151,29901,31322
orf19.4937,1940,2212,2709,2441,3800,3899,2102,2520
orf19.4939,1512,1462,1320,1078,1473,1645,588,638
orf19.494,135,83,191,176,70,77,80,134
orf19.4940,68,107,338,338,298,372,185,217
orf19.4941,15754,16941,8340,7951,13831,14616,6265,6575
orf19.4942,13,26,18,21,3,5,43,42
orf19.4943,10504,10616,2763,2520,8603,8520,1521,1493
orf19.4945,937,1152,1430,1437,2529,2296,1319,1416
orf19.4946,64,53,247,242,55,60,284,277
orf19.4947,44266,33773,24236,25229,30653,28579,35068,27813
orf19.4948,27,27,85,59,29,34,36,52
orf19.4949,7,2,20,11,1,0,18,22
orf19.4950,935,1022,930,849,1095,1314,603,762
orf19.4951,663,779,1610,1638,589,672,914,1096
orf19.4952,1493,1294,2410,2409,1206,1112,3187,4248
orf19.4952.1,7218,2671,1078,1329,2033,2650,564,387
orf19.4953,1982,1673,1041,947,1994,2145,570,670
orf19.4954,929,951,1049,914,1374,1435,642,747
orf19.4955,1,3,21,4,1,9,17,17
orf19.4956,3598,3837,4113,3739,3832,4131,2147,2884
orf19.4958,404,422,442,428,277,275,194,245
orf19.4959,1964,2117,1519,1408,1653,1675,1152,1394
orf19.496,226,274,273,305,202,170,165,190
orf19.4960,2218,2264,2698,1988,1685,2620,837,1073
orf19.4961,5163,4571,12098,10417,3364,3534,11288,13276
orf19.4962,14,21,64,60,28,28,32,35
orf19.4963,34,64,133,159,90,123,110,99
orf19.4964,46,57,96,97,88,66,56,59
orf19.4965,136,164,152,154,120,159,80,90
orf19.4966,162,169,1020,1021,200,225,544,742
orf19.4967,496,337,2001,2046,331,316,2081,1936
orf19.4969,2944,3419,2232,1847,3181,3486,1103,1421
orf19.497,1257,1248,1047,1056,1259,1390,597,753
orf19.4970,2849,3266,1115,1093,3536,3701,762,1008
orf19.4972,369,392,250,293,458,781,71,50
orf19.4975,105,59,91892,89477,33,40,86000,57858
orf19.4976,8,14,15,5,15,17,17,13
orf19.4979,1304,1416,1337,1161,1202,1252,2134,2324
orf19.498,789,780,1928,1867,1372,1367,970,1023
orf19.4980,165816,187778,230422,174703,150839,151870,297972,394046
orf19.4981,147,141,187,197,144,161,199,265
orf19.4982,13521,4995,4373,6717,3635,5930,3241,2056
orf19.4983,109,108,357,466,105,105,205,225
orf19.4984,2270,2304,2010,1685,1341,1404,846,1158
orf19.4985,408,456,344,348,500,558,198,244
orf19.4987,762,747,608,567,692,695,317,432
orf19.4988,239,227,528,476,275,301,245,385
orf19.499,87,60,549,558,94,100,357,436
orf19.4991,904,1047,891,871,669,923,442,572
orf19.4993,1589,1396,1064,907,1466,1571,545,681
orf19.4995,9,9,51,18,1,0,11,18
orf19.4996,26,15,45,32,4,5,21,16
orf19.4997,2230,2458,845,745,2691,2736,725,855
orf19.4998,3602,6411,6855,5783,11696,13693,9257,12491
orf19.50,833,731,2171,1943,677,784,2226,2241
orf19.500,158,199,338,277,147,162,120,173
orf19.5000,1932,1653,3191,3106,1075,973,1757,1920
orf19.5001,1337,1373,1483,1520,1303,1242,1168,1338
orf19.5003,1422,1406,836,797,1045,1156,425,475
orf19.5004,430,542,692,621,599,652,424,425
orf19.5005,6669,5452,6778,6614,2251,2268,2683,2597
orf19.5006,2906,2489,3908,4016,3063,2718,2389,2521
orf19.5006.1,2914,2520,2377,2337,2309,2292,1514,1749
orf19.5007,26699,22157,21080,21768,25719,24431,15880,15878
orf19.5008.1,83,92,77,113,102,101,68,66
orf19.5009,154,189,291,313,200,214,249,338
orf19.501,184,268,645,631,302,308,275,334
orf19.5010,21,34,185,185,22,32,134,149
orf19.5011,844,924,613,580,1047,1035,573,556
orf19.5012,15,19,126,107,17,27,137,93
orf19.5013,787,657,1598,1881,1132,1249,1118,857
orf19.5014,380,221,720,912,266,542,529,396
orf19.5015,1479,1511,3393,3593,2595,2520,3334,3976
orf19.5016,790,751,463,547,539,525,257,255
orf19.5017,273,291,348,291,238,271,140,201
orf19.5019,1577,1226,12501,11747,722,771,7750,8838
orf19.5020,70,81,201,180,96,95,122,157
orf19.5021,3589,3953,1186,1123,7633,7669,779,945
orf19.5022,2273,2252,4484,4107,2659,3043,1860,2831
orf19.5023,19,6,128,94,8,10,60,128
orf19.5024,37896,38985,12240,11179,41672,41126,6151,6664
orf19.5025,230,474,1107,1130,2512,2818,24,51
orf19.5026,1765,1457,7350,6731,1311,1295,5295,6957
orf19.5027,728,955,1320,1279,1235,1378,906,1063
orf19.5029,1131,1241,746,586,982,1107,454,583
orf19.5030,2448,2168,1944,1934,2342,2211,1668,1657
orf19.5031,2463,2790,2085,1705,2387,2613,1272,1524
orf19.5032,3696,6398,1413,1384,4647,4987,869,1344
orf19.5033,166,148,95,121,141,141,59,66
orf19.5034,1254,1704,1366,1330,2305,2455,948,993
orf19.5035,215,342,327,327,381,366,267,332
orf19.5037,136,169,1124,1275,104,108,857,1139
orf19.5038,55,96,269,287,112,112,121,201
orf19.5039,136,146,156,178,144,162,143,149
orf19.504,1869,1959,3074,2273,2262,2615,1556,2010
orf19.5040,879,926,714,626,748,797,290,365
orf19.5041,249,267,216,226,307,291,178,179
orf19.5042,49,57,30,26,58,81,30,38
orf19.5043,57,32,76,87,75,71,43,55
orf19.5045,1222,820,5005,4518,567,657,4460,5070
orf19.5046,159,180,174,92,214,249,80,96
orf19.5049,40,34,136,168,37,44,86,137
orf19.505,5201,4990,5269,4701,4682,4674,3790,4040
orf19.5050,40,49,486,529,36,36,266,349
orf19.5051,326,389,253,234,524,435,148,172
orf19.5052,144,151,80,89,193,202,60,85
orf19.5053,388,356,1074,832,238,294,414,575
orf19.5054,3602,2669,4757,4452,2042,2176,2176,2237
orf19.5056,152,169,256,296,185,306,183,229
orf19.5057,64,75,92,85,114,88,107,97
orf19.5058,8768,7553,20185,17953,7147,7902,18894,26237
orf19.5059,563,889,778,772,1029,1213,480,645
orf19.506,1467,1086,18054,15987,1591,1725,18982,23299
orf19.5061,1161,1384,1661,1500,1685,1805,754,1181
orf19.5063,3030,3474,5176,5453,2314,2151,1472,1639
orf19.5064,499,532,825,871,775,974,386,390
orf19.5064.1,744,674,1362,1191,606,577,809,933
orf19.5065,125,108,61,50,102,171,93,113
orf19.5066,56,39,121,132,34,51,88,83
orf19.5067,21,22,107,117,27,20,84,85
orf19.5068,4100,3789,4267,3449,3819,4362,2697,3468
orf19.5069,163,57,6090,5802,19,33,3827,5271
orf19.5070,1718,1554,2399,2441,704,749,763,1130
orf19.5071,152,207,201,193,277,334,183,231
orf19.5073,2325,1756,1527,1625,3338,3426,1244,1049
orf19.5074,571,600,850,798,818,842,508,558
orf19.5076,4918,4299,4333,4927,4685,4743,4338,4130
orf19.5076.1,305,279,87,89,276,282,48,55
orf19.5077,2260,2087,2779,2597,2764,3089,2685,2728
orf19.5078,5447,5548,1859,1859,5070,4989,1349,1357
orf19.5079,34579,25053,38116,31330,12448,13680,19715,22705
orf19.5079.1,3105,2619,4683,4791,2956,2866,4506,4290
orf19.508,1107,1386,29,27,945,1225,39,51
orf19.5081,1429,2168,2148,1955,3374,3782,1160,1536
orf19.5083,750,1057,1242,1257,2622,2709,790,906
orf19.5085,698,871,1820,1692,2028,2099,1202,1332
orf19.5087,777,738,1232,966,780,814,669,930
orf19.5089,690,654,1574,1399,555,571,1216,1318
orf19.5090,218,243,569,618,308,296,484,508
orf19.5092,50,50,47,65,63,89,39,62
orf19.5093,750,735,947,868,851,970,561,661
orf19.5094,1101,1244,5251,4527,534,533,3247,4288
orf19.5095,5781,6707,4038,3335,5352,5697,2528,3444
orf19.5097,239,541,1402,1348,322,341,905,1280
orf19.5098,194,233,633,627,199,182,586,505
orf19.51,1525,1529,2318,2146,2100,2280,1021,1125
orf19.510,421,647,552,335,161,137,60,136
orf19.5100,1547,1937,14663,14377,2852,3011,6783,11999
orf19.5101,1976,1750,1694,1684,1609,1634,1078,1378
orf19.5102,942,1138,7659,6869,1545,1570,9258,11294
orf19.5103,224,302,135,129,256,253,154,182
orf19.5104,976,898,622,614,788,859,410,467
orf19.5105,1866,2115,1686,1393,1682,1893,697,1087
orf19.5106,83,184,461,460,178,281,279,436
orf19.5107,718,735,1095,876,696,655,652,647
orf19.511,817,639,936,863,544,583,406,500
orf19.5110,1178,1727,874,831,1601,1738,469,688
orf19.5112,15861,16376,10228,9614,19564,19043,7062,6557
orf19.5113,10290,8736,5535,3681,34086,31868,4059,5564
orf19.5114,856,700,3333,3220,886,819,4057,3754
orf19.5114.1,59612,35814,69699,70203,40832,40679,74774,65188
orf19.5117,108846,124153,54314,44045,116055,116979,46123,47703
orf19.5118,3545,2273,29914,26441,3076,3186,24807,30074
orf19.512,338,437,813,794,529,503,446,589
orf19.5121,5,6,39,45,2,2,82,98
orf19.5124,2239,2097,1274,935,943,1106,368,527
orf19.5125,1961,1451,4257,3910,1156,1072,5575,7213
orf19.5126,287,354,405,511,575,743,315,367
orf19.5129,460,472,390,388,559,609,257,301
orf19.513,10,6,21,19,4,5,10,11
orf19.5130,7296,5449,5095,4667,8950,9413,2987,2694
orf19.5131,3304,3041,6605,5877,2774,2820,3447,4588
orf19.5132,62,74,127,67,57,92,68,92
orf19.5133,3462,3325,7824,6498,2283,2592,2744,4369
orf19.5134,101,67,313,292,43,61,139,171
orf19.5136,878,827,333,346,446,574,291,336
orf19.5137,17,16,18,18,33,32,24,20
orf19.5137.1,3155,3258,2014,2090,3398,2929,1985,2130
orf19.5138,736,929,1118,752,1237,1413,759,884
orf19.5139,2167,2081,4352,3632,2519,2633,3577,4287
orf19.514,250,249,257,325,221,223,191,156
orf19.5140,499,503,1046,912,577,562,491,615
orf19.5141,115,134,45,38,367,462,67,103
orf19.5142,188,197,144,112,281,258,85,84
orf19.5143,321,328,1330,1146,583,622,721,735
orf19.5144,18,18,44,29,14,18,20,29
orf19.5145,63,41,98,124,30,39,54,45
orf19.5147,564,673,1808,1736,1291,1306,2401,3347
orf19.5148,5,0,2854,2499,0,0,1880,2489
orf19.515,52,41,191,226,45,46,146,122
orf19.5155,412,654,495,439,835,875,289,357
orf19.5156,565,635,869,1000,772,769,667,647
orf19.5157,104,136,76,73,131,127,89,94
orf19.5158,7220,6215,1752,1800,3905,3741,972,1109
orf19.5159,2541,1468,5538,4699,1051,1095,2247,2873
orf19.516,677,639,1610,1346,707,718,1034,919
orf19.5160,1211,1396,1773,1493,1622,1779,1159,1494
orf19.5161,524,315,1282,1259,447,450,799,848
orf19.5162,621,773,904,828,955,914,538,672
orf19.5163,759,888,891,824,888,895,505,665
orf19.5164,639,786,516,468,1189,1189,312,326
orf19.5165,406,357,590,593,406,431,328,423
orf19.5166,258,323,1081,1166,584,587,702,808
orf19.5167,490,439,1300,1099,740,802,605,746
orf19.5168,822,917,1527,1403,835,757,695,948
orf19.5169,83,56,906,554,34,52,141,283
orf19.517,330,275,773,775,387,362,860,831
orf19.5170,4251,6927,6018,4950,6670,8157,5954,8961
orf19.5171,2727,2530,1599,1403,4924,5093,1138,1097
orf19.5172,7,5,43,14,3,4,27,42
orf19.5174,261,219,540,509,258,260,388,457
orf19.5175,1722,1751,3354,2904,1905,1904,1359,1861
orf19.5177,1774,1759,3157,2769,2415,2678,1719,2122
orf19.5178,2427,2635,4359,4333,5254,4982,3680,2982
orf19.5179,135,203,75,74,260,246,53,59
orf19.518,912,1288,1734,1586,1837,1813,900,1169
orf19.5180,1230,921,1519,1757,1600,1776,1920,1540
orf19.5181,1490,2051,3545,2624,2682,3200,1703,2440
orf19.5182,1356,1470,1929,1750,2155,2049,1550,1596
orf19.5184,3146,3573,3983,3283,4387,4562,2325,2835
orf19.5188,960,1309,2735,2661,1450,1464,2442,2508
orf19.519,471,516,567,637,498,443,385,428
orf19.5190,575,655,393,446,410,522,166,235
orf19.5191,138,191,45,45,360,387,57,71
orf19.5194.1,1175,1199,1467,1496,689,594,543,597
orf19.5195,930,895,1730,1686,1186,1090,755,881
orf19.5196,1625,1462,1067,1244,1271,1273,570,679
orf19.5197,11251,12196,7274,6628,11258,11163,4351,4641
orf19.5198,323,385,728,674,208,243,246,452
orf19.52,539,590,1031,876,665,767,353,456
orf19.520,187,176,416,402,193,177,282,362
orf19.5200,549,535,898,695,532,611,480,623
orf19.5201,732,530,1985,2240,803,737,1510,1451
orf19.5201.1,7697,4647,9095,10221,5656,5373,9811,8116
orf19.5203,72,62,389,213,46,38,100,173
orf19.5204,993,1107,183,144,714,821,93,140
orf19.5205,1562,1229,1582,1298,958,1031,1380,1536
orf19.5206,159,157,404,338,132,158,415,508
orf19.5207,65,92,254,341,121,107,170,239
orf19.5209,664,678,406,393,868,909,312,320
orf19.5210,404,920,62,66,676,804,53,64
orf19.5210.1,339,320,372,440,452,390,288,256
orf19.5211,1000,1609,2055,2199,1753,1799,598,1000
orf19.5212,3,11,20,23,13,8,23,33
orf19.5213,740,938,781,791,667,650,558,689
orf19.5213.1,14323,12078,18589,20568,11071,10636,21722,17328
orf19.5213.2,10096,8522,10544,11976,7460,6895,12963,10259
orf19.5214,472,529,655,635,543,574,661,705
orf19.5215,154,104,2670,2454,67,76,1484,2049
orf19.5216,7,6,136,168,0,0,91,86
orf19.5217,39,24,392,379,16,12,191,266
orf19.5219,2269,2108,3534,2801,1924,1976,2316,2789
orf19.522,1642,1349,3486,3654,1470,1354,2083,2391
orf19.5220,33,19,92,74,27,28,120,167
