,WT air-1,WT air-2,WT CO2-1,WT CO2-2,sfl2 air-1,sfl2 air-2,sfl2 CO2-1,sfl2 CO2-2
orf19.5158,1308.21,1477.43,1025.12,1011.29,3439.17,3225.6,3797.56,3515.29
DUG3,394.059,382.468,365.668,334.005,461.772,409.904,428.424,463.202
orf19.516,763.123,783.083,766.756,766.975,1032.09,874.421,956.335,947.768
orf19.5160,3152.73,3105.79,3438.94,3590.56,3657.99,3328.09,3390.06,3301.73
orf19.5161,1834.72,2174.57,1752.29,1658.69,2825.77,2585.07,2964.91,3046.26
BCK1,1143.45,1006.7,1155.34,1194.79,852.038,850.454,868.499,795.309
SFI1,727.196,647.253,708.416,680.381,565.153,530.193,621.125,569.049
ECM39,1538.63,1510.68,1646.03,1684.46,1480.94,1612.8,1667.98,1698.41
orf19.5165,449.484,417.815,389.658,350.415,408.086,333.406,336.913,324.339
DBF4,914.432,905.454,1078.54,1197.78,635.959,552.056,606.233,571.962
IFM1,1969.96,1874.02,1860.98,1901.52,1340.4,1206.39,1172.42,1226.5
orf19.5168,1472.98,1248.73,1625.19,1559.6,1766.78,1765.97,1758.36,1753.19
orf19.5169,149.899,153.499,169.811,139.169,242.947,241.345,244.686,274.814
HAP31,621.509,553.556,501.141,473.302,1181.12,1305.1,1537.58,1328.63
ENA21,6526.19,6448.23,6380.95,6417.23,3533.07,3424.8,3455.18,3266.69
PMT1,6241.25,5946.8,6211.14,5990.45,4389.42,4551.85,4653.51,4695.14
LIP9,8.95287,15.475,7.9848,19.7188,3.44956,8.71655,9.15884,8.73966
TAF19,613.224,561.55,666.744,636.053,950.25,868.076,900.766,776.859
orf19.5175,3691.73,3406.39,3103.49,3403.97,3024.78,2729.12,2863.63,2803.49
orf19.5177,636.761,631.903,749.046,712.339,746.072,750.852,806.656,809.875
ERG5,12931,12563.9,13711,13608.7,11826.9,11388.4,11255.5,11832.5
LIP5,416.249,409.33,379.211,389.673,223.132,247.475,233.034,236.942
orf19.518,4364.8,3965.7,3674.35,3792.48,2955.02,2613.12,2547.68,2515.85
PRX1,14428.7,14095,12569.2,12300.5,12542.8,11521.7,9982.81,9910.78
NIK1,2357.6,2423.47,2097.76,2032.87,1651.33,1448.2,1696.69,1581.01
POL3,2227.43,2136.19,2326.31,2367.93,1816.93,1643.45,1613.31,1727.54
orf19.5184,5137.45,4947.78,4721.38,5030.7,4515.2,3840.07,3892.56,3877.5
CHS1,1686.06,1494.06,2144,2097.84,1108.77,1064.98,1107.81,1117.71
orf19.519,1163.92,1109.78,1006.56,1006.43,1101.21,1165.44,1145.04,1162.54
orf19.5190,74.3301,74.1911,60.4237,59.7911,149.042,176.986,181.049,185.475
FGR6-1,69.3748,75.4703,64.5909,90.7175,46.5218,45.9705,57.3622,43.6983
orf19.5194.1,372.347,466.015,276.366,280.574,409.731,286.723,293.781,386.498
URA6,1859.98,1815.61,2131.7,2183.01,1409.35,1232.97,1265.6,1376.73
ESS1,905.812,999.26,697.18,730.466,603.665,582.903,540.075,676.174
APE2,17027.5,15684.2,13841.9,14518.3,10477.1,9034.45,9301.02,9194.99
NOP4,4873.58,4442.51,4386.97,4536.91,4333.42,3791.03,3290.26,2729.69
orf19.52,1278.35,1384,1233.55,1272.11,1106.74,1124.53,1070.99,1082.1
orf19.520,623.716,606.845,639.467,599.682,540.835,523.21,447.656,501.885
SIT4,1139.73,1202.41,925.108,991.707,1150.12,1035.87,1140.07,1096.34
orf19.5201,1208.61,1261.61,1821.36,1667.74,1790.32,1961.83,2002.61,2018.38
orf19.5201.1,2762.04,3209.03,2601.2,2766.91,3865.36,5045.02,4362.13,4832.61
orf19.5203,393.816,445.681,295.89,344.196,112.427,67.8979,108.841,1.19815
orf19.5204,1560.93,1456.96,820.929,911.299,926.99,925.54,828.167,701.115
orf19.5205,185.825,168.849,162.519,150.509,221.409,275.292,264.404,229.173
orf19.5206,1051.77,1009.38,973.03,988.615,831.361,760.576,617.54,641.88
orf19.5207,1096.37,1130.65,1068.87,1144.28,879.606,887.997,803.071,728.305
orf19.5209,959.355,1086.41,1110.07,1110.14,1298.81,1202.87,1472.6,1281.57
orf19.5210,197.717,174.836,121.326,142.384,106.325,154.022,137.128,132.311
orf19.5210.1,231.61,194.432,305.216,335.036,232.594,381.508,258.13,401.783
IDP1,4280.23,4134.23,4484.93,4587.42,3097.16,2893.89,2682.58,2992.12
orf19.5212,8.67185,8.9541,7.29252,8.24705,3.44606,5.36323,8.06656,4.85537
orf19.5213,1162.03,1088.56,1172.01,1178.3,769.332,888.763,936.617,942.912
COX8,4013.83,4372.16,4652.63,4265.79,6150.35,7611.95,7962.59,8452.22
COX9,4947.91,6197.51,4833.9,4509.07,8640.13,10384.7,9902.14,10587.6
VPS33,843.647,894.131,726.126,697.906,1475.77,1657.24,1747.76,1189.57
TES15,227.946,228.969,256.28,239.164,283.438,267.395,292.189,257.334
orf19.5216,257.678,264.785,442.76,429.877,308.422,363.167,321.766,308.801
TES1,199.453,180.361,183.355,226.794,173.164,169.325,159.539,187.417
IRA2,2715.53,2403.54,2901.38,2947.29,2508.73,2541.4,2799.99,2521.88
PIM1,5522.73,5204.89,4574.49,4621.44,4510.89,4233.12,4143.52,4215.43
orf19.5220,361.74,382.468,348.999,372.148,217.963,252.072,223.175,198.099
orf19.5221,796.571,787.961,896.98,919.546,832.223,786.862,930.343,837.065
orf19.5223,7.43301,15.3499,13.5432,17.525,26.7069,31.4132,43.0216,42.7272
PKH2,2620.14,2290.97,2240.89,2313.3,1908.25,1796.68,1941.35,1947
orf19.5225,485.624,408.051,379.211,366.994,328.237,444.382,445.453,495.247
RPL27A,42559.3,43344.4,45323,46334.4,39962.1,39036.3,42048.5,42855.9
WRS1,1441.62,1530.67,2073.77,2015.15,1696.68,1624.48,1566.03,1654.39
orf19.5227,398.905,504.472,472.155,440.48,727.724,700.889,775.487,785.598
RIB3,2234.86,2146.43,1891.89,1907.13,2362.27,2552.13,2716.64,2721.92
orf19.5229,2014.35,2077.35,1898.14,1897.85,1653.25,1523.16,1407.17,1365.33
MRPS9,1660.04,1889.31,2068.99,2209.18,1660.14,1762.97,1719.07,1789.69
orf19.5231,3.71651,3.83747,6.25073,5.1544,6.0306,15.3235,6.27399,11.6529
ATP19,1664.99,1951.99,2237.76,2085.47,1788.5,2372.84,2272.08,2340.29
CSI2,1083.98,1192.17,1149.09,1166.96,1343.96,1759.14,1586.42,1471.18
orf19.5233,1.23884,1.27916,1.04179,1.03088,0,0,0,0
RBD1,568.625,569.225,528.187,458.742,535,671.936,725.99,689.462
orf19.5235,313.425,377.351,362.542,329.882,354.944,528.661,466.068,632.169
orf19.5236,68.136,75.4703,94.8027,72.1617,107.689,93.4734,116.517,99.0495
VPH2,106.54,89.541,155.226,157.725,180.057,196.141,181.946,163.14
orf19.5238,865.946,831.452,1066.79,1051.5,634.075,651.249,614.851,599.152
orf19.5239,448.458,466.892,588.61,591.726,763.302,816.743,982.327,872.995
orf19.524,703.659,658.766,646.95,621.621,715.919,619.069,574.518,611.776
SNT1,2866.67,2640.18,3129.53,3020.48,3622.67,3308.34,3473.1,3300.68
CDC6,136.272,171.407,183.355,174.219,226.578,241.215,259.026,338.905
TRP3,1009.65,913.318,1531.43,1424.68,1379.28,1278.75,1390.14,1519.73
MCD4,568.625,695.861,705.291,678.32,690.935,714.075,806.656,870.082
BUL4,218.035,207.223,308.369,288.647,334.268,372.361,386.298,390.372
orf19.5246,920.455,849.36,1094.92,1067.99,966.619,954.654,962.609,896.301
orf19.5247,380.322,382.468,368.793,347.407,492.786,462.173,461.586,451.549
MSO1,774.272,790.519,602.154,636.053,709.888,870.972,903.454,913.78
orf19.5249,64.4194,55.0037,51.0476,71.1308,110.274,113.394,114.724,100.992
orf19.5250,618.179,740.632,578.192,524.718,687.489,682.662,725.99,772.003
ZCF30,680.121,672.836,611.53,692.752,521.216,599.915,511.778,550.599
orf19.5253,360.501,350.489,361.501,347.407,255.008,344.013,347.758,282.582
orf19.5254,147.421,181.64,173.762,146.02,255.129,277.171,262.606,334.247
PXA2,375.367,406.772,394.012,375.606,395.314,353.392,435.599,449.41
orf19.5256,12.3884,10.2333,12.5015,12.3706,18.0918,21.4529,21.5108,10.6818
LCB4,662.777,629.345,586.527,628.837,660.782,540.92,565.555,667.128
orf19.5258,235.379,179.082,234.402,286.585,238.64,271.992,297.566,301.033
orf19.5259,125.122,165.011,157.31,149.478,139.565,143.275,156.85,167.996
NHP2,3495.24,3637.38,3252.8,3007.44,3168,3539.54,3173.08,2958.35
RPN2,8032.61,7658.31,7007.07,7373.89,6454.47,5529.49,5688.72,5585.61
orf19.5262,3.71651,0,4.16715,2.06176,3.44606,3.0647,3.58514,2.91322
SER33,7750.15,7269.45,9010.43,9086.18,6430.34,5960.84,5537.24,5825.47
orf19.5264,2.47767,1.27916,0,4.12352,1.72303,3.0647,0.896284,2.91322
KIP4,303.515,324.906,382.336,364.932,292.915,264.33,290.396,280.64
orf19.5266,85.4796,102.333,140.641,137.107,281.715,288.848,295.774,288.409
orf19.5267,1095.13,1239.5,1239.73,1192.73,738.318,938.565,736.746,828.326
MED10,246.528,222.573,337.539,306.172,344.606,377.724,351.343,450.578
orf19.5269,474.474,463.055,438.593,463.896,445.403,403.008,359.41,354.442
orf19.5269.1,302.276,392.701,429.217,417.507,376.482,496.481,519.845,533.119
orf19.527,323.336,299.323,386.503,341.222,461.772,501.845,507.297,462.231
orf19.5270,56.9864,56.2829,25.0029,17.525,59.4445,49.8014,67.2213,74.7727
orf19.5271,137.511,148.382,184.397,183.497,166.272,176.986,189.116,190.33
orf19.5274,2195.22,1980.13,1856.47,2060.73,979.542,1145.43,1017.28,854.545
orf19.5275,883.29,841.685,846.974,849.446,1055.36,1046.6,928.55,932.231
orf19.5276,142.466,126.637,156.268,144.323,217.963,304.172,331.625,320.454
orf19.5277,515.356,427.238,517.769,549.46,472.971,547.815,415.876,465.144
orf19.5278,682.598,579.458,441.718,493.792,715.057,749.319,689.243,718.594
orf19.5279,1408.56,1533.71,1234.52,1219.53,1799.7,1645.74,2022.91,1992.64
SEC26,7555.66,7236.19,6811.21,6919.27,6708.61,6049.72,6367.2,6179.91
MUP1,5823.77,5653.87,4514.07,4490.52,4477.29,4190.98,3836.99,3440.51
orf19.5281,7248.43,6353.57,7973.85,7764.59,6831.81,6343.16,6360.93,6269.25
orf19.5282,88.7535,84.1953,54.4002,57.1205,125.266,150.938,153.844,146.647
orf19.5284,23.5379,12.7916,26.0447,23.7103,18.0918,21.4529,26.8885,33.0165
PST3,16657.7,15804.3,13703.3,13753.9,10825.5,11252.5,9944.14,9653.66
YCP4,6721.92,6622.19,5603.78,5736.85,4694.39,4856.78,4584.49,4622.31
orf19.5287,360.501,356.885,432.342,477.298,366.144,360.868,316.388,332.107
IFE2,5053.21,5403.16,2899.3,2831.83,8473.86,6395.26,7225.84,7358.8
orf19.5288.1,884.529,854.477,1584.56,1469.01,1720.44,2428.01,2158.25,2538.39
orf19.5289,1.23884,1.27916,3.12536,5.1544,3.44606,1.53235,6.27399,2.91322
orf19.529,953.903,862.152,955.32,960.781,661.643,637.458,713.442,623.429
orf19.529.1,181.072,320.373,248.986,219.577,335.986,401.473,441.718,431.124
orf19.5290,250.805,185.883,210.064,179.117,402.408,333.715,390.396,430.066
orf19.5291,247.767,235.365,250.029,243.288,276.546,317.196,406.913,458.347
AXL2,566.148,564.108,765.714,719.555,597.891,675.766,692.828,660.33
orf19.5293,1739.32,1707.67,1541.85,1464.88,2289.04,2486.24,2487.19,2550.04
PDB1,9207.03,10018.4,10066.8,9901.61,11249.7,10797.7,11587.2,11597.5
orf19.5295,262.633,257.111,269.823,237.103,434.203,456.64,470.549,548.657
orf19.5296,458.369,503.988,526.103,527.811,721.088,852.753,795.9,760.351
orf19.5297,546.326,569.225,694.873,672.134,638.382,645.119,742.123,681.694
ECM1,1430.85,1225.43,1141.8,1033.97,1911.7,1982.09,1846.35,1654.71
orf19.53,854.796,680.511,800.093,853.569,888.221,853.519,854.159,841.921
orf19.530,25.8134,13.4869,0.00124824,0.000363165,0.00441994,0.00314684,0.150118,0.0325875
orf19.5300,931.604,949.134,1037.62,1037.07,1121.69,1193.7,1241.35,1281.82
PGA31,8.67185,10.2333,8.33431,11.3397,3.44606,5.36323,3.58514,3.88429
PGA30,0,1.27916,4.16715,2.06176,2.58454,2.29853,1.79257,5.82644
orf19.5304,0,0,0,0,0,0,0,0
RHD3,1788.88,1729.42,841.765,821.612,1375.84,1119.38,921.38,849.689
orf19.5306,0,0,0,0,0,0,0,0
JEN2,35.9262,37.0955,56.2566,73.1925,436.788,395.346,409.602,363.181
orf19.5308,2.47767,2.55831,0,2.06176,14.6457,9.96028,11.6517,8.73966
orf19.5311,662.777,670.278,640.7,641.208,598.753,603.746,608.577,624.4
MET4,771.865,697.143,992.347,1176.99,681.909,724.247,709.328,667.334
FGR29,428.031,444.64,514.708,489.464,425.646,415.63,504.482,452.343
RAD1,1258.02,1182.45,1283.42,1399.11,1291.35,1335.08,1261.2,1372.3
RBR2,296.082,259.669,247.946,237.103,295.499,300.341,275.159,260.248
NCE4,308.47,298.044,401.088,431.939,629.767,573.098,567.348,678.78
orf19.5321,1641.41,1550.33,1516.88,1504.75,1281.71,1258.86,1190.69,1205.59
orf19.5322,1051.82,1023.33,995.916,1011.63,841.922,741.625,788.301,874.448
MDH1-3,911.783,960.647,955.32,983.46,1045.88,930.903,1003.84,1085.66
KIN3,1269.81,1128.22,1233.48,1362.82,1047.6,979.172,982.129,1043.9
orf19.5326,499.251,420.843,415.673,485.545,282.577,308.769,307.425,281.611
GCN1,9788.45,9612.55,9685.88,10637.2,5346.91,4031.12,4411.94,4128.44
orf19.533,0,0,0,0,0,0,0,0
orf19.5334,5707.31,5667.94,4773.47,4684.32,5113.09,4979.37,3871.05,4033.84
SGS1,1937.54,1959.67,1786.67,1906.1,1181.14,1207.49,1133.8,1110.91
UBC15,654.105,657.487,475.055,498.946,482.448,499.546,539.563,399.111
GAL4,4800.49,4125.28,2892,2974.09,3615.78,3707.52,3359.27,3012.27
orf19.5339,262.633,326.185,189.605,206.176,69.7827,100.369,86.9396,115.558
orf19.5340,862.229,784.123,916.774,980.368,761.579,700.284,687.45,757.437
RPS4A,35760.2,40495.5,47936.8,49056.5,23579.7,22916.3,21979.6,21681.2
orf19.5342,922.932,855.756,639.658,632.961,521.216,547.815,422.15,435.041
MTR2,869.662,841.685,1136.59,1059.75,350.636,475.795,387.195,442.81
orf19.5342.2,504.206,388.864,246.904,314.419,136.981,158.598,133.546,118.471
ASH1,1709.59,1604.06,1588.73,1575.19,1155.29,1206.73,1242.25,1199.28
orf19.5345,7668.39,6893.38,6254.9,6596.61,4956.29,3922.82,3457.86,3314.27
orf19.5346,873.379,813.544,677.162,663.887,589.276,601.447,509.089,552.541
TPS3,12943.4,11586.6,11747.2,12744.8,11677,10125.8,10632.6,11168.3
RBR1,12.3884,20.4665,13.5432,6.18529,6.0306,6.1294,10.7554,8.73966
orf19.5350,2153.1,2283.29,1814.8,1740.13,2157.23,1835.76,1881.3,1976.13
TIF11,9988.73,9577.05,8456.19,8866.6,8073.25,7470.97,7105.72,6938.32
orf19.5352,1476.69,1510.68,1281.4,1339.13,959.727,965.381,864.035,831.239
orf19.5353,18.5825,23.0248,9.37609,8.24705,3.44606,9.96028,4.48142,3.88429
orf19.5356,3218.49,3171.03,2586.76,2712.25,1495.59,1482.55,1286.17,1222.58
AKL1,2331.49,2229.57,2287.77,2213.3,1645.49,1623.53,1750.44,1648.88
orf19.5358,1754.19,1671.86,1780.42,1779.3,1213.01,1176.84,1026.25,977.871
orf19.536,2669.69,2633.78,2672.19,2917.39,1637.74,1533.12,1408.96,1429.42
RPC11,587.208,617.833,635.491,636.053,410.942,390.749,357.617,366.095
PSO2,219.274,231.152,304.202,303.079,217.101,212.231,220.486,206.839
orf19.5363,0,0,0,0,0,0,0,0
orf19.5364,1144.68,1126.03,1118.16,1149.43,877.022,827.469,736.746,732.189
orf19.5365,3062.4,2826.69,2646.86,2658.37,1538.76,1706.29,1615.22,1433.63
orf19.5365.1,1308.29,1689.88,1360,1333,1148.39,1464.14,1101.42,1211.74
RDH54,589.605,583.421,529.803,620.79,48.1512,1.90E-46,1.50E-17,0.798156
orf19.5368,2014.7,1770.63,2204.67,2289.59,1434.72,1573.72,1350.64,1307.31
orf19.5369,5851.9,5561.5,5526.44,5582.22,2821.16,3010.3,2549.09,2579.9
orf19.537,235.379,249.436,241.695,229.886,194.702,248.241,206.145,175.764
orf19.5370,424.921,433.634,280.241,285.554,369.59,263.564,236.619,214.607
orf19.5376,400.144,401.655,435.467,408.229,232.609,278.888,248.271,222.376
HOS2,377.845,345.372,331.289,360.808,407.496,351.674,398.846,409.793
SCL1,1866.93,2074.79,1611.65,1692.71,2259.75,2054.88,2413.69,2514.11
ERG4,5675.11,6175.77,5300.62,5251.31,6787.01,6288.77,6661.18,6522.7
GPI2,118.928,121.52,169.811,150.509,113.72,148.638,131.754,156.343
LYS144,521.55,541.083,468.805,419.569,526.385,553.178,528.808,548.657
orf19.5381,1512.61,1320.28,1928.66,2189.19,1088.31,1229.97,1273.54,1251.28
orf19.5382,0.00330787,99.5804,137.204,28.2327,81.6263,129.221,146.178,67.4402
PMA1,8707.79,6119.49,6836.21,7681.73,7180.94,5695.03,5765.15,5440.85
CHS8,2210.08,2224.45,2413.82,2599.88,1812.63,1778.29,1802.43,1746.96
VPS8,687.554,629.345,617.78,580.386,695.242,634.393,762.738,755.495
SWD1,509.161,503.988,517.769,554.614,415.939,356.271,454.416,410.764
FKH2,1027.9,959.201,1200.6,1319.5,738.473,795.44,779.59,747.715
LAP3,1500.23,1542.66,1200.14,1151.49,2225.29,2021.17,2092.82,2198.51
orf19.5390,65.9963,35.9827,65.1699,48.4778,127.349,175.304,207.219,261.231
orf19.5391,919.216,931.226,952.194,947.38,758.994,829.768,788.73,799.194
NGT1,83.002,74.1911,104.179,91.7484,99.9357,104.2,79.7693,67.9751
orf19.5393,900.419,876.613,866.956,812.465,1067.05,1021.74,1027.9,1022.93
orf19.5394.1,462.086,487.359,604.237,539.151,957.14,1020.55,1162.48,1131.3
orf19.5395,1474.43,1399.01,1435.4,1357.54,1514.05,1282.91,1470.94,1412.53
orf19.5397,533.938,580.737,588.61,611.312,783.978,786.862,967.987,896.301
IFF11,32.2097,43.4913,42.7133,43.297,27.5685,44.4382,34.9551,15.5372
RHD1,2426.88,2402.26,1273.07,1096.86,3540.82,3424.04,3575.28,3583.26
orf19.540,402.622,408.051,368.793,282.461,386.82,413.735,392.572,417.562
#N/A,1113.45,1115.33,950.988,1302.71,534.465,474.473,463.979,389.735
orf19.5402,267.85,94.75,240.818,1.35059,116.84,128.507,102.473,138.529
#N/A,439.787,337.697,363.584,415.445,245.532,182.35,204.353,180.62
orf19.5406,1263.61,1129.5,1668.94,1688.58,914.067,1030.51,1045.96,1005.06
SOF1,2611.47,2908.8,2309.64,2288.56,1834.16,1658.77,1418.82,1417.77
HRK1,3550.5,3420.47,3388.94,3486.44,3126.44,2813.39,2847.49,2900.6
IST1,463.019,427.132,334.152,327.733,411.204,374.405,393.387,424.076
orf19.541,594.641,587.133,645.909,668.011,438.511,478.859,452.624,476.797
orf19.5410,483.451,477.232,481.568,488.725,347.791,334.307,314.677,361.523
orf19.5411,429.004,397.1,481.996,488.415,533.246,590.944,473.029,571.34
orf19.5412,405.971,447.143,411.857,432.161,497.119,463.238,422.359,406.531
orf19.5413,473.235,424.68,394.838,403.261,423.872,381.63,371.958,365.295
ESA1,1102.56,996.463,1031.37,970.904,908.898,967.679,1004.73,984.497
DOT5,4131.52,3921.89,2551.34,2600.91,4359.26,3517.51,3733.92,3823.12
orf19.5418,1606.77,1669.3,1841.88,1895.79,1431.84,1356.9,1440.33,1477
ATP5,7154.27,6582.54,6705.99,7258.43,5703.23,6010.64,6030.2,5432.19
HXK2,49398.6,49101.5,39917.4,40779.4,47212.7,36960.2,38004.6,38908.7
MIM1,441.025,530.85,515.685,526.78,710.749,652.015,767.219,911.838
orf19.5420,3487.32,3278.48,3778.57,3831.78,3098.87,3079.26,2836.74,2942.35
orf19.5422,111.495,99.7742,95.8445,113.397,63.7521,78.916,51.0882,83.5123
EST3,39.6427,65.237,60.4237,55.6676,53.4139,58.2293,59.1548,54.3801
orf19.5424,0,0,0,0,0,0,0,0
orf19.5425,2333.97,2128.52,2082.53,2052.48,1497.31,1359.19,1318.43,1243.95
orf19.5426,398.905,409.33,253.155,248.442,245.714,281.186,295.774,277.727
orf19.5428,395.188,410.609,310.457,317.504,353.038,361.635,302.048,272.872
orf19.5429,227.574,182.264,314.547,335.634,332.274,319.87,253.007,315.036
FUM11,1750.47,1770.8,1669.87,1621.38,1571.28,1529.36,1544.48,1592.56
BUD21,1958.97,1776.12,1599.22,1693.4,1088.36,1246.19,1144.3,956.099
orf19.5431,728.435,657.487,291.701,258.751,359.252,380.789,284.122,226.26
TPT1,837.533,924.541,926.453,901.873,741.613,721.8,688.95,692.499
orf19.5433,1257.1,1180.46,1310.34,1284,1601.68,1957.75,2007.97,2003.77
UTP8,2442.76,2490.28,2227.5,2268.77,1636.31,1405.3,1189.07,1203.87
RHR2,28182.7,28982.6,22303.4,21647.3,11981.7,13104.3,8233.57,7082.71
orf19.5438,309.495,348.819,260.508,247.479,170.907,224.676,201.223,159.088
orf19.5439,1176.91,1229.27,1056.26,1119.54,935.605,945.978,904.028,842.892
RPR2,950.187,1025.89,977.202,913.36,980.921,999.109,1043.29,1007.01
PRE6,0.00215322,0.00217532,0.00123813,0.00120328,0.00106485,0.00099943,0.001138,0.00127312
RPT2,8182.49,7677.5,6321.69,6772.89,6860.24,6679.97,6336.16,6531.44
ULP3,1367.99,1094.8,1143.94,1201.54,972.902,779.184,820.932,782.542
orf19.5442,707.928,759.987,855.728,953.248,550.757,559.448,723.382,619.238
BNA4,3815.73,3644.89,2986.61,3128.6,2810.31,2271.73,2283.66,2026.52
TIM44,4101.84,3569.88,4397.32,4470.43,3050.93,3214.85,2898.88,3045.89
GLO3,6810.55,5994.87,5235.01,5500.47,4437.74,3545.75,3363.29,3287.84
orf19.5446,0,0,0,0,0,0,0,0
HGT19,1382.26,1147.9,760.592,715.944,1050.68,993.961,1031.1,964.59
orf19.5449,184.551,208.964,123.116,119.133,241.676,225.185,209.112,225.791
ETR1,6620.2,6258.23,5093.03,5346.46,4448.84,4125.48,4099.76,4007.79
orf19.5451,0,0,0,0,0,0,0,0
DAL1,670.21,628.066,456.303,538.12,240.363,278.888,198.975,178.678
orf19.5455,2325.29,2189.92,2011.69,2022.59,1723.89,2023.47,1530.85,1721.71
orf19.5457,2040.36,1679.53,1422.04,1464.88,1213.01,937.798,846.989,824.441
orf19.5459,2524.75,2264.11,2016.9,2180.31,1719.99,1236.61,1075.73,1056.72
orf19.5461,2644.58,2270.4,2256,2461.22,1698.28,1285.35,1005.37,1007.76
orf19.5462,2796.39,2424.1,2622.69,2566.38,1564.73,1390.9,1150.01,1195.41
SEC6,3166.46,3029.04,2622.18,2761.73,1961.67,1709.64,1510.09,1527.86
orf19.5464,1143.45,997.742,787.592,866.971,686.627,477.793,437.387,470.613
orf19.5465,835.251,718.595,783.142,796.366,347.003,381.531,266.798,327.738
RPS24,21909.8,21642.3,28060.8,26876.6,15578.1,19617.2,17132.9,16740.8
TLO7,185.825,199.548,241.695,228.856,189.533,223.723,207.042,262.19
orf19.5469,1473.2,1315.71,895.15,921.7,223.165,176.112,216.964,173.438
orf19.547,804.865,765.382,860.98,982.094,814.25,818.692,755.864,716.649
orf19.5472,859.32,719.714,466.359,591.726,148.18,97.3042,121.895,114.587
orf19.5474,570.388,470.251,373.485,572.835,227.75,141.451,86.1139,158.755
orf19.5475,815.191,647.846,566.42,647.065,179.969,153.326,172.923,123.887
FGR12,0,1.27916,4.16715,3.09264,0,3.0647,0.896284,0.971074
CDC10,2660.16,2582.17,3691.63,3519.76,3893.07,3583.75,3877.03,3745.43
ILV1,2154,2206.43,2621.32,2623.65,1748.2,1481.87,1596.61,1703.39
orf19.5483,1353.62,1202.4,1396.34,1500.63,1058.17,1076.14,974.41,984.895
SER1,3439.49,3514.03,4807.61,4779.55,3159.99,3497.72,3756.39,3835.88
MEC3,284.877,311.931,303.056,297.869,358.205,312.812,367.267,317.18
orf19.5486,1917.5,1923.75,1860.72,1905.07,1417.85,1295.05,1160.17,1244.98
SMD2,429.873,528.353,384.574,373.86,863.641,838.052,877.487,817.267
CDC46,1193,1192.17,1019.91,1081.39,681.458,617.867,530.6,564.194
orf19.5488,115.212,116.403,129.182,115.459,182.641,221.425,233.034,196.157
orf19.5489,3.71651,5.11663,5.20894,7.21617,4.30757,0.766175,1.79257,4.85537
orf19.549,2131.7,2121.56,2873.53,2659.22,2506.49,2798.83,2474.8,2480.26
orf19.5491,71.8525,84.4243,125.015,113.397,94.7666,98.8366,96.7987,102.934
ATP14,7600.26,8414.29,7518.59,7335.75,8191.28,9599.41,9006.76,8363.86
