,WTCA14,CA14 ^GDT1,CA14 ^PMR1,CA14 ^GDT1^PMR1
CAWG_05076,37,23,25,16
CAWG_05077,271,197,68,118
CAWG_05080,235,210,137,185
CAWG_05084,86,57,246,194
CAWG_05085,49,24,20,23
CAWG_05087,141,122,46,70
CAWG_05089,2063,1045,590,731
CAWG_05090,282,193,102,74
CAWG_05092,94,103,41,56
CAWG_05093,711,667,577,614
CAWG_05095,37,58,20,28
CAWG_05100,125,117,44,37
CAWG_05108,1408,1052,1030,818
CAWG_05110,309,212,225,239
CAWG_05112,3302,2283,3832,1863
CAWG_05113,5,3,12,6
CAWG_05116,439,451,150,162
CAWG_05120,479,417,178,186
CAWG_05121,283,249,66,128
CAWG_05123,93,162,184,144
CAWG_05125,386,244,75,155
CAWG_05126,142,59,81,107
CAWG_05127,1217,657,976,703
CAWG_05128,144,115,57,120
CAWG_05130,149,33,28,40
CAWG_05133,819,752,265,384
CAWG_05134,1363,1377,986,1822
CAWG_05136,228,205,91,147
CAWG_05139,668,328,178,249
CAWG_05142,19,12,17,21
CAWG_05144,456,156,94,127
CAWG_05145,198,146,168,193
CAWG_05146,25,32,67,79
CAWG_05149,548,439,436,488
CAWG_05151,67,86,21,33
CAWG_05153,275,222,154,237
CAWG_05155,5019,3847,4584,4859
CAWG_05156,43,89,68,69
CAWG_05157,11,10,197,22
CAWG_05160,0,4,4,8
CAWG_05161,2025,1983,636,797
CAWG_05162,370,294,297,245
CAWG_05163,10122,6207,5443,4742
CAWG_05167,53,61,35,44
CAWG_05168,33,25,37,81
CAWG_05171,94,63,55,134
CAWG_05173,1488,529,323,449
CAWG_05176,1489,1094,685,1084
CAWG_05177,0,0,0,0
CAWG_05180,186,119,115,279
CAWG_05183,628,366,127,173
CAWG_05185,289,198,109,83
CAWG_05187,10,9,12,16
CAWG_05190,174,89,77,78
CAWG_05191,1636,888,1113,1644
CAWG_05194,0,0,0,0
CAWG_05197,4073,1708,2157,3578
CAWG_05198,653,398,773,799
CAWG_05200,2947,782,992,1272
CAWG_05203,56,49,45,46
CAWG_05204,532,289,116,299
CAWG_05205,305,332,63,94
CAWG_05206,196,532,410,282
CAWG_05207,4,3,2,2
CAWG_05208,665,548,236,294
CAWG_05210,145,120,149,168
CAWG_05212,45,22,11,28
CAWG_05213,65,74,16,49
CAWG_05216,16,12,9,14
CAWG_05217,43,50,21,53
CAWG_05224,51,27,41,27
CAWG_05225,755,480,722,750
CAWG_05227,601,557,316,323
CAWG_05228,10,4,19,45
CAWG_05229,1306,592,412,486
CAWG_05230,299,136,61,106
CAWG_05233,1055,1189,803,1086
CAWG_05235,3,4,9,4
CAWG_05236,979,789,781,942
CAWG_05238,514,358,144,245
CAWG_05240,361,200,196,138
CAWG_05244,77,29,11,23
CAWG_05245,11,9,20,13
CAWG_05246,792,573,355,584
CAWG_05248,3,4,2,6
CAWG_05250,3315,1958,1818,2939
CAWG_05251,330,453,143,224
CAWG_05255,706,336,267,287
CAWG_05257,133,54,59,94
CAWG_05258,10,8,4,12
CAWG_05260,381,625,337,344
CAWG_05263,1040,437,221,588
CAWG_05267,526,269,298,300
CAWG_05270,752,546,592,505
CAWG_05271,377,306,266,263
CAWG_05273,46,22,63,41
CAWG_05274,2290,1926,1731,1208
CAWG_05275,0,0,0,0
CAWG_05277,3909,1889,2114,2990
CAWG_05281,726,509,644,702
CAWG_05283,1327,715,705,447
CAWG_05285,689,443,539,551
CAWG_05286,21,10,33,6
CAWG_05288,289,298,202,242
CAWG_05290,345,201,187,315
CAWG_05295,177,97,94,80
CAWG_05299,1530,655,729,681
CAWG_05300,0,0,0,0
CAWG_05302,845,563,220,367
CAWG_05303,239,133,56,64
CAWG_05304,145,92,66,75
CAWG_05306,63,23,25,19
CAWG_05309,132,83,47,52
CAWG_05316,46,15,44,43
CAWG_05319,1265,663,396,457
CAWG_05323,864,762,867,825
CAWG_05327,1748,1416,1289,1207
CAWG_05329,4476,2096,681,947
CAWG_05330,9336,4402,4988,3937
CAWG_05331,360,218,380,276
CAWG_05332,976,737,714,788
CAWG_05333,4150,2145,2904,1942
CAWG_05335,248,207,158,130
CAWG_05336,1244,659,990,891
CAWG_05338,272,247,318,350
CAWG_05341,14408,12575,8373,7618
CAWG_05345,90,52,52,49
CAWG_05348,153,58,132,101
CAWG_05351,1,0,0,0
CAWG_05352,16,8,5,8
CAWG_05353,39,37,39,19
CAWG_05355,173,196,168,167
CAWG_05356,106,95,101,104
CAWG_05357,64,88,95,100
CAWG_05358,103,199,92,88
CAWG_05367,116,152,197,166
CAWG_05368,2815,3572,90,92
CAWG_05369,170,191,287,256
CAWG_05370,169,196,268,196
CAWG_05372,3117,2549,3263,2481
CAWG_05374,1315,1325,1393,874
CAWG_05375,1425,1535,734,808
CAWG_05379,23,22,27,43
CAWG_05380,361,364,367,527
CAWG_05381,142,107,88,124
CAWG_05384,637,646,477,657
CAWG_05385,1,12,2,2
CAWG_05387,518,550,221,162
CAWG_05393,1367,1106,1646,1678
CAWG_05394,43,54,52,45
CAWG_05395,189,190,225,273
CAWG_05396,2925,3113,2461,2286
CAWG_05397,1822,939,1060,1101
CAWG_05400,90,182,9,16
CAWG_05403,26,18,25,32
CAWG_05405,0,0,0,0
CAWG_05407,141,80,126,106
CAWG_05408,128,65,71,49
CAWG_05409,770,717,341,449
CAWG_05413,1023,534,555,643
CAWG_05415,532,741,373,223
CAWG_05418,1836,1196,1591,1926
CAWG_05421,1,0,0,0
CAWG_05422,2512,2500,2980,2194
CAWG_05424,24,19,28,30
CAWG_05425,57,25,15,15
CAWG_05426,245,181,313,326
CAWG_05427,301,207,224,460
CAWG_05428,199,245,85,151
CAWG_05429,134,191,140,94
CAWG_05430,1739,2098,1438,1454
CAWG_05431,317,320,360,338
CAWG_05433,58,97,21,37
CAWG_05434,175,210,103,134
CAWG_05435,3,14,0,6
CAWG_05437,177,215,130,198
CAWG_05438,103,142,83,127
CAWG_05442,419,529,329,343
CAWG_05443,1569,1348,1549,1592
CAWG_05444,16,12,9,11
CAWG_05448,4,2,1,2
CAWG_05451,18839,15313,17556,14948
CAWG_05452,1108,984,980,1286
CAWG_05453,182,151,136,170
CAWG_05454,1764,1185,1457,2367
CAWG_05456,303,250,257,299
CAWG_05458,7756,4122,5084,11165
CAWG_05459,2,3,3,7
CAWG_05463,6,5,5,11
CAWG_05464,0,0,0,0
CAWG_05468,93,64,70,48
CAWG_05471,107,100,109,113
CAWG_05472,86,88,92,90
CAWG_05475,291,257,288,270
CAWG_05477,4920,2482,3063,5414
CAWG_05480,27,38,51,41
CAWG_05483,303,341,169,305
CAWG_05485,190,153,77,112
CAWG_05488,41,20,13,14
CAWG_05489,8,20,39,70
CAWG_05490,65,122,135,248
CAWG_05493,133,163,50,40
CAWG_05495,9,6,7,10
CAWG_05499,96,160,158,144
CAWG_05500,197,149,58,91
CAWG_05501,56,122,100,135
CAWG_05502,854,1022,671,522
CAWG_05503,1212,564,772,627
CAWG_05504,0,0,0,0
CAWG_05505,6,6,13,9
CAWG_05506,1110,1129,326,503
CAWG_05509,180,246,82,157
CAWG_05511,355,178,128,182
CAWG_05512,418,361,238,202
CAWG_05514,77,130,120,137
CAWG_05515,9014,7304,11306,14381
CAWG_05518,69,104,152,117
CAWG_05520,44,48,60,82
CAWG_05521,640,1119,434,636
CAWG_05522,845,1109,835,876
CAWG_05523,331,384,175,206
CAWG_05526,101,51,84,59
CAWG_05528,0,4,0,0
CAWG_05529,2227,2509,1170,964
CAWG_05532,1088,972,732,795
CAWG_05534,16,36,12,17
CAWG_05535,784,1203,909,820
CAWG_05537,0,2,1,1
CAWG_05538,330,241,242,238
CAWG_05541,1718,1134,1348,1485
CAWG_05543,3636,3269,4350,4967
CAWG_05546,104,99,120,170
CAWG_05547,274,485,166,273
CAWG_05552,135,165,177,156
CAWG_05553,8616,6963,6529,4980
CAWG_05556,467,411,207,266
CAWG_05557,4,3,3,2
CAWG_05558,320,293,268,302
CAWG_05560,1,1,0,1
CAWG_05561,306,272,120,191
CAWG_05563,7,9,4,10
CAWG_05564,33,37,40,27
CAWG_05566,78,77,41,64
CAWG_05569,287,396,312,292
CAWG_05570,0,2,1,3
CAWG_05572,1,7,4,0
CAWG_05573,1940,1780,1828,739
CAWG_05574,0,0,0,0
CAWG_05575,0,1,0,0
CAWG_05576,1,0,1,0
CAWG_05577,1,1,3,0
CAWG_05578,4,13,12,13
CAWG_05579,442,628,554,556
CAWG_05581,351,437,133,205
CAWG_05582,3071,3447,3255,2969
CAWG_05585,2,1,3,0
CAWG_05586,486,415,548,447
CAWG_05588,958,795,896,730
CAWG_05589,498,529,677,547
CAWG_05592,116,134,91,100
CAWG_05593,234,294,97,80
CAWG_05595,4,4,34,1
CAWG_05598,59,70,35,75
CAWG_05600,155,163,55,69
CAWG_05602,228,238,102,134
CAWG_05603,1131,834,872,862
CAWG_05604,17,20,20,33
CAWG_05606,108,130,50,100
CAWG_05607,222,179,84,95
CAWG_05609,167,192,350,451
CAWG_05610,306,476,616,649
CAWG_05611,945,1113,1030,1421
CAWG_05612,1653,1714,2135,2111
CAWG_05614,442,479,963,836
CAWG_05615,0,0,0,0
CAWG_05616,102,98,101,95
CAWG_05617,118,127,129,130
CAWG_05618,110,100,78,85
CAWG_05619,195,157,137,130
CAWG_05620,122,94,92,101
CAWG_05623,1467,1616,2910,5003
CAWG_05624,6,5,10,5
CAWG_05625,48,67,51,36
CAWG_05626,1207,1146,1772,1405
CAWG_05628,3391,2449,2380,3221
CAWG_05629,43,63,102,102
CAWG_05631,356,310,334,413
CAWG_05633,336,342,396,384
CAWG_05635,351,467,274,352
CAWG_05637,1105,857,870,476
CAWG_05638,56,56,51,42
CAWG_05639,224,218,193,264
CAWG_05642,100,103,44,69
CAWG_05644,16,13,14,4
CAWG_05645,291,212,267,200
CAWG_05647,35,23,57,28
CAWG_05648,21,26,65,33
CAWG_05649,822,838,1191,1165
CAWG_05650,245,247,257,293
CAWG_05654,35,29,14,14
CAWG_05657,1372,1900,1789,1459
CAWG_05660,181,126,62,205
CAWG_05664,17,60,114,140
CAWG_05669,15481,13952,11090,9391
CAWG_05671,111,116,39,45
CAWG_05676,404,426,269,331
CAWG_05678,59,46,98,82
CAWG_05679,24,26,67,31
CAWG_05680,187,224,184,202
CAWG_05681,2151,2459,1776,1697
CAWG_05687,310,368,93,111
CAWG_05688,796,698,653,720
CAWG_05691,195,183,88,152
CAWG_05696,190,171,197,233
CAWG_05698,1471,1079,1067,1557
CAWG_05700,29,29,39,38
CAWG_05706,54,56,94,79
CAWG_05709,141,137,29,57
CAWG_05710,35,42,90,97
CAWG_05711,1622,1899,776,1172
CAWG_05714,192,325,50,149
CAWG_05715,87,50,23,45
CAWG_05716,10548,13775,11457,10189
CAWG_05717,259,242,242,233
CAWG_05720,0,1,0,1
CAWG_05721,1530,850,974,1663
CAWG_05727,226,313,202,165
CAWG_05729,1116,952,773,772
CAWG_05734,439,468,611,564
CAWG_05740,201,116,168,155
CAWG_05741,25,35,36,39
CAWG_05744,195,152,232,153
CAWG_05745,106,147,118,144
CAWG_05746,3,7,13,9
CAWG_05747,83,168,141,185
CAWG_05751,117,59,56,46
CAWG_05752,6258,3010,3749,4978
CAWG_05754,109,162,108,89
CAWG_05755,1147,1139,1286,1202
CAWG_05758,54,52,56,44
CAWG_05759,3927,3457,3711,3605
CAWG_05761,26,29,44,37
CAWG_05767,5,3,3,8
CAWG_05359,41,41,28,32
CAWG_05360,507,604,874,885
CAWG_05361,0,0,0,0
CAWG_05362,1515,1510,1721,1460
CAWG_05363,216,288,363,277
CAWG_05364,376,444,480,467
CAWG_05365,1049,2012,1620,1425
CAWG_05366,474,542,401,406
CAWG_05371,226,160,238,203
CAWG_05373,207,128,112,117
CAWG_05378,212,226,324,260
CAWG_05382,293,290,263,268
CAWG_05383,633,1144,999,828
CAWG_05386,16,26,10,7
CAWG_05388,1029,940,67,102
CAWG_05389,796,697,237,172
CAWG_05390,66,71,79,93
CAWG_05391,4037,3883,3291,3476
CAWG_05392,10506,7755,4216,3833
CAWG_05398,270,374,246,303
CAWG_05399,174,162,143,96
CAWG_05401,44,53,0,16
CAWG_05402,60,64,44,52
CAWG_05404,274,160,191,256
CAWG_05406,110,62,78,76
CAWG_05410,23,32,16,29
CAWG_05411,683,697,664,711
CAWG_05412,70,53,38,52
CAWG_05414,214,339,210,133
CAWG_05416,328,250,278,255
CAWG_05417,387,347,494,449
CAWG_05419,6,5,9,14
CAWG_05420,0,0,0,0
CAWG_05423,412,380,430,561
CAWG_05432,374,434,388,389
CAWG_05436,84,103,88,75
CAWG_05439,172,212,172,202
CAWG_05440,211,241,219,274
CAWG_05441,69,235,39,73
CAWG_05445,391,303,254,114
CAWG_05446,322,224,198,129
CAWG_05447,520,592,498,610
CAWG_05449,283,230,221,151
CAWG_05450,166,140,87,106
CAWG_05455,61,27,49,78
CAWG_05457,1082,568,759,1686
CAWG_05460,42,21,21,25
CAWG_05461,436,206,151,171
CAWG_05462,167,227,212,255
CAWG_05465,465,640,408,338
CAWG_05466,161,188,234,369
CAWG_05467,0,0,0,0
CAWG_05469,76,65,48,53
CAWG_05470,298,153,42,76
CAWG_05473,445,299,293,229
CAWG_05474,95,54,36,37
CAWG_05476,381,518,502,644
CAWG_05478,90,81,56,35
CAWG_05479,144,137,105,119
CAWG_05481,37,68,26,37
CAWG_05482,0,0,0,0
CAWG_05484,187,257,179,200
CAWG_05486,54,52,15,33
CAWG_05487,24,13,22,28
CAWG_05491,104,111,56,86
CAWG_05492,75,147,37,63
CAWG_05494,846,266,220,269
CAWG_05496,511,360,308,589
CAWG_05497,32,61,20,50
CAWG_05498,95,171,161,177
CAWG_05507,44,50,27,50
CAWG_05508,17,7,19,38
CAWG_05510,140,106,76,90
CAWG_05513,200,158,178,199
CAWG_05517,266,321,525,528
CAWG_05519,245,200,149,217
CAWG_05524,29,32,3,1
CAWG_05525,55,91,43,35
CAWG_05527,527,504,534,553
CAWG_05530,2654,1268,1843,4186
CAWG_05531,38461,32369,41616,50046
CAWG_05533,523,570,620,766
CAWG_05536,905,939,483,676
CAWG_05539,2,0,0,14
CAWG_05540,117,72,48,63
CAWG_05542,61,136,39,58
CAWG_05544,649,769,408,427
CAWG_05545,1294,1356,1135,1266
CAWG_05548,2492,1500,939,1291
CAWG_05549,143,209,158,197
CAWG_05550,23,10,0,13
CAWG_05551,8,18,17,7
CAWG_05554,11296,5891,4210,4724
CAWG_05555,520,704,365,308
CAWG_05559,97,138,163,104
CAWG_05562,87,82,47,55
CAWG_05565,627,619,558,713
CAWG_05567,358,586,323,272
CAWG_05568,147,288,180,177
CAWG_05571,333,609,342,269
CAWG_05580,51,76,100,114
CAWG_05583,78,41,21,46
CAWG_05584,129,155,39,72
CAWG_05587,6609,4981,5266,5496
CAWG_05590,257,253,193,189
CAWG_05591,0,3,0,4
CAWG_05594,128,146,123,242
CAWG_05597,304,369,369,341
CAWG_05599,143,130,87,75
CAWG_05601,1688,1583,1660,1609
CAWG_05605,14,8,1,5
CAWG_05608,175,126,189,227
CAWG_05613,611,664,673,717
CAWG_05621,38,66,97,130
CAWG_05622,4023,3434,2733,3072
CAWG_05627,471,441,635,649
CAWG_05630,5,6,0,3
CAWG_05632,314,409,436,479
CAWG_05634,194,141,116,130
CAWG_05636,1106,1139,857,795
CAWG_05640,258,241,232,262
CAWG_05641,1854,2474,2423,1911
CAWG_05643,44,61,74,63
CAWG_05646,17,14,25,19
CAWG_05651,14,19,7,5
CAWG_05653,833,787,795,1039
CAWG_05655,4180,4481,3212,2864
CAWG_05658,2750,3095,5543,7316
CAWG_05659,176,340,328,273
CAWG_05661,769,1324,1165,740
CAWG_05662,111,117,59,107
CAWG_05663,63,150,186,177
CAWG_05665,341,410,423,449
CAWG_05666,2141,1352,1561,1925
CAWG_05667,75,99,82,59
CAWG_05668,197,140,81,160
CAWG_05670,511,615,187,259
CAWG_05672,2268,2221,2026,1820
CAWG_05674,54,116,23,52
CAWG_05675,688,726,377,373
CAWG_05677,2253,2478,1526,1339
CAWG_05684,41,67,34,19
CAWG_05685,218,63,37,35
CAWG_05686,0,1,2,0
CAWG_05689,409,429,719,524
CAWG_05690,537,218,275,370
CAWG_05692,255,207,157,215
CAWG_05693,57,48,34,34
CAWG_05694,0,0,0,0
CAWG_05695,140,131,118,128
CAWG_05697,1463,1256,1560,1906
CAWG_05701,82,19,25,29
CAWG_05702,161,168,128,135
CAWG_05703,708,598,504,816
CAWG_05704,144,254,105,223
CAWG_05705,0,0,0,0
CAWG_05707,61,112,110,120
CAWG_05708,100,155,55,84
CAWG_05712,258,305,170,184
CAWG_05713,236,241,178,259
CAWG_05718,34,17,13,16
CAWG_05719,462,570,189,358
CAWG_05722,1231,670,1152,2029
CAWG_05723,2283,1384,725,528
CAWG_05724,146,208,99,251
CAWG_05725,1236,1181,1169,1050
CAWG_05728,87,90,81,98
CAWG_05731,3385,3322,3744,3562
CAWG_05736,0,1,1,0
CAWG_05737,0,0,1,1
CAWG_05738,1323,495,957,680
CAWG_05742,820,615,579,728
CAWG_05748,196,89,28,59
CAWG_05749,340,252,257,343
CAWG_05750,3979,3355,2978,3009
CAWG_05753,1792,1621,1740,1789
CAWG_05756,2816,2641,2363,1977
CAWG_05760,962,886,1108,700
CAWG_05762,109,153,182,211
CAWG_05763,14,8,9,9
CAWG_05764,14,15,19,20
CAWG_05765,45,43,25,40
CAWG_05769,315,364,365,411
CAWG_05770,1404,1246,1054,469
CAWG_05772,6238,5819,5065,5562
CAWG_05773,132,184,85,149
CAWG_05776,49,75,18,47
CAWG_05778,22,26,17,18
CAWG_05783,0,0,1,0
CAWG_05784,45,62,17,42
CAWG_05785,73,109,43,85
CAWG_05789,248,301,328,266
CAWG_05794,557,285,321,584
CAWG_05795,0,0,1,0
CAWG_05796,0,0,0,0
CAWG_05797,9,5,6,7
CAWG_05798,101,57,46,55
CAWG_05799,292,275,398,374
CAWG_05802,1159,1290,881,591
CAWG_05807,509,601,393,546
CAWG_05809,478,596,540,627
CAWG_05811,1392,1229,1274,1143
CAWG_05812,2112,1813,1345,2099
CAWG_05814,6,14,8,22
CAWG_05816,48,63,31,63
CAWG_05818,322,335,396,406
CAWG_05823,354,385,398,466
CAWG_05824,7,8,16,26
CAWG_05825,826,504,558,672
CAWG_05827,1185,1052,1321,1258
CAWG_05828,2247,2092,1846,1870
CAWG_05829,1660,1954,2048,1674
CAWG_05830,345,126,142,141
CAWG_05831,205,337,198,319
CAWG_05832,90,65,84,64
CAWG_05833,193,171,144,169
CAWG_05834,12584,8174,5751,4614
CAWG_05837,1547,1271,959,846
CAWG_05838,433,551,517,731
CAWG_05842,398,443,371,428
CAWG_05843,524,623,766,895
CAWG_05844,205,186,218,226
CAWG_05845,3740,3307,3053,3259
CAWG_05847,42,57,59,48
CAWG_05850,227,173,154,160
CAWG_05851,887,796,628,796
CAWG_05852,1011,1068,563,641
CAWG_05853,13565,8341,10839,11071
CAWG_05854,620,664,283,224
CAWG_05855,169,221,136,117
CAWG_05858,663,559,475,377
CAWG_05860,1541,3449,1515,1576
CAWG_05862,284,444,460,538
CAWG_05864,375,209,176,198
CAWG_05865,15,9,9,17
CAWG_05867,1,3,3,3
CAWG_05869,1023,1387,2244,2924
CAWG_05870,1747,1817,784,1095
CAWG_05871,135,151,168,212
CAWG_05872,997,1062,743,930
CAWG_05873,1,0,0,0
CAWG_05875,31,33,26,13
CAWG_05876,220,258,209,281
CAWG_05878,268,260,229,300
CAWG_05879,53,36,7,30
CAWG_05880,130,125,81,87
CAWG_05882,1058,964,913,856
CAWG_05884,6170,8538,5555,5794
CAWG_05887,71,76,145,112
CAWG_05893,25,402,485,1
CAWG_05889,626,578,582,605
CAWG_05891,171,153,195,205
CAWG_05895,220,233,256,230
CAWG_05900,57,66,113,52
CAWG_05901,2776,2562,8452,1144
CAWG_05902,111,175,126,166
CAWG_05903,3388,3735,3100,2472
CAWG_05906,0,0,1,2
CAWG_05908,86,142,195,90
CAWG_05910,421,601,547,694
CAWG_05911,207,122,120,92
CAWG_05912,8,22,69,8
CAWG_05914,61,71,16,49
CAWG_05917,320,220,219,187
CAWG_05919,154,237,170,192
CAWG_05925,362,416,740,591
CAWG_05926,75,104,50,61
CAWG_05928,0,0,0,0
CAWG_05929,359,622,457,487
CAWG_05932,226,133,66,107
CAWG_05933,948,769,271,568
CAWG_05934,1044,1355,1473,1407
CAWG_05935,314,437,427,406
CAWG_05936,29,30,30,50
CAWG_05940,136,178,63,135
CAWG_05941,242,281,311,338
CAWG_05942,3,10,8,6
CAWG_05943,30392,25070,16862,17032
CAWG_05944,41,57,13,39
CAWG_05945,1114,1037,899,1219
CAWG_05946,217,381,188,329
CAWG_05949,233,186,201,192
CAWG_05952,85,93,75,94
CAWG_05955,115,156,98,105
CAWG_05956,105,143,58,73
CAWG_05957,251,332,212,320
CAWG_05958,125,182,48,88
CAWG_05959,7,17,9,8
CAWG_05961,1119,1204,1220,1049
CAWG_05962,97,118,133,300
CAWG_05966,641,956,894,742
CAWG_05967,70,37,43,32
CAWG_05969,995,939,360,550
CAWG_05971,0,0,0,0
CAWG_05972,1538,1533,1637,1250
CAWG_05975,896,1418,951,1224
CAWG_05976,762,863,496,502
CAWG_05978,171,264,217,164
CAWG_05984,378,1122,537,690
CAWG_05985,828,1316,682,1048
CAWG_05994,904,989,2141,1541
CAWG_05995,79,76,17,37
CAWG_05996,64,54,83,103
CAWG_05998,4714,3670,13384,6945
CAWG_06002,72,140,100,138
CAWG_06006,283,288,248,305
CAWG_06011,0,0,0,0
CAWG_06012,44,64,43,60
CAWG_06013,107,89,76,63
CAWG_06015,98,40,46,31
CAWG_06016,339,436,409,420
CAWG_06018,0,0,0,0
CAWG_06019,248,468,380,350
CAWG_06020,6454,4346,5317,11492
CAWG_06023,50,91,55,53
CAWG_06024,49,63,80,113
CAWG_06025,163,74,70,78
CAWG_06028,0,17,43,0
CAWG_06034,63,114,96,122
CAWG_06035,333,370,640,481
CAWG_06037,614,663,758,1680
CAWG_06038,393,486,352,259
CAWG_06039,63,33,25,28
CAWG_06041,122,160,168,212
CAWG_06043,37,50,66,81
CAWG_06045,1760,1521,1359,1368
CAWG_06047,376,527,382,445
CAWG_06048,1809,1889,1924,1215
CAWG_06049,106,82,56,65
CAWG_06052,181,203,90,75
CAWG_06056,21,30,11,20
CAWG_06059,456,512,528,494
CAWG_06061,71,22,16,25
CAWG_06064,21,21,14,17
CAWG_06065,82,107,53,65
CAWG_06066,2544,1033,1633,1805
CAWG_06067,1926,1165,808,1583
CAWG_06068,126,196,149,145
CAWG_06070,3134,2614,2993,1944
CAWG_06075,0,0,3,0
CAWG_06076,1591,2323,825,966
CAWG_06078,24,8,5,7
CAWG_06079,193,251,142,241
CAWG_06081,88,109,66,57
CAWG_06082,948,566,587,503
CAWG_06083,57,64,47,44
CAWG_06084,12,15,23,24
CAWG_06085,35,57,27,39
CAWG_06086,3,4,39,5
CAWG_06087,136,234,181,270
CAWG_06089,219,163,327,142
CAWG_06091,62,89,116,155
CAWG_06094,0,0,6,17
CAWG_06095,1064,213,280,423
CAWG_06098,328,267,44,68
CAWG_06100,740,968,1270,975
CAWG_06105,79,77,50,62
CAWG_06108,33,37,50,68
CAWG_06111,55,58,42,37
CAWG_06114,2728,2428,2189,2390
CAWG_06116,349,444,357,310
CAWG_06119,575,699,871,874
CAWG_06121,1345,1829,2046,1952
CAWG_06122,106,161,89,97
CAWG_06123,392,537,510,593
CAWG_06124,4560,2954,4139,6347
CAWG_06125,548,522,645,589
CAWG_06127,1022,1185,868,924
CAWG_06128,2749,2409,2794,2380
CAWG_06129,466,490,285,254
CAWG_06130,24504,19261,20021,14218
CAWG_06132,328,256,244,381
CAWG_06134,8,4,36,14
CAWG_06138,191,113,101,109
CAWG_06141,256,180,174,138
CAWG_06143,202,253,335,319
CAWG_06146,22,22,21,14
CAWG_05768,10,37,11,10
CAWG_05774,30,48,43,47
CAWG_05775,30,96,31,39
CAWG_05777,85,137,48,44
CAWG_05779,35,60,13,11
CAWG_05780,1148,523,784,1905
CAWG_05781,1427,1390,1429,1252
CAWG_05782,355,353,147,276
CAWG_05786,5744,4595,4537,1764
CAWG_05787,3453,4317,5545,3987
CAWG_05788,989,711,707,612
CAWG_05790,79,119,45,80
CAWG_05791,1,3,1,4
CAWG_05792,1063,1001,1490,1137
CAWG_05793,75,53,42,48
CAWG_05800,47,47,63,66
CAWG_05801,96,71,44,75
CAWG_05805,97,101,74,84
CAWG_05806,571,567,695,522
CAWG_05808,241,228,221,215
CAWG_05810,1806,1585,896,707
CAWG_05813,251,210,170,205
CAWG_05815,281,161,118,171
CAWG_05817,3235,3358,3644,2995
CAWG_05819,356,396,481,517
CAWG_05820,29,42,35,48
CAWG_05821,37,37,59,48
CAWG_05822,568,516,414,555
CAWG_05826,17,3,7,5
CAWG_05835,899,1204,815,877
CAWG_05836,17925,14659,11952,8050
CAWG_05839,153,200,174,155
CAWG_05840,1102,1046,899,700
CAWG_05841,264,187,246,151
CAWG_05846,100,172,55,79
CAWG_05848,220,203,206,238
CAWG_05849,1,3,2,0
CAWG_05856,1586,1412,1279,1502
CAWG_05857,468,545,391,388
CAWG_05859,1803,1914,1411,1042
CAWG_05861,316,422,530,558
CAWG_05863,242,207,96,117
CAWG_05866,10,5,6,7
CAWG_05868,135,237,266,228
CAWG_05874,26,19,22,9
CAWG_05877,250,272,223,281
CAWG_05881,60,75,36,49
CAWG_05886,960,1019,1237,1295
CAWG_05890,125,40,25,42
CAWG_05892,803,423,420,726
CAWG_05894,268,279,244,259
CAWG_05896,1290,800,1011,1784
CAWG_05897,809,396,130,221
CAWG_05898,750,1027,787,707
CAWG_05899,112,127,263,124
CAWG_05905,3094,4610,4060,3734
CAWG_05907,1886,1608,1310,1595
CAWG_05909,31,0,0,27
CAWG_05913,469,509,416,564
CAWG_05915,41751,41643,39279,25795
CAWG_05916,38,34,32,20
CAWG_05918,15,14,6,10
CAWG_05920,4,4,7,5
CAWG_05921,0,0,0,0
CAWG_05922,0,5,0,4
CAWG_05923,5574,4336,5379,6770
CAWG_05924,160,229,280,297
CAWG_05927,0,4,8,4
CAWG_05930,13,18,25,26
CAWG_05931,8,9,10,6
CAWG_05937,7,6,3,10
CAWG_05938,15,34,13,17
CAWG_05939,241,216,86,88
CAWG_05947,112,199,92,168
CAWG_05948,2424,1896,884,492
CAWG_05950,70,82,70,90
CAWG_05951,484,257,252,283
CAWG_05954,331,425,464,354
CAWG_05960,1114,951,392,725
CAWG_05963,2182,2329,1375,2038
CAWG_05965,0,7,0,5
CAWG_05968,375,329,483,399
CAWG_05970,6003,5132,7697,6450
CAWG_05973,217,381,198,351
CAWG_05977,220,313,160,150
CAWG_05979,189,291,305,311
CAWG_05980,118,123,222,265
CAWG_05981,42,84,54,97
CAWG_05982,176,250,217,209
CAWG_05983,159,207,236,209
CAWG_05987,675,1081,929,1085
CAWG_05988,4813,2769,2932,4361
CAWG_05989,268,463,424,391
CAWG_05990,0,0,0,0
CAWG_05991,176,235,95,148
CAWG_05992,35,25,41,45
CAWG_05993,10167,3320,3103,4655
CAWG_06000,1215,1731,892,1375
CAWG_06003,1445,893,1099,825
CAWG_06004,393,432,478,399
CAWG_06005,312,386,554,472
CAWG_06008,47,50,41,38
CAWG_06009,447,183,82,160
CAWG_06010,0,0,0,0
CAWG_06014,68,64,35,62
CAWG_06017,474,429,384,549
CAWG_06021,342,349,218,245
CAWG_06022,106,115,307,179
CAWG_06026,255,130,187,264
CAWG_06027,813,582,877,977
CAWG_06029,218,264,149,196
CAWG_06030,14,40,6,27
CAWG_06032,2882,2596,2593,2650
CAWG_06033,95,80,76,78
CAWG_06036,30,22,48,48
